geo_id,year,deped_id,total_teacher_male,total_teacher_female,total_teachers,total_student_male,total_student_female,total_student_enrollment
HND-004624,2011,50700017,-99,-99,-99,92.0,91.0,183.0
HND-004626,2011,50700019,-99,-99,-99,82.0,68.0,150.0
HND-004628,2011,50700021,-99,-99,-99,72.0,76.0,148.0
HND-004629,2011,50700022,-99,-99,-99,51.0,40.0,91.0
HND-004630,2011,50700023,-99,-99,-99,28.0,27.0,55.0
HND-004631,2011,50700024,-99,-99,-99,61.0,51.0,112.0
HND-004632,2011,50700025,-99,-99,-99,61.0,51.0,112.0
HND-004633,2011,50700026,-99,-99,-99,21.0,17.0,38.0
HND-004634,2011,50700027,-99,-99,-99,51.0,61.0,112.0
HND-004635,2011,50700028,-99,-99,-99,9.0,7.0,16.0
HND-004636,2011,50700029,-99,-99,-99,12.0,10.0,22.0
HND-004637,2011,50700030,-99,-99,-99,50.0,41.0,91.0
HND-004638,2011,50700031,-99,-99,-99,23.0,17.0,40.0
HND-004639,2011,50700032,-99,-99,-99,25.0,25.0,50.0
HND-004640,2011,50700033,-99,-99,-99,14.0,8.0,22.0
HND-004641,2011,50700034,-99,-99,-99,13.0,14.0,27.0
HND-004642,2011,50700035,-99,-99,-99,10.0,10.0,20.0
HND-004643,2011,50700036,-99,-99,-99,24.0,21.0,45.0
HND-004644,2011,50700037,-99,-99,-99,19.0,13.0,32.0
HND-004645,2011,50700038,-99,-99,-99,63.0,72.0,135.0
HND-004646,2011,50700040,-99,-99,-99,32.0,30.0,62.0
HND-004647,2011,50700041,-99,-99,-99,7.0,8.0,15.0
HND-004648,2011,50700042,-99,-99,-99,37.0,28.0,65.0
HND-004649,2011,50700043,-99,-99,-99,18.0,19.0,37.0
HND-004650,2011,50700044,-99,-99,-99,16.0,14.0,30.0
HND-004651,2011,50700045,-99,-99,-99,19.0,13.0,32.0
HND-004652,2011,50700047,-99,-99,-99,9.0,4.0,13.0
HND-004653,2011,50700048,-99,-99,-99,10.0,16.0,26.0
HND-004654,2011,50700049,-99,-99,-99,9.0,12.0,21.0
HND-004655,2011,50700051,-99,-99,-99,11.0,11.0,22.0
HND-004656,2011,50700053,-99,-99,-99,6.0,12.0,18.0
HND-004657,2011,50700055,-99,-99,-99,19.0,21.0,40.0
HND-004658,2011,50700061,-99,-99,-99,5.0,15.0,20.0
HND-004659,2011,50700062,-99,-99,-99,5.0,2.0,7.0
HND-004660,2011,50700075,-99,-99,-99,25.0,15.0,40.0
HND-004661,2011,50700088,-99,-99,-99,15.0,14.0,29.0
HND-004662,2011,50700090,-99,-99,-99,8.0,6.0,14.0
HND-004663,2011,50700092,-99,-99,-99,11.0,13.0,24.0
HND-004664,2011,50700101,-99,-99,-99,27.0,12.0,39.0
HND-004665,2011,50700103,-99,-99,-99,8.0,5.0,13.0
HND-004666,2011,50700104,-99,-99,-99,5.0,7.0,12.0
HND-004668,2011,50800001,-99,-99,-99,176.0,180.0,356.0
HND-004669,2011,50800002,-99,-99,-99,240.0,184.0,424.0
HND-004671,2011,50800004,-99,-99,-99,51.0,52.0,103.0
HND-004672,2011,50800005,-99,-99,-99,59.0,65.0,124.0
HND-004673,2011,50800006,-99,-99,-99,31.0,33.0,64.0
HND-004674,2011,50800007,-99,-99,-99,111.0,137.0,248.0
HND-004675,2011,50800008,-99,-99,-99,227.0,199.0,426.0
HND-004676,2011,50800009,-99,-99,-99,188.0,203.0,391.0
HND-004677,2011,50800010,-99,-99,-99,450.0,430.0,880.0
HND-004679,2011,50800012,-99,-99,-99,22.0,17.0,39.0
HND-004680,2011,50800014,-99,-99,-99,38.0,32.0,70.0
HND-004681,2011,50800015,-99,-99,-99,23.0,8.0,31.0
HND-004682,2011,50800017,-99,-99,-99,194.0,163.0,357.0
HND-004683,2011,50800020,-99,-99,-99,108.0,101.0,209.0
HND-004684,2011,50800021,-99,-99,-99,19.0,14.0,33.0
HND-004685,2011,50800022,-99,-99,-99,99.0,152.0,251.0
HND-004686,2011,50800024,-99,-99,-99,26.0,14.0,40.0
HND-004687,2011,50800025,-99,-99,-99,6.0,6.0,12.0
HND-004688,2011,50800026,-99,-99,-99,10.0,8.0,18.0
HND-004689,2011,50800027,-99,-99,-99,14.0,15.0,29.0
HND-004690,2011,50800028,-99,-99,-99,7.0,10.0,17.0
HND-004691,2011,50800029,-99,-99,-99,25.0,19.0,44.0
HND-004692,2011,50800030,-99,-99,-99,21.0,14.0,35.0
HND-004693,2011,50800033,-99,-99,-99,4.0,6.0,10.0
HND-004694,2011,50800035,-99,-99,-99,21.0,15.0,36.0
HND-004695,2011,50800036,-99,-99,-99,26.0,33.0,59.0
HND-004696,2011,50800037,-99,-99,-99,11.0,12.0,23.0
HND-004697,2011,50800040,-99,-99,-99,7.0,6.0,13.0
HND-004698,2011,50800050,-99,-99,-99,10.0,6.0,16.0
HND-004699,2011,50800055,-99,-99,-99,14.0,6.0,20.0
HND-004700,2011,50900001,-99,-99,-99,315.0,279.0,594.0
HND-004703,2011,50900004,-99,-99,-99,297.0,259.0,556.0
HND-004705,2011,50900006,-99,-99,-99,46.0,40.0,86.0
HND-004706,2011,50900007,-99,-99,-99,92.0,87.0,179.0
HND-004707,2011,50900008,-99,-99,-99,111.0,115.0,226.0
HND-004708,2011,50900009,-99,-99,-99,445.0,454.0,899.0
HND-004710,2011,50900011,-99,-99,-99,278.0,271.0,549.0
HND-004711,2011,50900012,-99,-99,-99,174.0,165.0,339.0
HND-004712,2011,50900014,-99,-99,-99,66.0,43.0,109.0
HND-004713,2011,50900015,-99,-99,-99,104.0,108.0,212.0
HND-004714,2011,50900016,-99,-99,-99,189.0,187.0,376.0
HND-004715,2011,50900017,-99,-99,-99,71.0,62.0,133.0
HND-004716,2011,50900020,-99,-99,-99,37.0,45.0,82.0
HND-004717,2011,50900021,-99,-99,-99,28.0,38.0,66.0
HND-004718,2011,50900022,-99,-99,-99,24.0,24.0,48.0
HND-004719,2011,50900023,-99,-99,-99,293.0,364.0,657.0
HND-004722,2011,50900026,-99,-99,-99,16.0,19.0,35.0
HND-004723,2011,50900027,-99,-99,-99,39.0,37.0,76.0
HND-004724,2011,50900029,-99,-99,-99,12.0,16.0,28.0
HND-004725,2011,50900031,-99,-99,-99,15.0,11.0,26.0
HND-004726,2011,50900032,-99,-99,-99,12.0,11.0,23.0
HND-004727,2011,50900035,-99,-99,-99,19.0,7.0,26.0
HND-004728,2011,50900038,-99,-99,-99,52.0,59.0,111.0
HND-004731,2011,50900064,-99,-99,-99,140.0,123.0,263.0
HND-004732,2011,50900066,-99,-99,-99,7.0,14.0,21.0
HND-004733,2011,50900068,-99,-99,-99,12.0,7.0,19.0
HND-004734,2011,50900069,-99,-99,-99,11.0,10.0,21.0
HND-004736,2011,50900072,-99,-99,-99,3.0,4.0,7.0
HND-004737,2011,50900073,-99,-99,-99,4.0,8.0,12.0
HND-004738,2011,50900074,-99,-99,-99,7.0,2.0,9.0
HND-004740,2011,50900076,-99,-99,-99,10.0,10.0,20.0
HND-004742,2011,50900080,-99,-99,-99,34.0,26.0,60.0
HND-004743,2011,51000001,-99,-99,-99,65.0,51.0,116.0
HND-004744,2011,51000002,-99,-99,-99,28.0,16.0,44.0
HND-004745,2011,51000003,-99,-99,-99,193.0,175.0,368.0
HND-004746,2011,51000004,-99,-99,-99,26.0,18.0,44.0
HND-004747,2011,51000005,-99,-99,-99,41.0,40.0,81.0
HND-004748,2011,51000006,-99,-99,-99,16.0,17.0,33.0
HND-004749,2011,51000008,-99,-99,-99,59.0,65.0,124.0
HND-004750,2011,51000009,-99,-99,-99,54.0,49.0,103.0
HND-004751,2011,51000011,-99,-99,-99,41.0,50.0,91.0
HND-004752,2011,51000012,-99,-99,-99,176.0,148.0,324.0
HND-004753,2011,51000013,-99,-99,-99,174.0,174.0,348.0
HND-004754,2011,51000014,-99,-99,-99,21.0,19.0,40.0
HND-004755,2011,51000015,-99,-99,-99,14.0,14.0,28.0
HND-004756,2011,51000016,-99,-99,-99,146.0,133.0,279.0
HND-004757,2011,51000017,-99,-99,-99,135.0,109.0,244.0
HND-004758,2011,51000018,-99,-99,-99,61.0,53.0,114.0
HND-004759,2011,51000019,-99,-99,-99,107.0,101.0,208.0
HND-004760,2011,51000020,-99,-99,-99,106.0,96.0,202.0
HND-004761,2011,51000021,-99,-99,-99,29.0,46.0,75.0
HND-004762,2011,51000022,-99,-99,-99,153.0,140.0,293.0
HND-004763,2011,51000023,-99,-99,-99,84.0,78.0,162.0
HND-004764,2011,51000024,-99,-99,-99,127.0,125.0,252.0
HND-004765,2011,51000025,-99,-99,-99,64.0,53.0,117.0
HND-004766,2011,51000026,-99,-99,-99,38.0,38.0,76.0
HND-004767,2011,51000027,-99,-99,-99,142.0,163.0,305.0
HND-004768,2011,51000029,-99,-99,-99,110.0,113.0,223.0
HND-004769,2011,51000030,-99,-99,-99,88.0,71.0,159.0
HND-004770,2011,51000031,-99,-99,-99,63.0,56.0,119.0
HND-004771,2011,51000032,-99,-99,-99,90.0,87.0,177.0
HND-004772,2011,51000034,-99,-99,-99,27.0,36.0,63.0
HND-004773,2011,51000035,-99,-99,-99,46.0,33.0,79.0
HND-004774,2011,51000037,-99,-99,-99,139.0,139.0,278.0
HND-004775,2011,51000038,-99,-99,-99,211.0,198.0,409.0
HND-004776,2011,51000039,-99,-99,-99,96.0,99.0,195.0
HND-004777,2011,51000042,-99,-99,-99,175.0,180.0,355.0
HND-004778,2011,51000043,-99,-99,-99,93.0,70.0,163.0
HND-004779,2011,51000044,-99,-99,-99,22.0,18.0,40.0
HND-004780,2011,51000045,-99,-99,-99,49.0,53.0,102.0
HND-004781,2011,51000046,-99,-99,-99,134.0,160.0,294.0
HND-004782,2011,51000047,-99,-99,-99,259.0,288.0,547.0
HND-004783,2011,51000048,-99,-99,-99,93.0,76.0,169.0
HND-004784,2011,51000049,-99,-99,-99,57.0,43.0,100.0
HND-004785,2011,51000050,-99,-99,-99,79.0,60.0,139.0
HND-004786,2011,51000051,-99,-99,-99,89.0,81.0,170.0
HND-004787,2011,51000052,-99,-99,-99,122.0,103.0,225.0
HND-004788,2011,51000053,-99,-99,-99,30.0,45.0,75.0
HND-004789,2011,51000054,-99,-99,-99,51.0,52.0,103.0
HND-004790,2011,51000055,-99,-99,-99,31.0,20.0,51.0
HND-004791,2011,51000056,-99,-99,-99,14.0,23.0,37.0
HND-004792,2011,51000057,-99,-99,-99,32.0,31.0,63.0
HND-004793,2011,51000058,-99,-99,-99,30.0,33.0,63.0
HND-004794,2011,51000059,-99,-99,-99,53.0,37.0,90.0
HND-004795,2011,51000060,-99,-99,-99,10.0,7.0,17.0
HND-004796,2011,51000061,-99,-99,-99,25.0,22.0,47.0
HND-004797,2011,51000062,-99,-99,-99,115.0,126.0,241.0
HND-004798,2011,51000063,-99,-99,-99,29.0,27.0,56.0
HND-004799,2011,51000065,-99,-99,-99,58.0,73.0,131.0
HND-004800,2011,51000066,-99,-99,-99,20.0,20.0,40.0
HND-004801,2011,51000067,-99,-99,-99,83.0,66.0,149.0
HND-004802,2011,51000068,-99,-99,-99,265.0,279.0,544.0
HND-004803,2011,51000069,-99,-99,-99,18.0,22.0,40.0
HND-004804,2011,51000070,-99,-99,-99,43.0,42.0,85.0
HND-004805,2011,51000072,-99,-99,-99,14.0,15.0,29.0
HND-004806,2011,51000073,-99,-99,-99,22.0,22.0,44.0
HND-004807,2011,51000074,-99,-99,-99,33.0,29.0,62.0
HND-004808,2011,51000075,-99,-99,-99,25.0,29.0,54.0
HND-004809,2011,51000077,-99,-99,-99,13.0,21.0,34.0
HND-004810,2011,51000079,-99,-99,-99,44.0,55.0,99.0
HND-004811,2011,51000080,-99,-99,-99,25.0,28.0,53.0
HND-004812,2011,51000081,-99,-99,-99,10.0,10.0,20.0
HND-004813,2011,51000082,-99,-99,-99,148.0,144.0,292.0
HND-004814,2011,51000083,-99,-99,-99,23.0,28.0,51.0
HND-004815,2011,51000084,-99,-99,-99,10.0,12.0,22.0
HND-004816,2011,51000087,-99,-99,-99,109.0,80.0,189.0
HND-004817,2011,51000088,-99,-99,-99,33.0,20.0,53.0
HND-004818,2011,51000091,-99,-99,-99,31.0,38.0,69.0
HND-004819,2011,51000092,-99,-99,-99,35.0,30.0,65.0
HND-004820,2011,51000094,-99,-99,-99,16.0,9.0,25.0
HND-004821,2011,51000097,-99,-99,-99,17.0,14.0,31.0
HND-004822,2011,51000098,-99,-99,-99,14.0,16.0,30.0
HND-004823,2011,51000099,-99,-99,-99,26.0,12.0,38.0
HND-004824,2011,51000101,-99,-99,-99,12.0,9.0,21.0
HND-004825,2011,51000102,-99,-99,-99,15.0,10.0,25.0
HND-004826,2011,51000103,-99,-99,-99,15.0,12.0,27.0
HND-004827,2011,51000104,-99,-99,-99,10.0,9.0,19.0
HND-004828,2011,51000106,-99,-99,-99,88.0,79.0,167.0
HND-004829,2011,51000107,-99,-99,-99,15.0,9.0,24.0
HND-004830,2011,51000113,-99,-99,-99,19.0,15.0,34.0
HND-004831,2011,51000114,-99,-99,-99,10.0,16.0,26.0
HND-004832,2011,51000116,-99,-99,-99,132.0,102.0,234.0
HND-004833,2011,51000117,-99,-99,-99,550.0,307.0,857.0
HND-004834,2011,51000119,-99,-99,-99,186.0,225.0,411.0
HND-004835,2011,51000121,-99,-99,-99,131.0,196.0,327.0
HND-004836,2011,51000122,-99,-99,-99,112.0,121.0,233.0
HND-004837,2011,51000123,-99,-99,-99,214.0,256.0,470.0
HND-004838,2011,51000128,-99,-99,-99,14.0,9.0,23.0
HND-004839,2011,51000129,-99,-99,-99,10.0,5.0,15.0
HND-004840,2011,51000130,-99,-99,-99,2.0,7.0,9.0
HND-004841,2011,51000131,-99,-99,-99,6.0,13.0,19.0
HND-004842,2011,51000132,-99,-99,-99,16.0,21.0,37.0
HND-004843,2011,51000137,-99,-99,-99,4.0,13.0,17.0
HND-004844,2011,51000138,-99,-99,-99,6.0,5.0,11.0
HND-004845,2011,51000139,-99,-99,-99,38.0,33.0,71.0
HND-004846,2011,51000141,-99,-99,-99,19.0,16.0,35.0
HND-004847,2011,51000145,-99,-99,-99,13.0,11.0,24.0
HND-004848,2011,51000152,-99,-99,-99,12.0,18.0,30.0
HND-004849,2011,51000153,-99,-99,-99,21.0,14.0,35.0
HND-004850,2011,51000154,-99,-99,-99,14.0,13.0,27.0
HND-004851,2011,51000156,-99,-99,-99,16.0,14.0,30.0
HND-004852,2011,51000158,-99,-99,-99,63.0,52.0,115.0
HND-004853,2011,51000159,-99,-99,-99,42.0,33.0,75.0
HND-004854,2011,51000160,-99,-99,-99,19.0,17.0,36.0
HND-004855,2011,51000161,-99,-99,-99,137.0,130.0,267.0
HND-004856,2011,51000162,-99,-99,-99,257.0,346.0,603.0
HND-004857,2011,51000163,-99,-99,-99,32.0,38.0,70.0
HND-004858,2011,51000167,-99,-99,-99,18.0,11.0,29.0
HND-004859,2011,51000168,-99,-99,-99,41.0,44.0,85.0
HND-004860,2011,51000169,-99,-99,-99,8.0,7.0,15.0
HND-004861,2011,51000170,-99,-99,-99,86.0,89.0,175.0
HND-004862,2011,51000173,-99,-99,-99,14.0,5.0,19.0
HND-004863,2011,51000183,-99,-99,-99,11.0,12.0,23.0
HND-004864,2011,51000185,-99,-99,-99,7.0,6.0,13.0
HND-004865,2011,51000190,-99,-99,-99,15.0,19.0,34.0
HND-004866,2011,51000205,-99,-99,-99,51.0,61.0,112.0
HND-004867,2011,51000206,-99,-99,-99,38.0,38.0,76.0
HND-004868,2011,51000207,-99,-99,-99,14.0,13.0,27.0
HND-004869,2011,51000209,-99,-99,-99,33.0,29.0,62.0
HND-004870,2011,51000210,-99,-99,-99,11.0,7.0,18.0
HND-004871,2011,51000216,-99,-99,-99,7.0,7.0,14.0
HND-004872,2011,51000232,-99,-99,-99,24.0,19.0,43.0
HND-004873,2011,51000234,-99,-99,-99,12.0,6.0,18.0
HND-004874,2011,51000235,-99,-99,-99,14.0,8.0,22.0
HND-004875,2011,51000237,-99,-99,-99,7.0,7.0,14.0
HND-004876,2011,51000258,-99,-99,-99,9.0,3.0,12.0
HND-004877,2011,51000259,-99,-99,-99,9.0,5.0,14.0
HND-004878,2011,51000261,-99,-99,-99,2.0,4.0,6.0
HND-004880,2011,51000269,-99,-99,-99,3.0,5.0,8.0
HND-004882,2011,51000272,-99,-99,-99,15.0,11.0,26.0
HND-004883,2011,51000273,-99,-99,-99,2.0,11.0,13.0
HND-004888,2011,51100001,-99,-99,-99,53.0,51.0,104.0
HND-004889,2011,51100002,-99,-99,-99,29.0,22.0,51.0
HND-004890,2011,51100003,-99,-99,-99,360.0,343.0,703.0
HND-004891,2011,51100004,-99,-99,-99,461.0,384.0,845.0
HND-004892,2011,51100005,-99,-99,-99,183.0,173.0,356.0
HND-004893,2011,51100006,-99,-99,-99,326.0,323.0,649.0
HND-004894,2011,51100007,-99,-99,-99,41.0,39.0,80.0
HND-004895,2011,51100008,-99,-99,-99,166.0,162.0,328.0
HND-004896,2011,51100009,-99,-99,-99,12.0,19.0,31.0
HND-004897,2011,51100011,-99,-99,-99,50.0,36.0,86.0
HND-004898,2011,51100012,-99,-99,-99,91.0,87.0,178.0
HND-004899,2011,51100013,-99,-99,-99,16.0,13.0,29.0
HND-004900,2011,51100014,-99,-99,-99,206.0,223.0,429.0
HND-004901,2011,51100015,-99,-99,-99,49.0,40.0,89.0
HND-004902,2011,51100016,-99,-99,-99,121.0,123.0,244.0
HND-004903,2011,51100017,-99,-99,-99,446.0,443.0,889.0
HND-004904,2011,51100018,-99,-99,-99,294.0,304.0,598.0
HND-004905,2011,51100019,-99,-99,-99,485.0,520.0,1005.0
HND-004906,2011,51100020,-99,-99,-99,587.0,481.0,1068.0
HND-004907,2011,51100021,-99,-99,-99,151.0,134.0,285.0
HND-004908,2011,51100022,-99,-99,-99,80.0,64.0,144.0
HND-004909,2011,51100023,-99,-99,-99,422.0,358.0,780.0
HND-004910,2011,51100024,-99,-99,-99,256.0,247.0,503.0
HND-004911,2011,51100025,-99,-99,-99,33.0,28.0,61.0
HND-004912,2011,51100027,-99,-99,-99,24.0,38.0,62.0
HND-004913,2011,51100028,-99,-99,-99,45.0,42.0,87.0
HND-004914,2011,51100029,-99,-99,-99,91.0,72.0,163.0
HND-004915,2011,51100030,-99,-99,-99,52.0,57.0,109.0
HND-004916,2011,51100031,-99,-99,-99,32.0,31.0,63.0
HND-004917,2011,51100032,-99,-99,-99,84.0,89.0,173.0
HND-004918,2011,51100034,-99,-99,-99,290.0,321.0,611.0
HND-004919,2011,51100035,-99,-99,-99,47.0,47.0,94.0
HND-004920,2011,51100036,-99,-99,-99,68.0,59.0,127.0
HND-004921,2011,51100037,-99,-99,-99,106.0,117.0,223.0
HND-004922,2011,51100038,-99,-99,-99,133.0,135.0,268.0
HND-004923,2011,51100039,-99,-99,-99,614.0,631.0,1245.0
HND-004924,2011,51100040,-99,-99,-99,29.0,21.0,50.0
HND-004925,2011,51100045,-99,-99,-99,697.0,810.0,1507.0
HND-004926,2011,51100046,-99,-99,-99,351.0,349.0,700.0
HND-004927,2011,51100051,-99,-99,-99,20.0,15.0,35.0
HND-004928,2011,51100053,-99,-99,-99,21.0,19.0,40.0
HND-004929,2011,51100054,-99,-99,-99,19.0,11.0,30.0
HND-004930,2011,51100056,-99,-99,-99,14.0,4.0,18.0
HND-004931,2011,51100057,-99,-99,-99,85.0,78.0,163.0
HND-004933,2011,51100059,-99,-99,-99,52.0,52.0,104.0
HND-004934,2011,51100060,-99,-99,-99,101.0,102.0,203.0
HND-004935,2011,51100061,-99,-99,-99,9.0,10.0,19.0
HND-004936,2011,51100062,-99,-99,-99,145.0,145.0,290.0
HND-004937,2011,51100064,-99,-99,-99,7.0,11.0,18.0
HND-004938,2011,51100071,-99,-99,-99,29.0,21.0,50.0
HND-004939,2011,51100072,-99,-99,-99,13.0,18.0,31.0
HND-004940,2011,51100073,-99,-99,-99,21.0,15.0,36.0
HND-004941,2011,51100074,-99,-99,-99,103.0,102.0,205.0
HND-004942,2011,51100080,-99,-99,-99,22.0,26.0,48.0
HND-004943,2011,51100081,-99,-99,-99,18.0,14.0,32.0
HND-004944,2011,51100082,-99,-99,-99,50.0,40.0,90.0
HND-004945,2011,51100084,-99,-99,-99,31.0,29.0,60.0
HND-004946,2011,51100086,-99,-99,-99,182.0,192.0,374.0
HND-004947,2011,51100088,-99,-99,-99,10.0,6.0,16.0
HND-004949,2011,51100094,-99,-99,-99,239.0,240.0,479.0
HND-004950,2011,51100095,-99,-99,-99,40.0,30.0,70.0
HND-004951,2011,51100099,-99,-99,-99,203.0,191.0,394.0
HND-004952,2011,51100100,-99,-99,-99,165.0,160.0,325.0
HND-004953,2011,51100101,-99,-99,-99,39.0,38.0,77.0
HND-004954,2011,51100103,-99,-99,-99,49.0,40.0,89.0
HND-004955,2011,51100106,-99,-99,-99,40.0,38.0,78.0
HND-004956,2011,51100108,-99,-99,-99,15.0,9.0,24.0
HND-004957,2011,51100109,-99,-99,-99,24.0,21.0,45.0
HND-004958,2011,51100110,-99,-99,-99,21.0,9.0,30.0
HND-004959,2011,51100111,-99,-99,-99,39.0,36.0,75.0
HND-004960,2011,51100113,-99,-99,-99,65.0,59.0,124.0
HND-004961,2011,51100115,-99,-99,-99,203.0,209.0,412.0
HND-004962,2011,51100116,-99,-99,-99,15.0,11.0,26.0
HND-004963,2011,51100117,-99,-99,-99,45.0,40.0,85.0
HND-004964,2011,51100121,-99,-99,-99,266.0,255.0,521.0
HND-004965,2011,51100124,-99,-99,-99,17.0,11.0,28.0
HND-004966,2011,51100132,-99,-99,-99,2533.0,3397.0,5930.0
HND-004967,2011,51100134,-99,-99,-99,202.0,161.0,363.0
HND-004968,2011,51100135,-99,-99,-99,11.0,10.0,21.0
HND-004969,2011,51100138,-99,-99,-99,7.0,6.0,13.0
HND-004970,2011,51100144,-99,-99,-99,187.0,180.0,367.0
HND-004971,2011,51100145,-99,-99,-99,194.0,146.0,340.0
HND-004972,2011,51100146,-99,-99,-99,39.0,42.0,81.0
HND-004973,2011,51100147,-99,-99,-99,8.0,10.0,18.0
HND-004974,2011,51100149,-99,-99,-99,30.0,29.0,59.0
HND-004975,2011,51100153,-99,-99,-99,104.0,90.0,194.0
HND-004976,2011,51100154,-99,-99,-99,32.0,29.0,61.0
HND-004977,2011,51100155,-99,-99,-99,195.0,202.0,397.0
HND-004978,2011,51100156,-99,-99,-99,68.0,54.0,122.0
HND-004979,2011,51100159,-99,-99,-99,43.0,35.0,78.0
HND-004980,2011,51100160,-99,-99,-99,169.0,170.0,339.0
HND-004981,2011,51100170,-99,-99,-99,3.0,9.0,12.0
HND-004982,2011,51100172,-99,-99,-99,8.0,6.0,14.0
HND-004983,2011,51100174,-99,-99,-99,7.0,17.0,24.0
HND-004984,2011,51100175,-99,-99,-99,37.0,32.0,69.0
HND-004985,2011,51100179,-99,-99,-99,11.0,8.0,19.0
HND-004986,2011,51100214,-99,-99,-99,197.0,205.0,402.0
HND-004987,2011,51100217,-99,-99,-99,69.0,43.0,112.0
HND-004988,2011,51100218,-99,-99,-99,92.0,104.0,196.0
HND-004989,2011,51100220,-99,-99,-99,53.0,57.0,110.0
HND-004990,2011,51100222,-99,-99,-99,155.0,142.0,297.0
HND-004991,2011,51100223,-99,-99,-99,18.0,9.0,27.0
HND-004992,2011,51100225,-99,-99,-99,39.0,28.0,67.0
HND-004993,2011,51100226,-99,-99,-99,32.0,23.0,55.0
HND-004994,2011,51100239,-99,-99,-99,94.0,101.0,195.0
HND-004995,2011,51100246,-99,-99,-99,143.0,154.0,297.0
HND-004996,2011,51100247,-99,-99,-99,72.0,58.0,130.0
HND-004997,2011,51100250,-99,-99,-99,23.0,19.0,42.0
HND-004998,2011,51100253,-99,-99,-99,17.0,15.0,32.0
HND-004999,2011,51100254,-99,-99,-99,79.0,81.0,160.0
HND-005000,2011,51100259,-99,-99,-99,6.0,9.0,15.0
HND-005001,2011,51100260,-99,-99,-99,4.0,5.0,9.0
HND-005002,2011,51100280,-99,-99,-99,25.0,33.0,58.0
HND-005003,2011,51100284,-99,-99,-99,6.0,9.0,15.0
HND-005004,2011,51100287,-99,-99,-99,2.0,4.0,6.0
HND-005005,2011,51100288,-99,-99,-99,10.0,4.0,14.0
HND-005006,2011,51100289,-99,-99,-99,5.0,2.0,7.0
HND-005007,2011,51100294,-99,-99,-99,19.0,12.0,31.0
HND-005008,2011,51100295,-99,-99,-99,12.0,14.0,26.0
HND-005009,2011,51100298,-99,-99,-99,45.0,50.0,95.0
HND-005014,2011,51200001,-99,-99,-99,278.0,236.0,514.0
HND-005015,2011,51200004,-99,-99,-99,37.0,28.0,65.0
HND-005016,2011,51200006,-99,-99,-99,174.0,167.0,341.0
HND-005017,2011,51200007,-99,-99,-99,101.0,94.0,195.0
HND-005018,2011,51200008,-99,-99,-99,56.0,55.0,111.0
HND-005019,2011,51200009,-99,-99,-99,354.0,385.0,739.0
HND-005020,2011,51200011,-99,-99,-99,299.0,305.0,604.0
HND-005021,2011,51200020,-99,-99,-99,47.0,49.0,96.0
HND-005022,2011,51200022,-99,-99,-99,26.0,29.0,55.0
HND-005023,2011,51200023,-99,-99,-99,134.0,137.0,271.0
HND-005024,2011,51200024,-99,-99,-99,425.0,416.0,841.0
HND-005025,2011,51200025,-99,-99,-99,386.0,358.0,744.0
HND-005026,2011,51200026,-99,-99,-99,129.0,146.0,275.0
HND-005027,2011,51200028,-99,-99,-99,90.0,77.0,167.0
HND-005028,2011,51200029,-99,-99,-99,108.0,94.0,202.0
HND-005029,2011,51200030,-99,-99,-99,44.0,22.0,66.0
HND-005030,2011,51200033,-99,-99,-99,34.0,21.0,55.0
HND-005031,2011,51200034,-99,-99,-99,28.0,29.0,57.0
HND-005032,2011,51200041,-99,-99,-99,74.0,45.0,119.0
HND-005033,2011,51200042,-99,-99,-99,145.0,170.0,315.0
HND-005034,2011,51200043,-99,-99,-99,19.0,22.0,41.0
HND-005035,2011,51200044,-99,-99,-99,135.0,126.0,261.0
HND-005036,2011,51200049,-99,-99,-99,1384.0,1853.0,3237.0
HND-005037,2011,51200050,-99,-99,-99,243.0,161.0,404.0
HND-005038,2011,51200054,-99,-99,-99,45.0,30.0,75.0
HND-005039,2011,51200060,-99,-99,-99,4.0,1.0,5.0
HND-005040,2011,51200069,-99,-99,-99,12.0,7.0,19.0
HND-005041,2011,51200077,-99,-99,-99,5.0,13.0,18.0
HND-005042,2011,51200078,-99,-99,-99,10.0,11.0,21.0
HND-005043,2011,51200079,-99,-99,-99,3.0,6.0,9.0
HND-005044,2011,51200082,-99,-99,-99,20.0,16.0,36.0
HND-005045,2011,51200089,-99,-99,-99,251.0,153.0,404.0
HND-005046,2011,51200093,-99,-99,-99,224.0,205.0,429.0
HND-005047,2011,51200094,-99,-99,-99,36.0,35.0,71.0
HND-005048,2011,51200103,-99,-99,-99,11.0,12.0,23.0
HND-005049,2011,51200108,-99,-99,-99,481.0,477.0,958.0
HND-005050,2011,51200112,-99,-99,-99,226.0,176.0,402.0
HND-005051,2011,51200137,-99,-99,-99,7.0,10.0,17.0
HND-005052,2011,51200147,-99,-99,-99,243.0,235.0,478.0
HND-005053,2011,51200149,-99,-99,-99,24.0,13.0,37.0
HND-005054,2011,60100001,-99,-99,-99,20.0,21.0,41.0
HND-005056,2011,60100004,-99,-99,-99,62.0,43.0,105.0
HND-005057,2011,60100005,-99,-99,-99,189.0,124.0,313.0
HND-005058,2011,60100006,-99,-99,-99,135.0,103.0,238.0
HND-005059,2011,60100007,-99,-99,-99,33.0,32.0,65.0
HND-005060,2011,60100009,-99,-99,-99,28.0,25.0,53.0
HND-005061,2011,60100010,-99,-99,-99,161.0,148.0,309.0
