District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DITINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Nawalparasi,Lumbini,Terai,Western,3490,44022,NAWA JAGARAN MA VI CHORMARA,28.5,47.4,30.4,23.3,48.6,54.1,90,90,0,7,25,0,32,58,35.56
Nawalparasi,Lumbini,Terai,Western,3491,44023,MAHAKABI DEVKOTA MA VI SUNAWAL,25.9,46.4,36.5,26.4,45.0,49.0,70,69,0,7,29,0,36,33,52.17
Nawalparasi,Lumbini,Terai,Western,3492,44024,SHIV MA VI SHIVABASTI,31.5,55.2,33.8,23.1,49.4,42.1,74,74,0,8,26,1,35,39,47.3
Nawalparasi,Lumbini,Terai,Western,3493,44025,SARSAWATI SANSKRIT TATHA SADHARAN MA VI GI,27.6,46.7,30.4,22.0,45.6,52.2,111,110,0,1,39,0,40,70,36.36
Nawalparasi,Lumbini,Terai,Western,3494,44026,DIPENDRA MA VI SARDI BAGAICHA,21,41.4,17.6,25.2,40.5,41.4,98,98,0,3,12,2,17,81,17.35
Nawalparasi,Lumbini,Terai,Western,3495,44027,LAXMI MA VI AMRAPURI,31.7,45.3,34.0,32.1,42.0,52.3,124,124,0,14,48,3,65,59,52.42
Nawalparasi,Lumbini,Terai,Western,3496,44028,BHANUDAYA MA VI DUMKIBAS,29.3,45.9,35.2,30.0,45.3,45.5,39,39,0,3,17,2,22,17,56.41
Nawalparasi,Lumbini,Terai,Western,3497,44029,DIBYAJYOTI MA VI CHISAPANI,27.3,45.2,34.3,29.7,47.1,50.3,53,52,0,5,19,1,25,27,48.08
Nawalparasi,Lumbini,Terai,Western,3498,44030,ADARSA MA VI JAMUNIYA SEMARI,23.6,40.3,28.8,24.8,47.6,45.8,46,46,0,2,11,1,14,32,30.43
Nawalparasi,Lumbini,Terai,Western,3499,44031,JANTA MA VI MANARI,30.4,49.0,33.1,24.6,45.6,52.3,36,36,0,3,20,0,23,13,63.89
Nawalparasi,Lumbini,Terai,Western,3500,44032,ADARSA MA VI KHOKHARPURA,31.7,45.2,29.3,27.1,48.7,38.6,64,64,0,7,22,1,30,34,46.88
Nawalparasi,Lumbini,Terai,Western,3501,44033,BEL BHANJYANG MA VI RUKUWA,22.4,36.9,32.8,21.9,42.9,47.3,20,20,0,0,6,1,7,13,35.0
Nawalparasi,Lumbini,Terai,Western,3502,44034,JANTA MA VI BISHNUNAGAR,27.1,45.7,31.4,23.3,50.1,47.2,97,97,0,14,22,0,36,61,37.11
Nawalparasi,Lumbini,Terai,Western,3503,44035,WAKWANI MA VI JARGAHA,22.9,40.2,23.8,25.4,36.7,47.6,56,56,0,3,10,1,14,42,25.0
Nawalparasi,Lumbini,Terai,Western,3504,44036,SHANTI NIKUNJA MA VI KANCHANTAR,27.5,38.6,30.0,23.9,44.7,47.4,75,75,0,3,19,1,23,52,30.67
Nawalparasi,Lumbini,Terai,Western,3505,44037,GANGA MA VI GANGABASTI,21.9,42.7,19.0,19.9,40.1,38.5,52,51,0,0,6,2,8,43,15.69
Nawalparasi,Lumbini,Terai,Western,3506,44038,KALIKA MA VI VIJAYANAGAR GAINDAKOT,26.6,45.7,42.4,23.7,46.9,53.0,101,101,0,18,25,0,43,58,42.57
Nawalparasi,Lumbini,Terai,Western,3507,44039,PASHUPATI SANGBED AWASIYA SAN MA VI PRAGAT,31,39.0,31.4,52.4,52.3,32.0,8,8,0,0,3,2,5,3,62.5
Nawalparasi,Lumbini,Terai,Western,3508,44040,JANA JAGRITI MA VI PARSAUNI,19.9,40.6,33.2,27.9,46.6,47.0,19,19,0,0,4,1,5,14,26.32
Nawalparasi,Lumbini,Terai,Western,3509,44041,GYANODAYA MA VI PARSAUNI,23,44.9,25.6,23.8,40.8,50.9,89,89,0,4,22,3,29,60,32.58
Nawalparasi,Lumbini,Terai,Western,3510,44042,BHIMSEN ADARSHA MA VI RAMBASH,35.3,46.1,36.8,31.1,56.6,46.7,138,138,4,21,57,0,82,56,59.42
Nawalparasi,Lumbini,Terai,Western,3511,44043,JANATA MA VI MAGARKOT,27.3,57.0,28.1,26.3,51.1,54.3,36,36,0,4,9,0,13,23,36.11
Nawalparasi,Lumbini,Terai,Western,3512,44044,SAYAPATRI ENGLISH MA VI PARASI,59.5,57.8,70.8,48.6,69.1,59.9,49,49,11,34,4,0,49,0,100.0
Nawalparasi,Lumbini,Terai,Western,3513,44045,TRIBHUWAN BAL MA VI DHOKI,20.5,39.9,26.4,17.5,44.6,44.8,51,51,0,3,8,0,11,40,21.57
Nawalparasi,Lumbini,Terai,Western,3514,44046,GAINDAKOT NAMUNA MA VI GAINDAKOT,58.8,52.1,60.8,40.6,60.8,58.1,36,36,4,20,8,0,32,4,88.89
Nawalparasi,Lumbini,Terai,Western,3515,44047,SIDDHARTHA AWASIYA MA VI KAWASOTI,54.5,53.7,58.3,39.1,57.4,54.5,104,103,3,71,19,0,93,10,90.29
Nawalparasi,Lumbini,Terai,Western,3516,44048,CONTINENTAL ENGLISH BOARDING SCHOOL GAIDA,55.2,57.0,64.2,43.0,51.9,52.0,25,25,1,17,6,0,24,1,96.0
Nawalparasi,Lumbini,Terai,Western,3517,44049,JANATA MA VI DAINHAWA AMARAUT,23.7,43.8,27.7,19.2,43.5,51.4,46,46,0,4,5,0,9,37,19.57
Nawalparasi,Lumbini,Terai,Western,3518,44050,VISHWA JYOTI ENGLISH BOARDING SCHOOL PRAG,61.3,49.2,63.1,36.1,62.6,51.6,56,56,2,38,11,0,51,5,91.07
Nawalparasi,Lumbini,Terai,Western,3519,44051,LUMBINI MA VI SUNWAL,61.1,62.8,73.9,45.7,62.7,55.0,35,35,3,26,4,0,33,2,94.29
Nawalparasi,Lumbini,Terai,Western,3520,44052,NEPAL MA VI DIVYAPURI,33.5,45.2,43.6,32.4,55.6,47.0,52,52,1,9,27,1,38,14,73.08
Nawalparasi,Lumbini,Terai,Western,3521,44053,BALMIKI MA VI MOTIBASTI MAKAR,22.8,41.3,21.6,19.7,38.4,40.2,68,68,0,7,9,0,16,52,23.53
Nawalparasi,Lumbini,Terai,Western,3522,44054,SARASWATI NIKETAN SECONDARY ENGLISH BOAR,49.5,59.0,57.0,31.8,46.3,51.4,57,57,4,24,13,0,41,16,71.93
Nawalparasi,Lumbini,Terai,Western,3523,44055,JANATA MA VI HARKAPUR,36.7,47.3,41.5,38.4,50.8,51.1,66,66,0,20,30,2,52,14,78.79
Nawalparasi,Lumbini,Terai,Western,3524,44056,DEEPAK MA VI PAKLIHAWA,21,40.0,17.0,24.2,43.7,47.8,25,25,0,0,2,0,2,23,8.0
Nawalparasi,Lumbini,Terai,Western,3525,44057,BHAGAWATI MA VI HARDIACHAPY,33.8,43.6,30.8,29.8,46.6,41.4,39,39,0,3,11,0,14,25,35.9
Nawalparasi,Lumbini,Terai,Western,3526,44058,JANAJYOTI MODEL GIRLS MA VI PRAGATINAGAR,28,43.3,39.8,27.1,56.0,48.2,30,30,0,3,14,0,17,13,56.67
Nawalparasi,Lumbini,Terai,Western,3527,44059,RAJ NARAYAN MA VI GERAMI,27.7,41.0,35.6,25.3,43.1,45.4,27,23,0,3,12,0,15,8,65.22
Nawalparasi,Lumbini,Terai,Western,3528,44060,DHARMATMA MA VI MITHUKARAM MACHEDI,23.3,45.1,38.9,25.8,48.2,50.9,18,18,0,1,8,0,9,9,50.0
Nawalparasi,Lumbini,Terai,Western,3529,44061,NEW LIFE ENGLISH BOARDING SCHOOL MAKAR BA,52.4,56.3,57.4,39.8,60.4,52.0,38,38,3,15,13,0,31,7,81.58
Nawalparasi,Lumbini,Terai,Western,3530,44063,CHHATTISA DEVI MA VI KOTTHAR THAMBESI,22,30.7,15.3,13.3,26.1,33.8,12,11,0,0,1,0,1,10,9.09
Nawalparasi,Lumbini,Terai,Western,3531,44064,YADAV MA VI TAMASPUR NAWALPUR,26.1,54.1,25.4,25.4,46.2,55.1,17,17,0,1,5,0,6,11,35.29
Nawalparasi,Lumbini,Terai,Western,3532,44065,ADARSH ENGLISH BOARDING SCHOOL SEMARI,41.3,50.1,46.1,30.5,55.6,49.9,86,86,4,31,16,0,51,34,59.3
Nawalparasi,Lumbini,Terai,Western,3533,44066,SOM NATH BABA SECONDARY SCHOOL SUNWAL,36.6,46.3,36.0,31.5,47.0,48.1,83,83,1,13,39,0,53,30,63.86
Nawalparasi,Lumbini,Terai,Western,3534,44067,JANSEWA MA VI SUNWAL,31.5,44.5,27.5,30.3,48.1,43.5,54,54,0,3,18,3,24,30,44.44
Nawalparasi,Lumbini,Terai,Western,3535,44068,NARAYANI ENGLISH SECONDARY BOARDING SCHO,53.4,59.4,43.6,24.9,48.0,59.7,19,19,1,7,1,0,9,10,47.37
Nawalparasi,Lumbini,Terai,Western,3536,44069,LITTLE ANGLES HIGH SCHOOL RAMGRAM,58.8,57.2,68.3,48.4,64.9,60.5,37,37,4,31,2,0,37,0,100.0
Nawalparasi,Lumbini,Terai,Western,3537,44070,DAUNNE ENGLISH BOARDING SECONDARY SCHOO,52.9,53.9,53.6,40.4,57.1,49.2,35,35,2,13,11,0,26,9,74.29
Nawalparasi,Lumbini,Terai,Western,3538,44071,NEPAL LOK SEWA MA VI BASANTAPUR,25.5,45.3,22.9,18.6,44.5,50.2,84,84,0,7,14,0,21,62,25.0
Nawalparasi,Lumbini,Terai,Western,3539,44072,JANTA MA VI SUKRAULI,17.4,28.3,13.1,13.4,20.5,31.4,50,48,0,0,4,0,4,44,8.33
Nawalparasi,Lumbini,Terai,Western,3540,44073,SHREE NAGAR DANDA MA VI RUCHANG,24.1,43.3,17.2,14.4,35.4,40.9,28,28,0,0,3,0,3,25,10.71
Nawalparasi,Lumbini,Terai,Western,3541,44074,AMAR ENGLISH SECONDARY BOARDING SCHOOL A,57.4,56.1,67.6,42.8,58.6,56.1,41,41,5,26,8,0,39,2,95.12
Nawalparasi,Lumbini,Terai,Western,3542,44075,NEPAL RASTRIYA SHAMSER ADARSHA MA VI GAIND,25.2,43.7,34.7,23.1,45.4,50.6,54,54,0,7,13,0,20,34,37.04
Nawalparasi,Lumbini,Terai,Western,3543,44076,LUMBINI BOARDING SCHOOL KAWASOTI,56.7,57.7,57.8,30.2,61.3,51.5,26,26,3,13,2,0,18,8,69.23
Nawalparasi,Lumbini,Terai,Western,3544,44077,JANTA MA VI SHAHIDNAGAR DANDA,33.4,51.9,37.5,25.5,53.7,43.4,39,39,0,5,14,0,19,20,48.72
Nawalparasi,Lumbini,Terai,Western,3545,44079,KUMUDINI ENGLISH BOARDING SCHOOL BARDAGH,55.3,51.1,52.5,43.6,60.0,51.0,44,44,1,29,10,0,40,4,90.91
Nawalparasi,Lumbini,Terai,Western,3546,44080,SHINING ENGLISH BOARDING SCHOOL GAINDAKOT,52.4,56.8,59.7,32.2,55.7,58.0,23,23,2,12,6,0,20,3,86.96
Nawalparasi,Lumbini,Terai,Western,3547,44081,SARASWATI SECONDARY SCHOOL SHIVAMANDIR,29.3,48.7,42.8,27.3,53.9,49.7,31,31,0,4,14,0,18,13,58.06
Nawalparasi,Lumbini,Terai,Western,3548,44082,AARUNGKHOLA SECONDARY SCHOOL AARUNGKHO,58.9,69.5,62.1,36.3,49.3,62.6,22,22,4,13,4,0,21,1,95.45
Nawalparasi,Lumbini,Terai,Western,3549,44083,GYANODAYA SECONDARY SCHOOL KAWASOTI,29.5,46.9,41.5,26.5,54.9,50.4,61,61,0,8,26,0,34,27,55.74
Nawalparasi,Lumbini,Terai,Western,3550,44084,SAKURA MEMORIAL BOARDING SCHOOL SUNWAL,64.4,61.7,74.2,50.4,61.8,55.9,27,27,7,18,2,0,27,0,100.0
Nawalparasi,Lumbini,Terai,Western,3551,44085,SHIKSHA BODHANI MA VI SHANKHADEV,26.4,44.4,31.6,24.6,49.9,46.2,14,14,0,1,3,0,4,10,28.57
Nawalparasi,Lumbini,Terai,Western,3552,44086,RAMGRAM SAGARMATHA ACADEMY RAMGRAM PA,R 57.5,55.6,57.0,41.6,61.0,61.3,10,10,1,6,2,0,9,1,90.0
Nawalparasi,Lumbini,Terai,Western,3553,44087,JYOTI MA VI SUNWAL ASNAIYA,28,48.4,35.5,29.2,48.4,51.9,50,50,0,9,9,0,18,32,36.0
Nawalparasi,Lumbini,Terai,Western,3554,44088,VIJAYA SAMUDAYIK SIKSHA SADAN GAINDAKOT,56.8,61.3,68.4,49.5,62.3,57.7,30,30,2,23,4,0,29,1,96.67
Nawalparasi,Lumbini,Terai,Western,3555,44089,SARASWOTI MA VI GOCHHADA NAWALPARASI,27.5,45.1,34.4,26.1,51.8,45.3,55,54,0,7,13,0,20,34,37.04
Nawalparasi,Lumbini,Terai,Western,3556,44090,SALBAS SUNRISE ENGLISH SCHOOL SALBAS TILAK,59.3,53.7,60.0,44.1,57.4,48.9,21,21,0,14,5,0,19,2,90.48
Nawalparasi,Lumbini,Terai,Western,3557,44091,NAWALPUR SECONDARY BOARDING SCHOOL CHO,48.3,70.5,51.5,35.6,51.7,60.4,31,31,2,19,7,0,28,3,90.32
Nawalparasi,Lumbini,Terai,Western,3558,44092,WISE VISION SECONDARY ENGLISH BOARDING SCH,63.1,49.8,64.0,36.5,64.8,56.7,13,13,0,8,5,0,13,0,100.0
Nawalparasi,Lumbini,Terai,Western,3559,44093,PRAGATI MA VI SWATHI,28.1,45.9,43.3,29.8,37.2,47.6,20,20,0,0,12,1,13,7,65.0
Nawalparasi,Lumbini,Terai,Western,3560,44094,GYANJYOTI ACADEMY BHUMAHI RAMNGAR,40,50.4,45.9,35.5,56.2,47.9,46,46,0,19,17,0,36,10,78.26
Nawalparasi,Lumbini,Terai,Western,3561,44095,THE PIONEER ENG BOARDING SCHOOL SUNWAL,56,57.5,60.1,40.8,65.3,55.1,11,11,0,9,1,0,10,1,90.91
Nawalparasi,Lumbini,Terai,Western,3562,44096,KALIKA MA VI SHIVAMANDIR,19.5,44.7,30.6,18.5,49.9,44.3,30,30,0,0,3,0,3,27,10.0
Nawalparasi,Lumbini,Terai,Western,3563,44097,UJJWAL SHISHU ENGLISH SCHOOL TRIVENI,54.8,55.2,51.4,36.0,62.8,53.6,28,28,0,16,4,1,21,7,75.0
Nawalparasi,Lumbini,Terai,Western,3564,44098,UNIVERSAL CAMBRIDGE ENGLISH SCHOOL JAHADA,46.3,57.1,51.4,35.3,58.2,56.8,27,27,0,17,5,0,22,5,81.48
Palpa,Lumbini,Hill,Western,3565,45000,PRIVATE PALPA,20.8,33.1,9.9,11.7,31.9,32.6,36,36,0,0,0,0,0,36,0.0
Palpa,Lumbini,Hill,Western,3566,45001,KISAN MA VI JHADEBA,22.6,49.9,20.0,21.6,29.3,40.3,28,28,0,1,6,0,7,21,25.0
Palpa,Lumbini,Hill,Western,3567,45002,RAMBHA MA VI TAHUN GHARPALCHHAP,31.7,45.4,37.8,32.9,50.8,49.8,24,24,0,7,7,0,14,10,58.33
Palpa,Lumbini,Hill,Western,3568,45003,BHAWANI MA VI KUSUMKHOLA,24.2,37.4,13.5,20.9,32.9,47.1,68,68,0,3,10,0,13,55,19.12
Palpa,Lumbini,Hill,Western,3569,45004,BHAIRAB JANATA MA VI BHAIRABSTHAN,19.5,39.1,23.2,17.8,38.4,44.7,60,60,0,1,10,1,12,48,20.0
Palpa,Lumbini,Hill,Western,3570,45005,MAHENDRA BODHI MA VI TANSEN,23.7,46.2,29.1,21.8,37.3,45.9,33,33,0,2,10,1,13,20,39.39
Palpa,Lumbini,Hill,Western,3571,45006,MOHAN KANYA MA VI TANSEN,26.4,45.9,21.6,18.7,29.1,51.6,37,37,0,1,6,0,7,30,18.92
Palpa,Lumbini,Hill,Western,3572,45007,BALHIT MA VI ANAND BHANJYANG SAHALKOT,26.4,46.7,30.5,34.6,42.2,50.1,10,10,0,0,6,0,6,4,60.0
Palpa,Lumbini,Hill,Western,3573,45008,JANA VIKAS MA VI RAJAGHARA,22.9,49.7,30.3,30.4,39.3,53.5,65,65,0,5,20,3,28,37,43.08
Palpa,Lumbini,Hill,Western,3574,45009,DOVAN MA VI DOVAN,26.6,50.7,31.5,30.0,41.2,48.6,27,27,0,1,11,0,12,15,44.44
Palpa,Lumbini,Hill,Western,3575,45010,DIBYAJYOTI MA VI SARAI KASENI,29,49.5,29.7,26.7,37.8,40.9,65,65,0,2,20,4,26,39,40.0
Palpa,Lumbini,Hill,Western,3576,45011,JANATA MA VI TANSEN,34.7,47.9,35.5,26.0,41.0,41.6,156,156,0,26,53,2,81,74,51.92
Palpa,Lumbini,Hill,Western,3577,45012,PADMA PUBLIC NAMUNA MA VI TANSEN,23.4,39.8,18.5,17.7,37.6,31.1,90,90,0,5,11,0,16,74,17.78
Palpa,Lumbini,Hill,Western,3578,45013,RAM TULASI MA VI RAMPUR,24.3,45.9,25.0,32.7,32.2,35.2,76,76,0,3,21,1,25,51,32.89
Palpa,Lumbini,Hill,Western,3579,45014,BHAIRAB NAVADEEP MA VI CHHAHARA,27.9,39.6,22.2,20.8,36.1,51.4,56,56,0,2,15,0,17,39,30.36
Palpa,Lumbini,Hill,Western,3580,45015,GAURISHANKAR MA VI RUKSE BHANJYANG MITYAL,23,47.1,31.7,24.2,35.6,54.0,24,24,0,0,12,0,12,12,50.0
Palpa,Lumbini,Hill,Western,3581,45016,MATRI BHUMI MA VI DEVINAGAR,25.1,41.0,21.0,23.8,40.4,45.5,53,53,0,1,19,0,20,33,37.74
Palpa,Lumbini,Hill,Western,3582,45017,VISHNU MA VI POKHARATHOK,26.3,42.3,26.5,23.6,37.8,37.1,49,49,0,5,11,3,19,30,38.78
Palpa,Lumbini,Hill,Western,3583,45018,SHARADA MA VI KHYAHA,19.1,35.5,19.3,18.3,38.3,38.9,35,35,0,1,3,1,5,30,14.29
Palpa,Lumbini,Hill,Western,3584,45019,NEPAL ENGLISH PREPARATORY SECONDARY BOA,R 52.2,51.8,49.4,34.6,59.3,61.6,19,19,1,12,2,0,15,4,78.95
Palpa,Lumbini,Hill,Western,3585,45020,KALIKA MA VI MUJHUNG BAGAICHA,25.5,37.5,15.5,18.7,35.4,47.7,33,33,0,1,8,0,9,24,27.27
Palpa,Lumbini,Hill,Western,3586,45021,DEVBANI SAN MA VI TANSEN,14.3,34.0,15.0,15.3,34.8,37.5,4,4,0,0,0,0,0,4,0.0
Palpa,Lumbini,Hill,Western,3587,45022,SHARADA MA VI MADANPOKHARA,26.4,41.9,27.1,22.7,32.1,36.3,62,62,0,1,12,4,17,45,27.42
Palpa,Lumbini,Hill,Western,3588,45023,SEN MA VI TANSEN,26.6,43.4,24.1,17.7,33.9,44.6,76,76,0,4,9,1,14,62,18.42
Palpa,Lumbini,Hill,Western,3589,45024,SOUBHAGYA MA VI CHIDIPANI,23.1,43.9,31.1,22.9,32.9,39.3,57,56,0,4,16,2,22,34,39.29
Palpa,Lumbini,Hill,Western,3590,45025,JANA KALYAN MA VI THULAHUNGI,17.9,35.2,17.0,15.8,26.3,39.3,91,88,0,2,13,1,16,71,18.18
Palpa,Lumbini,Hill,Western,3591,45026,UDBUDDHA MA VI PURWAKHOLA,24.4,36.9,16.0,19.9,33.6,38.5,95,95,0,1,13,1,15,79,15.79
Palpa,Lumbini,Hill,Western,3592,45027,DARLAM DANDA MA VI DARLAM DANDA,28,52.5,26.5,24.9,36.7,40.7,41,41,0,3,9,0,12,29,29.27
Palpa,Lumbini,Hill,Western,3593,45028,SARASWATI MA VI SWAMIBHANJYANG GADAKOT,20.4,35.9,15.6,23.0,36.7,50.7,7,7,0,0,1,0,1,6,14.29
Palpa,Lumbini,Hill,Western,3594,45029,SIDDHI MA VI ARYABHANJYANG,23.2,38.3,17.6,17.8,30.1,34.5,43,43,0,1,7,1,9,34,20.93
Palpa,Lumbini,Hill,Western,3595,45030,BEDBEDANG SAN MA VI ARCHALE,24.7,44.1,14.6,16.7,37.4,46.5,29,29,0,4,1,0,5,24,17.24
Palpa,Lumbini,Hill,Western,3596,45031,TRIBHUVAN MA VI ARGHALI,25.8,48.8,31.6,24.6,33.4,47.7,65,65,0,5,21,3,29,36,44.62
Palpa,Lumbini,Hill,Western,3597,45032,AMRIT PUBLIC MA VI AGAHAKHOLA,23.2,37.0,26.2,20.4,26.8,32.4,23,23,0,3,0,1,4,19,17.39
Palpa,Lumbini,Hill,Western,3598,45033,DAMKADA MA VI MADAN POKHARA,27.7,47.5,27.1,26.4,42.5,36.7,80,80,0,6,18,3,27,52,33.75
Palpa,Lumbini,Hill,Western,3599,45034,BHANU BHAKTA MA VI GEJHA BARDALE,35,54.4,42.2,39.6,38.9,41.9,9,9,0,2,6,0,8,1,88.89
Palpa,Lumbini,Hill,Western,3600,45035,BED MA VI BARANGDI DHABKHOLA,30.7,51.1,30.8,29.7,47.3,37.9,45,45,0,4,18,0,22,23,48.89
Palpa,Lumbini,Hill,Western,3601,45036,SARBODAYA MA VI BOUGHA GUMHA,23.6,42.5,20.4,20.1,31.3,44.7,15,15,0,0,2,1,3,12,20.0
Palpa,Lumbini,Hill,Western,3602,45037,GANAPATI MA VI BIRKOT,24.4,36.4,23.0,19.6,35.6,39.7,37,35,0,1,11,0,12,22,34.29
Palpa,Lumbini,Hill,Western,3603,45038,MASYAM MA VI MASYAM,26.3,40.7,26.9,19.3,39.7,46.0,36,36,0,2,10,0,12,24,33.33
Palpa,Lumbini,Hill,Western,3604,45039,ADARSHA MA VI DEURALI,20.5,40.0,23.9,21.5,37.6,40.8,39,38,0,3,7,0,10,28,26.32
Palpa,Lumbini,Hill,Western,3605,45040,PALPA AWASIYA MA VI,60.6,51.9,56.0,30.4,42.4,49.6,43,43,2,20,6,0,28,15,65.12
Palpa,Lumbini,Hill,Western,3606,45041,SATYABATI MA VI SATYABATI,23.2,34.4,16.2,16.0,34.8,52.6,17,17,0,0,2,0,2,15,11.76
Palpa,Lumbini,Hill,Western,3607,45042,KRISHNA MA VI JHESKANG,22.4,38.9,20.2,16.7,30.2,40.7,26,26,0,0,3,2,5,21,19.23
Palpa,Lumbini,Hill,Western,3608,45043,RADHA KRISHNA MA VI BAKAMALANG,23.5,48.8,42.1,30.5,36.1,53.1,15,15,0,1,6,0,7,8,46.67
Palpa,Lumbini,Hill,Western,3609,45044,RAM MA VI MALENG,28.8,49.1,34.7,28.2,39.1,45.4,51,51,0,8,13,0,21,30,41.18
Palpa,Lumbini,Hill,Western,3610,45045,GRAMYA MA VI CHIRTUNGDHARA,25.5,44.6,30.1,17.3,32.9,44.8,34,34,0,0,6,1,7,27,20.59
Palpa,Lumbini,Hill,Western,3611,45046,MANDALI MA VI TELGHA,27.2,40.5,29.6,23.0,28.6,37.1,30,30,0,1,8,2,11,19,36.67
Palpa,Lumbini,Hill,Western,3612,45047,DARAITHATI MA VI RAMPUR,24.5,45.8,29.3,25.4,38.1,50.3,76,76,0,7,15,0,22,54,28.95
Palpa,Lumbini,Hill,Western,3613,45048,RAINA DEVI MA VI BHUWANPOKHARI,21.4,29.0,11.9,12.8,29.6,43.5,57,57,0,2,3,1,6,51,10.53
Palpa,Lumbini,Hill,Western,3614,45049,DHARA DEVI MA VI TAKATUNG,29.9,42.7,23.0,23.4,40.9,49.5,10,10,0,1,1,0,2,8,20.0
Palpa,Lumbini,Hill,Western,3615,45050,SARASWATI MA VI SUNDARGAUN,22.4,39.1,21.3,24.3,29.2,36.4,39,39,0,2,6,0,8,31,20.51
Palpa,Lumbini,Hill,Western,3616,45051,GANGA MA VI SOMADI,29.3,41.6,26.3,24.0,36.5,50.1,34,34,0,3,12,0,15,19,44.12
Palpa,Lumbini,Hill,Western,3617,45052,SHARDA MA VI CHHERLUNG BAUGHA GUMHA 2,22.2,41.6,22.5,23.9,39.3,35.0,44,44,0,1,11,3,15,29,34.09
Palpa,Lumbini,Hill,Western,3618,45053,NEW HORIZON ENGLISH BOARDING SCHOOL TANS,60.4,63.8,66.5,42.3,62.8,49.2,84,84,10,64,9,0,83,1,98.81
Palpa,Lumbini,Hill,Western,3619,45054,JANAMARG MA VI SILUWA,27.1,43.0,18.3,28.8,33.1,33.0,64,64,0,2,9,2,13,51,20.31
Palpa,Lumbini,Hill,Western,3620,45055,JANAPRIYA MA VI HEKLANG POKHARATHOK,23.1,32.8,15.3,17.5,34.0,36.8,30,30,0,0,4,0,4,26,13.33
Palpa,Lumbini,Hill,Western,3621,45056,JANAKALYAN MA VI HEKLANG RAMTAR,25.8,42.5,31.0,30.6,32.1,35.9,28,28,0,0,10,2,12,16,42.86
Palpa,Lumbini,Hill,Western,3622,45057,PRITHVI PRAKASH MA VI KOLDANDA SATYAWATI,20,33.8,15.0,12.1,27.1,36.5,31,31,0,0,3,1,4,27,12.9
Palpa,Lumbini,Hill,Western,3623,45058,SITA MA VI YAMGHA,25.1,51.9,28.4,28.7,37.4,44.5,30,30,0,3,6,0,9,21,30.0
Palpa,Lumbini,Hill,Western,3624,45059,GANGA MA VI AKLETAR KHALIBAN,25.9,49.8,26.3,38.1,35.1,36.0,42,42,0,4,9,1,14,28,33.33
Palpa,Lumbini,Hill,Western,3625,45060,CHANDRA MA VI CHAPPANI,28.2,50.1,38.2,36.9,49.0,43.2,19,19,0,1,14,0,15,4,78.95
Palpa,Lumbini,Hill,Western,3626,45061,NARAYAN MA VI DHUSTUNG,18,31.6,11.1,13.5,32.5,38.0,30,30,0,0,3,0,3,27,10.0
Palpa,Lumbini,Hill,Western,3627,45062,TILOTTAMA MA VI JHUMSA DOBHAN 5,24,41.7,19.3,22.8,33.7,42.2,44,44,0,2,6,0,8,36,18.18
Palpa,Lumbini,Hill,Western,3628,45063,BHANUBHAKTA MA VI JABGADI,19.3,36.6,17.2,23.5,27.0,27.6,41,41,0,0,4,2,6,35,14.63
Palpa,Lumbini,Hill,Western,3629,45064,SATPOKHAREE MA VI GOTHADEE PANDHERATARE,E 22.9,38.1,24.6,21.3,30.8,32.8,16,16,0,0,2,2,4,12,25.0
Palpa,Lumbini,Hill,Western,3630,45065,SIDDHARTHA MA VI RAHABAS CHIRTUNG,16,32.5,12.8,9.9,21.3,35.8,22,21,0,0,0,0,0,21,0.0
Palpa,Lumbini,Hill,Western,3631,45066,SHAMBHU MA VI JHERUDI JALPA,22.9,43.7,32.3,26.1,32.3,41.4,23,23,0,1,5,0,6,17,26.09
Palpa,Lumbini,Hill,Western,3632,45067,SARASWATI MA VI KHASEULI,23.8,41.6,24.6,19.5,38.8,43.0,21,21,0,0,4,0,4,17,19.05
Palpa,Lumbini,Hill,Western,3633,45068,LUMBINI MA VI LUHUNG,30.2,49.1,34.9,28.4,44.1,42.6,18,18,0,2,10,0,12,6,66.67
Palpa,Lumbini,Hill,Western,3634,45069,PRABHAT MA VI MAINADI,20.4,35.9,19.8,15.5,34.3,34.0,27,26,0,1,3,0,4,22,15.38
Palpa,Lumbini,Hill,Western,3635,45070,GAURA DEVI MA VI JUTHA,21.9,47.9,20.3,20.4,38.0,48.0,14,14,0,1,2,0,3,11,21.43
Palpa,Lumbini,Hill,Western,3636,45071,KRISHNA DEVI MA VI BHALAYATAR GANDAKOT,20.6,41.3,23.9,23.6,36.9,44.0,24,24,0,0,5,1,6,18,25.0
Palpa,Lumbini,Hill,Western,3637,45072,BHAGAWATI MA VI SOMADI SARDEWA,24.6,34.9,18.3,17.2,31.9,44.6,29,29,0,2,5,0,7,21,24.14
Palpa,Lumbini,Hill,Western,3638,45073,NAWA DURGA MA VI TILPUR RAMPUR,25.5,44.7,24.1,26.0,31.4,33.0,41,40,0,2,9,1,12,28,30.0
