District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DITINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Taplejung,Mechi,Mountain,Eastern,1,1000,PRIVATE TAPLEJUNG,16.6,28.2,11.4,19.2,27.2,34.4,15,15,0,0,1,0,1,14,6.67
Taplejung,Mechi,Mountain,Eastern,2,1001,BALSUBODHINI SAN MA VI MEDIBUNG PHUNGLIN,17.8,41.7,22.1,29.5,44.8,41.9,34,34,0,2,4,0,6,28,17.65
Taplejung,Mechi,Mountain,Eastern,3,1002,BHANUJAN MA VI AMBITAR,24.9,39.6,16.6,23.0,42.7,31.7,101,100,0,3,12,0,15,85,15.0
Taplejung,Mechi,Mountain,Eastern,4,1003,MOTI MA VI KHOKLING,20.6,34.3,10.9,15.3,35.6,31.6,27,27,0,0,2,0,2,25,7.41
Taplejung,Mechi,Mountain,Eastern,5,1004,SINAM MA VI SINAM,24.1,46.1,25.7,29.8,36.3,44.8,64,64,0,3,15,0,18,46,28.13
Taplejung,Mechi,Mountain,Eastern,6,1005,GANESH MA VI KHEWANG,20.6,36.8,18.8,18.2,40.7,33.2,45,45,0,1,4,0,5,40,11.11
Taplejung,Mechi,Mountain,Eastern,7,1006,THECHAMBU MA VI THECHAMBU,24.6,42.8,27.4,41.3,51.7,46.7,15,15,0,0,6,0,6,9,40.0
Taplejung,Mechi,Mountain,Eastern,8,1007,MAIWAKHOLA MA VI TEMBE,21.5,39.6,25.2,31.0,42.3,43.1,65,65,0,3,12,3,18,47,27.69
Taplejung,Mechi,Mountain,Eastern,9,1008,PRITHVI MA VI KHAMLUNG,20.3,38.0,15.5,25.2,39.4,34.8,19,19,0,0,0,0,0,19,0.0
Taplejung,Mechi,Mountain,Eastern,10,1009,BHANJYANG MA VI LIMBUDIN,21.1,41.0,18.6,29.3,39.5,33.8,43,43,0,0,5,0,5,38,11.63
Taplejung,Mechi,Mountain,Eastern,11,1010,NARAYANI MA VI SANGHU,22.6,41.0,15.3,30.7,37.5,31.1,44,44,0,0,9,0,9,35,20.45
Taplejung,Mechi,Mountain,Eastern,12,1011,DURGA MA VI PHULBARI,18.6,36.3,12.7,28.9,39.5,29.5,47,47,0,0,2,1,3,44,6.38
Taplejung,Mechi,Mountain,Eastern,13,1012,SARASWATI MA VI HANGPANG,25.2,42.9,20.4,28.4,41.5,40.9,35,35,0,0,5,1,6,29,17.14
Taplejung,Mechi,Mountain,Eastern,14,1013,JANATA MA VI HANGDEWA,23.8,43.8,23.9,30.4,47.1,40.6,19,19,0,1,4,0,5,14,26.32
Taplejung,Mechi,Mountain,Eastern,15,1014,SARASWATI MA VI LELEP,15.3,29.7,13.1,11.8,32.2,25.7,39,39,0,0,2,0,2,37,5.13
Taplejung,Mechi,Mountain,Eastern,16,1015,SARASWATI MA VI SIKAICHA,25.7,43.2,19.3,30.4,39.0,30.1,30,30,0,2,4,0,6,24,20.0
Taplejung,Mechi,Mountain,Eastern,17,1016,SANWA MA VI SANWA MEWAKHOLA,15.2,33.4,6.1,19.6,33.5,30.4,21,21,0,0,0,0,0,21,0.0
Taplejung,Mechi,Mountain,Eastern,18,1017,TELLOK MA VI TELLOK,26.8,49.6,34.8,33.3,48.8,41.3,16,16,0,3,5,0,8,8,50.0
Taplejung,Mechi,Mountain,Eastern,19,1018,NILGIRI MA VI MEHELE,23.4,37.8,11.8,23.6,37.9,37.1,40,40,0,0,3,0,3,37,7.5
Taplejung,Mechi,Mountain,Eastern,20,1019,KALIKA MA VI NANGKHOLYANG,20,46.2,24.0,27.0,44.5,44.0,24,24,0,0,4,0,4,20,16.67
Taplejung,Mechi,Mountain,Eastern,21,1020,NAVA JYOTI AWASIYA MA VI PHUNGLING,28.8,40.0,23.8,32.7,42.6,37.0,49,49,0,1,17,0,18,31,36.73
Taplejung,Mechi,Mountain,Eastern,22,1021,SINWA MA VI LINGSIM SINWA,13.1,28.8,11.6,20.3,34.6,29.5,39,39,0,0,2,0,2,37,5.13
Taplejung,Mechi,Mountain,Eastern,23,1022,MAHENDRA MA VI PHAKUMVA MAIWAKHOLA,23.9,39.2,20.1,29.8,38.7,32.6,12,12,0,1,2,0,3,9,25.0
Taplejung,Mechi,Mountain,Eastern,24,1023,CHAKSIBOTE MA VI CHAKSIBOTE,19.9,36.7,15.0,25.5,34.8,33.7,30,30,0,0,2,0,2,28,6.67
Taplejung,Mechi,Mountain,Eastern,25,1024,CHANGE MA VI CHANGE,18.1,35.8,12.2,24.2,39.3,34.7,50,50,0,2,2,0,4,46,8.0
Taplejung,Mechi,Mountain,Eastern,26,1025,KALIKA MA VI TIRINGA,25.5,48.1,34.2,30.7,48.4,37.2,13,13,0,0,6,0,6,7,46.15
Taplejung,Mechi,Mountain,Eastern,27,1026,SHARADA MA VI THUMBEDIN,21.9,43.4,26.4,36.6,47.0,42.1,37,37,0,0,10,1,11,26,29.73
Taplejung,Mechi,Mountain,Eastern,28,1027,AMBEGUDIN MA VI RAJA,22.3,45.2,19.6,29.3,40.4,30.2,28,28,0,0,6,0,6,22,21.43
Taplejung,Mechi,Mountain,Eastern,29,1028,TRIBHUVAN MA VI MEWAKHOLA THUKIYA,18.3,35.1,22.4,15.6,36.3,28.6,60,60,0,0,4,1,5,55,8.33
Taplejung,Mechi,Mountain,Eastern,30,1029,BIRENDRA MA VI PHUNGLING-1 DEVLING,23.6,38.4,17.0,23.8,37.5,31.1,47,47,0,1,8,1,10,37,21.28
Taplejung,Mechi,Mountain,Eastern,31,1030,KANCHANJUNGHA BOARDING SCHOOL PHUNGLING,53.6,49.9,67.3,47.4,60.3,58.1,32,32,1,25,6,0,32,0,100.0
Taplejung,Mechi,Mountain,Eastern,32,1031,PARAM SINGHA DEVI MA VI NIGURADIN,18.3,39.9,17.5,26.5,38.4,36.6,11,11,0,0,2,0,2,9,18.18
Taplejung,Mechi,Mountain,Eastern,33,1032,MECHI ST. MARY'S ENGLISH BOARDING SCHOOL P,H 43.4,54.0,50.3,37.3,58.4,46.4,9,9,0,7,2,0,9,0,100.0
Taplejung,Mechi,Mountain,Eastern,34,1033,SIDDHAKALI MA VI DOKHU-5,17.5,39.9,19.4,19.1,36.5,30.4,37,37,0,0,2,0,2,35,5.41
Taplejung,Mechi,Mountain,Eastern,35,1034,MAYAM MA VI FURUMBU-5,16.3,26.8,7.3,25.0,29.8,29.2,24,24,0,0,0,0,0,24,0.0
Panchthar,Mechi,Hill,Eastern,36,2000,PRIVATE PANCHTHAR,23.4,40.6,43.8,25.7,42.3,27.1,134,132,0,1,34,17,52,80,39.39
Panchthar,Mechi,Hill,Eastern,37,2001,PHIDIM MA VI PHIDIM,23,42.4,30.3,26.4,39.9,37.1,105,105,0,2,32,1,35,70,33.33
Panchthar,Mechi,Hill,Eastern,38,2002,AMARPUR MA VI DORAMBA AMARPUR,17.9,42.5,19.4,26.1,47.2,42.5,20,20,0,0,3,0,3,17,15.0
Panchthar,Mechi,Hill,Eastern,39,2003,BISHNU MA VI CHYANGTHAPU,21.9,38.6,39.8,31.9,45.5,38.3,69,68,0,0,22,11,33,35,48.53
Panchthar,Mechi,Hill,Eastern,40,2004,KHALANGATAR MA VI YANGNAM,8.8,32.7,16.5,17.7,37.8,24.9,119,116,0,0,1,0,1,115,0.86
Panchthar,Mechi,Hill,Eastern,41,2005,SIDDHA DEVI MA VI NAWAMIDADA,15.8,34.9,16.7,25.5,35.5,41.5,51,51,0,0,1,0,1,50,1.96
Panchthar,Mechi,Hill,Eastern,42,2006,SIDDHAKALI MA VI EAKTIN JORPATI,12.6,38.1,21.0,21.6,38.9,39.5,34,34,0,0,1,0,1,33,2.94
Panchthar,Mechi,Hill,Eastern,43,2007,NAYA NAMUNA MA VI PHIDIM BAZAR,37.3,39.9,49.5,32.8,46.0,45.2,90,90,0,15,46,3,64,26,71.11
Panchthar,Mechi,Hill,Eastern,44,2008,SIDDHA DEVI MA VI NANGIN PIPALBOTE,25.5,40.1,21.3,26.3,49.9,32.2,53,53,0,0,8,5,13,40,24.53
Panchthar,Mechi,Hill,Eastern,45,2009,SIDDHESWORI MA VI BHARPA TUWA,10,34.3,22.0,22.0,42.7,33.3,66,66,0,0,2,0,2,64,3.03
Panchthar,Mechi,Hill,Eastern,46,2010,GUPTESHWOR MA VI OYAM,20.1,35.9,38.1,30.6,40.2,36.5,39,39,0,0,7,5,12,27,30.77
Panchthar,Mechi,Hill,Eastern,47,2011,JAY NARAYAN ADARSHA MA VI MEHELBOTE,17.4,38.0,19.5,21.0,32.8,35.8,52,52,0,0,3,0,3,49,5.77
Panchthar,Mechi,Hill,Eastern,48,2012,DURGA MA VI RAVI,12.6,36.6,11.6,23.2,40.9,26.4,48,47,0,0,0,0,0,47,0.0
Panchthar,Mechi,Hill,Eastern,49,2013,PRITHIVI MA VI YASOK,18.7,37.5,18.2,20.4,33.5,37.0,78,78,0,0,11,1,12,66,15.38
Panchthar,Mechi,Hill,Eastern,50,2014,INDRANI MA VI MOUWA,12.3,40.2,17.2,21.4,40.3,33.0,110,108,0,0,5,0,5,103,4.63
Panchthar,Mechi,Hill,Eastern,51,2015,NILGIRI MA VI SUBHANG,15.7,37.1,28.5,26.8,45.5,36.8,42,42,0,1,5,0,6,36,14.29
Panchthar,Mechi,Hill,Eastern,52,2016,RANITAR MA VI RANITAR,20,43.1,34.4,22.5,37.5,35.5,66,66,0,5,9,3,17,49,25.76
Panchthar,Mechi,Hill,Eastern,53,2017,SARASWATI MA VI MACHHEBUNG,18.1,35.4,36.8,31.8,43.6,41.6,29,29,0,0,6,0,6,23,20.69
Panchthar,Mechi,Hill,Eastern,54,2018,THARPU MA VI THARPU,14.7,36.6,15.1,27.1,45.1,45.9,84,84,0,3,4,0,7,77,8.33
Panchthar,Mechi,Hill,Eastern,55,2019,SIRIJUNG MA VI GOPETAR,13.6,35.3,29.5,24.8,44.5,38.4,50,50,0,1,6,0,7,43,14.0
Panchthar,Mechi,Hill,Eastern,56,2020,DURGA MA VI SARANGDANDA,12.3,42.9,15.5,24.3,44.6,28.4,22,22,0,0,0,0,0,22,0.0
Panchthar,Mechi,Hill,Eastern,57,2021,SARASWATI MA VI CHOKMAGU,20.7,34.7,18.6,21.0,48.1,26.1,46,46,0,0,3,2,5,41,10.87
Panchthar,Mechi,Hill,Eastern,58,2022,SARATAP MA VI PAUWA,26,32.5,31.1,24.8,43.3,37.5,46,46,0,0,8,3,11,35,23.91
Panchthar,Mechi,Hill,Eastern,59,2023,KALIKA MA VI PRANGBUNG,14.6,36.2,17.3,22.4,42.7,37.9,47,47,0,0,1,0,1,46,2.13
Panchthar,Mechi,Hill,Eastern,60,2024,JANA KALYAN MA VI KOLBUNG PHAKTEP,16,31.5,18.2,20.1,29.8,33.3,23,23,0,0,2,0,2,21,8.7
Panchthar,Mechi,Hill,Eastern,61,2025,MECHI ENGLISH SCHOOL PHIDIM 4,53.5,44.4,59.2,42.5,58.0,52.5,42,42,0,27,15,0,42,0,100.0
Panchthar,Mechi,Hill,Eastern,62,2026,ARUBOTE MA VI ARUBOTE,17.5,35.5,12.9,21.9,39.9,20.7,67,66,0,0,2,0,2,64,3.03
Panchthar,Mechi,Hill,Eastern,63,2027,MAHENDRODAYA MA VI PIPALBOTE,25.2,38.3,20.9,19.9,44.1,24.5,31,31,0,0,7,0,7,24,22.58
Panchthar,Mechi,Hill,Eastern,64,2028,SINGHA SIDDHA MA VI ANSHUBHANJYANG LUWAPH,17.2,38.1,34.0,26.3,43.7,31.2,29,29,0,0,8,2,10,19,34.48
Panchthar,Mechi,Hill,Eastern,65,2029,GANESH MA VI NAGI CHITTOK,12.5,32.3,13.7,22.4,42.5,39.3,60,60,0,0,1,0,1,59,1.67
Panchthar,Mechi,Hill,Eastern,66,2030,KURUMBA MA VI KURUMBA,20.8,54.1,28.9,26.5,46.6,36.2,13,13,0,0,2,0,2,11,15.38
Panchthar,Mechi,Hill,Eastern,67,2031,GHURBISE PANCHAMI MA VI PHAKTEP,21.9,34.0,15.9,17.7,39.8,18.8,92,92,0,0,8,3,11,81,11.96
Panchthar,Mechi,Hill,Eastern,68,2032,MAHADEV GUPTESHWOR MA VI PHULPA LUNGRUP,14.8,33.8,16.3,24.2,34.6,35.6,45,45,0,0,1,0,1,44,2.22
Panchthar,Mechi,Hill,Eastern,69,2033,SIDDHA SARASWATI MA VI BARBHANJYANG MANGJ,28.5,37.8,28.9,25.5,44.4,28.4,8,8,0,0,2,3,5,3,62.5
Panchthar,Mechi,Hill,Eastern,70,2034,CHANDRESHWAR MA VI KHANDRONG,19,43.2,24.7,25.2,44.0,32.0,23,23,0,0,5,0,5,18,21.74
Panchthar,Mechi,Hill,Eastern,71,2035,VIDYA BARDAN ENGLISH BOARDING SCHOOL PHIDI,37.2,41.2,50.6,36.8,47.3,49.3,33,33,0,13,14,0,27,6,81.82
Panchthar,Mechi,Hill,Eastern,72,2037,ITHUNG MA VI RANITAR,18.8,35.0,19.6,23.0,42.5,25.6,53,53,0,0,3,3,6,47,11.32
Panchthar,Mechi,Hill,Eastern,73,2038,KALIKA SECONDARY SCHOOL BABUNGA NAGIN,23.6,40.6,21.5,24.7,48.1,28.2,41,41,0,0,4,2,6,35,14.63
Panchthar,Mechi,Hill,Eastern,74,2040,SIDDHA MA VI PANCHAMI,11.1,37.9,27.2,23.9,42.7,34.0,42,42,0,0,1,1,2,40,4.76
Panchthar,Mechi,Hill,Eastern,75,2041,INDRAWATI MA VI HANGUM,15.4,36.8,15.7,18.4,34.6,29.1,29,29,0,0,0,0,0,29,0.0
Panchthar,Mechi,Hill,Eastern,76,2042,SIDDHA DEVI MA VI SIDIN,17.7,39.3,26.6,20.8,42.0,41.0,56,56,0,0,6,0,6,50,10.71
Panchthar,Mechi,Hill,Eastern,77,2043,JALA SINGH MA VI PAUWA SARTAP,26.4,42.2,35.5,24.9,38.9,39.8,20,20,0,1,9,1,11,9,55.0
Panchthar,Mechi,Hill,Eastern,78,2044,SARSWATI MA VI KHUNGA EAKTIN,13.9,38.4,21.4,22.7,42.0,36.5,31,31,0,0,3,0,3,28,9.68
Panchthar,Mechi,Hill,Eastern,79,2045,SINGHA DEVI MA VI KURUMBA SIKTEMBA,16,35.2,9.8,19.7,37.1,21.0,25,25,0,0,2,0,2,23,8.0
Panchthar,Mechi,Hill,Eastern,80,2046,SARBAJANIK MA VI LIMBA,24.2,44.9,25.2,26.8,44.3,34.4,13,13,0,1,3,0,4,9,30.77
Panchthar,Mechi,Hill,Eastern,81,2047,SANTI BAL BIKASH SECONDARY ENGLISH BOARDIN,22,40.7,22.3,22.0,33.7,38.5,24,24,0,0,5,0,5,19,20.83
Panchthar,Mechi,Hill,Eastern,82,2048,SINGHPUR PASHUPATI MA VI AMARPUR,12,32.4,16.8,24.1,40.9,44.8,49,49,0,0,3,0,3,46,6.12
Panchthar,Mechi,Hill,Eastern,83,2049,SIDDHA MA VI TINGDEN RANIGAUN,23.5,38.7,29.8,27.3,44.3,27.9,17,17,0,0,7,0,7,10,41.18
Panchthar,Mechi,Hill,Eastern,84,2051,HOLY CHILD ENGLISH SECONDARY SCHOOL RABI,22.5,38.2,19.3,25.5,44.4,29.0,26,26,0,0,1,0,1,25,3.85
Panchthar,Mechi,Hill,Eastern,85,2052,JANAJYOTY SECONDARY ENGLISH BOARDING SCH,17,35.1,11.5,21.2,39.0,21.1,37,36,0,0,0,0,0,36,0.0
Panchthar,Mechi,Hill,Eastern,86,2053,BHAGAWATI MA VI DURDIMBA,16.2,45.9,19.3,25.2,45.5,35.5,15,15,0,0,1,0,1,14,6.67
Panchthar,Mechi,Hill,Eastern,87,2054,BUDDHA MA VI FALAICHA-3,24,43.4,36.9,34.2,49.8,42.6,25,24,0,0,14,2,16,8,66.67
Panchthar,Mechi,Hill,Eastern,88,2055,SATYA HANGMA MA VI ENABUNG,15.5,34.8,22.0,27.5,35.1,41.9,19,19,0,0,4,1,5,14,26.32
Panchthar,Mechi,Hill,Eastern,89,2056,NILAKANTHA ENGLISH BOARDING SCHOOL PHIDIM,44,43.5,51.5,33.8,46.5,46.5,4,4,0,0,4,0,4,0,100.0
Ilam,Mechi,Hill,Eastern,90,3000,PRIVATE ILAM,22,27.6,17.2,18.4,29.6,28.4,5,4,0,0,1,0,1,3,25.0
Ilam,Mechi,Hill,Eastern,91,3001,ADARSHA MA VI ILAM,28.5,45.3,24.8,28.8,50.8,31.8,112,112,0,8,26,2,36,76,32.14
Ilam,Mechi,Hill,Eastern,92,3002,KARFOK VIDYAMANDIR MA VI PANCHAKANYA,27.9,39.1,24.0,26.7,41.9,42.1,144,144,0,1,36,7,44,100,30.56
Ilam,Mechi,Hill,Eastern,93,3003,NAMSALING MA VI NAMSALING,26.3,45.4,22.3,28.3,41.8,34.2,68,68,0,1,14,1,16,52,23.53
Ilam,Mechi,Hill,Eastern,94,3004,BHANUBHAKTA MA VI MANGALBARE,32.9,49.9,14.7,26.5,37.6,39.4,135,135,0,6,15,0,21,114,15.56
Ilam,Mechi,Hill,Eastern,95,3005,SINGHA DEVI MA VI AMCHOK,21.4,40.5,13.3,26.9,37.9,32.4,76,75,0,3,4,2,9,66,12.0
Ilam,Mechi,Hill,Eastern,96,3006,JITPUR MA VI JITPUR,24.6,41.9,20.7,32.3,39.6,33.8,94,94,2,2,13,2,19,75,20.21
Ilam,Mechi,Hill,Eastern,97,3007,BOUDDHADHAM MA VI PASHUPATINAGAR,22,45.1,36.1,31.3,40.0,34.6,70,70,0,0,25,6,31,39,44.29
Ilam,Mechi,Hill,Eastern,98,3008,SARASWATI MA VI SULUBUNG,18.9,40.0,23.1,28.5,42.5,41.3,63,63,0,2,8,0,10,53,15.87
Ilam,Mechi,Hill,Eastern,99,3009,AMAR KALYAN MA VI NAYABAZAR,31.5,42.3,21.7,35.2,47.3,39.4,41,41,0,3,6,2,11,30,26.83
Ilam,Mechi,Hill,Eastern,100,3010,MAHENDRODAYA MA VI GAJURMUKHI,26.7,46.2,16.4,22.1,32.6,34.4,73,73,0,1,12,1,14,59,19.18
Ilam,Mechi,Hill,Eastern,101,3011,JANAK MA VI SHREE ANTU,25,45.4,36.4,31.9,42.8,36.8,64,64,0,0,31,4,35,29,54.69
Ilam,Mechi,Hill,Eastern,102,3012,CHISOPANI MA VI MIKLUNG BANJHO,21.2,36.4,11.1,18.7,34.0,30.0,25,24,0,0,2,0,2,22,8.33
Ilam,Mechi,Hill,Eastern,103,3013,AMAR MA VI BARBOTE,24.5,42.1,32.2,34.7,42.9,41.0,90,90,0,2,36,3,41,49,45.56
Ilam,Mechi,Hill,Eastern,104,3014,SARASWATI MA VI BATASE LAXMIPUR,22.1,36.5,22.9,24.7,39.4,40.4,145,144,0,1,32,4,37,107,25.69
Ilam,Mechi,Hill,Eastern,105,3015,SINGHA BAHINI MA VI SINGHANAGAR,25.9,40.0,10.6,26.1,42.0,32.5,20,20,0,0,1,0,1,19,5.0
Ilam,Mechi,Hill,Eastern,106,3016,KRISHNASHRAM MA VI KANYAM,25,46.1,26.1,37.5,47.3,42.7,55,54,0,5,11,0,16,38,29.63
Ilam,Mechi,Hill,Eastern,107,3017,KANKAI MA VI DANABARI,17.7,41.9,23.9,27.2,42.7,35.4,110,110,0,3,10,1,14,96,12.73
Ilam,Mechi,Hill,Eastern,108,3018,JANATA MA VI KANCHANPUR,20.3,35.4,18.9,16.8,37.6,25.6,169,165,0,3,13,6,22,143,13.33
Ilam,Mechi,Hill,Eastern,109,3019,JYOTISADAN BOARDING SCHOOL MALAPATH,36,48.8,30.0,31.4,50.0,38.9,37,37,0,5,15,1,21,15,56.76
Ilam,Mechi,Hill,Eastern,110,3020,FIKKAL MA VI FIKKAL,21.9,47.7,15.0,32.6,42.6,37.9,87,87,0,0,4,0,4,83,4.6
Ilam,Mechi,Hill,Eastern,111,3021,SHANTI NIKETAN MA VI KOLBUNG,27.7,53.5,22.4,40.3,49.5,40.5,41,40,0,4,7,0,11,29,27.5
Ilam,Mechi,Hill,Eastern,112,3022,BHAGAWATI MA VI GOLAKHARKA,26.3,42.8,19.0,27.6,43.2,44.0,41,41,0,1,5,0,6,35,14.63
Ilam,Mechi,Hill,Eastern,113,3023,SINGHA DEVI MA VI EKATAPPA,23.3,38.4,13.0,29.4,38.5,35.7,116,115,0,2,6,1,9,106,7.83
Ilam,Mechi,Hill,Eastern,114,3024,NEPALTAR MA VI SAKHEJUNG,20.7,42.2,26.1,26.3,48.4,46.4,80,79,0,4,15,0,19,60,24.05
Ilam,Mechi,Hill,Eastern,115,3025,JANATA MA VI CHISAPANI,25.1,39.4,15.8,18.0,39.7,37.5,28,28,0,0,1,0,1,27,3.57
Ilam,Mechi,Hill,Eastern,116,3026,HIMALAYA MA VI GORKHEY,21.5,38.4,13.1,26.4,39.6,34.5,61,61,0,0,0,1,1,60,1.64
Ilam,Mechi,Hill,Eastern,117,3027,SHYAMBAL MA VI MAIMAJHUWA,16.9,35.9,15.5,24.1,39.1,35.9,20,20,0,0,3,0,3,17,15.0
Ilam,Mechi,Hill,Eastern,118,3028,SANGRUMBA MA VI SANGRUMBA,22.1,43.8,14.3,22.1,40.8,38.8,59,59,0,1,5,0,6,53,10.17
Ilam,Mechi,Hill,Eastern,119,3029,PURNA SMARAK MA VI GODAK,29.3,39.8,30.9,27.2,42.5,45.2,39,39,0,1,17,3,21,18,53.85
Ilam,Mechi,Hill,Eastern,120,3030,MAIPOKHARI SAN MA VI MAIPOKHARI SULUBUNG,15.1,38.5,16.6,27.0,42.3,37.6,28,28,0,0,2,0,2,26,7.14
Ilam,Mechi,Hill,Eastern,121,3031,BHAGAWATI MA VI JAMUNA,18.3,38.0,23.1,28.0,46.6,41.8,39,39,0,0,7,0,7,32,17.95
Ilam,Mechi,Hill,Eastern,122,3032,MIKLACHONG MA VI SAKPHARA,19.3,33.2,12.0,14.2,35.9,25.0,22,21,0,0,0,0,0,21,0.0
Ilam,Mechi,Hill,Eastern,123,3033,KHANDRUNG MA VI SIDDHITHUMKA,26,43.2,21.0,27.9,42.6,39.1,69,69,0,2,15,0,17,52,24.64
Ilam,Mechi,Hill,Eastern,124,3036,PANCHAKANYA AWASIYA VIDHYA MANDIR FIKKAL-6,37.2,47.4,37.5,35.0,56.3,49.2,50,50,0,16,23,0,39,11,78.0
Ilam,Mechi,Hill,Eastern,125,3037,EVERLAND INTERNATIONAL ACADEMY FIKKAL,45.2,59.8,51.2,50.9,58.3,48.8,46,46,0,34,10,0,44,2,95.65
Ilam,Mechi,Hill,Eastern,126,3038,MOUNT MECHI AWASIYA MA VI,50.7,51.1,52.4,45.2,58.3,50.7,49,49,7,19,17,0,43,6,87.76
Ilam,Mechi,Hill,Eastern,127,3039,SARASWATI MA VI BHALUTAR,19,34.3,11.4,19.7,33.5,27.9,53,52,0,0,4,0,4,46,7.69
Ilam,Mechi,Hill,Eastern,128,3040,SARASWATI MA VI SOYANG,15.8,34.7,15.4,25.2,43.1,33.4,54,54,0,0,2,0,2,52,3.7
Ilam,Mechi,Hill,Eastern,129,3041,SHANTIPUR MA VI SHANTIPUR,24.8,43.5,27.6,28.8,45.7,42.8,46,46,0,3,14,2,19,27,41.3
Ilam,Mechi,Hill,Eastern,130,3042,BHAGAWATI MA VI DHUSENI,20.1,37.2,12.8,30.0,38.1,29.4,70,70,0,1,6,0,7,63,10.0
Ilam,Mechi,Hill,Eastern,131,3043,SUNAKHARI SECONDARY ENGLISH BOARDING SCH,23.4,34.4,14.7,19.3,37.3,30.8,19,19,0,0,0,0,0,19,0.0
Ilam,Mechi,Hill,Eastern,132,3044,PANCHA MA VI SHANTIDANDA-8,22.3,33.9,15.6,21.6,41.6,36.2,56,56,0,0,7,0,7,49,12.5
Ilam,Mechi,Hill,Eastern,133,3045,BINAPANI MA VI PUWAMAJHUWA-3,19,39.8,20.0,23.6,45.2,43.1,24,24,0,1,1,0,2,22,8.33
Ilam,Mechi,Hill,Eastern,134,3047,DAMBAR DEVI MA VI CHAMAITA,29.7,49.3,45.7,36.0,54.7,52.0,30,30,0,9,12,0,21,9,70.0
Ilam,Mechi,Hill,Eastern,135,3048,LAXMI ADARSHA MA VI MAHAMAI,25.8,40.8,18.9,27.0,40.8,32.6,24,24,0,1,7,0,8,16,33.33
Ilam,Mechi,Hill,Eastern,136,3049,ILAM VIDYA MANDIR MA VI NARAYANSTHAN,36.3,60.9,46.0,37.1,54.5,41.8,61,61,0,20,32,0,52,9,85.25
Ilam,Mechi,Hill,Eastern,137,3050,EBHANG MA VI EBHANG,27.3,48.3,13.9,27.5,44.1,37.3,33,33,0,1,5,1,7,26,21.21
Ilam,Mechi,Hill,Eastern,138,3051,SIDDHA BABA AWASIYA MA VI,38.9,45.8,42.7,28.5,56.8,53.1,11,11,0,5,3,0,8,3,72.73
Ilam,Mechi,Hill,Eastern,139,3052,MAHABHARAT BAL AWASIYA MA VI RANKAY,27.9,34.7,28.3,25.3,48.3,41.8,18,18,0,2,6,0,8,10,44.44
Ilam,Mechi,Hill,Eastern,140,3053,GYANODAYA MA VI JOGMAI,25.8,38.8,23.1,30.4,43.5,37.4,34,34,0,1,7,0,8,26,23.53
Ilam,Mechi,Hill,Eastern,141,3054,JYOTI VIDYA MANDIR MALAPATH,34,52.1,46.0,33.9,53.7,42.0,45,45,0,10,27,1,38,7,84.44
Ilam,Mechi,Hill,Eastern,142,3055,PRABODH MA VI MABU-5,13.2,34.9,19.8,27.5,41.7,34.7,13,13,0,0,0,0,0,13,0.0
Ilam,Mechi,Hill,Eastern,143,3056,ARUNODAYA AWASIYA MA VI LAXMIPUR,31.9,44.7,31.9,42.8,48.4,46.0,28,28,0,5,15,0,20,8,71.43
Ilam,Mechi,Hill,Eastern,144,3057,RASTRIYA MA VI KOLBOTE,22,42.6,17.5,31.4,38.6,29.0,28,28,0,0,5,0,5,23,17.86
Ilam,Mechi,Hill,Eastern,145,3058,MOTIRAM MA VI JIRMALE SALAKPUR ILAM,29,48.0,37.3,39.2,45.8,45.8,25,25,0,4,15,0,19,6,76.0
Ilam,Mechi,Hill,Eastern,146,3059,SAMALBUNG MA VI SAMALBUNG,24.8,47.9,44.3,31.1,39.4,41.3,31,31,0,0,16,2,18,13,58.06
Ilam,Mechi,Hill,Eastern,147,3061,BISHNU SECONDARY SCHOOL PHUYETAPPA ILAM,23.3,47.2,16.1,34.0,41.9,40.0,23,23,0,1,3,0,4,19,17.39
Ilam,Mechi,Hill,Eastern,148,3062,GREEN VALLEY ACADEMY MA VI ILAM,58.3,62.1,64.3,54.4,66.1,58.7,31,31,9,20,2,0,31,0,100.0
Ilam,Mechi,Hill,Eastern,149,3063,RHODODENDRON ILAM BODRDING SCHOOL BARBO,31.5,42.5,31.4,27.1,44.3,41.8,20,20,0,4,4,1,9,11,45.0
Ilam,Mechi,Hill,Eastern,150,3064,SUNRISE ENGLISH SCHOOL FIKKAL-6,44.4,55.6,61.6,57.4,57.6,50.0,17,17,0,14,3,0,17,0,100.0
Ilam,Mechi,Hill,Eastern,151,3065,PRAJNA SADAN RESIDENTIAL AND DAY ENGLISH HI,51.7,56.0,51.0,47.9,64.4,54.2,24,24,0,15,6,0,21,3,87.5
Ilam,Mechi,Hill,Eastern,152,3066,BAL MANDAL MA VI JASBIRE,14.8,36.5,17.2,23.7,34.9,34.3,19,18,0,0,2,0,2,16,11.11
Ilam,Mechi,Hill,Eastern,153,3067,PYANG MA VI PYANG-5,20.7,46.5,17.8,31.9,41.6,39.4,25,25,0,0,2,0,2,23,8.0
