District,Zone,Geographical Region,Development Region,School Number,School Code,Name of School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
Jhapa,Mechi,Terai,Eastern,154,4013,BANI MA VI LAKHANPUR,18.1,35.9,30.0,24.1,37.6,37.6,137,137,0,8,19,6,33,104,24.1
Jhapa,Mechi,Terai,Eastern,155,4014,JANA JAGRITI MA VI GOLDHAP,20.6,39.0,34.9,27.2,36.6,35.2,206,206,0,13,29,19,61,144,29.6
Jhapa,Mechi,Terai,Eastern,156,4015,LAKSHMI MA VI BANIYANI,25.9,35.3,28.4,28.5,27.7,34.7,91,91,0,8,9,2,19,72,20.9
Jhapa,Mechi,Terai,Eastern,157,4016,SIDDHARTHA BOARDING MA VI DAMAK,54.2,51.4,78.1,39.4,50.5,49.8,86,86,3,70,13,0,86,0,100.0
Jhapa,Mechi,Terai,Eastern,158,4017,NARENDRA JANTA MA VI TOPGACHHI,28.4,50.6,47.8,26.6,44.4,36.0,28,28,0,4,14,2,20,8,71.4
Jhapa,Mechi,Terai,Eastern,159,4018,ADARSHA MA VI BUDHABARE JAYPUR,25.5,44.7,46.0,31.1,45.1,48.8,131,131,2,21,40,5,68,63,51.9
Jhapa,Mechi,Terai,Eastern,160,4019,CHULACHULI ENGLISH BOARDING MA VI DAMAK,55.1,49.0,71.8,45.0,51.1,49.8,64,64,1,52,11,0,64,0,100.0
Jhapa,Mechi,Terai,Eastern,161,4020,ADARSHA VIDYAMANDIR MA VI GHAILADUBBA,29.1,40.4,38.9,31.4,47.6,32.9,41,41,0,1,26,5,32,9,78.0
Jhapa,Mechi,Terai,Eastern,162,4021,DHULABARI MA VI DHULABARI,16.4,30.7,18.9,19.6,30.9,30.8,168,168,0,2,6,3,11,157,6.5
Jhapa,Mechi,Terai,Eastern,163,4022,BUDDHA ADARSHA MA VI JAYPUR BUDHABARE,28.9,42.4,39.7,31.5,41.1,40.5,170,169,0,10,61,37,108,61,63.9
Jhapa,Mechi,Terai,Eastern,164,4023,BALBHADRA JANTA MA VI DHAIJAN,19.4,43.9,29.0,24.1,34.8,35.7,111,111,1,6,11,2,20,91,18.0
Jhapa,Mechi,Terai,Eastern,165,4024,BHRIKUTI MA VI DURGAPUR,20.5,43.3,22.6,22.9,40.3,36.2,120,119,0,7,16,1,24,95,20.2
Jhapa,Mechi,Terai,Eastern,166,4025,TRIBHUWAN MA VI PANCHGACHI,24.7,41.1,32.9,19.8,36.6,29.9,76,76,0,4,15,4,23,53,30.3
Jhapa,Mechi,Terai,Eastern,167,4026,GYANJYOTI MA VI GAURADAHA,48.7,64.7,80.4,53.2,57.1,57.8,29,29,7,21,1,0,29,0,100.0
Jhapa,Mechi,Terai,Eastern,168,4027,MECHI JANASADHARAN MA VI BAHUNDANGI,19.3,39.2,22.9,27.9,39.6,41.9,95,95,0,5,9,2,16,79,16.8
Jhapa,Mechi,Terai,Eastern,169,4028,SANISCHARE MA VI SANISCHARE,18.8,38.5,29.0,25.9,37.8,32.3,241,241,0,7,36,11,54,187,22.4
Jhapa,Mechi,Terai,Eastern,170,4029,KANKAI MA VI SURUNGA,26.8,41.3,41.9,29.6,40.1,46.9,226,226,3,17,81,26,127,99,56.2
Jhapa,Mechi,Terai,Eastern,171,4030,SHANTI ADARSH MA VI SHANTINAGAR,27.6,46.4,34.9,29.1,40.9,45.4,47,47,0,2,21,0,23,24,48.9
Jhapa,Mechi,Terai,Eastern,172,4031,SCHOOL CHAUN MA VI MAHARANIJHORA,34.6,46.2,45.0,32.8,38.9,42.2,38,38,0,6,20,2,28,10,73.7
Jhapa,Mechi,Terai,Eastern,173,4032,KHAJURGACHHI MA VI KHAJURGACHHI,19.7,33.3,27.4,20.1,36.5,35.6,67,65,0,1,12,1,14,51,21.5
Jhapa,Mechi,Terai,Eastern,174,4033,JANA ADARSHA MA VI SHIVGUNJ,23.6,41.6,31.7,22.6,30.5,42.7,211,211,1,10,41,4,56,155,26.5
Jhapa,Mechi,Terai,Eastern,175,4034,GAURIGUNJ MA VI GAURIGUNJ,25.7,38.3,36.8,24.1,42.5,36.2,75,75,0,7,21,6,34,41,45.3
Jhapa,Mechi,Terai,Eastern,176,4035,JANATA MA VI GAURADAHA,24.6,46.5,41.1,29.9,42.4,42.8,117,117,0,15,33,2,50,67,42.7
Jhapa,Mechi,Terai,Eastern,177,4036,BHADRAKALI MA VI KOHABARA,27.3,43.6,39.6,25.9,32.2,41.1,46,46,0,2,16,3,21,25,45.7
Jhapa,Mechi,Terai,Eastern,178,4037,AMAR MA VI BAIGUNDHURA,25.2,48.4,37.7,17.6,41.9,30.9,39,39,0,3,4,0,7,32,17.9
Jhapa,Mechi,Terai,Eastern,179,4038,DHUKURPANI MA VI DHUKURPANI,23.3,41.0,26.3,22.9,38.4,35.8,87,87,0,2,19,2,23,64,26.4
Jhapa,Mechi,Terai,Eastern,180,4039,MAHENDRA RATNA MA VI TOPGACHHI,32.1,44.2,27.4,29.5,43.1,40.4,97,97,0,11,23,0,34,63,35.1
Jhapa,Mechi,Terai,Eastern,181,4040,HIMALAYA MA VI DAMAK,21.3,38.0,30.4,19.7,37.2,42.3,228,228,0,18,36,0,54,174,23.7
Jhapa,Mechi,Terai,Eastern,182,4041,HALDIBARI MA VI HALDIBARI,22.2,46.4,31.4,28.8,39.7,43.4,158,158,1,13,45,1,60,98,38.0
Jhapa,Mechi,Terai,Eastern,183,4042,RASTRIYA RAMANIYA ADARSHA MA VI DUDHE,26.8,41.2,40.5,25.9,39.5,42.5,90,90,1,5,30,9,45,45,50.0
Jhapa,Mechi,Terai,Eastern,184,4043,ARANIKO MA VI MAHESHPUR,29.3,46.6,42.8,30.8,40.9,43.8,44,44,0,4,25,1,30,14,68.2
Jhapa,Mechi,Terai,Eastern,185,4044,ADARSHA MA VI AYABARI KAKARVITTA,23.5,41.3,39.3,31.7,44.0,29.7,146,146,1,17,35,12,65,81,44.5
Jhapa,Mechi,Terai,Eastern,186,4045,DEEP JYOTI VIDYAMANDIR MA VI ARJUNDHARA,53.6,56.0,72.7,51.4,48.8,53.3,52,52,2,36,14,0,52,0,100.0
Jhapa,Mechi,Terai,Eastern,187,4046,JANTA MA VI SARANAMATI,27.2,39.1,38.1,31.2,38.6,37.6,106,105,0,8,48,9,65,40,61.9
Jhapa,Mechi,Terai,Eastern,188,4047,SARASWOTI MA VI ETABHATTA DAMAK,25.7,48.7,36.5,28.7,38.0,38.0,199,198,0,15,67,7,89,109,44.9
Jhapa,Mechi,Terai,Eastern,189,4048,SINGH DEVI MA VI DAMAK SANOBARGHARE,21.1,44.5,35.6,25.1,34.4,33.2,63,63,0,4,19,2,25,38,39.7
Jhapa,Mechi,Terai,Eastern,190,4049,PUHATU JANJYOTI MA VI CHANDRAGADHI,25.3,46.7,33.6,27.6,40.2,42.3,72,72,0,7,22,0,29,43,40.3
Jhapa,Mechi,Terai,Eastern,191,4050,KAKARVITTA MA VI KAKARVITTA,24.6,37.7,39.0,29.3,34.4,37.3,125,125,0,10,33,14,57,68,45.6
Jhapa,Mechi,Terai,Eastern,192,4051,JANATA MA VI KHUDUNABARI,22.4,39.3,37.3,26.5,40.8,42.6,97,97,0,3,30,9,42,55,43.3
Jhapa,Mechi,Terai,Eastern,193,4052,SARASWATI MA VI RANGAPUR,18.0,38.5,32.4,27.3,40.0,36.6,77,77,0,7,7,0,14,63,18.2
Jhapa,Mechi,Terai,Eastern,194,4053,PHULBARI MA VI CHAKCHAKI,20.7,36.3,27.1,25.3,41.0,29.9,110,110,0,3,20,1,24,85,21.8
Jhapa,Mechi,Terai,Eastern,195,4054,MAHENDRA MA VI JALTHAL,18.5,42.0,20.5,25.3,33.1,39.0,156,156,0,3,26,0,29,127,18.6
Jhapa,Mechi,Terai,Eastern,196,4055,MAHENDRA JYOTI MA VI GARAMANI,21.9,38.1,30.8,22.7,36.6,35.1,69,69,0,5,11,6,22,47,31.9
Jhapa,Mechi,Terai,Eastern,197,4056,SAHID DHARMABHAKTA MA VI TOPGACHHI,26.0,38.2,36.0,28.1,36.1,42.1,133,133,0,12,41,6,59,74,44.4
Jhapa,Mechi,Terai,Eastern,198,4057,BHANU MA VI LALJHODA,23.9,44.0,36.6,27.6,40.5,38.4,94,94,1,10,20,3,34,59,36.2
Jhapa,Mechi,Terai,Eastern,199,4058,BHANU MA VI BAHUNDANGI,20.5,36.0,22.5,23.0,36.2,37.9,147,146,0,2,27,0,29,116,19.9
Jhapa,Mechi,Terai,Eastern,200,4059,BAL KALYAN MA VI KUNJIBARI,23.0,47.4,29.1,19.2,38.9,34.6,57,57,0,2,12,1,15,42,26.3
Jhapa,Mechi,Terai,Eastern,201,4060,SANGBED SAN MA VI CHARPANE,43.8,34.2,21.7,36.2,21.7,31.7,6,6,0,0,0,0,0,6,0.0
Jhapa,Mechi,Terai,Eastern,202,4061,CHAMPAPUR MA VI GHAILADUBBA,23.7,44.6,32.7,30.8,41.6,38.4,41,41,0,4,14,2,20,21,48.8
Jhapa,Mechi,Terai,Eastern,203,4062,PATHARIYA MA VI PATHARIYA,21.5,47.9,35.8,33.6,45.9,39.4,95,95,0,9,21,1,31,64,32.6
Jhapa,Mechi,Terai,Eastern,204,4063,SHARADA SHISHU SADAN MA VI DHULABARI,47.8,43.9,56.4,41.7,53.9,46.4,38,38,4,11,20,0,35,3,92.1
Jhapa,Mechi,Terai,Eastern,205,4064,GADI GAUN MA VI SHANTINAGAR,28.5,41.6,35.6,32.0,38.1,45.1,82,82,0,7,32,5,44,38,53.7
Jhapa,Mechi,Terai,Eastern,206,4065,FIVE STAR ENGLISH BOARDING SCHOOL DHULABARI,44.1,41.3,60.6,36.3,52.3,44.9,28,28,0,14,8,0,22,6,78.6
Jhapa,Mechi,Terai,Eastern,207,4066,MECHI AWASIYA MA VI DAMAK,43.1,47.7,64.3,33.9,51.2,45.4,72,72,0,37,35,0,72,0,100.0
Jhapa,Mechi,Terai,Eastern,208,4067,BIDUR ENGLISH BOARDING SCHOOL BHADRAPUR,47.5,52.5,68.6,51.3,57.0,52.9,47,47,2,33,11,0,46,1,97.9
Jhapa,Mechi,Terai,Eastern,209,4068,EVEREST BOARDING HIGH SCHOOL DAMAK,57.4,61.0,62.1,48.7,53.5,46.4,29,29,1,25,3,0,29,0,100.0
Jhapa,Mechi,Terai,Eastern,210,4069,GYANODAYA SHIKSHYA NIKETAN MA VI DHULABARI,21.5,39.6,22.1,21.1,40.9,38.4,15,15,0,1,1,0,2,13,13.3
Jhapa,Mechi,Terai,Eastern,211,4070,BALKALYAN AWASIYA MA VI CHARPANE,49.6,55.7,65.5,52.2,50.3,57.0,36,36,1,26,7,0,34,2,94.4
Jhapa,Mechi,Terai,Eastern,212,4071,PRAGYAN ACADEMY CHANDRAGADHI,32.9,54.8,50.7,41.9,54.1,44.6,49,49,3,15,18,0,36,13,73.5
Jhapa,Mechi,Terai,Eastern,213,4072,ARJUNDHARA SAN ADARSHA MA VI ARJUNDHARA,24.9,40.1,38.6,28.0,38.8,36.9,20,20,0,2,5,2,9,11,45.0
Jhapa,Mechi,Terai,Eastern,214,4073,PASHUPATI BOARDING SCHOOL KAKARVITTA,58.4,49.5,67.2,49.4,45.5,51.0,23,23,0,16,6,0,22,1,95.7
Jhapa,Mechi,Terai,Eastern,215,4074,MOUNT EVEREST MA VI GAURADAHA,54.6,60.0,69.6,47.7,53.9,56.5,45,45,13,20,10,0,43,2,95.6
Jhapa,Mechi,Terai,Eastern,216,4075,SIDDHARTHA SHISHU SADAN BHADRAPUR,63.1,57.4,68.6,49.7,50.3,44.9,43,43,0,34,9,0,43,0,100.0
Jhapa,Mechi,Terai,Eastern,217,4076,KALISTHAN MA VI SANISCHARE,22.0,36.7,28.8,21.7,38.6,45.9,81,81,0,3,13,5,21,60,25.9
Jhapa,Mechi,Terai,Eastern,218,4077,SHAHID DASHARATH MA VI DUWAGADI-4,20.9,43.4,26.3,25.2,34.9,33.6,209,208,0,7,37,5,49,159,23.6
Jhapa,Mechi,Terai,Eastern,219,4078,LALPANI MA VI SHIVAGANJ-5,22.2,37.8,36.2,25.9,35.6,39.2,93,93,0,1,26,9,36,57,38.7
Jhapa,Mechi,Terai,Eastern,220,4079,MAHANANDA SHIKSHA SADAN BUDHABARE-9,59.6,53.0,74.8,49.4,58.1,49.6,31,31,5,18,7,0,30,1,96.8
Jhapa,Mechi,Terai,Eastern,221,4080,HARIKUL MODEL HIGH SCHOOL SURUNGA-5,54.1,52.3,75.1,46.3,57.1,50.4,47,47,4,32,10,0,46,1,97.9
Jhapa,Mechi,Terai,Eastern,222,4081,SURYODAYA ENGLISH SCHOOL DAMAK-11,51.8,57.2,81.4,54.8,49.3,51.2,82,82,8,71,3,0,82,0,100.0
Jhapa,Mechi,Terai,Eastern,223,4082,PANINI MA VI DAMAK-15,23.4,38.5,35.1,29.2,31.1,34.1,57,57,0,6,17,3,26,31,45.6
Jhapa,Mechi,Terai,Eastern,224,4083,DHRUBA TARA RESIDENTIAL SECONDARY SCHOOL DUDHE,40.7,45.9,54.4,29.7,47.0,46.0,57,56,0,21,27,0,48,8,85.7
Jhapa,Mechi,Terai,Eastern,225,4085,KAMALA MADAN ASRIT SMRITI H. S. SCHOOL TOPAGACHHI-8,28.5,44.6,29.1,28.7,43.4,40.8,63,63,0,5,20,4,29,34,46.0
Jhapa,Mechi,Terai,Eastern,226,4086,CHETANA MA VI SHIVAGANJ,43.4,56.3,49.2,26.3,41.7,50.8,23,23,0,12,2,0,14,9,60.9
Jhapa,Mechi,Terai,Eastern,227,4087,MECHI ENGLISH HIGH SCHOOL BHADRAPUR,53.4,43.1,43.7,34.9,38.1,32.6,9,9,0,1,5,1,7,2,77.8
Jhapa,Mechi,Terai,Eastern,228,4088,NORTH POINT ENGLISH BOARDING SCHOOL KAKARBHITTA-8,52.6,45.6,63.4,46.6,48.5,47.6,70,70,1,38,27,1,67,3,95.7
Jhapa,Mechi,Terai,Eastern,229,4089,EMERALD ACADEMY PRATISTHAN SCHOOL BHADRAPUR-11,50.1,52.3,72.7,56.2,60.1,57.0,58,58,3,44,11,0,58,0,100.0
Jhapa,Mechi,Terai,Eastern,230,4090,SHISHU NIKETAN ENGLISH SCHOOL BHADRAPUR,50.8,46.8,57.7,31.5,40.6,34.5,24,24,0,4,12,0,16,8,66.7
Jhapa,Mechi,Terai,Eastern,231,4091,GLOBAL EDUCATIONAL ACADEMY DAMAK-11,48.5,48.4,69.7,43.8,38.7,43.9,31,31,0,17,10,0,27,4,87.1
Jhapa,Mechi,Terai,Eastern,232,4092,PASHUPATI ENGLISH MA VI SURUNGA,54.8,53.0,81.1,50.2,57.3,54.7,75,75,8,62,5,0,75,0,100.0
Jhapa,Mechi,Terai,Eastern,233,4093,DIBYA RATNA AWASIYA MA VI GHAILADUBA-5,40.1,39.8,44.1,29.5,43.5,41.8,26,26,0,8,7,1,16,10,61.5
Jhapa,Mechi,Terai,Eastern,234,4094,BHANU MA VI ARJUNDHARA,19.4,40.7,30.6,26.1,42.0,39.2,61,61,0,2,14,1,17,44,27.9
Jhapa,Mechi,Terai,Eastern,235,4095,SWASTIKA SHISHU SADAN MA VI SHANISCHARE,49.0,53.2,57.3,48.9,62.8,44.5,22,22,0,14,8,0,22,0,100.0
Jhapa,Mechi,Terai,Eastern,236,4096,LAXMI NARAYAN MA VI DHARAMPUR-8,29.4,43.2,39.2,32.4,39.2,42.6,79,79,1,11,30,3,45,34,57.0
Jhapa,Mechi,Terai,Eastern,237,4097,BIR AMAR SINGH MA VI CHARPANE,22.0,43.5,36.0,23.3,31.5,39.0,83,83,1,6,14,1,22,61,26.5
Jhapa,Mechi,Terai,Eastern,238,4098,PURBANCHAL ENGLISH BOARDING SECONDARY SCHOOL DAMAK,46.2,51.0,76.4,51.9,39.2,43.6,15,15,0,13,2,0,15,0,100.0
Jhapa,Mechi,Terai,Eastern,239,4099,HIMALAYAN ENGLISH ACADEMY BAHUNDANGI,23.3,40.7,42.5,30.7,41.0,35.8,15,15,0,1,5,0,6,9,40.0
Jhapa,Mechi,Terai,Eastern,240,4100,OASIS ACADEMY BHUTANESE REFUGEE CAMP TIMAI,39.5,39.0,40.3,28.1,40.0,40.1,188,188,0,18,89,14,121,67,64.4
Jhapa,Mechi,Terai,Eastern,241,4101,NEW HORIZON ACADEMY BHUTANESE REFUGEE CAMP SANISCHA,42.9,38.7,34.9,20.1,48.9,37.0,328,328,0,28,104,10,142,186,43.3
Jhapa,Mechi,Terai,Eastern,242,4102,SUN RISE ACADEMY BHUTANESE REFUGEE CAMP KHUDUNABARI,35.7,40.7,39.2,31.4,41.4,43.7,179,178,0,9,101,13,123,54,69.1
Jhapa,Mechi,Terai,Eastern,243,4103,TRI-RATNA SECONDARY SCHOOL BHUTANESE REFUGEE CAMP BE,37.9,37.6,35.4,24.6,42.4,45.6,199,199,0,16,70,11,97,102,48.7
Jhapa,Mechi,Terai,Eastern,244,4104,PRAGATI SECONDARY ENGLISH BOARDING SCHOOL SHANISCHAR,50.2,52.4,52.6,47.1,59.4,41.8,34,34,0,16,14,0,30,4,88.2
Jhapa,Mechi,Terai,Eastern,245,4105,JYOTI ENGLISH BOARDING SCHOOL BUDHABARE,59.8,53.1,64.2,50.5,57.6,47.3,40,40,5,23,10,0,38,2,95.0
Jhapa,Mechi,Terai,Eastern,246,4106,SURYODAYA ENGLISH BOARDING SCHOOL KAKARVITTA,48.4,41.7,54.3,40.9,47.1,43.5,34,34,0,9,23,0,32,2,94.1
Jhapa,Mechi,Terai,Eastern,247,4107,EASTERN STAR ENGLISH BOARDING SCHOOL DAMAK,44.9,49.8,60.4,44.6,41.2,41.5,39,39,0,18,19,0,37,2,94.9
Jhapa,Mechi,Terai,Eastern,248,4108,JYAMIR GADHI MA VI JYAMIRGADHI,21.9,33.3,32.3,20.0,30.9,32.5,52,51,0,1,12,0,13,38,25.5
Jhapa,Mechi,Terai,Eastern,249,4109,ARUNODYA AWASIYA SECONDARY SCHOOL KAKARVITTA,24.1,35.0,33.3,25.8,33.9,33.2,34,33,0,0,14,1,15,18,45.5
Jhapa,Mechi,Terai,Eastern,250,4110,BISHWA JYOTI SECONDARY BOARDING SCHOOL HALDIBARI,32.3,56.3,25.9,28.0,34.3,41.9,9,9,0,0,5,0,5,4,55.6
Jhapa,Mechi,Terai,Eastern,251,4111,BIRAT JYOTI ENGLISH BOARDING SECONDARY SCHOOL ANARMAN,52.0,54.6,73.4,42.5,46.7,54.8,50,50,3,31,15,0,49,1,98.0
Jhapa,Mechi,Terai,Eastern,252,4112,BLOOMING LOTUS ENGLISH SCHOOL BHUTANESE REFUGEE CAM,36.7,43.6,48.4,28.9,44.9,40.6,214,214,1,42,106,16,165,49,77.1
Jhapa,Mechi,Terai,Eastern,253,4113,GYANJYOTI MA VI CHANDRAGADI,27.0,45.3,33.5,31.5,40.7,43.2,53,53,0,9,15,0,24,29,45.3
Jhapa,Mechi,Terai,Eastern,254,4114,GOLDEN SUNRISE ENGLISH SCHOOL GAURADAHA,51.1,63.1,77.2,50.9,54.1,54.9,20,20,4,13,2,0,19,1,95.0
Jhapa,Mechi,Terai,Eastern,255,4115,LALIMA BOARDING SCHOOL TOPGACHHI,46.4,53.1,68.2,43.0,49.2,50.0,20,20,2,12,4,0,18,2,90.0
Jhapa,Mechi,Terai,Eastern,256,4116,DIVYAJYOTI MA VI RAJGADH,31.9,43.6,54.1,43.4,43.8,42.3,32,32,0,11,10,0,21,11,65.6
Jhapa,Mechi,Terai,Eastern,257,4117,KACHAN KAWAL VIDYA MANDIR MA VI BANIYANI,32.7,38.0,39.5,28.1,30.7,34.3,19,19,0,1,9,1,11,8,57.9
Jhapa,Mechi,Terai,Eastern,258,4118,JANATA MA VI BAHUNDANGI,15.3,33.5,18.1,21.9,33.7,37.6,86,86,0,1,5,0,6,80,7.0
Jhapa,Mechi,Terai,Eastern,259,4119,LITTLE ANGELS' BOARDING SCHOOL DUHAGADI,53.6,66.0,62.5,45.8,50.5,52.4,20,20,3,5,12,0,20,0,100.0
Jhapa,Mechi,Terai,Eastern,260,4120,EAST HORIZON ENGLISH MA VI MECHI NAGAR,48.8,56.5,75.0,48.4,61.7,52.4,62,62,7,43,11,0,61,1,98.4
Jhapa,Mechi,Terai,Eastern,261,4121,NAWA KIRAN VIDYA MANDIR SHIVAGANJ,53.9,58.8,62.7,28.4,45.7,54.4,29,29,2,17,3,0,22,7,75.9
Jhapa,Mechi,Terai,Eastern,262,4122,NAVODAYA MA VIDHYA MANDIR TOPGACHHI,44.1,62.4,65.3,46.3,58.2,53.3,26,26,4,15,6,0,25,1,96.2
Jhapa,Mechi,Terai,Eastern,263,4123,GYAN JYOTI ENGLISH MA VI RAJGADH,44.7,50.9,61.1,49.8,47.9,51.5,80,80,2,47,28,0,77,3,96.3
Jhapa,Mechi,Terai,Eastern,264,4124,CHANDRA BHANU JYOTI MA VI PRITHVINAGAR,24.2,36.4,23.1,22.8,36.5,31.8,58,58,0,0,9,1,10,48,17.2
Jhapa,Mechi,Terai,Eastern,265,4127,DEVKOTA MA VI KHAJURGACHHI-6,34.2,50.5,45.6,33.9,45.5,44.6,27,27,0,5,20,0,25,2,92.6
Jhapa,Mechi,Terai,Eastern,266,4128,BALNIKUNJA MA VI SATASHIDHAM,25.7,40.2,34.0,21.1,41.9,37.7,50,50,0,0,11,7,18,32,36.0
Jhapa,Mechi,Terai,Eastern,267,4129,PRATIVA NAMUNA MA VI KHUDUNABARI,37.1,49.4,52.1,41.9,49.9,38.5,62,62,1,27,22,2,52,10,83.9
Jhapa,Mechi,Terai,Eastern,268,4130,MAKALU MA VI MAHARANIJHODA SCHOOLCHOUN,45.5,48.0,57.0,31.1,38.5,46.0,41,41,0,14,22,0,36,5,87.8
Jhapa,Mechi,Terai,Eastern,269,4131,JANATA MA VI BALUBATHAN KOHABARA,27.1,46.8,32.0,29.7,35.6,39.9,33,33,0,1,14,1,16,17,48.5
Jhapa,Mechi,Terai,Eastern,270,4132,BHAGAWATI MA VI SHIVGANJ BANGDANDA,25.5,42.7,42.1,26.7,42.0,42.5,50,50,0,3,20,6,29,21,58.0
Jhapa,Mechi,Terai,Eastern,271,4133,KAVI SHIROMANI MA VI MECHINAGAR,18.8,38.1,30.8,25.2,40.3,34.4,108,108,0,3,12,5,20,88,18.5
Jhapa,Mechi,Terai,Eastern,272,4134,BHANU SMRITI AWASIYA MA VI BHADRAPUR,34.3,47.3,51.7,26.9,39.8,35.3,43,43,1,5,19,4,29,14,67.4
Jhapa,Mechi,Terai,Eastern,273,4135,NAMUNA ENGLISH MA VI CHAKCHAKI,28.5,41.6,34.1,28.5,44.1,34.8,52,52,0,6,14,2,22,30,42.3
Jhapa,Mechi,Terai,Eastern,274,4136,GYAN SAROVAR NIKETAN MA VI PRITHVINAGAR,31.5,49.0,49.7,30.7,42.6,45.9,52,52,0,9,36,2,47,5,90.4
Jhapa,Mechi,Terai,Eastern,275,4137,GYANKUNJ ACADEMY MA VI GAURIGANJ,54.8,64.8,85.3,52.7,62.3,58.0,20,20,4,16,0,0,20,0,100.0
Jhapa,Mechi,Terai,Eastern,276,4138,WONDERLAND ENGLISH BOARDING SCHOOL BANIYANI,35.7,42.1,35.5,30.9,28.7,38.7,26,26,0,6,5,0,11,15,42.3
Jhapa,Mechi,Terai,Eastern,277,4139,MOTHERLAND ENGLISH BOARDING SCHOOL DAMAK-10,50.7,61.3,83.5,56.1,52.5,47.0,24,24,2,21,0,0,23,1,95.8
Jhapa,Mechi,Terai,Eastern,278,4140,CHILDREN GARDEN ENGLISH SCHOOL JALTHAL-4,39.3,55.1,53.6,39.1,40.3,48.9,20,20,0,7,11,0,18,2,90.0
Jhapa,Mechi,Terai,Eastern,279,4141,PATHIBHARA SHIKSHA SADAN DUWAGADI CHARALI,53.2,58.4,60.6,36.9,52.7,49.2,19,19,0,8,8,0,16,3,84.2
Jhapa,Mechi,Terai,Eastern,280,4143,BIBHUTI VIDYA MANDIR ENGLISH SCHOOL CHANDRAGADI-6,49.7,60.7,76.5,54.6,60.5,54.1,57,57,8,46,3,0,57,0,100.0
Jhapa,Mechi,Terai,Eastern,281,4144,BIDHYAPANI MA VI PATHARIYA-9,37.2,52.4,49.7,43.7,57.3,44.9,43,43,0,20,18,1,39,4,90.7
Jhapa,Mechi,Terai,Eastern,282,4145,MECHI SHIKSHA NIKETAN MECHINAGAR-12,26.3,42.9,40.4,29.9,49.6,26.7,7,7,0,2,2,0,4,3,57.1
Jhapa,Mechi,Terai,Eastern,283,4146,BHANU MA VI DHARAMPUR,28.0,42.6,29.9,29.2,38.3,38.8,42,42,0,4,11,2,17,25,40.5
Jhapa,Mechi,Terai,Eastern,284,4147,RUDRA MEMORIAL ENGLISH AWASIYA MA VI ANARMANI,51.6,57.1,71.0,52.4,49.8,48.7,11,11,0,10,1,0,11,0,100.0
Jhapa,Mechi,Terai,Eastern,285,4149,NAMUNA ENGLISH SCHOOL JUROPANI-5 GWALDUBBA,50.6,59.4,68.7,46.0,59.8,53.8,25,24,7,11,4,0,22,2,91.7
Jhapa,Mechi,Terai,Eastern,286,4150,GEOFFREY ENGLISH SCHOOL DHARAMPUR,56.5,48.5,42.9,42.6,53.5,44.0,31,31,0,15,10,0,25,6,80.6
Jhapa,Mechi,Terai,Eastern,287,4151,PASHUPATI SANSKRIT MA VI DAMAK,20.3,47.2,29.6,27.0,36.4,36.1,29,29,0,0,9,0,9,20,31.0
Jhapa,Mechi,Terai,Eastern,288,4153,MARIGOLD ACADEMY BHUTANESE REFUGEE CAMP BALDANGI-II E,38.5,46.7,37.2,28.9,42.4,41.3,129,129,0,9,64,10,83,46,64.3
Jhapa,Mechi,Terai,Eastern,289,4154,GREEN VALE ACADEMY BHUTANESE REFUGEE CAMP BELDANGI I,35.1,46.3,32.2,27.6,41.7,35.7,348,348,0,23,123,24,170,178,48.9
Jhapa,Mechi,Terai,Eastern,290,4155,GLORY ENGLISH BOARDING SCHOOL ANARMANI 9 BIRTA BAZAR,48.4,54.3,58.4,39.7,45.5,54.5,25,25,0,14,9,0,23,2,92.0
Jhapa,Mechi,Terai,Eastern,291,4156,DORAMARI MA VI MAHARANI-7,29.0,45.1,44.4,24.1,36.8,41.1,54,54,0,7,19,3,29,25,53.7
Jhapa,Mechi,Terai,Eastern,292,4157,JHILJHILE MA VI SATASIDHAM-5,21.8,38.9,27.0,23.6,37.0,40.9,89,89,0,1,19,3,23,66,25.8
Jhapa,Mechi,Terai,Eastern,293,4158,SINGHADEVI MA VI KHUDUNABARI-1,24.7,47.8,38.8,36.0,44.9,38.2,65,65,0,6,27,1,34,31,52.3
Jhapa,Mechi,Terai,Eastern,294,4159,MANGALMAYA MA VI LAKHANPUR-1,22.4,39.8,37.7,28.6,41.2,36.0,85,85,0,8,23,3,34,51,40.0
Jhapa,Mechi,Terai,Eastern,295,4160,ADARSHA MA VI KOROBARI-5,29.7,36.3,28.1,24.1,43.0,39.9,14,14,0,2,2,0,4,10,28.6
Jhapa,Mechi,Terai,Eastern,296,4161,JANAKALYAN MA VI SHARNAMATI-9,27.0,44.2,42.0,30.9,38.0,43.7,41,41,0,5,15,3,23,18,56.1
Jhapa,Mechi,Terai,Eastern,297,4162,BUD INTERNATIONAL PUBLIC SCHOOL ANARMANI-3,50.0,54.7,69.1,50.0,50.5,46.1,11,11,0,9,2,0,11,0,100.0
Jhapa,Mechi,Terai,Eastern,298,4163,EMINENT KANCHANJANGHA SECONDARY BOARDING SCHOOL JUR,37.0,56.6,55.4,39.7,50.3,46.6,7,7,0,4,1,0,5,2,71.4
