Region,Council,Ward,School Name,School Ownership,REG. NUMBER,< 12 years-M,< 12 years-F,12 years-M,12 years-F,13 years-M,13 years-F,14 years-M,14 years-F,15 years-M,15 years-F,16 years-M,16 years-F,17 years-M,17 years-F,18 years-M,18 years-F,19 years-M,19 years-F,> 19 years-M,> 19 years-F,Total-M,Total-F
Arusha,Ngorongoro,Malambo,MALAMBO,Government,S.2559,0,0,0,0,17,20,40,39,94,69,119,70,85,56,38,54,11,27,5,19,409,354
Arusha,Ngorongoro,Malambo,NASERIAN,Non-Government,S.5011,0,0,0,0,0,0,6,23,9,6,4,30,9,21,9,12,7,8,0,4,44,104
Arusha,Ngorongoro,Nainokanoka,NAINOKANOKA,Government,S.4483,0,0,8,11,36,25,89,72,142,108,160,120,132,86,98,80,108,36,92,8,865,546
Arusha,Ngorongoro,Ololosokwan,EMANYATA,Non-Government,S.729,0,0,0,0,0,0,5,10,6,10,15,12,26,27,21,17,17,12,3,2,93,90
Arusha,Ngorongoro,Olorien/Magaiduru,LOLIONDO,Government,S.1005,0,0,3,0,16,29,55,37,76,74,93,133,102,54,94,28,70,7,120,0,629,362
Arusha,Ngorongoro,Sale,SALE,Government,S.4377,0,0,0,0,6,4,26,35,63,55,82,74,75,53,81,44,40,13,8,1,381,279
Arusha,Ngorongoro,Samunge,SAMUNGE,Government,S.2560,0,0,0,0,7,14,104,85,143,93,60,39,51,19,52,3,23,0,6,0,446,253
Arusha,Ngorongoro,Soitsambu,SOITSAMBU,Government,S.2825,0,0,21,18,45,43,72,67,85,50,92,54,72,55,41,28,3,6,1,0,432,321
Dar es Salaam,Ilala MC,Bonyokwa,BONYOKWA,Government,S.5405,0,0,0,6,35,32,139,128,133,120,56,36,23,7,11,1,2,0,0,0,399,330
Dar es Salaam,Ilala MC,Buguruni,BUGURUNI MOTO,Government,S.5407,2,0,0,0,31,22,127,162,204,121,173,135,72,93,26,20,7,16,2,1,644,570
Dar es Salaam,Ilala MC,Buyuni,BUYUNI ZAVALA,Government,S.5409,0,0,0,0,7,7,59,79,84,71,78,48,38,35,7,5,0,0,0,0,273,245
Dar es Salaam,Ilala MC,Buyuni,BUYUNI,Government,S.2212,0,0,0,0,38,43,136,108,245,250,211,221,87,148,89,78,18,35,0,0,824,883
Dar es Salaam,Ilala MC,Buyuni,GOLDEN,Non-Government,S.4454,0,0,0,0,8,4,36,32,46,38,46,14,13,7,5,2,0,0,0,0,154,97
Dar es Salaam,Ilala MC,Buyuni,NYEBURU,Government,S.3263,0,0,0,0,6,17,39,82,114,99,93,96,75,98,38,12,5,1,2,0,372,405
Dar es Salaam,Ilala MC,Chanika,NGUVU MPYA,Government,S.3276,0,0,6,11,33,83,159,252,209,265,181,193,170,156,76,52,43,15,4,2,881,1029
Dar es Salaam,Ilala MC,Gerezani,ALHARAMAIN,Non-Government,S.282,0,0,0,0,3,4,11,9,13,14,20,17,25,21,23,25,15,14,36,14,146,118
Dar es Salaam,Ilala MC,Gerezani,B.W.MKAPA,Government,S.820,0,0,0,0,6,11,38,29,130,96,156,123,171,126,153,66,159,119,166,150,979,720
Dar es Salaam,Ilala MC,Gerezani,DAR ES SALAAM,Government,S.846,0,0,2,2,4,8,54,52,63,47,72,64,75,63,34,13,8,2,2,1,314,252
Dar es Salaam,Ilala MC,Gerezani,GEREZANI,Government,S.3266,0,0,0,2,19,35,114,146,183,157,158,154,127,128,67,47,13,7,3,1,684,677
Dar es Salaam,Ilala MC,Gerezani,MCHANGANYIKO,Government,S.3271,0,0,1,4,41,58,492,387,375,218,198,203,13,14,6,8,0,0,0,0,1126,892
Dar es Salaam,Ilala MC,Gongolamboto,GONGOLAMBOTO,Non-Government,S.4185,0,0,0,0,0,0,0,3,3,12,6,13,8,11,11,6,4,2,2,0,34,47
Dar es Salaam,Ilala MC,Gongolamboto,HIGHVIEW,Non-Government,S.4365,7,8,16,20,28,25,41,29,31,25,27,19,29,18,14,24,8,12,0,0,201,180
Dar es Salaam,Ilala MC,Gongolamboto,JUHUDI JESHINI,Government,S.5226,0,0,1,4,45,106,210,210,341,301,215,173,29,49,19,6,8,3,0,1,868,853
Dar es Salaam,Ilala MC,Gongolamboto,JUHUDI,Government,S.1042,0,0,7,7,46,62,159,189,232,243,256,222,300,282,99,128,111,92,53,23,1263,1248
Dar es Salaam,Ilala MC,Gongolamboto,LUA,Non-Government,S.3598,0,0,0,0,0,2,3,14,6,14,7,8,7,7,5,1,1,2,1,2,30,50
Dar es Salaam,Ilala MC,Gongolamboto,THOMAS,Non-Government,S.1343,0,0,0,0,0,0,0,0,15,14,12,10,7,15,21,16,20,10,9,2,84,67
Dar es Salaam,Ilala MC,Gongolamboto,ULONGONI,Government,S.3267,0,0,11,23,159,176,257,327,281,472,210,263,148,84,40,29,1,1,0,0,1107,1375
Dar es Salaam,Ilala MC,Ilala,DAR ES SALAAM ISLAMIC SEMINARI (GIRLS),Non-Government,S.4384,0,0,0,9,0,40,0,143,0,155,0,144,46,116,10,8,3,0,0,0,59,615
Dar es Salaam,Ilala MC,Ilala,ILALA ISLAMIC,Non-Government,S.2401,0,0,0,0,50,0,135,0,134,0,74,5,32,20,22,57,39,20,16,3,502,105
Dar es Salaam,Ilala MC,Ilala,KASULU,Government,S.5035,0,0,0,0,8,0,105,117,190,211,145,161,131,109,73,36,10,4,2,0,664,638
Dar es Salaam,Ilala MC,Ilala,MIVINJENI,Government,S.5224,0,0,1,0,35,42,35,71,123,164,191,170,90,41,17,11,10,3,0,0,502,502
Dar es Salaam,Ilala MC,Ilala,MSIMBAZI,Government,S.3273,0,0,6,2,46,37,130,163,173,176,162,137,86,80,102,108,97,54,46,39,848,796
Dar es Salaam,Ilala MC,Jangwani,MNAZI MMOJA,Government,S.2368,0,0,2,12,56,130,217,201,168,148,127,136,139,70,45,22,10,3,1,0,765,722
Dar es Salaam,Ilala MC,Kimanga,KAMENE,Non-Government,S.928,0,0,0,0,4,7,7,8,13,16,8,10,8,19,15,21,5,6,4,5,64,92
Dar es Salaam,Ilala MC,Kimanga,KIMANGA,Government,S.5034,0,1,0,0,30,35,204,190,68,68,74,84,69,65,35,21,5,4,1,1,486,469
Dar es Salaam,Ilala MC,Kimanga,TABATA,Non-Government,S.1137,0,0,0,0,1,1,7,7,5,8,2,5,2,2,0,0,0,0,0,0,17,23
Dar es Salaam,Ilala MC,Kinyerezi,ARI,Government,S.3268,4,3,15,17,70,70,103,133,91,137,126,166,87,88,33,27,13,6,5,4,547,651
Dar es Salaam,Ilala MC,Kinyerezi,KINYEREZI MPYA,Government,S.5404,0,0,3,6,20,26,149,143,70,121,174,113,1,1,1,0,0,0,0,0,418,410
Dar es Salaam,Ilala MC,Kinyerezi,KINYEREZI,Government,S.3265,0,3,12,18,53,104,58,109,210,184,174,208,77,100,34,33,22,16,3,1,643,776
Dar es Salaam,Ilala MC,Kinyerezi,KISUNGU,Government,S.3269,0,0,0,0,20,25,132,123,144,144,130,125,45,21,25,19,6,2,0,0,502,459
Dar es Salaam,Ilala MC,Kinyerezi,MIDWAY,Non-Government,S.3592,0,0,0,0,2,3,1,3,4,4,5,12,5,29,3,1,0,1,0,0,20,53
Dar es Salaam,Ilala MC,Kinyerezi,MUHANGA,Non-Government,S.3734,0,0,0,0,3,0,3,8,8,9,11,6,10,11,5,5,0,0,0,0,40,39
Dar es Salaam,Ilala MC,Kipawa,AIRWING,Non-Government,S.668,0,0,0,0,2,5,6,23,16,32,37,57,56,38,52,33,75,54,51,3,295,245
Dar es Salaam,Ilala MC,Kipawa,GOSPEL CAMPAIGN,Non-Government,S.4039,0,0,0,0,0,1,0,2,0,1,3,4,0,2,2,2,1,0,0,0,6,12
Dar es Salaam,Ilala MC,Kipawa,ILALA,Government,S.2366,0,0,2,7,87,115,173,244,267,206,204,230,167,120,37,52,9,3,4,0,950,977
Dar es Salaam,Ilala MC,Kipawa,MAJANI YA CHAI,Government,S.2211,0,0,0,0,30,51,234,200,318,329,195,209,208,139,86,28,7,0,0,0,1078,956
Dar es Salaam,Ilala MC,Kipawa,MINAZI MIREFU,Government,S.5406,0,0,4,3,62,86,166,177,99,96,86,93,13,10,3,1,0,0,0,0,433,466
Dar es Salaam,Ilala MC,Kisukulu,MAGOZA,Government,S.2210,0,0,6,9,178,119,119,126,149,130,132,135,14,18,0,0,0,0,0,0,598,537
Dar es Salaam,Ilala MC,Kisukulu,MWENYEHERI ANUARITE,Non-Government,S.3566,0,1,7,11,26,30,20,22,21,14,27,28,28,27,9,7,0,0,0,0,138,140
Dar es Salaam,Ilala MC,Kisukulu,SEGEREA HILL,Non-Government,S.3590,0,0,0,0,0,2,0,0,1,2,4,6,1,1,0,0,0,0,0,0,6,11
Dar es Salaam,Ilala MC,Kisutu,KISUTU,Government,S.12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,52,0,165,0,189,0,411
Dar es Salaam,Ilala MC,Kitunda,KITUNDA,Government,S.2367,0,0,6,10,87,124,329,342,163,203,281,354,151,152,75,58,36,18,6,4,1134,1265
Dar es Salaam,Ilala MC,Kitunda,MISSION KITUNDA,Non-Government,S.1148,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,4,0,1,0,0,3,10
Dar es Salaam,Ilala MC,Kivukoni,ST JOSEPH CATHEDRAL,Non-Government,S.4346,0,0,0,0,0,0,0,0,0,0,1,0,5,11,60,47,126,72,137,63,329,193
Dar es Salaam,Ilala MC,Kivule,ABUUY JUMAA,Government,S.3278,0,0,2,4,56,81,221,282,222,188,219,206,165,174,50,27,21,4,16,0,972,966
Dar es Salaam,Ilala MC,Kivule,HOPE KIVULE,Non-Government,S.4886,0,0,9,19,4,4,10,14,19,20,23,22,5,3,0,0,0,0,0,0,70,82
Dar es Salaam,Ilala MC,Kivule,KANANURA,Non-Government,S.3557,0,0,0,0,0,3,6,10,6,13,8,15,8,16,9,13,6,13,2,1,45,84
Dar es Salaam,Ilala MC,Kivule,KEREZANGE,Government,S.3260,0,0,75,62,103,115,164,170,86,95,94,113,150,137,62,43,17,17,3,3,754,755
Dar es Salaam,Ilala MC,Kivule,KIVULE,Government,S.2208,0,0,3,6,27,29,94,102,165,227,202,237,202,204,61,80,24,9,5,0,783,894
Dar es Salaam,Ilala MC,Kivule,MBONEA,Non-Government,S.1372,0,0,1,2,3,3,22,15,12,17,51,51,11,8,2,1,0,0,0,0,102,97
Dar es Salaam,Ilala MC,Kivule,MESAC,Non-Government,S.1900,0,0,0,0,0,1,8,7,21,17,20,18,41,33,6,4,0,0,0,0,96,80
Dar es Salaam,Ilala MC,Kivule,MISITU,Government,S.3252,0,0,1,2,70,91,191,134,346,371,213,273,82,110,5,15,1,1,0,0,909,997
Dar es Salaam,Ilala MC,Kivule,SANDVALLEY,Non-Government,S.3587,0,0,0,1,8,12,12,18,24,34,37,30,25,12,2,3,1,0,1,0,110,110
Dar es Salaam,Ilala MC,Liwiti,AFRICAN TABATA,Non-Government,S.4357,0,0,0,0,0,3,7,13,20,9,9,13,13,10,6,5,11,3,4,0,70,56
Dar es Salaam,Ilala MC,Majohe,DAORA,Non-Government,S.4717,0,0,0,0,0,0,12,2,16,14,8,24,8,7,3,1,0,0,0,0,47,48
Dar es Salaam,Ilala MC,Majohe,HALISI,Government,S.3261,0,0,10,12,51,53,127,125,157,197,211,241,140,129,67,45,15,10,0,0,778,812
Dar es Salaam,Ilala MC,Majohe,MAJOHE,Non-Government,S.2407,0,0,1,4,6,7,13,18,7,14,4,8,7,4,1,6,0,0,0,0,39,61
Dar es Salaam,Ilala MC,Majohe,UAMUZI,Government,S.5225,0,0,9,30,47,72,138,147,159,263,86,112,46,31,5,3,2,0,0,0,492,658
Dar es Salaam,Ilala MC,Majohe,VIWEGE,Government,S.3272,0,0,5,5,30,60,102,151,130,156,140,227,162,136,52,10,7,0,2,0,630,745
Dar es Salaam,Ilala MC,Mchafukoge,JAMHURI,Government,S.1322,0,0,1,2,14,22,39,50,63,68,64,64,60,28,17,5,4,0,1,0,263,239
Dar es Salaam,Ilala MC,Mchafukoge,SUNNI JAMAAT,Non-Government,S.5929,0,0,0,0,1,1,11,10,15,17,22,14,18,9,7,2,4,0,0,0,78,53
Dar es Salaam,Ilala MC,Mchikichini,MCHIKICHINI,Government,S.3270,0,0,4,3,240,255,107,103,56,67,136,143,116,85,36,31,10,10,3,3,708,700
Dar es Salaam,Ilala MC,Minazi Mirefu,BINTI MUSSA,Government,S.4178,0,0,0,0,0,2,345,372,180,203,129,133,69,66,50,46,4,4,1,1,778,827
Dar es Salaam,Ilala MC,Msongola,AHMADIYYA,Non-Government,S.4681,0,0,0,0,1,0,8,10,7,12,23,13,13,23,21,15,14,8,0,0,87,81
Dar es Salaam,Ilala MC,Msongola,BRIGHT FUTURE GIRLS',Non-Government,S.4728,0,0,0,6,0,86,0,143,0,151,0,120,0,67,0,50,0,39,0,6,0,668
Dar es Salaam,Ilala MC,Msongola,GLOBAL MISSION,Non-Government,S.5442,0,0,0,0,1,4,5,10,6,6,5,0,0,0,0,0,0,0,0,0,17,20
Dar es Salaam,Ilala MC,Msongola,KITONGA,Government,S.3256,0,0,0,0,3,3,70,45,108,124,74,72,42,47,11,23,12,19,3,0,323,333
Dar es Salaam,Ilala MC,Msongola,MBONDOLE,Government,S.3275,0,1,0,15,85,76,82,86,53,85,61,108,53,71,23,24,22,12,4,0,383,478
Dar es Salaam,Ilala MC,Msongola,MKERA,Government,S.3258,0,0,0,0,0,0,90,97,137,127,103,129,79,116,25,16,0,0,0,0,434,485
Dar es Salaam,Ilala MC,Msongola,MSONGOLA,Government,S.3257,0,0,0,0,26,52,57,81,128,118,148,227,91,137,49,60,23,20,12,3,534,698
Dar es Salaam,Ilala MC,Msongola,MVUTI,Government,S.1590,0,0,2,9,14,23,38,75,57,120,92,99,47,61,13,24,11,6,10,6,284,423
Dar es Salaam,Ilala MC,Msongola,SANGARA,Government,S.3274,0,0,2,4,17,18,40,53,91,130,85,120,38,115,18,41,6,14,16,5,313,500
Dar es Salaam,Ilala MC,Mzinga,LILASIA,Non-Government,S.3878,0,0,0,0,4,3,8,9,13,16,12,24,7,16,3,11,0,0,0,0,47,79
Dar es Salaam,Ilala MC,Mzinga,MAGOLE MPYA,Government,S.5408,0,0,1,4,25,43,102,142,82,106,66,33,23,6,3,2,1,0,1,0,304,336
Dar es Salaam,Ilala MC,Mzinga,MWANAGATI,Government,S.2213,0,0,28,34,56,78,71,93,133,172,130,220,108,86,28,20,5,3,0,0,559,706
Dar es Salaam,Ilala MC,Mzinga,MZINGA,Non-Government,S.1339,0,0,0,0,1,3,14,10,14,17,19,24,22,22,9,2,7,4,2,0,88,82
Dar es Salaam,Ilala MC,Mzinga,TUMAINI NKEREZANGE,Non-Government,S.1941,0,0,0,0,5,4,12,5,16,11,16,16,6,13,0,0,0,0,0,0,55,49
Dar es Salaam,Ilala MC,Pugu,KINYAMWEZI,Government,S.3259,0,0,0,0,4,0,34,51,152,322,247,259,229,265,126,105,63,19,10,2,865,1023
Dar es Salaam,Ilala MC,Pugu,MAGNUS,Non-Government,S.3621,0,0,1,1,0,2,2,2,8,6,3,6,4,4,3,4,0,0,0,0,21,25
Dar es Salaam,Ilala MC,Pugu,PUGU,Government,S.28,0,0,10,0,25,0,62,0,89,0,100,0,139,0,155,0,124,0,231,0,935,0
Dar es Salaam,Ilala MC,Pugu,ROSEHILL,Non-Government,S.3827,0,0,0,0,0,0,1,2,2,1,4,3,3,2,3,4,4,2,0,0,17,14
Dar es Salaam,Ilala MC,Pugu Station,AARON HARRIS,Non-Government,S.2389,0,0,0,0,4,6,7,13,15,9,10,11,3,6,2,4,2,0,0,0,43,49
Dar es Salaam,Ilala MC,Pugu Station,MAIN GREENHILL,Non-Government,S.4312,0,0,0,1,1,6,41,29,30,31,27,21,31,27,9,8,5,6,1,0,145,129
Dar es Salaam,Ilala MC,Pugu Station,PUGU STATION,Government,S.2214,0,0,0,0,0,0,0,0,274,302,342,394,186,212,146,176,32,97,22,34,1002,1215
Dar es Salaam,Ilala MC,Segerea,AMBASSADOR,Non-Government,S.1152,0,0,0,0,2,3,6,6,4,3,0,1,0,0,0,0,0,0,0,0,12,13
Dar es Salaam,Ilala MC,Segerea,MIGOMBANI,Government,S.3264,2,3,10,18,52,113,75,109,118,188,123,113,135,191,82,65,28,21,7,3,632,824
Dar es Salaam,Ilala MC,Segerea,ST. MAXIMILLIAN,Non-Government,S.4711,0,0,1,0,46,7,49,17,34,13,20,5,2,0,0,0,0,0,0,0,152,42
Dar es Salaam,Ilala MC,Segerea,TUSIIME,Non-Government,S.2561,0,0,9,8,56,54,111,79,135,54,56,35,33,26,123,85,66,65,18,13,607,419
Dar es Salaam,Ilala MC,Segerea,UGOMBOLWA,Government,S.3253,0,0,22,33,99,103,175,130,109,100,91,164,82,74,37,16,7,2,4,1,626,623
Dar es Salaam,Ilala MC,Tabata,ALFAROUQ,Non-Government,S.687,0,0,0,0,35,0,55,0,35,0,18,0,23,0,23,0,21,0,18,0,228,0
Dar es Salaam,Ilala MC,Tabata,CHRIST THE KING,Non-Government,S.4173,0,0,0,0,6,5,16,23,22,14,20,14,21,15,9,3,4,1,0,1,98,76
Dar es Salaam,Ilala MC,Tabata,KENTON TABATA,Non-Government,S.1919,0,0,3,3,4,3,15,24,10,13,10,18,15,17,8,9,2,2,2,5,69,94
Dar es Salaam,Ilala MC,Tabata,ZAWADI,Government,S.3254,0,0,2,5,13,17,119,141,106,123,113,116,161,124,72,74,30,11,1,0,617,611
Dar es Salaam,Ilala MC,Ukonga,MARKAZ ISLAMIC,Non-Government,S.4204,0,0,0,1,1,2,7,17,10,9,15,19,21,15,6,4,3,0,0,0,63,67
Dar es Salaam,Ilala MC,Upanga Magharibi,AL-MADRASATUS SAIFIYA TUL BURHANIYAH,Non-Government,S.1052,0,0,0,0,0,0,13,21,13,12,13,15,13,8,0,0,0,0,0,0,52,56
Dar es Salaam,Ilala MC,Upanga Magharibi,AL-MUNTAZIL,Non-Government,S.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,6,5,7
Dar es Salaam,Ilala MC,Upanga Magharibi,AZANIA,Government,S.8,0,0,101,0,196,0,158,0,183,0,245,0,152,0,132,0,123,0,47,0,1337,0
Dar es Salaam,Ilala MC,Upanga Magharibi,JANGWANI,Government,S.33,0,0,0,23,0,74,0,172,0,177,0,233,0,200,0,80,0,166,0,68,0,1193
Dar es Salaam,Ilala MC,Upanga Magharibi,TAMBAZA,Government,S.10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,121,170,212,158,29,10,363,340
Dar es Salaam,Ilala MC,Upanga Mashariki,AGAKHAN MZIZIMA,Non-Government,S.97,0,0,9,3,17,13,21,21,15,14,11,14,4,6,5,7,17,16,5,6,104,100
Dar es Salaam,Ilala MC,Upanga Mashariki,SHAABAN ROBERT,Non-Government,S.62,0,0,2,10,53,29,74,55,119,89,45,31,30,32,21,12,5,2,0,0,349,260
Dar es Salaam,Ilala MC,Upanga Mashariki,ZANAKI,Government,S.11,0,0,0,27,0,105,0,68,0,132,0,199,0,127,0,61,0,115,0,180,0,1014
Dar es Salaam,Ilala MC,Vingunguti,VINGUNGUTI,Government,S.3255,0,0,0,8,95,151,98,66,111,90,159,29,103,161,35,95,10,12,0,0,611,612
Dar es Salaam,Ilala MC,Zingiziwa,CHANIKA,Government,S.2209,0,0,2,6,11,18,79,116,155,162,206,183,168,158,80,60,24,4,10,0,735,707
Dar es Salaam,Ilala MC,Zingiziwa,FURAHA,Government,S.3262,0,0,2,4,39,55,78,168,133,151,136,178,166,131,62,32,15,5,1,1,632,725
Dar es Salaam,Ilala MC,Zingiziwa,ZINGIZIWA,Government,S.3279,0,0,0,0,5,15,80,90,129,67,70,160,134,223,158,158,45,86,1,0,622,799
Dar es Salaam,Kigamboni MC,Kibada,ALGEBRA ISLAMIC SEMINARI,Non-Government,S.4198,0,0,4,15,23,35,50,80,61,89,81,70,33,29,18,15,2,2,0,0,272,335
Dar es Salaam,Kigamboni MC,Kibada,KIBADA,Government,S.3293,0,0,0,0,14,17,38,37,53,68,77,105,74,77,38,54,23,26,15,13,332,397
Dar es Salaam,Kigamboni MC,Kibada,KINGS VISION,Non-Government,S.4474,0,0,0,0,3,4,14,14,6,8,10,17,7,9,4,4,1,1,0,0,45,57
Dar es Salaam,Kigamboni MC,Kibada,MIZIMBINI,Government,S.3294,0,0,0,1,9,18,47,53,73,93,56,89,69,80,43,55,24,16,1,0,322,405
Dar es Salaam,Kigamboni MC,Kigamboni,KIGAMBONI,Non-Government,S.669,0,0,6,10,9,8,17,10,9,14,5,0,12,9,15,12,0,3,0,0,73,66
Dar es Salaam,Kigamboni MC,Kigamboni,PAUL MAKONDA,Government,S.5483,0,0,0,1,3,6,26,39,26,26,17,19,8,2,3,1,0,0,0,0,83,94
Dar es Salaam,Kigamboni MC,Kimbiji,KIMBIJI,Government,S.3295,0,0,22,22,25,38,34,74,91,121,108,134,76,78,22,23,19,12,5,2,402,504
Dar es Salaam,Kigamboni MC,Kisarawe II,IHSAN ISLAMIC,Non-Government,S.4962,0,0,10,8,30,24,39,20,74,37,47,25,22,9,6,11,0,0,0,0,228,134
Dar es Salaam,Kigamboni MC,Kisarawe II,KISARAWE II,Government,S.2371,0,0,0,0,16,19,78,80,128,106,135,152,169,185,92,128,30,68,3,9,651,747
Dar es Salaam,Kigamboni MC,Kisarawe II,RAINBOW CHRISTIAN,Non-Government,S.5371,0,0,0,1,12,7,7,9,7,12,8,4,4,3,0,0,0,0,0,0,38,36
Dar es Salaam,Kigamboni MC,Mjimwema,ABOUD JUMBE,Government,S.1674,0,0,0,0,13,47,81,95,96,100,107,139,126,148,57,55,24,20,14,1,518,605
Dar es Salaam,Kigamboni MC,Mjimwema,KIBUGUMO,Government,S.3296,0,0,0,0,15,19,31,68,58,87,68,119,58,64,24,15,10,2,0,0,264,374
Dar es Salaam,Kigamboni MC,Mjimwema,KIDETE,Government,S.3301,0,0,16,29,37,43,74,87,62,79,40,53,22,30,16,28,3,6,0,0,270,355
Dar es Salaam,Kigamboni MC,Mjimwema,KISOTA,Government,S.3298,0,0,0,3,16,24,53,90,89,100,109,106,82,91,58,46,31,22,23,8,461,490
Dar es Salaam,Kigamboni MC,Pemba Mnazi,PEMBA MNAZI,Government,S.4718,0,0,1,0,16,32,62,43,105,65,124,44,117,20,59,8,28,3,3,0,515,215
Dar es Salaam,Kigamboni MC,Somangila,DAARUL-ARQAM,Non-Government,S.4628,0,0,0,0,0,0,1,1,32,35,30,25,31,36,27,24,7,7,0,0,128,128
Dar es Salaam,Kigamboni MC,Somangila,IBUN RUSHDY,Non-Government,S.4995,0,0,4,5,16,16,39,27,15,16,27,55,34,26,0,0,0,0,0,0,135,145
Dar es Salaam,Kigamboni MC,Somangila,NGUVA,Government,S.3292,0,0,1,0,6,22,47,61,56,86,79,107,86,58,40,17,43,1,103,0,461,352
Dar es Salaam,Kigamboni MC,Somangila,SOMANGILA,Government,S.2216,0,0,0,0,4,8,39,73,73,75,40,55,60,75,62,37,24,15,19,1,321,339
