Region,Council,Ward,School,Reg.No.,NECTA Exam Centre No.,School Ownership,Latitude,Longitude,Form 1-M,Form 1-F,Form 2-M,Form 2-F,Form 3-M,Form 3-F,Form 4-M,Form 4-F,Form 5-M,Form 5-F,Form 6-M,Form 6-F,M-Total,F-Total,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR,Regist. Cand. 2021,Clean Cand. 2021,Passed Cand. (I to IV) 2021,Average GPA 2021,Band of School 2021,Band of School 2020,Rank of School 2021,Rank of School 2020,Number of Candidates
Mtwara,Masasi,Chikundi,MKALAPA,S.3059,S3121,Government,-10.512642,38.98061833,99,124,55,107,39,93,38,69,0,0,0,0,231,393,12,6,12,6,35,35,111,111,89,3.8729,6,6,2200,2352,40 and More
Mtwara,Masasi,Chiungutwa,CHIUNGUTWA,S.1108,S1338,Government,-10.8872595,38.9795445,95,116,70,79,55,88,54,60,84,53,42,31,400,427,12,2,12,2,59,59,81,81,78,3.7965,6,7,1852,2617,40 and More
Mtwara,Masasi,Chiwale,CHIWALE,S.3961,S4676,Government,-10.580377,38.600633,135,155,64,83,46,58,52,72,0,0,0,0,297,368,13,2,13,2,44,44,84,82,71,4.0552,7,6,3041,2397,40 and More
Mtwara,Masasi,Chiwata,CHIDYA,S.5,S0105,Government,-10.62708,39.0183233,120,0,110,0,105,0,0,0,184,0,144,0,663,0,20,3,20,3,29,29,90,87,87,2.4042,3,0,264,0,40 and More
Mtwara,Masasi,Chiwata,CHIWATA,S.3962,S4893,Government,-10.623526,39.016186,29,33,26,29,27,30,18,28,0,0,0,0,100,120,9,1,9,1,22,22,31,30,21,4.3152,8,6,818,660,Less than 40
Mtwara,Masasi,Lukuledi,LUKULEDI,S.639,S0805,Government,-10.564085,38.800738,116,130,63,87,58,67,52,73,0,0,0,0,289,357,13,1,13,1,46,46,91,91,66,4.1167,7,7,3291,2588,40 and More
Mtwara,Masasi,Lulindi,LULINDI,S.1867,S3752,Government,-10.849365,39.118305,89,81,47,85,45,53,39,42,0,0,0,0,220,261,11,3,11,3,34,34,80,80,67,4.0887,7,6,3189,1992,40 and More
Mtwara,Masasi,Lulindi,NDWIKA,S.602,S0530,Government,-10.796917,39.104126,0,0,0,0,0,0,0,0,0,250,0,191,0,441,10,5,10,5,29,29,63,63,61,3.5545,6,0,1057,0,40 and More
Mtwara,Masasi,Lupaso,LUPASO,S.1890,S1849,Government,-10.9325751,38.9127879,71,51,53,56,17,19,23,22,0,0,0,0,164,148,7,2,7,2,35,35,28,26,25,3.8986,6,6,615,376,Less than 40
Mtwara,Masasi,Makong'onda,MAKONG'ONDA,S.1217,S1421,Government,-11.025647,39.258462,78,58,42,49,40,49,52,44,0,0,0,0,212,200,16,1,16,1,24,24,96,95,75,4.2425,7,7,3697,3299,40 and More
Mtwara,Masasi,Mbuyuni,MBUYUNI,S.3054,S3116,Government,-10.9732165,39.1432897,75,69,38,67,32,24,35,28,0,0,0,0,180,188,9,2,9,2,33,33,46,45,35,4.154,7,7,3433,812,40 and More
Mtwara,Masasi,Mchauru,NAMOMBWE,S.1868,S3695,Government,-11.027301,39.1562001,51,64,29,55,49,34,30,40,0,0,0,0,159,193,10,2,10,2,29,29,71,71,67,3.9568,6,7,2608,2741,40 and More
Mtwara,Masasi,Mkululu,MKULULU,S.3055,S4105,Government,-10.771555,39.104352,72,49,50,70,39,44,32,47,0,0,0,0,193,210,7,1,7,1,50,50,49,49,31,4.2699,7,6,3773,1534,40 and More
Mtwara,Masasi,Mnavira,MNAVIRA,S.5565,S6261,Government,-11.4196788,39.1520076,39,36,42,34,0,0,0,0,0,0,0,0,81,70,7,2,7,2,17,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mtwara,Masasi,Mpindimbi,MPINDIMBI,S.3966,S4879,Government,-10.67687,38.34665,54,36,54,40,21,39,19,22,0,0,0,0,148,137,10,2,10,2,24,24,39,39,36,4.1047,7,5,743,368,Less than 40
Mtwara,Masasi,Mwena,ABBEY,S.3209,S3470,Non-Government,-10.313915,39.006986,138,0,129,0,120,0,138,0,26,0,71,0,622,0,30,1,30,1,20,20,127,127,127,1.5018,2,2,28,43,40 and More
Mtwara,Masasi,Namajani,NAMAJANI,S.1864,S2372,Government,-10.738497,38.6653833,120,142,91,89,64,56,44,51,0,0,0,0,319,338,15,1,15,1,41,41,79,78,54,4.283,7,7,3811,3077,40 and More
Mtwara,Masasi,Namalenga,NAMALENGA,S.1869,S2545,Government,-10.991791,39.113949,81,66,73,78,43,68,47,52,0,0,0,0,244,264,9,3,8,3,42,46,65,63,47,4.1756,7,7,3487,2980,40 and More
Mtwara,Masasi,Namatutwe,NAMATUTWE,S.3062,S3124,Government,-10.7036044,38.5114422,56,56,34,35,27,18,24,32,0,0,0,0,141,141,10,3,10,3,22,22,56,55,46,4.0775,7,6,3141,582,40 and More
Mtwara,Masasi,Namwanga,NAMWANGA,S.3964,S4383,Government,-10.8,39.2649569,29,42,37,41,24,33,24,22,0,0,0,0,114,138,12,3,12,3,17,17,35,34,23,4.0311,7,6,699,415,Less than 40
Mtwara,Masasi,Nanganga,NANGANGA,S.1862,S3670,Government,-10.4193517,39.1596317,57,78,30,54,31,38,25,54,0,0,0,0,143,224,9,2,9,2,33,33,59,58,52,3.9933,6,7,2763,2742,40 and More
Mtwara,Masasi,Nangoo,NANGOO,S.4549,S4842,Government,-10.47208,39.072053,51,88,43,91,44,46,28,37,0,0,0,0,166,262,8,4,8,4,36,36,52,51,42,4.0327,7,6,2948,1539,40 and More
Mtwara,Masasi,Nanjota,NANJOTA,S.1866,S3685,Government,-10.82355,38.97196,66,60,40,45,44,64,41,44,0,0,0,0,191,213,16,2,16,2,22,22,67,67,66,3.8219,6,7,1972,3333,40 and More
Mtwara,Masasi,Ndanda,MWENA,S.1316,S1544,Government,-10.4657028,39.061199,103,107,79,89,53,85,57,88,0,0,0,0,292,369,10,9,10,9,35,35,124,120,106,4.0555,7,7,3042,3099,40 and More
Mtwara,Masasi,Ndanda,NDANDA,S.25,S0338,Government,-10.5014492,39.029877,0,0,0,0,0,0,0,0,570,0,467,0,1037,0,36,1,36,1,28,28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mtwara,Masasi,Ndanda,WASHAM,S.5329,S5968,Non-Government,-10.2837894,39.0278298,13,13,10,14,15,19,21,25,0,0,0,0,59,71,7,1,7,1,16,16,8,4,4,3.975,6,0,673,0,Less than 40
Mtwara,Masasi,Sindano,SINDANO,S.3965,S5074,Government,-11.0107866,39.0917355,35,39,26,30,17,16,25,20,0,0,0,0,103,105,11,0,11,0,19,19,32,32,31,3.815,6,7,560,746,Less than 40
Mtwara,Masasi TC,Chanikanguo,CHANIKANGUO,S.1863,S3704,Government,-10.669719,38.8740293,54,45,63,62,52,58,53,51,0,0,0,0,222,216,11,4,11,4,29,29,63,61,56,3.9802,6,7,2706,3563,40 and More
Mtwara,Masasi TC,Migongo,MASASI DAY,S.426,S0648,Government,-10.7208011,38.80777828,183,234,132,162,108,112,80,139,0,0,0,0,503,647,22,10,22,10,36,36,149,142,120,3.8788,6,6,2236,1473,40 and More
Mtwara,Masasi TC,Migongo,MASASI GIRLS,S.70,S0213,Government,-10.4869838,38.80092996,0,0,0,0,0,0,0,0,0,253,0,372,0,625,21,9,21,9,21,21,58,58,57,3.2489,5,5,677,536,40 and More
Mtwara,Masasi TC,Migongo,NANGAYA,S.3963,S4717,Government,-10.70426549,38.79134669,80,81,84,105,51,57,34,53,0,0,0,0,249,296,14,5,14,5,29,29,72,71,65,3.8266,6,6,1994,1615,40 and More
Mtwara,Masasi TC,Mkomaindo,RICHARD NORGATE MEMORIAL,S.5392,S5856,Non-Government,-10.73,38.8051,2,0,5,6,0,0,0,0,0,0,0,0,7,6,2,2,2,2,3,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mtwara,Masasi TC,Mkuti,MKUTI,S.2396,S2352,Non-Government,-10.72638797,38.81802661,4,3,9,4,6,11,14,15,0,0,0,0,33,33,6,2,6,2,8,8,28,28,28,3.5131,6,6,394,600,Less than 40
Mtwara,Masasi TC,Mtandi,MTANDI,S.2333,S2281,Government,-10.06921791,38.85009766,147,162,102,121,84,80,75,86,0,0,0,0,408,449,11,6,11,6,50,50,93,86,76,3.9557,6,6,2601,2243,40 and More
Mtwara,Masasi TC,Mumbaka,MARIKA,S.3053,S3115,Government,-10.81703394,38.92054912,52,56,48,77,47,50,20,45,0,0,0,0,167,228,10,3,10,3,30,30,49,46,43,3.8256,6,6,1987,586,40 and More
Mtwara,Masasi TC,Mwenge Mtapika,MTAPIKA,S.1025,S1228,Government,-10.738923,38.7623,134,123,86,106,75,99,80,100,0,0,0,0,375,428,13,8,13,8,38,38,106,104,89,4.0587,7,7,3058,2632,40 and More
Mtwara,Masasi TC,Napupa,ANNA ABDALLAH,S.3051,S3113,Government,-10.7486798,38.8271683,181,190,143,181,149,114,90,89,0,0,0,0,563,574,12,14,12,14,44,44,158,158,124,4.158,7,6,3441,1390,40 and More
Mtwara,Masasi TC,Sululu,SULULU,S.3195,S3463,Government,-10.7932425,38.7151712,77,82,86,70,45,52,31,61,0,0,0,0,239,265,14,3,14,3,30,30,65,64,55,3.7443,6,6,1651,1103,40 and More
Simiyu,Maswa,Badi,BADI,S.2797,S3341,Government,-3.2559303,33.5293248,90,91,45,78,35,48,25,32,0,0,0,0,195,249,10,3,10,3,34,34,80,71,71,2.9612,4,5,506,828,40 and More
Simiyu,Maswa,Binza,MWAKALEKA,S.2744,S2567,Government,-3.2133534,33.7695215,44,82,30,47,35,41,34,42,0,0,0,0,143,212,18,4,18,4,16,16,98,96,96,3.7628,6,6,1716,1647,40 and More
Simiyu,Maswa,Buchambi,KINAMWIGULU,S.2225,S1957,Government,-3.0882766,33.7221533,112,108,55,56,17,44,33,30,0,0,0,0,217,238,14,1,14,1,30,30,76,76,76,3.9769,6,6,2687,1059,40 and More
Simiyu,Maswa,Budekwa,BUDEKWA,S.2223,S1955,Government,-3.4403933,33.8224133,96,96,107,86,28,37,39,53,0,0,0,0,270,272,14,2,14,2,34,34,77,72,67,3.7696,6,6,1740,1288,40 and More
Simiyu,Maswa,Bugarama,ITULE,S.2801,S3345,Government,-3.2989812,33.725165,39,46,34,33,24,31,31,40,0,0,0,0,128,150,10,0,10,0,28,28,59,58,56,3.9168,6,6,2409,2570,40 and More
Simiyu,Maswa,Busangi,ISANGA,S.1698,S1783,Government,-3.2112372,33.6731874,53,63,40,38,29,39,24,43,0,0,0,0,146,183,13,5,13,5,18,18,58,56,53,3.7846,6,6,1807,389,40 and More
Simiyu,Maswa,Busilili,MAJEBELE,S.2224,S1956,Government,-3.339534,33.789562,70,77,45,54,39,38,34,49,0,0,0,0,188,218,10,0,10,0,41,41,64,61,60,3.5899,6,5,1154,748,40 and More
Simiyu,Maswa,Ipililo,BUSHASHI,S.2745,S2568,Government,-3.113458,34.037967,37,44,34,43,21,27,22,38,0,0,0,0,114,152,12,0,12,0,22,22,58,52,48,3.9336,6,6,2486,441,40 and More
Simiyu,Maswa,Ipililo,IPILILO,S.1703,S1784,Government,-3.0804499,34.0951133,126,128,65,73,50,30,46,42,0,0,0,0,287,273,11,3,11,3,40,40,126,116,112,3.7074,6,6,1513,845,40 and More
Simiyu,Maswa,Isanga,NG'HUMBU,S.2743,S2566,Government,-3.2667783,33.6412766,35,50,30,40,23,18,25,34,0,0,0,0,113,142,11,0,11,0,23,23,44,43,42,3.6726,6,6,1396,1040,40 and More
Simiyu,Maswa,Jija,JIJA,S.2799,S3343,Government,-2.8552916,33.57698,105,97,83,79,53,67,66,60,0,0,0,0,307,303,15,0,15,0,41,41,95,90,89,3.3042,5,5,724,784,40 and More
Simiyu,Maswa,Kadoto,KADOTO,S.1700,S1781,Government,-2.9830583,33.6831816,76,89,46,57,41,32,39,30,0,0,0,0,202,208,12,2,12,2,29,29,44,43,41,3.6956,6,6,1470,1530,40 and More
Simiyu,Maswa,Kulimi,KULIMI,S.2227,S1959,Government,-3.1093212,33.6398617,59,54,27,29,22,30,20,19,0,0,0,0,128,132,10,1,10,1,24,24,40,37,37,3.697,6,6,1478,1153,40 and More
Simiyu,Maswa,Lalago,LALAGO,S.319,S0519,Non-Government,-3.4527221,33.9451117,2,4,5,1,13,7,18,17,0,0,0,0,38,29,6,1,6,1,10,10,39,34,34,2.6553,4,4,123,97,Less than 40
Simiyu,Maswa,Lalago,MWAGALA,S.1701,S1785,Government,-3.421875,33.935717,89,113,85,86,54,43,55,53,0,0,0,0,283,295,12,1,11,1,44,48,119,115,113,3.5945,6,6,1172,1502,40 and More
Simiyu,Maswa,Malampaka,MALAMPAKA,S.584,S0826,Government,-3.141867,33.544212,115,130,82,91,71,82,47,85,106,0,94,0,515,388,26,1,26,1,33,33,127,120,114,3.7397,6,6,1636,1631,40 and More
Simiyu,Maswa,Masela,MASELA,S.2222,S1954,Government,-3.3263867,33.6288033,42,69,30,43,28,49,21,27,0,0,0,0,121,188,11,2,11,2,24,24,68,68,61,3.7689,6,5,1735,333,40 and More
Simiyu,Maswa,Masela,MWASAYI,S.983,S1217,Government,-3.3366667,33.6961111,54,47,34,32,31,42,31,31,0,0,0,0,150,152,20,0,20,0,15,15,63,55,55,3.5256,6,5,1000,679,40 and More
Simiyu,Maswa,Mataba,MATABA,S.2742,S2565,Government,-3.12238,33.51411,45,92,34,52,37,38,23,29,0,0,0,0,139,211,15,5,15,5,18,18,56,56,56,3.4358,5,6,869,997,40 and More
Simiyu,Maswa,Mbaragane,MASUMBA,S.2798,S3342,Government,-3.373116,33.9084967,59,76,51,62,27,44,34,52,0,0,0,0,171,234,6,5,6,5,37,37,74,74,73,3.5255,6,5,999,589,40 and More
Simiyu,Maswa,Mpindo,MPINDO,S.5503,S6170,Government,-3.3426083,34.0500633,55,60,37,46,0,0,0,0,0,0,0,0,92,106,7,2,7,2,22,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Simiyu,Maswa,Mwabayanda,MWABAYANDA,S.2746,S2569,Government,-3.0486257,33.6374076,31,31,17,13,8,16,6,17,0,0,0,0,62,77,9,1,9,1,14,14,39,34,34,3.5249,6,6,402,685,Less than 40
Simiyu,Maswa,Mwamanenge,MWAMANENGE,S.2802,S3346,Government,-3.1874246,33.9566265,46,64,26,36,21,18,30,29,0,0,0,0,123,147,10,1,10,1,25,25,58,56,56,3.3374,5,5,750,250,40 and More
Simiyu,Maswa,Mwamashimba,BUCHAMBI,S.3132,S3468,Government,-3.08105,33.79600666,70,82,33,46,42,50,42,38,0,0,0,0,187,216,14,3,14,3,24,24,95,92,88,3.8071,6,6,1906,1442,40 and More
Simiyu,Maswa,Mwang'honoli,MWANG'HONOLI,S.5534,S6246,Government,-3.0189333,33.5895183,60,72,38,20,0,0,0,0,0,0,0,0,98,92,8,1,8,1,21,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Simiyu,Maswa,Nguliguli,NGULIGULI,S.1306,S1631,Government,-3.1220266,33.9840882,82,114,53,68,55,54,52,48,0,0,0,0,242,284,10,1,10,1,48,48,111,110,102,3.7102,6,6,1525,1134,40 and More
Simiyu,Maswa,Ng'wigwa,NG'WIGWA,S.2748,S2571,Government,-3.1709422,33.5119382,63,63,28,32,24,53,23,46,0,0,0,0,138,194,16,3,16,3,17,17,88,88,88,3.3435,5,6,756,2074,40 and More
Simiyu,Maswa,Nyabubinza,NYABUBINZA,S.1699,S1782,Government,-2.9697485,33.537085,63,61,51,64,31,41,34,38,0,0,0,0,179,204,13,4,13,4,23,23,81,80,73,3.7342,6,6,1617,1137,40 and More
Simiyu,Maswa,Nyabubinza,SALAGE,S.2796,S3340,Government,-3.0170416,33.5431149,26,26,15,33,38,39,47,36,0,0,0,0,126,134,8,1,8,1,29,29,97,95,84,3.6971,6,6,1479,1032,40 and More
Simiyu,Maswa,Sangamwalugesha,MWANDETE,S.1702,S1780,Government,-3.4895616,34.0077116,60,54,36,29,28,28,21,29,0,0,0,0,145,140,6,1,6,1,41,41,58,58,58,3.6951,6,6,1466,922,40 and More
Simiyu,Maswa,Sangamwalugesha,SANGAMWALUGESHA,S.2747,S2570,Government,-3.422775,34.082168,51,42,40,77,35,29,20,28,0,0,0,0,146,176,13,1,13,1,23,23,59,59,46,4.0428,7,6,2980,2320,40 and More
Simiyu,Maswa,Senani,SENANI,S.2800,S3344,Government,-3.0801184,34.094717,43,46,34,27,22,22,19,40,0,0,0,0,118,135,9,2,9,2,23,23,41,38,38,3.5266,6,6,1002,1590,40 and More
Simiyu,Maswa,Senani,ZEBEYA,S.2228,S1960,Government,-3.2120007,34.0284587,42,53,22,26,36,31,25,34,0,0,0,0,125,144,11,2,11,2,21,21,76,73,73,3.3532,5,6,768,1838,40 and More
Simiyu,Maswa,Seng'wa,SENG'WA,S.2803,S2688,Government,-3.4243666,33.70684,29,41,25,39,19,30,24,30,0,0,0,0,97,140,8,1,8,1,26,26,37,37,37,3.4616,5,6,376,1447,Less than 40
Simiyu,Maswa,Shanwa,DEKAPOLI,S.4779,S5368,Non-Government,-3.1643333,33.7731666,15,12,10,15,19,14,16,19,0,0,0,0,60,60,9,3,9,3,10,10,36,36,36,2.5849,4,3,111,22,Less than 40
Simiyu,Maswa,Shanwa,NYALIKUNGU,S.1180,S1539,Government,-3.17521,33.7615067,168,171,108,122,99,99,84,115,0,0,0,0,459,507,31,9,31,9,24,24,205,204,195,3.8111,6,6,1924,1068,40 and More
Simiyu,Maswa,Shanwa,ST. ALOYSIUS GONZAGA SEMINARY SHANWA,S.4781,S5237,Non-Government,-3.160805,33.7704383,107,0,102,0,88,0,50,0,0,0,0,0,347,0,18,3,18,3,17,17,43,43,43,1.6837,2,2,63,24,40 and More
Simiyu,Maswa,Shishiyu,SHISHIYU,S.2226,S1958,Government,-2.92470124,33.5924494,92,119,65,71,63,81,66,66,0,0,0,0,286,337,13,0,13,0,48,48,120,109,107,3.6908,6,7,1452,2753,40 and More
Simiyu,Maswa,Sola,BINZA,S.481,S0710,Government,-3.1800995,33.796332,124,142,94,100,98,94,82,94,135,0,119,0,652,430,28,8,28,8,30,30,154,147,144,3.4945,5,6,954,1000,40 and More
Simiyu,Maswa,Sukuma,MASWA,S.248,S0227,Government,-3.198965,33.802335,0,0,0,0,0,0,0,0,0,559,0,432,0,991,28,11,28,11,25,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Simiyu,Maswa,Sukuma,SUKUMA,S.2221,S1953,Government,-3.22338,33.850455,83,98,85,83,41,52,50,49,0,0,0,0,259,282,11,4,11,4,36,36,68,67,67,3.5842,6,6,1141,1465,40 and More
Simiyu,Maswa,Zanzui,ZANZUI,S.5532,S6245,Government,-3.1102733,33.8589317,50,53,40,50,0,0,0,0,0,0,0,0,90,103,8,2,8,2,19,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbarali,Chimala,CHIMALA,S.272,S0477,Non-Government,-8.8601817,34.0188367,12,6,3,9,6,7,10,12,0,0,0,0,31,34,7,1,7,1,8,8,22,19,19,4.0313,7,7,700,892,Less than 40
Mbeya,Mbarali,Chimala,HERRING CHRISTIAN,S.4402,S4620,Non-Government,-8.8634167,34.0265317,15,15,15,13,14,15,16,17,0,0,0,0,60,60,8,1,7,1,13,15,28,28,28,3.1298,5,4,254,142,Less than 40
Mbeya,Mbarali,Chimala,IGUMBILO,S.1874,S0278,Non-Government,-8.8547794,34.0317346,0,76,0,87,0,116,0,100,0,0,0,0,0,379,13,5,13,5,21,21,64,64,64,2.3458,3,3,237,227,40 and More
Mbeya,Mbarali,Chimala,MENGELE,S.1248,S1628,Government,-8.8537407,34.0087268,146,154,97,108,90,117,126,174,0,52,0,59,459,664,30,16,30,16,24,24,267,262,241,3.7969,6,6,1857,1009,40 and More
Mbeya,Mbarali,Chimala,MUWALE,S.5356,S5998,Government,-8.8771651,34.0268541,96,132,98,110,51,71,0,0,0,0,0,0,245,313,8,6,8,6,40,40,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbarali,Chimala,USANGU,S.1120,S1280,Non-Government,-8.8608035,34.0333498,4,9,7,8,9,8,7,9,0,0,0,0,27,34,10,3,10,3,5,5,16,15,15,2.4667,3,6,83,541,Less than 40
Mbeya,Mbarali,Igava,IGAVA,S.4768,S5212,Government,-8.6954311,34.379983,57,94,46,88,27,44,18,40,0,0,0,0,148,266,8,5,8,5,32,32,54,50,49,3.8137,6,6,1932,2568,40 and More
Mbeya,Mbarali,Igurusi,HAROON MULLA PIRMOHAMED,S.5543,S6216,Government,-8.8248533,33.88139,92,97,86,96,0,0,0,0,0,0,0,0,178,193,9,3,9,3,31,31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbarali,Igurusi,IGURUSI,S.535,S0733,Non-Government,-8.8435333,33.8613001,14,15,21,38,16,22,19,37,0,0,0,0,70,112,6,4,6,4,18,18,46,37,37,3.3606,5,5,773,626,40 and More
Mbeya,Mbarali,Igurusi,MSHIKAMANO,S.2236,S3628,Government,-8.8176909,33.8370404,129,144,91,111,136,160,106,135,0,0,0,0,462,550,24,14,24,14,27,27,251,243,233,3.8567,6,6,2119,2088,40 and More
Mbeya,Mbarali,Ihahi,IHAHI,S.4796,S5234,Government,-8.7992837,34.0829057,39,47,42,35,31,29,54,48,0,0,0,0,166,159,10,4,10,4,23,23,93,90,88,3.4843,5,6,939,1606,40 and More
Mbeya,Mbarali,Imalilo Songwe,IMALILO SONGWE,S.3798,S3898,Government,-8.6670101,34.2922772,64,63,51,46,18,50,31,29,0,0,0,0,164,188,16,2,16,2,20,20,50,42,29,4.1986,7,7,3570,2659,40 and More
Mbeya,Mbarali,Ipwani,IPWANI,S.5094,S5695,Government,-8.6663257,34.6789537,81,92,30,44,18,41,23,36,0,0,0,0,152,213,7,1,7,1,46,46,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbarali,Itamboleo,ITAMBOLEO,S.5353,S5995,Government,-8.8276983,33.9334683,23,35,22,30,11,19,0,0,0,0,0,0,56,84,7,4,7,4,13,13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbarali,Itamboleo,KAPUNGA,S.5355,S5997,Government,-8.8305521,33.9277459,67,77,47,51,22,25,0,0,0,0,0,0,136,153,7,3,7,3,29,29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbarali,Kongolo,JAKAYA,S.3796,S3833,Government,-8.7638118,33.7903881,127,107,81,76,41,84,53,65,0,0,0,0,302,332,15,9,15,9,26,26,124,94,85,3.9738,6,7,2671,3193,40 and More
Mbeya,Mbarali,Lugelele,IGOMELO,S.3797,S2781,Government,-8.772441,34.4012763,93,97,75,89,44,69,50,74,0,0,0,0,262,329,18,13,18,13,19,19,120,120,92,4.076,7,6,3132,1831,40 and More
Mbeya,Mbarali,Lugelele,MBARALI RIVERSIDE,S.4890,S5403,Non-Government,-8.156403,34.3694651,15,8,11,10,9,16,31,28,0,0,0,0,66,62,11,3,11,3,9,9,44,44,44,3.7529,6,5,1679,704,40 and More
Mbeya,Mbarali,Madibira,MADIBIRA,S.883,S1148,Government,-8.228516,34.8241066,187,186,95,136,91,106,88,175,130,0,108,0,699,603,21,9,21,9,43,43,198,198,184,3.8259,6,6,1989,2478,40 and More
Mbeya,Mbarali,Madibira,NYAMAKUYU,S.5357,S5999,Government,-8.1687583,34.8463366,46,57,46,64,19,19,0,0,0,0,0,0,111,140,5,1,5,1,42,42,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbarali,Mahongole,RUIWA,S.882,S1100,Government,-8.7679273,33.6881226,92,120,71,109,57,87,66,102,0,0,0,0,286,418,26,4,26,4,23,23,154,144,115,4.1794,7,6,3505,2305,40 and More
Mbeya,Mbarali,Mapogoro,MALENGA,S.777,S1062,Government,-8.8349765,34.19298811,106,149,95,121,111,157,100,132,0,0,0,0,412,559,28,11,28,11,25,25,235,231,198,3.8954,6,6,2310,1583,40 and More
Mbeya,Mbarali,Mapogoro,MAPOGORO,S.5540,S6215,Government,-8.79868,34.132646,104,116,68,48,0,0,0,0,0,0,0,0,172,164,9,5,9,5,24,24,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbarali,Mawindi,MAWINDI,S.1250,S1509,Government,-8.6868733,34.4653033,130,170,62,121,75,97,76,82,84,0,51,0,478,470,20,9,20,9,33,33,165,156,156,3.4715,5,6,920,992,40 and More
Mbeya,Mbarali,Miyombweni,MIYOMBWENI,S.4767,S5211,Government,-8.338889,34.6986111,64,90,42,69,39,48,23,29,0,0,0,0,168,236,15,1,14,1,25,27,80,75,57,3.9847,6,6,2726,993,40 and More
Mbeya,Mbarali,Mwatenga,MWATENGA,S.5354,S5996,Government,-8.681034,33.714891,50,52,57,47,28,29,0,0,0,0,0,0,135,128,8,1,8,1,29,29,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbarali,Ruiwa,GWILI,S.4042,S4585,Government,-8.7658466,33.6365833,92,135,60,86,53,65,18,61,0,0,0,0,223,347,15,3,15,3,32,32,77,76,63,3.9,6,7,2334,3605,40 and More
Mbeya,Mbarali,Rujewa,IHANGA,S.5352,S6080,Government,-8.7816327,34.3362108,123,125,118,100,59,92,0,0,0,0,0,0,300,317,8,4,8,4,51,51,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbarali,Rujewa,RUJEWA,S.292,S0524,Government,-8.4137816,34.2241723,151,160,140,126,100,134,155,196,79,63,88,96,713,775,26,23,25,23,30,31,301,292,263,3.5755,6,6,1118,1030,40 and More
Mbeya,Mbarali,Ubaruku,MBARALI,S.1733,S3511,Government,-8.6670117,34.3234717,133,187,109,147,72,98,80,114,0,0,0,0,394,546,22,12,22,12,28,28,249,241,225,3.9479,6,6,2548,954,40 and More
Mbeya,Mbarali,Ubaruku,MONTFORT,S.343,S0561,Non-Government,-8.6813666,34.3389036,27,21,21,18,29,18,30,35,8,6,6,4,121,102,14,3,13,3,13,14,65,59,56,3.411,5,6,835,866,40 and More
Mbeya,Mbarali,Ubaruku,MWAKAGANGA,S.5093,S5703,Government,-8.67855,34.32047,157,190,153,205,108,148,69,83,0,0,0,0,487,626,18,9,18,9,41,41,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbarali,Utengule Usangu,UTENGULE USANGU,S.2237,S3830,Government,-8.6842195,33.8562993,97,92,58,83,40,60,42,57,0,0,0,0,237,292,17,0,17,0,31,31,106,104,98,3.9194,6,7,2420,3498,40 and More
Mbeya,Mbeya,Bonde La Songwe,IDIGAKASALE,S.5601,S6329,Non-Government,-8.945207,33.272077,3,1,2,5,0,0,0,0,0,0,0,0,5,6,4,1,3,1,2,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Mbeya,Mbeya,Bonde La Songwe,PANDAHILL,S.748,S0867,Non-Government,-8.96040865,33.2434654,88,63,128,74,134,68,120,73,205,115,265,153,940,546,47,7,47,7,28,28,184,184,184,1.4797,1,2,24,48,40 and More
Mbeya,Mbeya,Bonde La Songwe,SONGWE,S.1342,S1873,Government,-8.950269,33.239997,160,188,157,184,114,141,81,128,0,0,0,0,512,641,24,14,24,14,30,30,221,216,162,4.0426,7,6,2979,2483,40 and More
