Region,Council,Ward,School,Reg.No.,NECTA Exam Centre No.,School Ownership,Latitude,Longitude,Form 1-M,Form 1-F,Form 2-M,Form 2-F,Form 3-M,Form 3-F,Form 4-M,Form 4-F,Form 5-M,Form 5-F,Form 6-M,Form 6-F,M-Total,F-Total,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR,Regist. Cand. 2021,Clean Cand. 2021,Passed Cand. (I to IV) 2021,Average GPA 2021,Band of School 2021,Band of School 2020,Rank of School 2021,Rank of School 2020,Number of Candidates
Arusha,Arusha,Bangata,BANG'ATA,S.906,S1236,Government,-3.331012,31.74861,58,88,46,58,50,75,44,68,0,0,0,0,198,289,16,9,16,9,19,19,113,112,103,3.8177,6,6,1953,2099,40 and More
Arusha,Arusha,Bangata,SAKURA,S.4920,S5478,Non-Government,-3.3347,36.7453254,0,38,0,30,0,30,0,45,0,0,0,0,0,143,8,3,8,3,13,13,44,43,43,2.0262,3,3,136,184,40 and More
Arusha,Arusha,Bwawani,OLOKII,S.2499,S2907,Government,-3.551803,36.807554,57,70,28,58,28,50,32,62,0,0,0,0,145,240,13,6,13,6,20,20,105,97,80,4.018,7,7,2872,2892,40 and More
Arusha,Arusha,Ilkiding'a,ILKIDING'A,S.732,S0931,Government,-3.318724,36.684947,313,288,161,238,149,199,110,169,0,0,0,0,733,894,17,33,17,32,33,33,261,260,246,3.5954,6,6,1173,2282,40 and More
Arusha,Arusha,Kimnyaki,KIMNYAKI,S.541,S0918,Government,-3.309495,36.6581343,147,184,101,120,96,138,104,113,0,0,0,0,448,555,22,21,22,21,23,23,198,196,178,3.8313,6,7,2020,3202,40 and More
Arusha,Arusha,Kiranyi,NGATEU,S.799,S0930,Non-Government,-3.4140083,36.6584608,5,7,10,7,9,13,15,15,0,0,0,0,39,42,7,4,7,4,7,7,68,68,67,3.4035,5,6,827,553,40 and More
Arusha,Arusha,Kiranyi,TRUST PATRICK,S.1835,S1792,Non-Government,-3.3541965,36.652209,68,0,45,0,40,0,44,0,0,0,0,0,197,0,8,4,8,4,16,16,41,41,41,1.8852,2,2,95,66,40 and More
Arusha,Arusha,Kiranyi,WINNING SPIRIT,S.3560,S4014,Non-Government,-3.3879294,36.6843582,40,30,16,17,38,38,26,13,34,17,32,25,186,140,6,8,6,8,23,23,19,19,19,2.0839,3,3,28,28,Less than 40
Arusha,Arusha,Kisongo,EINOTI,S.647,S0973,Government,-3.3715837,36.546256,136,161,104,147,91,155,59,136,0,0,0,0,390,599,22,32,22,32,18,18,170,158,156,3.3715,5,6,791,1163,40 and More
Arusha,Arusha,Kisongo,ELITE,S.3577,S3524,Non-Government,-3.4034711,36.527264,4,3,16,30,13,14,12,22,0,0,0,0,45,69,6,2,6,2,14,14,9,6,6,3.9286,6,4,642,128,Less than 40
Arusha,Arusha,Kisongo,ST. THADEUS,S.4418,S4648,Non-Government,-3.386211,36.547019,16,9,15,24,15,22,39,24,0,0,0,0,85,79,4,3,4,3,23,23,50,49,49,3.1622,5,5,601,559,40 and More
Arusha,Arusha,Kisongo,ST. THERESA OF THE CHILD JESUS,S.3861,S4039,Non-Government,-3.403272,36.527364,0,34,0,39,0,71,0,88,0,0,0,8,0,240,12,6,12,6,13,13,79,79,79,2.75,4,4,405,346,40 and More
Arusha,Arusha,Kisongo,YAKINI,S.4968,S5556,Non-Government,-3.3926473,36.6466667,31,18,17,22,41,28,14,16,0,0,0,0,103,84,26,2,26,2,7,7,32,32,32,2.1068,3,4,29,100,Less than 40
Arusha,Arusha,Laroi,ARUSHA SCIENCE,S.5310,S5953,Non-Government,-3.500601,29.6301921,0,0,0,0,0,0,0,0,81,42,22,22,103,64,9,3,9,3,14,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha,Laroi,OLJORO,S.802,S0976,Government,-3.4171463,36.6537759,62,83,53,79,53,96,58,75,0,0,0,0,226,333,19,17,19,17,16,16,90,90,83,3.8048,6,6,1890,1682,40 and More
Arusha,Arusha,Lemanyata,CORNERSTONE LEADERSHIP,S.4472,S4746,Non-Government,-3.281461667,36.63571333,0,0,0,0,0,0,0,0,28,29,26,28,54,57,11,1,11,1,9,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha,Lemanyata,MUKULAT,S.542,S0755,Government,-3.2639817,36.6174767,98,162,157,220,78,159,85,158,0,0,0,0,418,699,16,18,16,18,33,33,185,181,166,3.7215,6,6,1562,1463,40 and More
Arusha,Arusha,Lengijave,LENGIJAVE,S.4609,S5261,Government,-3.2325566,36.6086066,72,116,37,59,30,65,16,55,0,0,0,0,155,295,16,16,16,16,14,14,74,68,67,3.6069,6,6,1200,1243,40 and More
Arusha,Arusha,Mateves,ASSALAF ISLAMIC,S.4883,S5395,Non-Government,-3.382033,36.568099,28,22,18,20,15,14,17,11,0,0,0,0,78,67,14,1,11,1,10,12,39,39,39,3.0422,5,4,225,123,Less than 40
Arusha,Arusha,Mateves,MATEVES,S.1926,S4046,Government,-3.378035,36.580082,92,93,70,90,52,66,61,78,0,0,0,0,275,327,13,33,13,33,13,13,87,86,86,3.5024,6,6,968,1730,40 and More
Arusha,Arusha,Mateves,ST.JOSEPH NGARENARO (GIRLS),S.224,S0454,Non-Government,-3.2157968,36.3459657,0,60,0,59,0,66,0,60,0,0,0,10,0,255,9,7,9,7,16,16,56,56,56,3.0608,5,4,544,316,40 and More
Arusha,Arusha,Mlangarini,D'ALZON GIRLS,S.4100,S4466,Non-Government,-3.415747,36.651348,0,35,0,45,0,53,0,36,0,0,0,0,0,169,8,5,8,5,13,13,35,35,35,2.356,3,4,66,313,Less than 40
Arusha,Arusha,Mlangarini,KISERIANI,S.5348,S5991,Government,-3.454449,36.434669,34,59,61,58,25,30,0,0,0,0,0,0,120,147,4,9,4,9,21,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha,Mlangarini,MLANGARINI,S.1040,S1573,Government,-3.4332079,36.7897139,136,137,106,127,146,182,138,171,0,52,0,39,526,708,28,22,28,20,25,26,312,300,295,3.5708,6,7,1107,2870,40 and More
Arusha,Arusha,Mlangarini,MWEDO,S.4420,S4678,Non-Government,-3.43928,36.79615,0,19,0,25,0,14,0,38,0,0,0,0,0,96,4,6,4,6,10,10,69,69,68,3.1707,5,5,612,657,40 and More
Arusha,Arusha,Mlangarini,SHEPHERDS,S.4601,S4923,Non-Government,-3.4527928,36.792635,7,5,8,8,8,8,12,15,0,0,0,0,35,36,9,0,9,0,8,8,33,33,33,2.6061,4,5,117,187,Less than 40
Arusha,Arusha,Moivo,BISHOP DURNING,S.1676,S1600,Non-Government,-3.353789,36.7006082,9,3,5,5,11,8,15,10,27,27,35,16,102,69,16,4,16,4,9,9,22,22,22,2.7607,4,4,152,171,Less than 40
Arusha,Arusha,Moivo,ENABOISHU,S.81,S0308,Non-Government,-3.3516615,36.7036083,7,8,2,1,8,9,25,29,40,34,67,25,149,106,20,1,20,1,12,12,76,68,64,3.7431,6,5,1646,757,40 and More
Arusha,Arusha,Moivo,ILBORU,S.24,S0110,Government,-3.348217,36.688583,126,0,127,0,138,0,101,0,196,0,171,0,859,0,35,31,35,31,13,13,116,115,115,1.4646,1,1,23,2,40 and More
Arusha,Arusha,Musa,LIKAMBA,S.5349,S5992,Government,-3.3626031,36.5948935,51,63,53,70,14,18,0,0,0,0,0,0,118,151,10,6,10,6,17,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha,Musa,MUSA,S.2501,S2909,Government,-3.3224154,36.5205957,66,53,38,51,26,42,25,42,0,0,0,0,155,188,18,3,18,3,16,16,60,58,45,4.1361,7,7,3381,2690,40 and More
Arusha,Arusha,Mwandet,LOSIKITO,S.5110,S5730,Government,-3.29990833,36.57896833,41,55,49,86,27,56,47,56,0,0,0,0,164,253,14,5,14,5,22,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha,Mwandet,MWANDET,S.1268,S1442,Government,-3.2668217,36.567245,251,278,166,240,145,183,93,143,0,82,0,54,655,980,33,12,33,12,36,36,281,281,281,3.2484,5,6,675,878,40 and More
Arusha,Arusha,Nduruma,NDURUMA,S.679,S0919,Government,-3.50322,36.80667,97,88,86,108,84,72,58,87,0,0,0,0,325,355,15,10,14,10,27,28,121,118,98,3.9397,6,7,2508,2597,40 and More
Arusha,Arusha,Nduruma,OLE MEDEYE,S.4569,S4902,Government,-3.49508833,36.82995505,44,77,81,97,28,54,31,59,0,0,0,0,184,287,18,6,18,6,20,20,69,65,65,3.7357,6,7,1621,3370,40 and More
Arusha,Arusha,Nduruma,TANGANYIKA,S.5535,S6214,Non-Government,-3.499443,36.758479,4,3,5,2,0,0,0,0,0,0,0,0,9,5,5,2,5,2,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha,Oldonyosambu,OLDONYO SAMBU,S.649,S0977,Government,-3.168106,36.723813,80,98,38,70,41,53,23,37,0,0,0,0,182,258,20,8,20,8,16,16,118,114,114,3.1904,5,6,627,1676,40 and More
Arusha,Arusha,Oldonyowas,ARUSHA CATHOLIC SEMINARY,S.204,S0171,Non-Government,-3.92,36.4213,75,0,47,0,58,0,39,0,0,0,0,0,219,0,11,0,11,0,20,20,38,38,38,1.6079,2,2,4,16,Less than 40
Arusha,Arusha,Oldonyowas,LOSINONI,S.5347,S5990,Government,-3.128095,36.78478,31,45,28,49,14,32,0,0,0,0,0,0,73,126,7,2,7,2,22,22,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha,Oldonyowas,OLDONYOWAS,S.5111,S5731,Government,-3.1564716,36.69351,34,54,90,134,30,64,57,73,0,0,0,0,211,325,9,7,9,7,34,34,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha,Oljoro,ENDEVES,S.2809,S3388,Government,-3.5728179,36.6608258,61,103,38,74,33,41,34,55,0,0,0,0,166,273,15,4,15,4,23,23,41,40,38,3.8415,6,6,2064,1908,40 and More
Arusha,Arusha,Olmotonyi,OLMOTONYI FOREST,S.4700,S5106,Government,-3.3022566,36.6509716,111,144,89,161,78,149,86,126,0,0,0,0,364,580,18,20,18,20,25,25,236,235,228,3.498,5,6,959,1424,40 and More
Arusha,Arusha,Oloirien,KILIMANJARO ISLAMIC,S.4541,S5300,Non-Government,-3.3499447,36.6566364,0,93,0,101,0,119,0,135,0,0,0,0,0,448,24,13,24,13,12,12,117,116,116,2.5866,4,4,355,284,40 and More
Arusha,Arusha,Oloirien,KIRANYI,S.1791,S1864,Government,-3.34369,36.64969,289,294,270,250,192,226,165,174,0,0,0,0,916,944,21,37,21,37,32,32,220,217,209,3.5646,6,6,1089,2175,40 and More
Arusha,Arusha,Oloirien,MRINGA,S.329,S0526,Government,-3.323191667,36.629395,202,275,132,188,117,188,103,174,0,202,0,160,554,1187,34,42,34,42,23,23,348,327,327,3.3018,5,6,722,959,40 and More
Arusha,Arusha,Oloirien,NEWLIFE OLOSIVA,S.4784,S5352,Non-Government,-3.341603,36.651811,17,10,25,24,22,26,22,29,0,0,0,0,86,89,11,3,11,3,13,13,58,57,55,3.0666,5,3,547,215,40 and More
Arusha,Arusha,Olturoto,ENYOITO,S.920,S1125,Government,-3.3559263,36.6999372,113,115,149,139,123,124,151,205,0,0,0,0,536,583,25,26,25,26,22,22,206,192,175,3.8886,6,6,2281,1999,40 and More
Arusha,Arusha,Olturoto,OLTUROTO,S.5452,S6147,Government,-3.33756,36.6895,57,26,75,92,0,0,0,0,0,0,0,0,132,118,9,7,9,7,16,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha,Olturumet,OLTRUMET,S.2502,S2910,Government,-3.313872,36.608145,29,45,32,30,47,68,41,32,0,0,0,0,149,175,13,10,13,10,14,14,72,64,63,3.7559,6,7,1689,3087,40 and More
Arusha,Arusha,Olturumet,OSILIGI,S.3429,S2667,Government,-3.29551,36.6198583,69,66,49,64,20,35,22,45,0,0,0,0,160,210,15,14,15,14,13,13,59,58,57,3.3761,5,6,793,2386,40 and More
Arusha,Arusha,Olturumet,SOS HGS,S.1398,S1519,Non-Government,-3.3083858,36.6353292,27,19,43,29,27,14,20,13,14,3,0,0,131,78,5,5,5,5,21,21,35,33,33,3.0968,5,5,245,600,Less than 40
Arusha,Arusha,Sambasha,SAMBASHA,S.4774,S5214,Government,-3.2964534,36.6594823,53,73,70,132,19,59,60,77,0,0,0,0,202,341,14,9,14,9,24,24,71,61,60,3.4319,5,8,862,3660,40 and More
Arusha,Arusha,Sambasha,TIMBOLO BAPTIST,S.4427,S4685,Non-Government,-3.28786,36.67793,3,2,6,2,4,4,6,2,0,0,0,0,19,10,6,1,6,0,4,5,8,8,8,4.2432,7,6,802,640,Less than 40
Arusha,Arusha,Sokoni II,NG'IRESI,S.2808,S3728,Government,-3.33723,36.73497,63,97,33,22,57,90,47,67,0,0,0,0,200,276,17,12,17,12,16,16,65,65,65,3.464,5,6,908,1976,40 and More
Arusha,Arusha,Sokoni II,OLDADAI,S.333,S0542,Government,-3.372131,36.732993,119,100,87,107,104,128,69,95,0,0,0,0,379,430,17,29,17,29,18,18,132,124,124,3.3067,5,5,727,792,40 and More
Arusha,Arusha,Sokoni II,SOKONI II,S.4854,S5323,Government,-3.353918333,36.72336167,130,145,146,173,65,86,107,138,0,0,0,0,448,542,22,23,22,23,22,22,206,192,185,3.4498,5,6,888,2037,40 and More
Arusha,Arusha CC,Baraa,BARAA,S.1104,S1818,Government,-3.380205,36.7346133,83,78,88,98,93,103,117,142,0,0,0,0,381,421,20,22,19,22,19,20,295,294,276,3.5912,6,5,1158,810,40 and More
Arusha,Arusha CC,Baraa,SORENYI,S.3680,S4353,Government,-3.3911513,36.7349196,99,74,75,65,21,25,60,77,0,0,0,0,255,241,15,16,15,16,16,16,242,224,160,4.2097,7,7,3601,3168,40 and More
Arusha,Arusha CC,Daraja Ii,ARUSHA GIRLS ISLAMIC,S.4469,S5031,Non-Government,-3.3853325,36.6924512,0,61,0,60,0,53,0,36,0,0,0,0,0,210,12,3,12,3,14,14,45,20,20,3.6144,6,5,1222,608,40 and More
Arusha,Arusha CC,Daraja Ii,FELIX MREMA,S.4168,S3725,Government,-3.3802216,36.6888766,118,130,182,210,162,167,113,101,0,0,0,0,575,608,18,20,18,20,31,31,373,355,355,3.3035,5,5,723,735,40 and More
Arusha,Arusha CC,Elerai,ELERAI,S.2018,S2265,Government,-3.367899,36.660156,217,207,240,229,200,185,141,129,0,0,0,0,798,750,24,34,24,34,27,27,341,321,305,3.6955,6,6,1469,1462,40 and More
Arusha,Arusha CC,Elerai,KILIMANJARO MODERN BOYS,S.5302,S5947,Non-Government,-3.3622685,36.6615587,58,0,62,0,75,0,38,0,0,0,0,0,233,0,16,6,14,4,11,13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha CC,Engutoto,EL-SHAMMAH,S.4786,S5226,Non-Government,-3.4379412,36.7066741,1,6,1,4,3,4,10,7,0,0,0,0,15,21,5,2,5,2,5,5,7,7,7,3.4311,5,6,360,426,Less than 40
Arusha,Arusha CC,Engutoto,KORONA,S.4415,S5126,Government,-3.483083,36.724355,0,0,0,0,0,0,0,0,100,0,52,0,152,0,13,0,13,0,12,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha CC,Engutoto,NJIRO,S.2624,S2782,Government,-3.2546719,36.4228932,53,64,71,64,56,62,95,109,0,0,0,0,275,299,10,17,10,17,21,21,127,126,119,3.661,6,6,1361,850,40 and More
Arusha,Arusha CC,Kaloleni,KALOLENI,S.791,S1110,Government,-3.3643413,36.6883194,157,155,148,151,87,87,57,62,0,0,0,0,449,455,15,38,15,38,17,17,331,322,318,3.016,5,6,528,1042,40 and More
Arusha,Arusha CC,Kati,ARUSHA,S.35,S0302,Government,-3.37594,36.6908,279,280,259,224,179,166,142,127,84,76,75,79,1018,952,35,44,35,44,25,25,350,348,345,3.3047,5,6,725,958,40 and More
Arusha,Arusha CC,Kati,BONDENI,S.408,S0632,Non-Government,-3.3717617,36.6878483,37,28,26,20,30,24,27,31,34,23,27,11,181,137,40,4,32,4,7,9,49,21,21,2.5534,4,4,335,125,40 and More
Arusha,Arusha CC,Kimandolu,BRAINY HEROES BOYS,S.2147,S1998,Non-Government,-3.36799,36.71104,43,0,66,0,51,0,36,0,0,0,0,0,196,0,9,2,9,2,18,18,43,43,43,2.3592,3,3,246,36,40 and More
Arusha,Arusha CC,Kimandolu,KIMANDOLU,S.466,S0679,Non-Government,-3.3682617,36.7090329,9,5,2,6,18,19,16,21,0,0,0,0,45,51,7,6,7,6,7,7,32,28,23,4.0363,7,6,703,2408,Less than 40
Arusha,Arusha CC,Kimandolu,KIMASEKI,S.1841,S1840,Government,-3.371274,34.717049,212,210,210,222,143,180,174,229,0,0,0,0,739,841,24,35,24,35,27,27,378,358,355,3.3648,5,5,779,746,40 and More
Arusha,Arusha CC,Kimandolu,SUYE,S.4557,S4960,Government,-3.3853076,36.7201073,166,139,181,163,186,202,207,248,0,0,0,0,740,752,22,34,22,32,27,28,217,202,184,3.6644,6,6,1373,2337,40 and More
Arusha,Arusha CC,Lemara,LEMARA,S.1284,S1485,Government,-3.4030029,36.6989232,115,109,172,147,206,226,75,71,0,0,0,0,568,553,18,23,18,23,27,27,279,277,248,3.7921,6,6,1832,2050,40 and More
Arusha,Arusha CC,Lemara,NAURA,S.3838,S4318,Government,-3.444285,36.7063433,119,95,123,102,173,197,142,166,0,0,0,0,557,560,11,29,11,29,28,28,160,146,138,3.9023,6,7,2345,3297,40 and More
Arusha,Arusha CC,Lemara,NOTREDAME,S.3733,S3747,Non-Government,-3.42523,37,0,151,0,97,0,86,0,73,0,0,0,0,0,407,14,7,14,7,19,19,74,74,74,2.0109,3,2,130,94,40 and More
Arusha,Arusha CC,Lemara,RENEA,S.4807,S5347,Non-Government,-3.4027008,36.6999342,29,0,18,0,30,0,26,0,0,0,0,0,103,0,8,1,8,1,11,11,38,38,38,2.5014,4,4,90,78,Less than 40
Arusha,Arusha CC,Levolosi,ARUSHA MERU,S.66,n/a,Non-Government,-3.3753107,36.6839767,21,15,6,7,10,11,12,4,5,6,3,3,57,46,12,9,10,7,5,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha CC,Levolosi,MARANATHA MISSION SEMINARY,S.4888,S5406,Non-Government,-3.3609933,36.6796316,3,3,6,5,7,5,7,3,0,0,0,0,23,16,6,3,6,3,4,4,23,23,23,2.7546,4,5,151,213,Less than 40
Arusha,Arusha CC,Moivaro,MOIVARO,S.5104,S5733,Government,-3.3860074,36.7720875,64,48,28,40,61,69,48,83,0,0,0,0,201,240,5,9,5,9,32,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha CC,Moivaro,ST. JUDE GIRLS,S.5243,S5864,Non-Government,-3.3926731,36.7405958,0,100,0,117,0,117,0,76,0,0,0,0,0,410,18,13,17,13,13,14,115,115,115,1.8389,2,2,93,79,40 and More
Arusha,Arusha CC,Moshono,KALIMAJI,S.5695,S6402,Government,-3.442405,36.717144,34,20,0,0,0,0,0,0,0,0,0,0,34,20,5,2,5,2,8,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha CC,Moshono,LOSIRWAY,S.4555,S5116,Government,-3.4233566,36.7398666,8,6,35,24,40,24,14,33,0,0,0,0,97,87,5,18,5,18,8,8,98,88,81,4.0484,7,7,3011,2968,40 and More
Arusha,Arusha CC,Moshono,MOSHONO,S.1089,S1316,Government,-3.388555,36.729085,73,77,91,115,92,95,51,87,0,0,0,0,307,374,8,32,7,31,17,18,178,177,158,3.9425,6,6,2524,860,40 and More
Arusha,Arusha CC,Moshono,ST. MONICA MOSHONO GIRLS,S.4898,S5419,Non-Government,-3.4031117,36.7423967,0,86,0,96,0,90,0,84,0,0,0,0,0,356,18,4,18,4,16,16,86,86,86,1.532,2,1,33,14,40 and More
Arusha,Arusha CC,Moshono,ST. PADRI PIO GIRLS,S.5563,S6228,Non-Government,-3.4417,36.71745,0,59,0,69,0,0,0,0,0,0,0,0,0,128,8,1,8,1,14,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha CC,Muriet,ARUSHA TERRAT,S.5103,S5732,Government,-3.4555149,36.6516716,134,120,93,94,90,115,91,116,0,0,0,0,408,445,9,15,9,15,36,36,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha CC,Muriet,CHETI,S.5071,S5674,Non-Government,-3.4724237,36.6684748,10,9,15,18,10,18,14,7,0,0,0,0,49,52,5,2,5,2,14,14,12,12,12,2.2454,3,3,47,51,Less than 40
Arusha,Arusha CC,Muriet,HADY,S.4821,S5277,Non-Government,-3.414624,36.657315,1,7,4,6,7,7,9,13,0,0,0,0,21,33,6,2,6,2,7,7,29,28,28,2.5414,4,4,100,89,Less than 40
Arusha,Arusha CC,Muriet,HEAL SUN,S.5023,S5621,Non-Government,-3.4557768,36.6526572,5,4,2,4,3,5,11,4,0,0,0,0,21,17,6,1,6,1,5,5,10,10,10,3.9477,6,6,658,407,Less than 40
Arusha,Arusha CC,Muriet,KINANA,S.1105,S1314,Government,-3.414628,36.657319,68,86,57,90,69,100,50,100,0,0,0,0,244,376,18,4,18,4,28,28,164,164,139,3.9791,6,7,2697,2953,40 and More
Arusha,Arusha CC,Ngarenaro,NGARENARO,S.2623,S4090,Government,-3.3719283,36.6784451,277,274,244,290,218,213,271,289,0,0,0,0,1010,1066,18,44,18,44,33,33,391,383,310,4.0648,7,6,3082,1662,40 and More
Arusha,Arusha CC,Olasiti,ARUSHA CITY BOYS,S.4627,S4981,Non-Government,-3.4121215,36.6357283,31,0,13,0,34,0,38,0,0,0,0,0,116,0,9,3,9,3,10,10,38,38,38,2.2879,3,4,56,87,Less than 40
Arusha,Arusha CC,Olasiti,ARUSHA GIRLS,S.4801,S5260,Government,-3.3674582,36.6230567,0,0,0,0,0,0,0,0,0,105,0,109,0,214,15,5,15,5,11,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha CC,Olasiti,MRISHO GAMBO,S.5255,S5930,Government,-3.4139448,36.6387994,104,110,70,82,76,67,0,0,0,0,0,0,250,259,6,10,6,10,32,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha CC,Olasiti,OLASITI,S.4556,S5115,Government,-3.3980152,36.637294,153,196,156,187,156,195,133,178,0,0,0,0,598,756,16,20,16,20,38,38,347,346,319,3.8552,6,6,2114,2230,40 and More
Arusha,Arusha CC,Olasiti,PEACE HOUSE,S.3886,S3838,Non-Government,-3.392998279,36.62188104,8,14,28,24,33,28,54,30,10,13,20,24,153,133,14,6,14,6,14,14,84,76,76,3.0102,5,4,525,461,40 and More
Arusha,Arusha CC,Olmoti,OLMOTI,S.4929,S5518,Government,-3.384448,36.610954,115,93,112,85,73,97,75,105,0,0,0,0,375,380,10,12,10,12,34,34,148,143,121,4.0052,7,7,2816,3215,40 and More
Arusha,Arusha CC,Oloirien,OLORIENI,S.1843,S3884,Government,-3.3888562,36.7117286,117,131,124,160,128,122,165,117,0,0,0,0,534,530,11,23,11,23,31,31,236,235,182,4.0659,7,6,3091,2257,40 and More
Arusha,Arusha CC,Osunyai Jr,SOMBETINI,S.3659,S4384,Government,-3.3902252,36.6675507,222,194,231,217,160,237,213,216,0,0,0,0,826,864,16,38,16,38,31,31,293,260,239,3.9122,6,6,2394,920,40 and More
Arusha,Arusha CC,Sakina,SAKINA,S.2380,S2295,Non-Government,-3.3647873,36.6615379,0,0,0,7,0,17,0,39,0,0,0,0,0,63,6,3,6,3,7,7,15,12,12,2.9954,4,5,213,189,Less than 40
Arusha,Arusha CC,Sekei,PRIME,S.2392,S3573,Non-Government,-3.3752388,36.6982492,12,8,9,8,6,10,13,5,0,0,0,0,40,31,5,4,5,3,8,9,24,24,24,3.2914,5,5,312,309,Less than 40
Arusha,Arusha CC,Sinoni,ARUSHA BOYS ISLAMIC,S.4463,S5030,Non-Government,-3.3853324,36.6924513,20,0,20,0,59,0,37,0,0,0,0,0,136,0,13,1,13,1,10,10,43,40,38,3.5024,6,5,969,270,40 and More
Arusha,Arusha CC,Sinoni,EDMUND RICE SINON,S.405,S0629,Non-Government,-3.41549,36.68661,135,80,157,100,140,89,140,94,102,58,96,59,770,480,42,12,39,12,23,25,206,204,204,2.4802,3,3,299,218,40 and More
Arusha,Arusha CC,Sinoni,SINON,S.955,S1147,Government,-3.3927166,36.6816616,387,480,298,322,224,281,192,242,0,0,0,0,1101,1325,32,27,32,27,41,41,320,318,262,3.9846,6,6,2724,867,40 and More
Arusha,Arusha CC,Sinoni,UNGA LTD,S.5694,S6401,Government,-3.386627,36.682033,156,159,0,0,0,0,0,0,0,0,0,0,156,159,5,7,5,7,26,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Arusha,Arusha CC,Sokoni I,MURIET,S.4414,S4970,Government,-3.4037035,36.6709414,284,295,292,315,251,318,107,117,0,0,0,0,934,1045,30,47,30,47,26,26,465,456,418,3.7933,6,6,1838,1143,40 and More
Arusha,Arusha CC,Sokoni I,NAKIDO,S.4782,S5225,Non-Government,-3.3877456,36.6773513,12,13,24,24,16,21,21,18,0,0,0,0,73,76,12,4,12,4,9,9,41,41,41,2.4939,3,4,308,169,40 and More
Arusha,Arusha CC,Terrat,INTEL,S.4960,S5507,Non-Government,-3.4477254,36.674927,16,14,3,9,6,5,22,10,0,0,0,0,47,38,5,4,5,4,9,9,46,45,45,2.4669,3,5,288,688,40 and More
Arusha,Arusha CC,Terrat,MKONOO,S.4783,S5259,Government,-3.4739583,36.7050349,54,75,69,90,58,68,50,54,0,0,0,0,231,287,9,8,9,8,30,30,96,96,83,4.0787,7,7,3143,3192,40 and More
Arusha,Arusha CC,Terrat,NYAHIRI,S.5014,S5609,Non-Government,-3.4739583,36.7050349,5,0,4,2,2,3,8,9,0,0,0,0,19,14,5,0,4,0,7,8,13,13,13,2.2444,3,4,46,166,Less than 40
Arusha,Arusha CC,Themi,ARUSHA DAY,S.422,S0781,Government,-3.377885,36.6940383,168,122,147,118,106,81,80,87,0,0,0,0,501,408,14,30,14,30,21,21,225,225,224,2.8061,4,5,431,575,40 and More
Arusha,Arusha CC,Themi,RENEA GIRLS',S.4229,S4281,Non-Government,-3.4088559,36.6978016,0,50,0,29,0,47,0,31,0,0,0,0,0,157,7,2,7,2,17,17,38,37,37,2.6997,4,4,137,152,Less than 40
Arusha,Arusha CC,Themi,THEMI,S.2622,S2780,Government,-3.3813959,36.6935593,183,153,158,194,195,207,199,243,0,0,0,0,735,797,18,31,18,31,31,31,322,319,292,3.7817,6,6,1793,1296,40 and More
Manyara,Babati,Arri,ARRI TSAAYO,S.2484,S2918,Government,-4.2403451,35.5880716,67,113,39,78,35,70,43,56,0,0,0,0,184,317,12,9,12,9,24,24,66,66,66,3.6226,6,6,1245,1584,40 and More
Manyara,Babati,Arri,DOHOM,S.2197,S3778,Government,-4.1654598,35.5850632,32,42,28,37,23,33,16,31,0,0,0,0,99,143,12,3,12,3,16,16,46,43,43,3.1194,5,5,576,267,40 and More
Manyara,Babati,Ayalagaya,AYALAGAYA,S.2184,S1985,Government,-4.2194157,35.5497177,121,131,70,104,66,103,65,85,0,0,0,0,322,423,23,16,23,16,19,19,98,95,95,2.3576,3,4,244,445,40 and More
