geo_id,year,water,internet,electricity,library,cafeteria
NIG-000310,2014,False,,False,,
NIG-000311,2014,False,,False,,
NIG-000312,2014,False,,False,,
NIG-000313,2014,False,,False,,
NIG-000314,2014,False,,False,,
NIG-000315,2014,False,,False,,
NIG-000316,2014,False,,False,,
NIG-000317,2014,False,,True,,
NIG-000318,2014,False,,True,,
NIG-000319,2014,False,,True,,
NIG-000320,2014,True,,True,,
NIG-000321,2014,True,,True,,
NIG-000322,2014,True,,True,,
NIG-000323,2014,False,,True,,
NIG-000324,2014,False,,False,,
NIG-000325,2014,False,,False,,
NIG-000326,2014,False,,False,,
NIG-000327,2014,False,,False,,
NIG-000328,2014,True,,False,,
NIG-000329,2014,True,,False,,
NIG-000330,2014,False,,False,,
NIG-000331,2014,False,,False,,
NIG-000332,2014,False,,False,,
NIG-000333,2014,False,,False,,
NIG-000334,2014,True,,False,,
NIG-000335,2014,False,,False,,
NIG-000336,2014,False,,False,,
NIG-000337,2014,False,,False,,
NIG-000338,2014,False,,False,,
NIG-000339,2014,True,,False,,
NIG-000340,2014,False,,False,,
NIG-000341,2014,False,,False,,
NIG-000342,2014,True,,True,,
NIG-000343,2014,False,,False,,
NIG-000344,2014,True,,True,,
NIG-000345,2014,True,,True,,
NIG-000346,2014,True,,True,,
NIG-000347,2014,False,,False,,
NIG-000348,2014,False,,False,,
NIG-000349,2014,False,,False,,
NIG-000350,2014,False,,True,,
NIG-000351,2014,False,,True,,
NIG-000352,2014,True,,True,,
NIG-000353,2014,False,,True,,
NIG-000354,2014,False,,True,,
NIG-000355,2014,True,,False,,
NIG-000356,2014,False,,False,,
NIG-000357,2014,True,,False,,
NIG-000358,2014,True,,False,,
NIG-000359,2014,True,,False,,
NIG-000360,2014,True,,True,,
NIG-000361,2014,False,,False,,
NIG-000362,2014,True,,False,,
NIG-000363,2014,False,,False,,
NIG-000364,2014,True,,False,,
NIG-000365,2014,True,,True,,
NIG-000366,2014,True,,False,,
NIG-000367,2014,True,,False,,
NIG-000368,2014,True,,False,,
NIG-000369,2014,True,,False,,
NIG-000370,2014,False,,False,,
NIG-000371,2014,False,,False,,
NIG-000372,2014,True,,False,,
NIG-000373,2014,False,,False,,
NIG-000374,2014,False,,False,,
NIG-000375,2014,True,,False,,
NIG-000376,2014,True,,False,,
NIG-000377,2014,True,,False,,
NIG-000378,2014,False,,False,,
NIG-000379,2014,True,,False,,
NIG-000380,2014,True,,True,,
NIG-000381,2014,False,,False,,
NIG-000382,2014,True,,True,,
NIG-000383,2014,True,,True,,
NIG-000384,2014,True,,False,,
NIG-000385,2014,True,,True,,
NIG-000386,2014,True,,False,,
NIG-000387,2014,True,,True,,
NIG-000388,2014,True,,False,,
NIG-000389,2014,True,,False,,
NIG-000390,2014,False,,False,,
NIG-000391,2014,True,,True,,
NIG-000392,2014,True,,True,,
NIG-000393,2014,True,,True,,
NIG-000394,2014,False,,True,,
NIG-000395,2014,True,,False,,
NIG-000396,2014,False,,False,,
NIG-000397,2014,True,,False,,
NIG-000398,2014,False,,False,,
NIG-000399,2014,False,,False,,
NIG-000400,2014,True,,False,,
NIG-000401,2014,False,,False,,
NIG-000402,2014,False,,False,,
NIG-000403,2014,False,,False,,
NIG-000404,2014,False,,False,,
NIG-000405,2014,False,,False,,
NIG-000406,2014,True,,False,,
NIG-000407,2014,True,,True,,
NIG-000408,2014,True,,True,,
NIG-000409,2014,True,,True,,
NIG-000410,2014,True,,False,,
NIG-000411,2014,False,,False,,
NIG-000412,2014,True,,False,,
NIG-000413,2014,True,,False,,
NIG-000414,2014,True,,True,,
NIG-000415,2014,True,,True,,
NIG-000416,2014,True,,False,,
NIG-000417,2014,True,,True,,
NIG-000418,2014,True,,True,,
NIG-000419,2014,True,,True,,
NIG-000420,2014,True,,False,,
NIG-000421,2014,False,,True,,
NIG-000422,2014,False,,True,,
NIG-000423,2014,False,,False,,
NIG-000424,2014,True,,True,,
NIG-000425,2014,False,,False,,
NIG-000426,2014,True,,False,,
NIG-000427,2014,False,,False,,
NIG-000428,2014,True,,False,,
NIG-000429,2014,False,,False,,
NIG-000430,2014,False,,False,,
NIG-000431,2014,False,,True,,
NIG-000432,2014,True,,False,,
NIG-000433,2014,False,,True,,
NIG-000434,2014,True,,True,,
NIG-000435,2014,False,,False,,
NIG-000436,2014,False,,False,,
NIG-000437,2014,False,,False,,
NIG-000438,2014,False,,False,,
NIG-000439,2014,False,,False,,
NIG-000440,2014,False,,False,,
NIG-000441,2014,False,,False,,
NIG-000442,2014,False,,False,,
NIG-000443,2014,False,,False,,
NIG-000444,2014,False,,False,,
NIG-000445,2014,False,,False,,
NIG-000446,2014,False,,False,,
NIG-000447,2014,False,,False,,
