geo_id,year,water,internet,electricity,library,cafeteria
PHL-000070,2017,1,0,1,,
PHL-000071,2015,1,0,1,,
PHL-000071,2016,1,0,1,,
PHL-000071,2017,1,0,1,,
PHL-000072,2015,1,0,1,,
PHL-000072,2016,1,0,1,,
PHL-000072,2017,1,0,1,,
PHL-000073,2015,1,0,1,,
PHL-000073,2016,0,0,1,,
PHL-000073,2017,0,0,1,,
PHL-000074,2015,1,1,1,,
PHL-000074,2016,1,1,1,,
PHL-000074,2017,1,1,1,,
PHL-000075,2015,1,0,1,,
PHL-000075,2016,1,0,1,,
PHL-000075,2017,1,1,1,,
PHL-000076,2015,1,0,1,,
PHL-000076,2016,1,0,1,,
PHL-000076,2017,1,1,1,,
PHL-000077,2015,1,0,1,,
PHL-000077,2016,1,0,1,,
PHL-000077,2017,1,0,1,,
PHL-000078,2015,1,0,1,,
PHL-000078,2016,1,0,1,,
PHL-000078,2017,0,0,1,,
PHL-000079,2015,1,0,1,,
PHL-000079,2016,1,0,1,,
PHL-000079,2017,1,0,1,,
PHL-000080,2015,1,0,1,,
PHL-000080,2016,1,0,1,,
PHL-000080,2017,1,0,1,,
PHL-000081,2015,1,0,1,,
PHL-000081,2016,1,0,1,,
PHL-000081,2017,1,0,1,,
PHL-000082,2015,1,0,1,,
PHL-000082,2016,1,0,1,,
PHL-000082,2017,1,0,1,,
PHL-000083,2015,1,0,1,,
PHL-000083,2016,1,0,1,,
PHL-000083,2017,1,1,1,,
PHL-000084,2015,1,0,1,,
PHL-000084,2016,1,0,1,,
PHL-000084,2017,1,0,1,,
PHL-000085,2015,1,1,1,,
PHL-000085,2016,1,1,1,,
PHL-000085,2017,1,1,1,,
PHL-000086,2015,1,0,1,,
PHL-000086,2016,1,0,1,,
PHL-000086,2017,1,0,1,,
PHL-000087,2015,1,1,1,,
PHL-000087,2016,1,1,1,,
PHL-000088,2015,1,0,1,,
PHL-000088,2016,1,0,1,,
PHL-000088,2017,1,1,1,,
PHL-000089,2015,1,0,1,,
PHL-000089,2016,1,0,1,,
PHL-000089,2017,1,0,1,,
PHL-000090,2015,1,1,1,,
PHL-000090,2016,1,1,1,,
PHL-000090,2017,1,1,1,,
PHL-000091,2015,1,1,1,,
PHL-000091,2016,1,1,1,,
PHL-000091,2017,1,1,1,,
PHL-000092,2015,1,0,1,,
PHL-000092,2016,1,0,1,,
PHL-000092,2017,1,1,1,,
PHL-000093,2015,1,1,1,,
PHL-000093,2016,0,1,1,,
PHL-000093,2017,1,1,1,,
PHL-000094,2015,1,0,1,,
PHL-000094,2016,1,0,1,,
PHL-000094,2017,1,0,1,,
PHL-000095,2015,1,0,1,,
PHL-000095,2016,1,0,1,,
PHL-000095,2017,1,1,1,,
PHL-000096,2015,1,0,1,,
PHL-000096,2016,1,0,1,,
PHL-000096,2017,1,1,1,,
PHL-000097,2015,1,0,1,,
PHL-000097,2016,1,0,1,,
PHL-000097,2017,1,1,1,,
PHL-000098,2015,1,0,1,,
PHL-000098,2016,1,0,1,,
PHL-000098,2017,1,0,1,,
PHL-000099,2015,1,1,1,,
PHL-000099,2016,1,1,1,,
PHL-000099,2017,1,1,1,,
PHL-000100,2015,1,1,1,,
PHL-000100,2016,1,1,1,,
PHL-000100,2017,1,1,1,,
PHL-000101,2015,1,1,1,,
PHL-000101,2016,1,1,1,,
PHL-000101,2017,1,1,1,,
PHL-000102,2015,1,0,1,,
PHL-000102,2016,1,0,1,,
PHL-000102,2017,1,1,1,,
PHL-000103,2015,1,0,1,,
PHL-000103,2016,1,0,1,,
PHL-000103,2017,1,0,1,,
PHL-000104,2015,1,0,1,,
PHL-000104,2016,1,0,1,,
PHL-000104,2017,1,1,1,,
PHL-000105,2015,1,1,1,,
PHL-000105,2016,1,1,1,,
PHL-000105,2017,1,1,1,,
PHL-000106,2015,1,0,1,,
PHL-000106,2016,0,0,1,,
PHL-000106,2017,1,0,1,,
PHL-000107,2015,1,1,1,,
PHL-000107,2016,1,1,1,,
PHL-000107,2017,1,1,1,,
PHL-000108,2015,1,1,1,,
PHL-000108,2016,1,1,1,,
PHL-000108,2017,1,1,1,,
PHL-000109,2015,1,0,1,,
PHL-000109,2016,1,0,1,,
PHL-000109,2017,1,0,1,,
PHL-000110,2015,1,0,1,,
PHL-000110,2016,1,0,1,,
PHL-000110,2017,1,0,1,,
PHL-000111,2015,1,0,1,,
PHL-000111,2016,1,0,1,,
PHL-000111,2017,1,1,1,,
PHL-000112,2015,1,0,1,,
PHL-000112,2016,1,0,1,,
PHL-000112,2017,1,0,1,,
PHL-000113,2015,1,0,1,,
PHL-000113,2016,1,0,1,,
PHL-000113,2017,1,0,1,,
PHL-000114,2015,1,1,1,,
PHL-000114,2016,0,1,1,,
PHL-000114,2017,1,1,1,,
PHL-000115,2015,1,1,1,,
PHL-000115,2016,1,1,1,,
PHL-000115,2017,1,0,1,,
PHL-000116,2015,1,1,1,,
PHL-000116,2016,1,1,1,,
PHL-000116,2017,1,1,1,,
PHL-000117,2015,1,0,1,,
PHL-000117,2016,1,0,1,,
PHL-000117,2017,1,1,1,,
PHL-000118,2015,1,0,1,,
PHL-000118,2016,1,0,1,,
PHL-000118,2017,1,1,1,,
PHL-000119,2015,1,1,1,,
PHL-000119,2016,1,1,1,,
PHL-000119,2017,1,0,1,,
PHL-000120,2015,1,0,1,,
PHL-000120,2016,1,0,1,,
PHL-000120,2017,1,0,1,,
PHL-000121,2015,1,1,1,,
PHL-000121,2016,1,1,1,,
PHL-000121,2017,1,1,1,,
PHL-000122,2015,1,0,1,,
PHL-000122,2016,1,0,1,,
PHL-000122,2017,1,0,1,,
PHL-000123,2015,1,1,1,,
PHL-000123,2016,1,1,1,,
PHL-000123,2017,1,1,1,,
PHL-000124,2015,1,0,1,,
PHL-000124,2016,1,0,1,,
PHL-000124,2017,1,1,1,,
PHL-000125,2015,1,0,1,,
PHL-000125,2016,1,0,1,,
PHL-000125,2017,1,0,1,,
PHL-000126,2015,1,0,0,,
PHL-000126,2016,1,0,1,,
PHL-000126,2017,1,1,1,,
PHL-000127,2015,1,0,1,,
PHL-000127,2016,1,0,1,,
PHL-000127,2017,1,0,1,,
PHL-000128,2015,1,0,1,,
PHL-000128,2016,1,0,1,,
PHL-000128,2017,1,0,1,,
PHL-000129,2015,1,0,1,,
PHL-000129,2016,1,0,1,,
PHL-000129,2017,1,0,1,,
PHL-000130,2015,1,0,1,,
PHL-000130,2016,1,0,1,,
PHL-000130,2017,1,1,1,,
PHL-000131,2015,1,1,1,,
PHL-000131,2016,1,1,1,,
PHL-000131,2017,1,1,1,,
PHL-000132,2015,1,0,1,,
PHL-000132,2016,1,0,1,,
PHL-000132,2017,1,0,1,,
PHL-000133,2015,1,0,1,,
PHL-000133,2016,0,0,1,,
PHL-000133,2017,1,0,1,,
PHL-000134,2015,1,1,1,,
PHL-000134,2016,1,1,1,,
PHL-000134,2017,1,1,1,,
PHL-000135,2015,1,0,1,,
PHL-000135,2016,1,0,1,,
PHL-000135,2017,1,1,1,,
PHL-000136,2015,1,1,1,,
PHL-000136,2016,1,1,1,,
PHL-000136,2017,1,1,1,,
PHL-000137,2015,1,0,1,,
PHL-000137,2016,1,0,1,,
PHL-000137,2017,1,1,1,,
PHL-000138,2015,1,1,1,,
PHL-000138,2016,1,1,1,,
PHL-000138,2017,1,1,1,,
PHL-000139,2015,1,1,1,,
PHL-000139,2016,1,1,1,,
PHL-000139,2017,1,1,1,,
PHL-000140,2015,1,1,1,,
PHL-000140,2016,1,1,1,,
PHL-000140,2017,0,0,1,,
PHL-000141,2015,1,1,1,,
PHL-000141,2016,1,1,1,,
PHL-000141,2017,1,1,1,,
PHL-000142,2015,1,1,1,,
PHL-000142,2016,1,1,1,,
PHL-000142,2017,1,1,1,,
PHL-000143,2015,1,0,1,,
PHL-000143,2016,1,0,1,,
PHL-000143,2017,1,1,1,,
PHL-000144,2015,1,0,1,,
PHL-000144,2016,1,0,1,,
PHL-000144,2017,1,1,1,,
PHL-000145,2015,1,0,1,,
PHL-000145,2016,1,0,1,,
PHL-000145,2017,1,1,1,,
PHL-000146,2015,1,0,1,,
PHL-000146,2016,1,0,1,,
PHL-000146,2017,1,1,1,,
PHL-000147,2015,1,0,1,,
PHL-000147,2016,1,0,1,,
PHL-000147,2017,1,1,1,,
PHL-000148,2015,1,0,1,,
PHL-000148,2016,1,0,1,,
PHL-000148,2017,1,1,1,,
PHL-000149,2015,1,0,1,,
PHL-000149,2016,1,0,1,,
PHL-000149,2017,0,1,1,,
PHL-000150,2015,1,0,1,,
PHL-000150,2016,1,0,1,,
PHL-000150,2017,1,0,1,,
PHL-000151,2015,1,0,1,,
PHL-000151,2016,1,0,1,,
PHL-000151,2017,1,0,1,,
PHL-000152,2015,1,0,1,,
PHL-000152,2016,1,0,1,,
PHL-000152,2017,1,1,1,,
PHL-000153,2015,1,1,1,,
PHL-000153,2016,1,1,1,,
PHL-000153,2017,1,1,1,,
PHL-000154,2015,1,0,1,,
PHL-000154,2016,1,0,1,,
PHL-000154,2017,1,1,1,,
PHL-000155,2015,1,1,1,,
PHL-000155,2016,1,1,1,,
PHL-000155,2017,1,1,1,,
PHL-000156,2015,1,0,1,,
PHL-000156,2016,1,0,1,,
PHL-000156,2017,1,0,1,,
PHL-000157,2015,1,0,1,,
PHL-000157,2016,1,0,1,,
PHL-000157,2017,1,1,1,,
PHL-000158,2015,1,0,1,,
PHL-000158,2016,1,0,1,,
PHL-000158,2017,1,0,1,,
PHL-000159,2015,1,0,1,,
PHL-000159,2016,1,0,1,,
PHL-000159,2017,1,0,1,,
PHL-000160,2015,1,0,1,,
PHL-000160,2016,1,0,0,,
PHL-000160,2017,1,0,0,,
PHL-000161,2015,1,0,1,,
PHL-000161,2016,1,0,1,,
PHL-000161,2017,1,1,1,,
PHL-000162,2015,1,0,1,,
PHL-000162,2016,1,0,1,,
PHL-000162,2017,1,0,1,,
PHL-000163,2015,1,0,1,,
PHL-000163,2016,0,0,1,,
PHL-000163,2017,1,0,1,,
PHL-000164,2015,1,1,1,,
PHL-000164,2016,1,1,1,,
PHL-000164,2017,1,1,1,,
PHL-000165,2015,1,1,1,,
PHL-000165,2016,1,1,1,,
PHL-000165,2017,1,1,1,,
PHL-000166,2015,1,1,1,,
PHL-000166,2016,1,1,1,,
PHL-000166,2017,1,0,1,,
PHL-000167,2015,1,1,1,,
PHL-000167,2016,1,1,1,,
PHL-000167,2017,1,1,1,,
PHL-000168,2015,1,1,1,,
PHL-000168,2016,0,1,1,,
PHL-000169,2015,1,1,1,,
PHL-000169,2016,1,1,1,,
PHL-000169,2017,1,1,1,,
PHL-000170,2015,1,0,1,,
PHL-000170,2016,1,0,1,,
PHL-000170,2017,1,1,1,,
PHL-000171,2015,1,0,1,,
PHL-000171,2016,1,0,1,,
PHL-000171,2017,1,0,1,,
PHL-000172,2015,1,0,1,,
PHL-000172,2016,1,0,1,,
PHL-000172,2017,1,1,1,,
PHL-000173,2015,1,1,1,,
PHL-000173,2016,1,1,1,,
PHL-000173,2017,1,1,1,,
PHL-000174,2015,1,1,1,,
PHL-000174,2016,1,1,1,,
PHL-000174,2017,1,1,1,,
PHL-000175,2015,1,0,1,,
PHL-000175,2016,1,0,1,,
PHL-000175,2017,1,1,1,,
PHL-000176,2015,1,0,1,,
PHL-000176,2016,1,0,1,,
PHL-000176,2017,1,1,1,,
PHL-000177,2015,1,0,1,,
PHL-000177,2016,1,0,1,,
PHL-000177,2017,1,0,1,,
PHL-000178,2015,1,1,1,,
PHL-000178,2016,0,1,1,,
PHL-000178,2017,1,1,1,,
PHL-000179,2015,1,1,1,,
PHL-000179,2016,1,1,1,,
PHL-000179,2017,1,0,1,,
PHL-000180,2015,1,0,1,,
PHL-000180,2016,1,0,1,,
PHL-000180,2017,1,1,1,,
PHL-000181,2015,1,0,1,,
PHL-000181,2016,1,0,1,,
PHL-000181,2017,1,0,1,,
PHL-000182,2015,1,0,1,,
PHL-000182,2016,1,0,1,,
PHL-000182,2017,1,0,1,,
PHL-000183,2015,1,0,1,,
PHL-000183,2016,1,0,1,,
PHL-000183,2017,1,0,1,,
PHL-000184,2015,1,1,1,,
PHL-000184,2016,1,1,1,,
PHL-000184,2017,1,1,1,,
PHL-000185,2015,1,0,1,,
PHL-000185,2016,1,0,1,,
PHL-000185,2017,1,1,1,,
PHL-000186,2015,1,1,1,,
PHL-000186,2016,1,1,1,,
PHL-000186,2017,1,1,1,,
PHL-000187,2015,1,1,1,,
PHL-000187,2016,1,1,1,,
PHL-000187,2017,1,1,1,,
PHL-000188,2015,1,0,1,,
PHL-000188,2016,1,0,1,,
PHL-000188,2017,1,0,1,,
PHL-000189,2015,1,1,1,,
PHL-000189,2016,1,1,1,,
PHL-000189,2017,1,1,1,,
PHL-000190,2015,1,1,1,,
PHL-000190,2016,1,1,1,,
PHL-000190,2017,1,1,1,,
PHL-000191,2015,1,1,1,,
PHL-000191,2016,1,1,1,,
PHL-000191,2017,1,1,1,,
PHL-000192,2015,1,0,1,,
PHL-000192,2016,1,0,1,,
PHL-000192,2017,1,1,1,,
PHL-000193,2015,1,0,1,,
PHL-000193,2016,1,0,1,,
PHL-000193,2017,1,0,1,,
PHL-000194,2015,1,1,1,,
PHL-000194,2016,1,1,1,,
PHL-000194,2017,1,1,1,,
PHL-000195,2015,1,0,1,,
PHL-000195,2016,1,0,1,,
PHL-000195,2017,1,0,1,,
PHL-000196,2015,1,0,1,,
PHL-000196,2016,1,0,1,,
PHL-000196,2017,1,0,1,,
PHL-000197,2015,1,0,1,,
PHL-000197,2016,0,0,1,,
PHL-000197,2017,1,1,1,,
PHL-000198,2015,1,0,1,,
PHL-000198,2016,1,0,1,,
PHL-000198,2017,1,1,1,,
PHL-000199,2015,1,0,1,,
PHL-000199,2016,1,0,1,,
PHL-000199,2017,1,0,1,,
PHL-000200,2015,1,1,1,,
PHL-000200,2016,1,1,1,,
PHL-000200,2017,1,1,1,,
PHL-000201,2015,1,1,1,,
PHL-000201,2016,0,1,1,,
PHL-000201,2017,1,1,1,,
PHL-000202,2015,1,0,1,,
PHL-000202,2016,1,0,1,,
PHL-000202,2017,1,1,1,,
PHL-000203,2015,1,1,1,,
PHL-000203,2016,1,1,1,,
PHL-000203,2017,1,1,1,,
PHL-000204,2015,1,0,1,,
PHL-000204,2016,1,0,1,,
PHL-000204,2017,0,1,1,,
PHL-000205,2015,1,1,1,,
PHL-000205,2016,1,1,1,,
PHL-000205,2017,1,1,1,,
PHL-000206,2015,1,1,1,,
PHL-000206,2016,1,1,1,,
PHL-000206,2017,0,0,1,,
PHL-000207,2015,1,0,1,,
PHL-000207,2016,1,0,1,,
PHL-000207,2017,1,0,1,,
PHL-000208,2015,1,1,1,,
PHL-000208,2016,1,1,1,,
PHL-000208,2017,1,1,1,,
PHL-000209,2015,1,0,1,,
PHL-000209,2016,1,0,1,,
PHL-000209,2017,1,0,1,,
PHL-000210,2015,1,0,1,,
PHL-000210,2016,1,0,1,,
PHL-000210,2017,1,0,1,,
PHL-000211,2015,1,0,1,,
PHL-000211,2016,1,0,1,,
PHL-000211,2017,0,0,1,,
PHL-000212,2015,1,0,1,,
PHL-000212,2016,0,0,1,,
PHL-000212,2017,1,1,1,,
PHL-000213,2015,1,1,1,,
PHL-000213,2016,1,1,1,,
PHL-000213,2017,1,1,1,,
PHL-000214,2015,1,0,1,,
PHL-000214,2016,0,0,1,,
PHL-000214,2017,1,0,1,,
PHL-000215,2015,1,1,1,,
PHL-000215,2016,1,1,1,,
PHL-000215,2017,1,1,1,,
PHL-000216,2015,1,0,1,,
PHL-000216,2016,1,0,1,,
PHL-000216,2017,1,0,0,,
PHL-000217,2015,1,1,1,,
PHL-000217,2016,1,1,1,,
PHL-000217,2017,1,0,1,,
PHL-000218,2015,1,0,1,,
PHL-000218,2016,1,0,1,,
PHL-000218,2017,1,0,1,,
PHL-000219,2015,1,1,1,,
PHL-000219,2016,1,1,1,,
PHL-000219,2017,1,1,1,,
PHL-000220,2015,1,1,1,,
PHL-000220,2016,1,1,1,,
PHL-000220,2017,1,1,1,,
PHL-000221,2015,1,0,1,,
PHL-000221,2016,1,0,1,,
PHL-000221,2017,1,1,1,,
PHL-000222,2015,1,0,1,,
PHL-000222,2016,1,0,1,,
PHL-000222,2017,1,1,1,,
PHL-000223,2015,1,0,1,,
PHL-000223,2016,1,0,1,,
PHL-000223,2017,1,0,1,,
PHL-000224,2015,1,1,1,,
PHL-000224,2016,0,1,1,,
PHL-000224,2017,1,0,1,,
PHL-000225,2015,1,0,1,,
PHL-000225,2016,1,0,1,,
PHL-000225,2017,1,0,1,,
PHL-000226,2015,1,1,1,,
PHL-000226,2016,1,1,1,,
PHL-000226,2017,1,1,1,,
PHL-000227,2015,1,0,1,,
PHL-000227,2016,1,0,1,,
PHL-000227,2017,1,1,1,,
PHL-000228,2015,1,1,1,,
PHL-000228,2016,1,1,1,,
PHL-000228,2017,1,1,1,,
PHL-000229,2015,1,0,1,,
PHL-000229,2016,1,0,1,,
PHL-000229,2017,1,0,1,,
PHL-000230,2015,1,0,1,,
PHL-000230,2016,1,0,1,,
PHL-000230,2017,1,1,1,,
PHL-000231,2015,1,0,1,,
PHL-000231,2016,1,0,1,,
PHL-000231,2017,1,0,1,,
PHL-000232,2015,1,0,1,,
PHL-000232,2016,0,0,1,,
PHL-000232,2017,1,1,1,,
PHL-000233,2015,1,0,1,,
PHL-000233,2016,1,0,1,,
PHL-000233,2017,1,0,1,,
PHL-000234,2015,1,0,1,,
PHL-000234,2016,1,0,1,,
PHL-000234,2017,1,0,1,,
PHL-000235,2015,1,1,1,,
PHL-000235,2016,1,1,1,,
PHL-000235,2017,1,1,1,,
PHL-000236,2015,1,0,1,,
PHL-000236,2016,1,0,1,,
PHL-000236,2017,1,1,1,,
PHL-000237,2015,1,0,1,,
PHL-000237,2016,1,0,1,,
PHL-000237,2017,1,1,1,,
PHL-000238,2015,1,1,1,,
PHL-000238,2016,1,1,1,,
PHL-000238,2017,1,1,1,,
PHL-000239,2015,1,1,1,,
PHL-000239,2016,1,1,1,,
PHL-000239,2017,1,1,1,,
PHL-000240,2015,1,1,1,,
PHL-000240,2016,1,1,1,,
PHL-000240,2017,1,1,1,,
PHL-000241,2015,1,0,1,,
PHL-000241,2016,1,0,1,,
PHL-000241,2017,1,1,1,,
PHL-000242,2015,1,1,1,,
PHL-000242,2016,1,1,1,,
PHL-000242,2017,1,1,1,,
PHL-000243,2015,1,0,1,,
PHL-000243,2016,1,0,1,,
PHL-000243,2017,1,0,1,,
PHL-000244,2015,1,1,1,,
PHL-000244,2016,0,1,1,,
PHL-000244,2017,1,0,1,,
PHL-000245,2015,1,1,1,,
PHL-000245,2016,1,1,1,,
PHL-000245,2017,1,1,1,,
PHL-000246,2015,1,0,1,,
PHL-000246,2016,1,0,1,,
PHL-000246,2017,1,1,1,,
PHL-000247,2015,1,0,1,,
PHL-000247,2016,1,0,1,,
PHL-000247,2017,1,1,1,,
PHL-000248,2015,1,1,1,,
PHL-000248,2016,1,1,1,,
PHL-000248,2017,1,1,1,,
PHL-000249,2015,1,0,1,,
PHL-000249,2016,1,0,1,,
PHL-000249,2017,1,1,1,,
PHL-000250,2015,1,0,1,,
PHL-000250,2016,1,0,1,,
PHL-000250,2017,0,0,1,,
PHL-000251,2015,1,1,1,,
PHL-000251,2016,1,1,1,,
PHL-000251,2017,1,0,1,,
PHL-000252,2015,1,0,1,,
PHL-000252,2016,1,0,1,,
PHL-000252,2017,1,1,1,,
PHL-000253,2015,1,0,1,,
PHL-000253,2016,1,0,1,,
PHL-000253,2017,0,0,1,,
PHL-000254,2015,1,0,1,,
PHL-000254,2016,1,0,1,,
PHL-000254,2017,1,0,1,,
PHL-000255,2015,1,0,1,,
PHL-000255,2016,1,0,1,,
PHL-000255,2017,1,0,1,,
PHL-000256,2015,1,0,1,,
PHL-000256,2016,1,0,1,,
PHL-000256,2017,1,0,1,,
PHL-000257,2015,1,0,1,,
PHL-000257,2016,1,0,1,,
PHL-000258,2015,1,1,1,,
PHL-000258,2016,0,1,1,,
PHL-000258,2017,1,1,1,,
PHL-000259,2015,1,0,1,,
PHL-000259,2016,0,0,1,,
