geo_id,year,deped_id,water,internet,electricity,computers,disability_infrastructure,sanitation_facilities,ss_sanitation_facilities,handwashing_facilities
KHM-000198,2014,1050305064.0,0,,,,,,,
KHM-000199,2014,1050503021.0,1,,,,,,,
KHM-000200,2014,1050505022.0,0,,,,,,,
KHM-000201,2014,1050507020.0,1,,,,,,,
KHM-000202,2014,1050508019.0,1,,,,,,,
KHM-000203,2014,1050603024.0,0,,,,,,,
KHM-000204,2014,1050604068.0,0,,,,,,,
KHM-000205,2014,1050605023.0,1,,,,,,,
KHM-000206,2014,1050606069.0,0,,,,,,,
KHM-000207,2014,1050704026.0,1,,,,,,,
KHM-000208,2014,1050706025.0,0,,,,,,,
KHM-000209,2014,1050901040.0,1,,,,,,,
KHM-000210,2014,1050902041.0,0,,,,,,,
KHM-000211,2014,1050903042.0,1,,,,,,,
KHM-000212,2014,1050904043.0,1,,,,,,,
KHM-000213,2014,1050905044.0,1,,,,,,,
KHM-000214,2014,1050906017.0,0,,,,,,,
KHM-000215,2014,1050907018.0,1,,,,,,,
KHM-000216,2014,1050908013.0,0,,,,,,,
KHM-000217,2014,1050909009.0,1,,,,,,,
KHM-000218,2014,1060201007.0,1,,,,,,,
KHM-000219,2014,1060201013.0,0,,,,,,,
KHM-000220,2014,1060202008.0,1,,,,,,,
KHM-000221,2014,1060203010.0,0,,,,,,,
KHM-000222,2014,1060204011.0,0,,,,,,,
KHM-000223,2014,1060206009.0,0,,,,,,,
KHM-000224,2014,1060207036.0,1,,,,,,,
KHM-000225,2014,1060301015.0,1,,,,,,,
KHM-000226,2014,1060305014.0,0,,,,,,,
KHM-000227,2014,1060401017.0,1,,,,,,,
KHM-000228,2014,1060403018.0,0,,,,,,,
KHM-000229,2014,1060405016.0,1,,,,,,,
KHM-000230,2014,1060501023.0,0,,,,,,,
KHM-000231,2014,1060502019.0,0,,,,,,,
KHM-000232,2014,1060503022.0,0,,,,,,,
KHM-000233,2014,1060504021.0,1,,,,,,,
KHM-000234,2014,1060505020.0,0,,,,,,,
KHM-000235,2014,1060601025.0,0,,,,,,,
KHM-000236,2014,1060602024.0,0,,,,,,,
KHM-000237,2014,1060603026.0,1,,,,,,,
KHM-000238,2014,1060607027.0,0,,,,,,,
KHM-000239,2014,1060703029.0,1,,,,,,,
KHM-000240,2014,1060703035.0,0,,,,,,,
KHM-000241,2014,1060706030.0,0,,,,,,,
KHM-000242,2014,1060707028.0,1,,,,,,,
KHM-000243,2014,1060801032.0,1,,,,,,,
KHM-000244,2014,1060803034.0,1,,,,,,,
KHM-000245,2014,1060804031.0,1,,,,,,,
KHM-000246,2014,1060805033.0,0,,,,,,,
KHM-000247,2014,1070101017.0,0,,,,,,,
KHM-000248,2014,1070105016.0,0,,,,,,,
KHM-000249,2014,1070108018.0,1,,,,,,,
KHM-000250,2014,1070109042.0,1,,,,,,,
KHM-000251,2014,1070201001.0,1,,,,,,,
KHM-000252,2014,1070202003.0,0,,,,,,,
KHM-000253,2014,1070203029.0,0,,,,,,,
KHM-000254,2014,1070205046.0,0,,,,,,,
KHM-000255,2014,1070206041.0,1,,,,,,,
KHM-000256,2014,1070207026.0,1,,,,,,,
KHM-000257,2014,1070212027.0,1,,,,,,,
KHM-000258,2014,1070213004.0,0,,,,,,,
KHM-000259,2014,1070214005.0,1,,,,,,,
KHM-000260,2014,1070215028.0,0,,,,,,,
KHM-000261,2014,1070217034.0,1,,,,,,,
KHM-000262,2014,1070218035.0,0,,,,,,,
KHM-000263,2014,1070219038.0,0,,,,,,,
KHM-000264,2014,1070303011.0,0,,,,,,,
KHM-000265,2014,1070307007.0,1,,,,,,,
KHM-000266,2014,1070308008.0,0,,,,,,,
KHM-000267,2014,1070311009.0,0,,,,,,,
KHM-000268,2014,1070313006.0,1,,,,,,,
KHM-000269,2014,1070315010.0,1,,,,,,,
KHM-000270,2014,1070318040.0,0,,,,,,,
KHM-000271,2014,1070403013.0,1,,,,,,,
KHM-000272,2014,1070404014.0,0,,,,,,,
KHM-000273,2014,1070407015.0,0,,,,,,,
KHM-000274,2014,1070408012.0,1,,,,,,,
KHM-000275,2014,1070501019.0,1,,,,,,,
KHM-000276,2014,1070502020.0,0,,,,,,,
KHM-000277,2014,1070503021.0,1,,,,,,,
KHM-000278,2014,1070504022.0,1,,,,,,,
KHM-000279,2014,1070505023.0,1,,,,,,,
KHM-000280,2014,1070506024.0,0,,,,,,,
KHM-000281,2014,1070506043.0,1,,,,,,,
KHM-000282,2014,1070507031.0,0,,,,,,,
KHM-000283,2014,1070508036.0,0,,,,,,,
KHM-000284,2014,1070509037.0,0,,,,,,,
KHM-000285,2014,1070510039.0,0,,,,,,,
KHM-000286,2014,1070511044.0,0,,,,,,,
KHM-000287,2014,1070512047.0,0,,,,,,,
KHM-000288,2014,1070603002.0,0,,,,,,,
KHM-000289,2014,1070604032.0,1,,,,,,,
KHM-000290,2014,1070605045.0,0,,,,,,,
KHM-000291,2014,1080101005.0,0,,,,,,,
KHM-000292,2014,1080102004.0,0,,,,,,,
KHM-000293,2014,1080103028.0,0,,,,,,,
KHM-000294,2014,1080104003.0,0,,,,,,,
KHM-000295,2014,1080105001.0,1,,,,,,,
KHM-000296,2014,1080106002.0,1,,,,,,,
KHM-000297,2014,1080107032.0,0,,,,,,,
KHM-000298,2014,1080108030.0,1,,,,,,,
KHM-000299,2014,1080109033.0,1,,,,,,,
KHM-000300,2014,1080203008.0,0,,,,,,,
KHM-000301,2014,1080204010.0,1,,,,,,,
KHM-000302,2014,1080206009.0,0,,,,,,,
KHM-000303,2014,1080301014.0,1,,,,,,,
KHM-000304,2014,1080302012.0,1,,,,,,,
KHM-000305,2014,1080304015.0,0,,,,,,,
KHM-000306,2014,1080305031.0,0,,,,,,,
KHM-000307,2014,1080306013.0,0,,,,,,,
KHM-000308,2014,1080307011.0,0,,,,,,,
KHM-000309,2014,1080308042.0,1,,,,,,,
KHM-000310,2014,1080309043.0,0,,,,,,,
KHM-000311,2014,1080406007.0,1,,,,,,,
KHM-000312,2014,1080408034.0,0,,,,,,,
KHM-000313,2014,1080410029.0,1,,,,,,,
KHM-000314,2014,1080411036.0,0,,,,,,,
KHM-000315,2014,1080413035.0,1,,,,,,,
KHM-000316,2014,1080414037.0,1,,,,,,,
KHM-000317,2014,1080415038.0,0,,,,,,,
KHM-000318,2014,1080503023.0,1,,,,,,,
KHM-000319,2014,1080601022.0,0,,,,,,,
KHM-000320,2014,1080602021.0,1,,,,,,,
KHM-000321,2014,1080605018.0,0,,,,,,,
KHM-000322,2014,1080608017.0,0,,,,,,,
KHM-000323,2014,1080609019.0,0,,,,,,,
KHM-000324,2014,1080610020.0,0,,,,,,,
KHM-000325,2014,1080611016.0,1,,,,,,,
KHM-000326,2014,1080703024.0,1,,,,,,,
KHM-000327,2014,1080704025.0,0,,,,,,,
KHM-000328,2014,1080705026.0,0,,,,,,,
KHM-000329,2014,1080706027.0,0,,,,,,,
KHM-000330,2014,1080707040.0,0,,,,,,,
KHM-000331,2014,1080801006.0,1,,,,,,,
KHM-000332,2014,1080804041.0,0,,,,,,,
KHM-000333,2014,1090101001.0,1,,,,,,,
KHM-000334,2014,1090102002.0,1,,,,,,,
KHM-000335,2014,1090106029.0,0,,,,,,,
KHM-000336,2014,1090201003.0,1,,,,,,,
KHM-000337,2014,1090202004.0,1,,,,,,,
KHM-000338,2014,1090301005.0,0,,,,,,,
KHM-000339,2014,1090302018.0,0,,,,,,,
KHM-000340,2014,1090304021.0,1,,,,,,,
KHM-000341,2014,1090304022.0,1,,,,,,,
KHM-000342,2014,1090401006.0,1,,,,,,,
KHM-000343,2014,1090404008.0,0,,,,,,,
KHM-000344,2014,1090409023.0,0,,,,,,,
KHM-000345,2014,1090501007.0,1,,,,,,,
KHM-000346,2014,1090503030.0,0,,,,,,,
KHM-000347,2014,1090504026.0,0,,,,,,,
KHM-000348,2014,1090505009.0,1,,,,,,,
KHM-000349,2014,1090505028.0,0,,,,,,,
KHM-000350,2014,1090506010.0,1,,,,,,,
KHM-000351,2014,1090507011.0,1,,,,,,,
KHM-000352,2014,1090509031.0,0,,,,,,,
KHM-000353,2014,1090601012.0,1,,,,,,,
KHM-000354,2014,1090601032.0,0,,,,,,,
KHM-000355,2014,1090602013.0,0,,,,,,,
KHM-000356,2014,1090603014.0,0,,,,,,,
KHM-000357,2014,1090604015.0,0,,,,,,,
KHM-000358,2014,1090605016.0,1,,,,,,,
KHM-000359,2014,1090606017.0,0,,,,,,,
KHM-000360,2014,1090607019.0,1,,,,,,,
KHM-000361,2014,1090608020.0,0,,,,,,,
KHM-000362,2014,1090609027.0,0,,,,,,,
KHM-000363,2014,1100103002.0,1,,,,,,,
KHM-000364,2014,1100104003.0,1,,,,,,,
KHM-000365,2014,1100105004.0,0,,,,,,,
KHM-000366,2014,1100106005.0,0,,,,,,,
KHM-000367,2014,1100107006.0,1,,,,,,,
KHM-000368,2014,1100110007.0,1,,,,,,,
KHM-000369,2014,1100111008.0,0,,,,,,,
KHM-000370,2014,1100111009.0,0,,,,,,,
KHM-000371,2014,1100112010.0,1,,,,,,,
KHM-000372,2014,1100113011.0,1,,,,,,,
KHM-000373,2014,1100114012.0,1,,,,,,,
KHM-000374,2014,1100115013.0,1,,,,,,,
KHM-000375,2014,1100116014.0,1,,,,,,,
KHM-000376,2014,1100117015.0,1,,,,,,,
KHM-000377,2014,1100202016.0,0,,,,,,,
KHM-000378,2014,1100202040.0,0,,,,,,,
KHM-000379,2014,1100203017.0,0,,,,,,,
KHM-000380,2014,1100203018.0,0,,,,,,,
KHM-000381,2014,1100203019.0,1,,,,,,,
KHM-000382,2014,1100203020.0,1,,,,,,,
KHM-000383,2014,1100203021.0,1,,,,,,,
KHM-000384,2014,1100203022.0,0,,,,,,,
KHM-000385,2014,1100203023.0,1,,,,,,,
KHM-000386,2014,1100203024.0,0,,,,,,,
KHM-000387,2014,1100211032.0,1,,,,,,,
KHM-000388,2014,1100211033.0,1,,,,,,,
KHM-000389,2014,1100304025.0,0,,,,,,,
KHM-000390,2014,1100304026.0,1,,,,,,,
KHM-000391,2014,1100306027.0,1,,,,,,,
KHM-000392,2014,1100308029.0,0,,,,,,,
KHM-000393,2014,1100309030.0,1,,,,,,,
KHM-000394,2014,1100310031.0,1,,,,,,,
KHM-000395,2014,1100312034.0,0,,,,,,,
KHM-000396,2014,1100313035.0,1,,,,,,,
KHM-000397,2014,1100313036.0,1,,,,,,,
KHM-000398,2014,1100314037.0,1,,,,,,,
KHM-000399,2014,1100315038.0,1,,,,,,,
KHM-000400,2014,1100316039.0,1,,,,,,,
KHM-000401,2014,2010101046.0,0,,,,,,,
KHM-000402,2014,2010101063.0,0,,,,,,,
KHM-000403,2014,2010104047.0,0,,,,,,,
KHM-000404,2014,2010105016.0,0,,,,,,,
KHM-000405,2014,2010106017.0,1,,,,,,,
KHM-000406,2014,2010201018.0,0,,,,,,,
KHM-000407,2014,2010203019.0,1,,,,,,,
KHM-000408,2014,2010203048.0,1,,,,,,,
KHM-000409,2014,2010205020.0,1,,,,,,,
KHM-000410,2014,2010206050.0,1,,,,,,,
KHM-000411,2014,2010207015.0,1,,,,,,,
KHM-000412,2014,2010302001.0,0,,,,,,,
KHM-000413,2014,2010304002.0,1,,,,,,,
KHM-000414,2014,2010305003.0,1,,,,,,,
KHM-000415,2014,2010308044.0,0,,,,,,,
KHM-000416,2014,2010309004.0,0,,,,,,,
KHM-000417,2014,2010401007.0,0,,,,,,,
KHM-000418,2014,2010402008.0,1,,,,,,,
KHM-000419,2014,2010406009.0,0,,,,,,,
KHM-000420,2014,2010407010.0,0,,,,,,,
KHM-000421,2014,2010410012.0,1,,,,,,,
KHM-000422,2014,2010412013.0,0,,,,,,,
KHM-000423,2014,2010414014.0,1,,,,,,,
KHM-000424,2014,2010415056.0,0,,,,,,,
KHM-000425,2014,2010416011.0,0,,,,,,,
KHM-000426,2014,2010501060.0,0,,,,,,,
KHM-000427,2014,2010502005.0,1,,,,,,,
KHM-000428,2014,2010504038.0,0,,,,,,,
KHM-000429,2014,2010505045.0,0,,,,,,,
KHM-000430,2014,2010507006.0,1,,,,,,,
KHM-000431,2014,2010512055.0,0,,,,,,,
KHM-000432,2014,2010601021.0,0,,,,,,,
KHM-000433,2014,2010602022.0,1,,,,,,,
KHM-000434,2014,2010605023.0,0,,,,,,,
KHM-000435,2014,2010606024.0,0,,,,,,,
KHM-000436,2014,2010607039.0,0,,,,,,,
KHM-000437,2014,2010608025.0,0,,,,,,,
KHM-000438,2014,2010608062.0,1,,,,,,,
KHM-000439,2014,2010609026.0,0,,,,,,,
KHM-000440,2014,2010610027.0,1,,,,,,,
KHM-000441,2014,2010610040.0,1,,,,,,,
KHM-000442,2014,2010702028.0,1,,,,,,,
KHM-000443,2014,2010703029.0,0,,,,,,,
KHM-000444,2014,2010704057.0,0,,,,,,,
KHM-000445,2014,2010705037.0,0,,,,,,,
KHM-000446,2014,2010706049.0,0,,,,,,,
KHM-000447,2014,2010706054.0,1,,,,,,,
KHM-000448,2014,2010707041.0,0,,,,,,,
KHM-000449,2014,2010709030.0,0,,,,,,,
KHM-000450,2014,2010711052.0,0,,,,,,,
KHM-000451,2014,2010711058.0,0,,,,,,,
KHM-000452,2014,2010802031.0,1,,,,,,,
KHM-000453,2014,2010803032.0,0,,,,,,,
KHM-000454,2014,2010804033.0,1,,,,,,,
KHM-000455,2014,2010805034.0,0,,,,,,,
KHM-000456,2014,2010805051.0,0,,,,,,,
KHM-000457,2014,2010805064.0,1,,,,,,,
KHM-000458,2014,2010806035.0,0,,,,,,,
KHM-000459,2014,2010807036.0,1,,,,,,,
KHM-000460,2014,2010808042.0,1,,,,,,,
KHM-000461,2014,2010809043.0,1,,,,,,,
KHM-000462,2014,2010811053.0,0,,,,,,,
KHM-000463,2014,2010812059.0,0,,,,,,,
KHM-000464,2014,2010812061.0,1,,,,,,,
KHM-000465,2014,2020102035.0,0,,,,,,,
KHM-000466,2014,2020102036.0,1,,,,,,,
KHM-000467,2014,2020104037.0,1,,,,,,,
KHM-000468,2014,2020105038.0,1,,,,,,,
KHM-000469,2014,2020107039.0,1,,,,,,,
KHM-000470,2014,2020202032.0,1,,,,,,,
KHM-000471,2014,2020204033.0,1,,,,,,,
KHM-000472,2014,2020209034.0,1,,,,,,,
KHM-000473,2014,2020301021.0,0,,,,,,,
KHM-000474,2014,2020301045.0,0,,,,,,,
KHM-000475,2014,2020302022.0,1,,,,,,,
KHM-000476,2014,2020303023.0,0,,,,,,,
KHM-000477,2014,2020304024.0,0,,,,,,,
KHM-000478,2014,2020305025.0,0,,,,,,,
KHM-000479,2014,2020306026.0,0,,,,,,,
KHM-000480,2014,2020307027.0,0,,,,,,,
KHM-000481,2014,2020308028.0,0,,,,,,,
KHM-000482,2014,2020401011.0,0,,,,,,,
KHM-000483,2014,2020402014.0,0,,,,,,,
KHM-000484,2014,2020403012.0,0,,,,,,,
KHM-000485,2014,2020406013.0,0,,,,,,,
KHM-000486,2014,2020409044.0,0,,,,,,,
KHM-000487,2014,2020411043.0,0,,,,,,,
KHM-000488,2014,2020501001.0,1,,,,,,,
KHM-000489,2014,2020504002.0,0,,,,,,,
KHM-000490,2014,2020505003.0,0,,,,,,,
KHM-000491,2014,2020601015.0,1,,,,,,,
KHM-000492,2014,2020602016.0,1,,,,,,,
KHM-000493,2014,2020603041.0,1,,,,,,,
KHM-000494,2014,2020701007.0,1,,,,,,,
KHM-000495,2014,2020702008.0,0,,,,,,,
KHM-000496,2014,2020703009.0,1,,,,,,,
KHM-000497,2014,2020704010.0,1,,,,,,,
KHM-000498,2014,2020801017.0,0,,,,,,,
KHM-000499,2014,2020804018.0,0,,,,,,,
KHM-000500,2014,2020805019.0,0,,,,,,,
KHM-000501,2014,2020808020.0,1,,,,,,,
KHM-000502,2014,2020901004.0,0,,,,,,,
KHM-000503,2014,2020903005.0,1,,,,,,,
KHM-000504,2014,2020906040.0,0,,,,,,,
KHM-000505,2014,2020907006.0,0,,,,,,,
KHM-000506,2014,2021002029.0,0,,,,,,,
KHM-000507,2014,2021003042.0,1,,,,,,,
KHM-000508,2014,2021005030.0,0,,,,,,,
KHM-000509,2014,2021006031.0,0,,,,,,,
KHM-000510,2014,2021007046.0,0,,,,,,,
KHM-000511,2014,2030101022.0,0,,,,,,,
KHM-000512,2014,2030102023.0,1,,,,,,,
KHM-000513,2014,2030104024.0,1,,,,,,,
KHM-000514,2014,2030204026.0,1,,,,,,,
KHM-000515,2014,2030204038.0,0,,,,,,,
KHM-000516,2014,2030206027.0,1,,,,,,,
KHM-000517,2014,2030207028.0,1,,,,,,,
KHM-000518,2014,2030303029.0,0,,,,,,,
KHM-000519,2014,2030306030.0,0,,,,,,,
KHM-000520,2014,2030308031.0,0,,,,,,,
KHM-000521,2014,2030401001.0,0,,,,,,,
KHM-000522,2014,2030403002.0,1,,,,,,,
KHM-000523,2014,2030502010.0,1,,,,,,,
KHM-000524,2014,2030503011.0,0,,,,,,,
KHM-000525,2014,2030601005.0,0,,,,,,,
KHM-000526,2014,2030602006.0,0,,,,,,,
KHM-000527,2014,2030604007.0,1,,,,,,,
KHM-000528,2014,2030607008.0,0,,,,,,,
KHM-000529,2014,2030701012.0,0,,,,,,,
KHM-000530,2014,2030702013.0,0,,,,,,,
