geo_id,deped_id,school_name,address,adm0,adm1,adm2,adm3,longitude,latitude
MUS-000000,,Droopnath Ramphul SSS Girls,Calebasses,MUS,Pamplemousses,,,57.5630079,-20.1140763
MUS-000001,,Goodlands SSS Boys,Goodlands,MUS,Rivi̬re du Rempart,,,57.635228,-20.0281514
MUS-000002,,Sharma Jugdambi SSS Girls,Goodlands,MUS,Rivi̬re du Rempart,,,57.6437277,-20.0338344
MUS-000003,,Adolphe De Plevitz SSS Boys,Grand Baie,MUS,Rivi̬re du Rempart,,,57.5795618,-20.0204268
MUS-000004,,Beekrumsing Ramlallah SSS Boys,Mapou,MUS,Rivi̬re du Rempart,,,57.6086707,-20.0776915
MUS-000005,,Pailles SSS Girls,Pailles,MUS,Moka,,,57.4942365,-20.1893538
MUS-000006,,Pamplemousses SSS Girls,Pamplemousses,MUS,Pamplemousses,,,57.5722097,-20.1018155
MUS-000007,,Rabindranath Tagore SSS Boys and Girls,Pamplemousses,MUS,Pamplemousses,,,57.5736194,-20.1262463
MUS-000008,,Piton SC Boys,Piton,MUS,Pamplemousses,,,57.6331032,-20.0981592
MUS-000009,,Frank Richard SSS Girls,Pte aux Sables,MUS,Black River,,,57.4667928,-20.1721822
MUS-000010,,GMD Atchia SC Girls,Port Louis,MUS,Port Louis,,,57.5123253,-20.1715337
MUS-000011,,A H G Mohamed Issac SSS ex Port Louis SSS Girls,Port Louis,MUS,Port Louis,,,57.5130861,-20.1723488
MUS-000012,,Port Louis North SSS Boys,Port Louis,MUS,Port Louis,,,57.5325771,-20.1548693
MUS-000013,,Renganaden Seeneevassen SSS Girls,Port Louis,MUS,Port Louis,,,57.5054559,-20.1751339
MUS-000014,,Royal College Port-Louis,Port Louis,MUS,Port Louis,,,57.4862032,-20.1649281
MUS-000015,,Sir Abdool Razack Mohamed SSS Boys,Port Louis,MUS,Port Louis,,,57.505759,-20.1669895
MUS-000016,,Dr James Burty David SSS Boys,Bell Village,MUS,Port Louis,,,57.4837648,-20.1747416
MUS-000017,,Ramsoondur Prayag SSS Boys,Riviere du Rempart,MUS,Rivi̬re du Rempart,,,57.686677,-20.1119259
MUS-000018,,Simadree Virahsawmy SSS Girls,Riviere du Rempart,MUS,Rivi̬re du Rempart,,,57.6876539,-20.1132596
MUS-000019,,Professor Hassan Raffa SSS Boys,Terre Rouge,MUS,Pamplemousses,,,57.5425673,-20.1300894
MUS-000020,,Terre Rouge SSS Boys,Terre Rouge,MUS,Pamplemousses,,,57.5427496,-20.1304017
MUS-000021,,Lady Sushil Ramgoolam SSS Girls,Triolet,MUS,Pamplemousses,,,57.5484837,-20.0653039
MUS-000022,,Triolet SSS Boys,Triolet,MUS,Pamplemousses,,,57.5484678,-20.0639403
MUS-000023,,Beau Bassin SSS Girls,Beau Bassin,MUS,Plaines Wilhems,,,57.4700832,-20.2147842
MUS-000024,,John Kennedy College Boys,Beau Bassin,MUS,Plaines Wilhems,,,57.474394,-20.2186831
MUS-000025,,Marcel Cabon SSS Boys,Beau Bassin,MUS,Plaines Wilhems,,,57.4596596,-20.224012
MUS-000026,,Bel Air SSS Girls,Bel Air Riviere Seche,MUS,Flacq,,,57.7443759,-20.2609356
MUS-000027,,Bon Accueil SC Girls,Bon Accueil,MUS,Flacq,,,57.6758797,-20.1748051
MUS-000028,,Camp De Masque SC Boys,Camp de Masque,MUS,Flacq,,,57.6798592,-20.2315601
MUS-000029,,Mahatma Gandhi SS Flacq Boys and Girls,Central Flacq,MUS,Flacq,,,57.7234459,-20.1864603
MUS-000030,,Sir Leckraz Teelock SSS Boys,Central Flacq,MUS,Flacq,,,57.7223826,-20.1869018
MUS-000031,,Rajcoomar Gujadhur SSS Girls,Central Flacq,MUS,Flacq,,,57.7250431,-20.1938508
MUS-000032,,Manillal Doctor SSS Girls,Lalmatie,MUS,Flacq,,,57.6733816,-20.1953477
MUS-000033,,Mahatma Gandhi Institute SS Boys and Girls,Moka,MUS,Moka,,,57.5026857,-20.2271633
MUS-000034,,Quartier Militaire SSS Girls,Quartier Militaire,MUS,Moka,,,57.6035976,-20.2489253
MUS-000035,,Shrimati Indira Gandhi SSS Boys,Quartier Militaire,MUS,Moka,,,57.5915658,-20.2479345
MUS-000036,,Ebene SSS Boys,Rose Hill,MUS,Plaines Wilhems,,,57.4821734,-20.2400261
MUS-000037,,ebene SSS Girls,Rose Hill,MUS,Plaines Wilhems,,,57.4795316,-20.2384304
