code_etablissement,CRE,delegation,nom_etablissement,Type,cre_ar,delagation_ar,code_auto,nom_etablissement_ar,region_ar,cycle_ar,Latitude initiale,Longitude initiale
10813425,Kairouan,ALA,E.P.OULED SAIDANE,E.PRIMAIRE,القيروان,العلا,813425,م.إ.  أولاد سعيدان,منطقة غير بلدية,مدرسة ابتدائية,35.627373,9.573202
10813426,Kairouan,ALA,E.P SAYEDA NORD,E.PRIMAIRE,القيروان,العلا,813426,م.إ.  صيادة الشمالية,منطقة غير بلدية,مدرسة ابتدائية,35.65594047,9.368716094
10813601,Kairouan,HAFFOUZ,E.P HAFOUZ EL MARKEZ,E.PRIMAIRE,القيروان,حفوز,813601,م.إ. حفوز المركز,منطقة بلدية,مدرسة ابتدائية,35.632931,9.6754906
10813602,Kairouan,HAFFOUZ,E.P IIN EL BAYDHA,E.PRIMAIRE,القيروان,حفوز,813602,م.إ.  عين البيضاء,منطقة غير بلدية,مدرسة ابتدائية,35.52331832,9.723430578
10813603,Kairouan,HAFFOUZ,E.P IIN GHRAB,E.PRIMAIRE,القيروان,حفوز,813603,م.إ.  عين غراب,منطقة غير بلدية,مدرسة ابتدائية,35.588979,9.734843
10813604,Kairouan,HAFFOUZ,E.P IIN ZANA,E.PRIMAIRE,القيروان,حفوز,813604,م.إ.  عين زانة,منطقة غير بلدية,مدرسة ابتدائية,35.649506,9.738595
10813605,Kairouan,HAFFOUZ,E.P.EL ALIA,E.PRIMAIRE,القيروان,حفوز,813605,م.إ.  العالية,منطقة غير بلدية,مدرسة ابتدائية,35.729336,9.60593
10813606,Kairouan,HAFFOUZ,E.P EL CHRICHIRA,E.PRIMAIRE,القيروان,حفوز,813606,م.إ.  الشريشيرة,منطقة غير بلدية,مدرسة ابتدائية,35.666527,9.808535
10813607,Kairouan,HAFFOUZ,E.P EL HOUFIA,E.PRIMAIRE,القيروان,حفوز,813607,م.إ.  الحوفية,منطقة غير بلدية,مدرسة ابتدائية,35.599226,9.7792634
10813608,Kairouan,HAFFOUZ,E.P EL KHTATFA,E.PRIMAIRE,القيروان,حفوز,813608,م.إ.  الخطاطفة,منطقة غير بلدية,مدرسة ابتدائية,35.495848,9.737029
10813609,Kairouan,HAFFOUZ,E.P KHIT EL WADI 1 ,E.PRIMAIRE,القيروان,حفوز,813609,م.إ.  خيط الوادي 1,منطقة غير بلدية,مدرسة ابتدائية,35.707761,9.631782
10813610,Kairouan,HAFFOUZ,E.P WADI JABBES,E.PRIMAIRE,القيروان,حفوز,813610,م.إ.  وادي الجباس,منطقة غير بلدية,مدرسة ابتدائية,35.64706926,9.568695394
10813612,Kairouan,HAFFOUZ,E.P AWLED KHALEF ALLAH,E.PRIMAIRE,القيروان,حفوز,813612,م.إ. أولاد خلف الله,منطقة غير بلدية,مدرسة ابتدائية,35.52606706,9.788249025
10813613,Kairouan,HAFFOUZ,E.P TARZA SUD,E.PRIMAIRE,القيروان,حفوز,813613,م.إ.  طرزة الجنوبية,منطقة غير بلدية,مدرسة ابتدائية,35.525538,9.611865
10813614,Kairouan,HAFFOUZ,E.P EZROG,E.PRIMAIRE,القيروان,حفوز,813614,م.إ.  الزرق,منطقة غير بلدية,مدرسة ابتدائية,35.702458,9.807033
10813616,Kairouan,HAFFOUZ,E.P EL KTIFET,E.PRIMAIRE,القيروان,حفوز,813616,م.إ.  الكتيفات,منطقة غير بلدية,مدرسة ابتدائية,35.662951,9.619412
10813617,Kairouan,HAFFOUZ,E.P IN EL KEDIA,E.PRIMAIRE,القيروان,حفوز,813617,م.إ.  عين الكدية,منطقة غير بلدية,مدرسة ابتدائية,35.707437,9.669611
10813618,Kairouan,HAFFOUZ,E.P EL HORCHA,E.PRIMAIRE,القيروان,حفوز,813618,م.إ. الحرشة,منطقة غير بلدية,مدرسة ابتدائية,35.566943,9.652296
10813619,Kairouan,HAFFOUZ,E.P CITE EL ZEYETIN ,E.PRIMAIRE,القيروان,حفوز,813619,م.إ. حي الزياتين,منطقة بلدية,مدرسة ابتدائية,35.636595,9.673751
10813620,Kairouan,HAFFOUZ,E.P AWLED KHLIF,E.PRIMAIRE,القيروان,حفوز,813620,م.إ.  أولاد خليف,منطقة غير بلدية,مدرسة ابتدائية,35.500335,9.786911
10813621,Kairouan,HAFFOUZ,E.P EL ZEMLA,E.PRIMAIRE,القيروان,حفوز,813621,م.إ.  الزملة,منطقة غير بلدية,مدرسة ابتدائية,35.499081,9.699198
10813622,Kairouan,HAFFOUZ,E.P EL MRAYHIA,E.PRIMAIRE,القيروان,حفوز,813622,م.إ.  المرايحية,منطقة غير بلدية,مدرسة ابتدائية,35.600292,9.68369
10813623,Kairouan,HAFFOUZ,E.P EL ONOK,E.PRIMAIRE,القيروان,حفوز,813623,م.إ.  العنق,منطقة غير بلدية,مدرسة ابتدائية,35.690194,9.590434
10813624,Kairouan,HAFFOUZ,E.P EL ZABARA,E.PRIMAIRE,القيروان,حفوز,813624,م.إ.  الزبارة,منطقة غير بلدية,مدرسة ابتدائية,35.543721,9.701925
10813625,Kairouan,HAFFOUZ,E.P KHIT EL WADI2 / HAJ AMMAR,E.PRIMAIRE,القيروان,حفوز,813625,م.إ.  خيط الوادي 2/حاج عمار,منطقة غير بلدية,مدرسة ابتدائية,35.730822,9.64676
10813626,Kairouan,HAFFOUZ,E.P AWLED EL ISSAWI ,E.PRIMAIRE,القيروان,حفوز,813626,م.إ. أولاد العيساوي,منطقة غير بلدية,مدرسة ابتدائية,35.646289,9.597899
10813627,Kairouan,HAFFOUZ,E.P HAMEM TARZA,E.PRIMAIRE,القيروان,حفوز,813627,م.إ.  حمام طرزة,منطقة غير بلدية,مدرسة ابتدائية,35.594245,9.638266
10814101,Kairouan,HAJEB EL AYOUN,E.P 2 MARS 34 EL HAJIB,E.PRIMAIRE,القيروان,حاجب العيون,814101,م.إ.  2 مارس 34 الحاجب,منطقة بلدية,مدرسة ابتدائية,35.39483266,9.545265189
10814102,Kairouan,HAJEB EL AYOUN, E.P MAHATTA EL HAJEB,E.PRIMAIRE,القيروان,حاجب العيون,814102,م.إ.  محطة الحاجب,منطقة غير بلدية,مدرسة ابتدائية,35.368658,9.569949
10814103,Kairouan,HAJEB EL AYOUN,E.P EL MABIT,E.PRIMAIRE,القيروان,حاجب العيون,814103,م.إ. المبيت,منطقة بلدية,مدرسة ابتدائية,35.39841046,9.542965621
10814104,Kairouan,HAJEB EL AYOUN,E.P iin majouna,E.PRIMAIRE,القيروان,حاجب العيون,814104,م.إ. عين مجونة,منطقة غير بلدية,مدرسة ابتدائية,35.472759,9.680845
10814105,Kairouan,HAJEB EL AYOUN,E.P EL CHWACHI PAR EL ALA,E.PRIMAIRE,القيروان,حاجب العيون,814105,م.إ. الشواشي عن العلا,منطقة غير بلدية,مدرسة ابتدائية,35.54672627,9.511154346
10814106,Kairouan,HAJEB EL AYOUN,E.P EL SARJA PAR AALA,E.PRIMAIRE,القيروان,حاجب العيون,814106,م.إ. السرجة عن العلا,منطقة غير بلدية,مدرسة ابتدائية,35.552539,9.426457
10814107,Kairouan,HAJEB EL AYOUN,E.P EL THALAJA,E.PRIMAIRE,القيروان,حاجب العيون,814107,م.إ.  الثلاجة,منطقة غير بلدية,مدرسة ابتدائية,35.492677,9.512481
10814108,Kairouan,HAJEB EL AYOUN,E.P.EL KANTARA,E.PRIMAIRE,القيروان,حاجب العيون,814108,م.إ.  القنطرة,منطقة غير بلدية,مدرسة ابتدائية,35.450877,9.5262928
10814109,Kairouan,HAJEB EL AYOUN,E.P KSSAR EL SWISSIN,E.PRIMAIRE,القيروان,حاجب العيون,814109,م.إ.  قصر السويسين,منطقة غير بلدية,مدرسة ابتدائية,35.443677,9.626325
10814110,Kairouan,HAJEB EL AYOUN,E.P el mnassa,E.PRIMAIRE,القيروان,حاجب العيون,814110,م.إ. المناسة,منطقة غير بلدية,مدرسة ابتدائية,35.287659,9.632892
10814111,Kairouan,HAJEB EL AYOUN,E.P awled abbas,E.PRIMAIRE,القيروان,حاجب العيون,814111,م.إ. أولاد عباس,منطقة غير بلدية,مدرسة ابتدائية,35.365081,9.499062
10814112,Kairouan,HAJEB EL AYOUN,E.P AWLED AMER,E.PRIMAIRE,القيروان,حاجب العيون,814112,م.إ. أولاد عامر,منطقة غير بلدية,مدرسة ابتدائية,35.487935,9.639383
10814113,Kairouan,HAJEB EL AYOUN,E.P EL RHIMA,E.PRIMAIRE,القيروان,حاجب العيون,814113,م.إ.  الرحيمة,منطقة غير بلدية,مدرسة ابتدائية,35.441986,9.584339
10814114,Kairouan,HAJEB EL AYOUN,E.P DAR EL KHARIF,E.PRIMAIRE,القيروان,حاجب العيون,814114,م.إ. دار الخريف,منطقة غير بلدية,مدرسة ابتدائية,35.375015,9.633176
10814115,Kairouan,HAJEB EL AYOUN,E.P EL DGHIMA,E.PRIMAIRE,القيروان,حاجب العيون,814115,م.إ.  الدغيمة,منطقة غير بلدية,مدرسة ابتدائية,35.29242,9.565078
10814116,Kairouan,HAJEB EL AYOUN,E.P EL AANIZAT,E.PRIMAIRE,القيروان,حاجب العيون,814116,م.إ. العنيزات,منطقة غير بلدية,مدرسة ابتدائية,35.38691,9.587566
10814117,Kairouan,HAJEB EL AYOUN,E.P EL HOJJAJ,E.PRIMAIRE,القيروان,حاجب العيون,814117,م.إ. الحجاج,منطقة غير بلدية,مدرسة ابتدائية,35.564026,9.473049
10814118,Kairouan,HAJEB EL AYOUN,E.P ITHAT EL NSSA,E.PRIMAIRE,القيروان,حاجب العيون,814118,م.إ. عيثة النساء,منطقة غير بلدية,مدرسة ابتدائية,35.324354,9.613408
10814119,Kairouan,HAJEB EL AYOUN,E.P.CITE ESSAADA,E.PRIMAIRE,القيروان,حاجب العيون,814119,م.إ.  حي السعادة,منطقة بلدية,مدرسة ابتدائية,35.392452,9.551775
10814120,Kairouan,HAJEB EL AYOUN,E.P.ESSOUDEN,E.PRIMAIRE,القيروان,حاجب العيون,814120,م.إ.  السودان,منطقة غير بلدية,مدرسة ابتدائية,35.516427,9.464751
10814121,Kairouan,HAJEB EL AYOUN,E.P DAWAR EL FRAHTIA,E.PRIMAIRE,القيروان,حاجب العيون,814121,م.إ.  دوار الفراحتية,منطقة غير بلدية,مدرسة ابتدائية,35.31756,9.65502
10814122,Kairouan,HAJEB EL AYOUN,E.P EL FARSIA,E.PRIMAIRE,القيروان,حاجب العيون,814122,م.إ. الفارسية,منطقة غير بلدية,مدرسة ابتدائية,35.424549,9.641957
10814601,Kairouan,SIDI ALI BEN NASRALLAH,E.P SIDI ALI BEN NASR ALLAH,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814601,م.إ.  سيدي علي بن نصر الله,منطقة بلدية,مدرسة ابتدائية,35.3527426,9.826517174
10814602,Kairouan,SIDI ALI BEN NASRALLAH,E.P EL AAJABNA,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814602,م.إ.  العجابنة,منطقة غير بلدية,مدرسة ابتدائية,35.2474029,9.859239454
10814604,Kairouan,SIDI ALI BEN NASRALLAH,E.P BIR EL SLAYMIA,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814604,م.إ. بئر السلايمية,منطقة غير بلدية,مدرسة ابتدائية,35.357234,9.8739641
10814605,Kairouan,SIDI ALI BEN NASRALLAH,E.P  FARHAT HACHAT / HENCHIR EL HAMIL,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814605,م.إ. فرحات حشاد/هنشير الهامل,منطقة غير بلدية,مدرسة ابتدائية,35.288328,9.8794285
10814606,Kairouan,SIDI ALI BEN NASRALLAH,E.P el kabara,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814606,م.إ. الكبارة,منطقة غير بلدية,مدرسة ابتدائية,35.18409692,9.817755336
10814608,Kairouan,SIDI ALI BEN NASRALLAH,E.P el khobna ,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814608,م.إ.  الخبنة,منطقة غير بلدية,مدرسة ابتدائية,35.30392869,9.735206633
10814610,Kairouan,SIDI ALI BEN NASRALLAH,E.P EL RAGOUBA EL HAMRA,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814610,م.إ.  الرقوبة الحمراء,منطقة غير بلدية,مدرسة ابتدائية,35.23707378,9.775970228
10814613,Kairouan,SIDI ALI BEN NASRALLAH,E.P.SLAIMIA,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814613,م.إ.  السلايمية,منطقة غير بلدية,مدرسة ابتدائية,35.31825874,9.901979857
10814617,Kairouan,SIDI ALI BEN NASRALLAH,E.P EL BRIKET NASR ALLAH,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814617,م.إ.  البريكات نصر الله,منطقة غير بلدية,مدرسة ابتدائية,35.25339676,9.939044583
10814618,Kairouan,SIDI ALI BEN NASRALLAH,E.P THAMER,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814618,م.إ. ثامر,منطقة غير بلدية,مدرسة ابتدائية,35.20190339,9.873916833
10814619,Kairouan,SIDI ALI BEN NASRALLAH,E.P.CITE ENNASSIM,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814619,م.إ.  حي النسيم,منطقة بلدية,مدرسة ابتدائية,35.34703672,9.837724791
10814620,Kairouan,SIDI ALI BEN NASRALLAH,E.P.ENNOUR,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814620,م.إ.  النور,منطقة غير بلدية,مدرسة ابتدائية,35.20829424,9.929009726
10814621,Kairouan,SIDI ALI BEN NASRALLAH,E.P.ABOU EL KACEM EC'CHEBBI,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814621,م.إ. أبو القاسم الشابي,منطقة غير بلدية,مدرسة ابتدائية,35.29813871,9.770631484
10814623,Kairouan,SIDI ALI BEN NASRALLAH,E.P KHEBNA EL TMAMA,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814623,م.إ.  خبنة الطمامة,منطقة غير بلدية,مدرسة ابتدائية,35.23055941,9.731067254
10814624,Kairouan,SIDI ALI BEN NASRALLAH,E.P.NAJAH,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814624,م.إ.  النجاح,منطقة غير بلدية,مدرسة ابتدائية,35.2158098,9.819017861
10814625,Kairouan,SIDI ALI BEN NASRALLAH,E.P.JAMEL,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814625,م.إ.  الجمال,منطقة غير بلدية,مدرسة ابتدائية,35.20465294,9.786766746
10814627,Kairouan,SIDI ALI BEN NASRALLAH,E.P cite el aazaaaza,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814627,م.إ. حي العزاعزة,منطقة بلدية,مدرسة ابتدائية,35.363838,9.835278658
10814630,Kairouan,SIDI ALI BEN NASRALLAH,E.P EL RIYAYCHA,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814630,م.إ. الريايشة,منطقة غير بلدية,مدرسة ابتدائية,35.29738184,9.852965707
10814632,Kairouan,SIDI ALI BEN NASRALLAH,E.P EL BCHAYRIA,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814632,م.إ.  البشايرية,منطقة غير بلدية,مدرسة ابتدائية,35.24688223,9.804836677
10814633,Kairouan,SIDI ALI BEN NASRALLAH,E.P EL AWAYNIA,E.PRIMAIRE,القيروان,سيدي علي بن نصر الله,814633,م.إ.  العواينية,منطقة غير بلدية,مدرسة ابتدائية,35.18128701,9.845852245
10814603,Kairouan,MENZEL MHIRI,E.P EL FLAYLIA ,E.PRIMAIRE,القيروان,منزل المهيري,814603,م.إ.  الفلايلية,منطقة غير بلدية,مدرسة ابتدائية,35.40448751,9.899907163
10814607,Kairouan,MENZEL MHIRI,E.P EL HMIDAT,E.PRIMAIRE,القيروان,منزل المهيري,814607,م.إ.  الحميدات,منطقة غير بلدية,مدرسة ابتدائية,35.4725233,9.847220598
10814609,Kairouan,MENZEL MHIRI,E.P MANZEL EL MHIRI 1,E.PRIMAIRE,القيروان,منزل المهيري,814609,م.إ. منزل المهيري 1,منطقة بلدية,مدرسة ابتدائية,35.42429421,9.852635843
10814611,Kairouan,MENZEL MHIRI,E.P RAGOUBAT ALI BEN SAAD,E.PRIMAIRE,القيروان,منزل المهيري,814611,م.إ.  رقوبة علي بن سعد,منطقة غير بلدية,مدرسة ابتدائية,35.41715434,9.803364608
10814612,Kairouan,MENZEL MHIRI,E.P SI SAAD LA GARRE ,E.PRIMAIRE,القيروان,منزل المهيري,814612,م.إ.  محطة سيدي سعد,منطقة غير بلدية,مدرسة ابتدائية,35.38860217,9.757916606
10814614,Kairouan,MENZEL MHIRI,E.P.TOUILA,E.PRIMAIRE,القيروان,منزل المهيري,814614,م.إ. الطويلة,منطقة غير بلدية,مدرسة ابتدائية,35.44294083,9.747326314
10814615,Kairouan,MENZEL MHIRI,E.P SOD BOURGIBA,E.PRIMAIRE,القيروان,منزل المهيري,814615,م.إ.  سد بورقيبة,منطقة غير بلدية,مدرسة ابتدائية,35.38196148,9.717427341
10814616,Kairouan,MENZEL MHIRI,E.P EL AAZEZA,E.PRIMAIRE,القيروان,منزل المهيري,814616,م.إ. العزاعزة,منطقة غير بلدية,مدرسة ابتدائية,35.47147765,9.808154183
10814622,Kairouan,MENZEL MHIRI,E.P HENCHIR EL MESTIRI,E.PRIMAIRE,القيروان,منزل المهيري,814622,م.إ.  هنشير المستيري,منطقة غير بلدية,مدرسة ابتدائية,35.45300786,9.882187698
10814626,Kairouan,MENZEL MHIRI,E.P manzil elmhiri 2,E.PRIMAIRE,القيروان,منزل المهيري,814626,م.إ.  منزل المهيري 2,منطقة بلدية,مدرسة ابتدائية,35.41875114,9.846044146
10814631,Kairouan,MENZEL MHIRI,E.P EL HMIDAT EL CHARKIA 2,E.PRIMAIRE,القيروان,منزل المهيري,814631,م.إ. الحميدات الشرقية 2,منطقة غير بلدية,مدرسة ابتدائية,35.491469,9.8747471
10815101,Kairouan,SIDI AMOR BOU HAJLA,E.P bouhajla centre,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815101,م.إ.  بوحجلة المركز,منطقة بلدية,مدرسة ابتدائية,35.400834,10.048637
10815102,Kairouan,SIDI AMOR BOU HAJLA,E.P EL FATEH SIDI AMOR,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815102,م.إ. الفتح سيدي عمر,منطقة غير بلدية,مدرسة ابتدائية,35.394872,10.098092
10815103,Kairouan,SIDI AMOR BOU HAJLA,E.P BEN WNISS,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815103,م.إ.  بن ونيس,منطقة غير بلدية,مدرسة ابتدائية,35.47613,10.05361
10815105,Kairouan,SIDI AMOR BOU HAJLA,E.P BIR ALI BEN AMARA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815105,م.إ.  بئر علي بن عمارة,منطقة غير بلدية,مدرسة ابتدائية,35.357226,10.128604
10815106,Kairouan,SIDI AMOR BOU HAJLA,E.P BIR AHMED,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815106,م.إ.  بئر احمد,منطقة غير بلدية,مدرسة ابتدائية,35.3713,9.9403424
10815107,Kairouan,SIDI AMOR BOU HAJLA,E.P BIR EL CHOURAFA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815107,م.إ.  بئر الشرفاء,منطقة غير بلدية,مدرسة ابتدائية,35.287203,10.052371
10815108,Kairouan,SIDI AMOR BOU HAJLA,E.P.BIR EDDAOULA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815108,م.إ.  بئر الدولة,منطقة غير بلدية,مدرسة ابتدائية,35.261968,10.029795
10815109,Kairouan,SIDI AMOR BOU HAJLA,E.P.BIR JEDID,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815109,م.إ.  بئر الجديد,منطقة غير بلدية,مدرسة ابتدائية,35.341752,10.036724
10815111,Kairouan,SIDI AMOR BOU HAJLA,E.P BIR MSIKIN,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815111,م.إ.  بئر مسيكين,منطقة غير بلدية,مدرسة ابتدائية,35.459958,10.069372
10815114,Kairouan,SIDI AMOR BOU HAJLA,E.P  DHRAA BOU KAF ,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815114,م.إ.  ذراع بوكف,منطقة غير بلدية,مدرسة ابتدائية,35.303901,10.004408
10815115,Kairouan,SIDI AMOR BOU HAJLA,E.P DHRAA MRIRA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815115,م.إ. ذراع مريرة,منطقة غير بلدية,مدرسة ابتدائية,35.400071,10.132383
10815117,Kairouan,SIDI AMOR BOU HAJLA,E.P EL KTIFA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815117,م.إ.  القطيفة,منطقة غير بلدية,مدرسة ابتدائية,35.415038,9.9371409
10815118,Kairouan,SIDI AMOR BOU HAJLA,E.P HENCHIR TRAD,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815118,م.إ. هنشير طراد,منطقة غير بلدية,مدرسة ابتدائية,35.46287,9.9996373
10815119,Kairouan,SIDI AMOR BOU HAJLA, E.P EL IZDIHAR,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815119,م.إ. الازدهار,منطقة غير بلدية,مدرسة ابتدائية,35.353659,9.9264992
10815120,Kairouan,SIDI AMOR BOU HAJLA,E.P EL JHINAT,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815120,م.إ. الجهينات,منطقة غير بلدية,مدرسة ابتدائية,35.359809,9.9960234
10815121,Kairouan,SIDI AMOR BOU HAJLA,E.P KHOLWET EL MWISSAT,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815121,م.إ.  خلوة المويسات,منطقة غير بلدية,مدرسة ابتدائية,35.392263,9.9691138
10815123,Kairouan,SIDI AMOR BOU HAJLA,E.P EL WADI,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815123,م.إ.  الودي,منطقة غير بلدية,مدرسة ابتدائية,35.253801,10.136822
10815124,Kairouan,SIDI AMOR BOU HAJLA,E.P AWLED ACHOUR ,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815124,م.إ. أولاد عاشور,منطقة غير بلدية,مدرسة ابتدائية,35.310724,10.12813
10815125,Kairouan,SIDI AMOR BOU HAJLA,E.P AWLED NASSIR,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815125,م.إ. أولاد نصير,منطقة غير بلدية,مدرسة ابتدائية,35.456129,10.134967
10815129,Kairouan,SIDI AMOR BOU HAJLA,E.P EBN KHALDOUN,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815129,م.إ. ابن خلدون ,منطقة بلدية,مدرسة ابتدائية,35.394675,10.046608
10815131,Kairouan,SIDI AMOR BOU HAJLA,E.P EL LABIA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815131,م.إ.  اللبية,منطقة غير بلدية,مدرسة ابتدائية,35.337343,10.094208
10815133,Kairouan,SIDI AMOR BOU HAJLA,E.P EL ZKAB,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815133,م.إ.  الزقب ,منطقة غير بلدية,مدرسة ابتدائية,35.280477,10.095476
10815134,Kairouan,SIDI AMOR BOU HAJLA,E.P EL RMADHNIA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815134,م.إ.  الرماضـــنية,منطقة غير بلدية,مدرسة ابتدائية,35.222094,10.176558
10815138,Kairouan,SIDI AMOR BOU HAJLA,E.P JHAYNA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815138,م.إ.  جهينة,منطقة غير بلدية,مدرسة ابتدائية,35.308522,9.9600754
10815139,Kairouan,SIDI AMOR BOU HAJLA,E.P 20 MARS 56,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815139,م.إ.  20 مارس 56,منطقة غير بلدية,مدرسة ابتدائية,35.247175,10.061094
10815140,Kairouan,SIDI AMOR BOU HAJLA,E.P BIR EL ARBI,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815140,م.إ.  بئر العربي,منطقة غير بلدية,مدرسة ابتدائية,35.41728,9.9949864
10815141,Kairouan,SIDI AMOR BOU HAJLA,E.P AWLED FARAH,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815141,م.إ.  أولاد فرح,منطقة غير بلدية,مدرسة ابتدائية,35.448056,9.9486005
10815142,Kairouan,SIDI AMOR BOU HAJLA,E.P 24 JANVIER 52,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815142,م.إ.  24 جانفي 52,منطقة غير بلدية,مدرسة ابتدائية,35.336001,9.9600077
10815143,Kairouan,SIDI AMOR BOU HAJLA,E.P SIDI AHMED,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815143,م.إ. سيدي احمد,منطقة غير بلدية,مدرسة ابتدائية,35.433935,10.08112
10815144,Kairouan,SIDI AMOR BOU HAJLA,E.P EL AWAKBIA ,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815144,م.إ.  العواقبية,منطقة غير بلدية,مدرسة ابتدائية,35.335766,10.017143
10815148,Kairouan,SIDI AMOR BOU HAJLA,E.P  FIRAK ESYOUDA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815148,م.إ.  فرق الصيودة,منطقة غير بلدية,مدرسة ابتدائية,35.36948,10.121645
10815149,Kairouan,SIDI AMOR BOU HAJLA,E.P EL MAARFA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815149,م.إ. المعرفة,منطقة بلدية,مدرسة ابتدائية,35.399851,10.04923
10815150,Kairouan,SIDI AMOR BOU HAJLA,E.P EL FAWZ EL HDAYDIA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815150,م.إ.  الفوز الحدايدية,منطقة غير بلدية,مدرسة ابتدائية,35.307723,10.064298
10815151,Kairouan,SIDI AMOR BOU HAJLA,E.P EL SHAYLIA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815151,م.إ.  السهايلية,منطقة غير بلدية,مدرسة ابتدائية,35.381458,10.014931
10815152,Kairouan,SIDI AMOR BOU HAJLA,E.P.OULED MBAREK,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815152,م.إ.  أولاد مبارك,منطقة غير بلدية,مدرسة ابتدائية,35.391121,9.9926897
10815153,Kairouan,SIDI AMOR BOU HAJLA,E.P KSSAR EL DABACH,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815153,م.إ. قصر الدباش,منطقة غير بلدية,مدرسة ابتدائية,35.298149,10.157143
10815154,Kairouan,SIDI AMOR BOU HAJLA,E.P EL SWALMIA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815154,م.إ. السوالمية,منطقة غير بلدية,مدرسة ابتدائية,35.376573,10.061206
10815155,Kairouan,SIDI AMOR BOU HAJLA,E.P EL AZADNIA ,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815155,م.إ. العزادنية,منطقة غير بلدية,مدرسة ابتدائية,35.271031,10.118547
10815156,Kairouan,SIDI AMOR BOU HAJLA,E.P EL AWAYNIA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815156,م.إ.  العواينية,منطقة غير بلدية,مدرسة ابتدائية,35.224305,10.130899
10815157,Kairouan,SIDI AMOR BOU HAJLA,E.P AWLED BOUHOUCH,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815157,م.إ. أولاد بوحوش,منطقة غير بلدية,مدرسة ابتدائية,35.483731,10.089517
10815158,Kairouan,SIDI AMOR BOU HAJLA,E.P BIR BRAKA,E.PRIMAIRE,القيروان,سيدي عمر بوحجلة,815158,م.إ.  بئر براقة,منطقة غير بلدية,مدرسة ابتدائية,35.325547,9.9862739
