COD. COLEGIO	 REGIONAL	 PROVINCIA	 DISTRITO	 CORREGIMIENTO	 NOMBRE COLEGIO	ÁREA	PROGRAMAS	 TIPO	APROBADO 1 GRADO HOMBRE	APROBADO 1 GRADO MUJER	APROBADO 2 GRADO HOMBRE	APROBADO 2 GRADO MUJER	APROBADO 3 GRADO HOMBRE	APROBADO 3 GRADO MUJER	APROBADO 4 GRADO HOMBRE	APROBADO 4 GRADO MUJER	APROBADO 5 GRADO HOMBRE	APROBADO 5 GRADO MUJER	APROBADO 6 GRADO HOMBRE	APROBADO 6 GRADO MUJER	REPROBADO 1 GRADO HOMBRE	REPROBADO 1 GRADO MUJER	REPROBADO 2 GRADO HOMBRE	REPROBADO 2 GRADO MUJER	REPROBADO 3 GRADO HOMBRE	REPROBADO 3 GRADO MUJER	REPROBADO 4 GRADO HOMBRE	REPROBADO 4 GRADO MUJER	REPROBADO 5 GRADO HOMBRE	REPROBADO 5 GRADO MUJER	REPROBADO 6 GRADO HOMBRE	REPROBADO 6 GRADO MUJER	DESERTORES 1 GRADO HOMBRE	DESERTORES 1 GRADO MUJER	DESERTORES 2 GRADO HOMBRE	DESERTORES 2 GRADO MUJER	DESERTORES 3 GRADO HOMBRE	DESERTORES 3 GRADO MUJER	DESERTORES 4 GRADO HOMBRE	DESERTORES 4 GRADO MUJER	DESERTORES 5 GRADO HOMBRE	DESERTORES 5 GRADO MUJER	DESERTORES 6 GRADO HOMBRE	DESERTORES 6 GRADO MUJER	DOCENTES	AULAS
2656	HERRERA	HERRERA	PARITA	PORTOBELILLO	ESC. LA VALENCIA	URBANA	PRIMARIA MULTIGRADO	OFICIAL	1	3	0	1	4	2	5	2	2	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2
2657	HERRERA	HERRERA	PARITA	POTUGA	ESC. LA CONCEPCIÓN	URBANA	PRIMARIA MULTIGRADO	OFICIAL	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2659	HERRERA	HERRERA	PARITA	POTUGA	ESCUELA BILINGÜE POTUGA	URBANA	PRIMARIA MULTIGRADO	OFICIAL	11	4	3	3	4	1	4	5	5	3	3	6	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2
2660	HERRERA	HERRERA	PESÉ	PESÉ	ESCUELA BILINGÜE ILDAURA VIETO	URBANA	PRIMARIA UNIGRADO	OFICIAL	40	28	26	28	38	32	21	30	28	36	29	32	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	13
2663	HERRERA	HERRERA	PESÉ	LAS CABRAS	ESC. LA ARENITA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	6	1	0	1	3	3	0	1	3	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3
2664	HERRERA	HERRERA	PESÉ	LAS CABRAS	ESC. CALABAZO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2665	HERRERA	HERRERA	PESÉ	LAS CABRAS	ESC. EL CIRUELITO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	0	1	2	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2
2666	HERRERA	HERRERA	PESÉ	LAS CABRAS	C.E.B.G. BILINGÜE LAS FLORES	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	3	4	5	2	2	7	3	3	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
2667	HERRERA	HERRERA	PESÉ	LAS CABRAS	ESC. LAS CABRAS	RURAL	PRIMARIA MULTIGRADO	OFICIAL	12	6	9	5	5	4	8	7	5	6	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
2668	HERRERA	HERRERA	PESÉ	EL PÁJARO	ESC. EL JAZMÍN	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	1	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2669	HERRERA	HERRERA	PESÉ	EL PÁJARO	ESC. EL PÁJARO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	1	3	2	5	1	1	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2671	HERRERA	HERRERA	PESÉ	EL BARRERO	ESC. EL BARRERO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	2	4	2	0	3	2	4	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2672	HERRERA	HERRERA	PESÉ	EL BARRERO	ESC. RICAURTE SALAMÍN	RURAL	PRIMARIA MULTIGRADO	OFICIAL	4	7	8	5	4	7	4	3	6	8	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
2674	HERRERA	HERRERA	PESÉ	EL BARRERO	ESC. PUEBLO NUEVO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2675	HERRERA	HERRERA	PESÉ	EL PEDREGOSO	ESC. BIENVENIDO QUINTERO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	1	4	1	2	1	1	2	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
2676	HERRERA	HERRERA	PESÉ	EL PEDREGOSO	ESC. EL PEDREGOSO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	0	3	4	1	3	2	7	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
2677	HERRERA	HERRERA	PESÉ	EL PEDREGOSO	ESC. LA CANDELARIA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	0	1	0	1	0	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2678	HERRERA	HERRERA	PESÉ	EL PEDREGOSO	ESC. EL PEDREGOSITO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	2	2	2	2	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2
2681	HERRERA	HERRERA	PESÉ	EL CIRUELO	ESC. LA TRINIDAD	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	4	3	1	1	1	2	1	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2682	HERRERA	HERRERA	PESÉ	EL CIRUELO	ESC. EL CIRUELO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	2	1	2	3	4	1	3	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2683	HERRERA	HERRERA	PESÉ	SABANA GRANDE	ESC. BAHÍA HONDA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	0	0	2	0	2	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2684	HERRERA	HERRERA	PESÉ	SABANA GRANDE	ESC. PEÑAS PRIETAS	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	3	0	1	2	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2685	HERRERA	HERRERA	PESÉ	PESÉ	ESC. EL POTRERO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2687	HERRERA	HERRERA	PESÉ	SABANA GRANDE	C.E.B.G. BILINGÜE SABANA GRANDE	RURAL	PRIMARIA MULTIGRADO	OFICIAL	5	6	3	6	1	6	3	4	4	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
2688	HERRERA	HERRERA	PESÉ	SABANA GRANDE	ESC. LOS CORRALILLOS	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	2	1	3	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2689	HERRERA	HERRERA	PESÉ	SABANA GRANDE	ESC. MANDINGA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2690	HERRERA	HERRERA	PESÉ	RINCÓN HONDO	ESC. EL BANCO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	1	0	0	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
2691	HERRERA	HERRERA	PESÉ	RINCÓN HONDO	ESC. ESQUIGUITA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	2	1	3	1	2	0	2	3	1	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2693	HERRERA	HERRERA	PESÉ	RINCÓN HONDO	ESC. EL COCUYO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	1	0	5	1	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	3
2694	HERRERA	HERRERA	PESÉ	RINCÓN HONDO	ESC. BORROLA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	5	3	0	1	3	1	4	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2695	HERRERA	HERRERA	SANTA MARÍA	LOS CANELOS	ESCUELA BILINGÜE LOS CANELOS	RURAL	PRIMARIA UNIGRADO	OFICIAL	22	20	15	18	15	12	25	19	13	20	17	10	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
2698	HERRERA	HERRERA	SANTA MARÍA	SANTA MARÍA	ESCUELA BILINGÜE SEBASTIÁN PINZÓN	URBANA	PRIMARIA UNIGRADO	OFICIAL	17	21	12	16	18	17	10	16	18	14	15	17	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10
2700	HERRERA	HERRERA	SANTA MARÍA	SANTA MARÍA	ESC. SALAMANCA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	3	3	2	1	0	1	0	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2703	HERRERA	HERRERA	SANTA MARÍA	SANTA MARÍA	ESC. MELANIA PASCAL DE LÓPEZ	RURAL	PRIMARIA UNIGRADO	OFICIAL	8	8	9	7	8	7	8	7	13	7	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
2704	HERRERA	HERRERA	SANTA MARÍA	EL LIMÓN	ESC. EL LIMÓN	RURAL	PRIMARIA MULTIGRADO	OFICIAL	4	2	2	4	1	3	1	1	4	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
2705	HERRERA	HERRERA	SANTA MARÍA	CHUPAMPA	ESC. LOS PANAMAES	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	2	1	2	1	0	0	0	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
2706	HERRERA	HERRERA	SANTA MARÍA	EL LIMÓN	ESC. MARÍA C. DE VILLARREAL	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	4	1	0	4	4	1	4	1	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2707	HERRERA	HERRERA	SANTA MARÍA	EL RINCÓN	ESC. BILINGÜE ERNESTINA DE CHIARI	RURAL	PRIMARIA UNIGRADO	OFICIAL	8	4	6	10	15	10	14	9	9	6	8	10	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10
5668	HERRERA	HERRERA	LOS POZOS	LA ARENA	ESC. SABANETA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	1	2	1	1	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
5887	HERRERA	HERRERA	LAS MINAS	QUEBRADA EL CIPRIAN	ESC. RÍO LA VILLA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	0	2	1	1	0	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
6103	HERRERA	HERRERA	CHITRÉ	CHITRÉ	COL. PSICOPEDAGÓGICO BILINGÜE	URBANA	PRIMARIA UNIGRADO	PARTICULAR	10	8	25	24	19	16	12	13	20	22	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10
6104	HERRERA	HERRERA	CHITRÉ	CHITRÉ	COL. AGUSTINIANO	URBANA	PRIMARIA UNIGRADO	PARTICULAR	21	38	25	39	31	32	21	37	29	33	23	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	12
6342	HERRERA	HERRERA	LOS POZOS	EL CEDRO	ESC. GREGORIO GONZÁLEZ	RURAL	PRIMARIA MULTIGRADO	OFICIAL	5	2	4	1	0	4	2	1	1	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
6918	HERRERA	HERRERA	CHITRÉ	CHITRÉ	ESC. SANTA RITA BILINGUAL SCHOOL	URBANA	PRIMARIA UNIGRADO	PARTICULAR	7	5	3	2	4	4	1	5	1	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9
7304	HERRERA	HERRERA	CHITRÉ	CHITRÉ	C.E.F.I.B. DE AZUERO PAPA FRANCISCO	RURAL	PRIMARIA UNIGRADO	OFICIAL	61	62	37	46	39	43	48	41	32	33	27	33	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	7	1	1	2	3	1	3	0	0	19	19
2710	LOS SANTOS	LOS SANTOS	GUARARÉ	GUARARÉ	LA GUACA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	2	0	1	3	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2712	LOS SANTOS	LOS SANTOS	GUARARÉ	GUARARÉ	ESCUELA BILINGÜE JUANA VERNAZA	URBANA	PRIMARIA UNIGRADO	OFICIAL	47	51	40	44	35	34	34	40	37	30	34	40	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	20	20
2715	LOS SANTOS	LOS SANTOS	GUARARÉ	EL ESPINAL	LA LOMA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	2	1	3	0	2	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
2718	LOS SANTOS	LOS SANTOS	GUARARÉ	EL ESPINAL	FELICIA CASTILLERO DE MORCILLO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	3	6	5	3	4	0	2	3	4	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
2719	LOS SANTOS	LOS SANTOS	GUARARÉ	EL MACANO	LOS TORETOS	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2721	LOS SANTOS	LOS SANTOS	GUARARÉ	EL MACANO	CUCULA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	1	0	1	1	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2722	LOS SANTOS	LOS SANTOS	GUARARÉ	GUARARÉ	GUARARÉ ARRIBA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	1	0	1	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
2723	LOS SANTOS	LOS SANTOS	GUARARÉ	LA ENEA	HERACLIO BARLETA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	4	9	8	4	3	8	2	4	1	2	9	7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
2725	LOS SANTOS	LOS SANTOS	GUARARÉ	PERALES	SANTA ISABEL	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	1	1	1	1	0	3	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
2726	LOS SANTOS	LOS SANTOS	GUARARÉ	LA PASERA	LA PASERA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	3	3	2	8	5	1	3	5	6	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
2730	LOS SANTOS	LOS SANTOS	GUARARÉ	LAS TRANCAS	BENJAMÍN VELÁZQUEZ	RURAL	PRIMARIA MULTIGRADO	OFICIAL	3	1	0	1	2	3	4	3	4	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
2732	LOS SANTOS	LOS SANTOS	GUARARÉ	EL HATO	SANTA ROSA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	1	0	0	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2733	LOS SANTOS	LOS SANTOS	GUARARÉ	LLANO ABAJO	LLANO ABAJO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	1	2	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2734	LOS SANTOS	LOS SANTOS	GUARARÉ	EL HATO	EL HATO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	1	1	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2735	LOS SANTOS	LOS SANTOS	GUARARÉ	LLANO ABAJO	LA PEÑA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	1	3	2	3	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2736	LOS SANTOS	LOS SANTOS	LAS TABLAS	LAS TABLAS	ESCUELA BILINGÜE PRESIDENTE PORRAS	URBANA	PRIMARIA UNIGRADO	OFICIAL	34	36	41	43	35	33	40	43	42	36	44	35	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	23	15
2739	LOS SANTOS	LOS SANTOS	LAS TABLAS	LAS TABLAS	ESCUELA BILINGÜE SANTA ISABEL	RURAL	PRIMARIA UNIGRADO	OFICIAL	6	2	4	4	2	6	1	5	6	1	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
2746	LOS SANTOS	LOS SANTOS	LAS TABLAS	LAS TABLAS	ESCUELA BILINGÜE CLAUDIO VÁSQUEZ	URBANA	PRIMARIA UNIGRADO	OFICIAL	66	72	80	60	64	54	68	64	61	58	72	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	17
2748	LOS SANTOS	LOS SANTOS	LAS TABLAS	BAJO CORRAL	LAS LAGUNITAS	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	3	0	1	3	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
2749	LOS SANTOS	LOS SANTOS	LAS TABLAS	BAJO CORRAL	BAJO CORRAL	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	2	2	1	2	0	2	2	2	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2751	LOS SANTOS	LOS SANTOS	LAS TABLAS	BAYANO	TABOGA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2752	LOS SANTOS	LOS SANTOS	LAS TABLAS	BAYANO	EL FERMÍN	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2754	LOS SANTOS	LOS SANTOS	LAS TABLAS	BAYANO	SERGIO GONZÁLEZ RUIZ	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	5	1	1	3	2	1	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2756	LOS SANTOS	LOS SANTOS	LAS TABLAS	BAYANO	CARLOS M. ESPINO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	2	2	0	2	0	1	2	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2757	LOS SANTOS	LOS SANTOS	LAS TABLAS	BAYANO	ESC. LA CANOA	RURAL	PRIMARIA UNIGRADO	OFICIAL	2	1	1	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2758	LOS SANTOS	LOS SANTOS	LAS TABLAS	EL CARATE	PLINIO TEJADA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	5	1	2	8	0	2	4	10	12	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4
2760	LOS SANTOS	LOS SANTOS	LAS TABLAS	EL COCAL	ANTONIO GONZÁLEZ	RURAL	PRIMARIA MULTIGRADO	OFICIAL	14	4	5	3	7	6	3	4	6	5	8	5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7
2762	LOS SANTOS	LOS SANTOS	LAS TABLAS	EL MANANTIAL	NEMESIO MEDINA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	4	4	3	1	2	3	5	2	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2
2764	LOS SANTOS	LOS SANTOS	LAS TABLAS	EL MUÑOZ	EL MUÑOZ	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	1	3	1	3	2	2	3	3	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
2766	LOS SANTOS	LOS SANTOS	LAS TABLAS	EL PEDREGOSO	EL PEDREGOSO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2769	LOS SANTOS	LOS SANTOS	LAS TABLAS	LA MIEL	LA MIEL	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	2	0	4	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2772	LOS SANTOS	LOS SANTOS	LAS TABLAS	LA PALMA	ESCUELA BILINGÜE CARLOS M. BALLESTEROS	RURAL	PRIMARIA UNIGRADO	OFICIAL	12	5	11	4	9	4	9	9	13	6	11	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
2775	LOS SANTOS	LOS SANTOS	LAS TABLAS	LA TIZA	LA TIZA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	3	2	3	0	3	1	3	2	1	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
2777	LOS SANTOS	LOS SANTOS	LAS TABLAS	LAS PALMITAS	ESCUELA BILINGÜE AMARIS DURÁN	RURAL	PRIMARIA UNIGRADO	OFICIAL	9	12	8	13	6	9	14	10	9	7	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
2780	LOS SANTOS	LOS SANTOS	LAS TABLAS	LAS TABLAS	BENILDA CÉSPEDES	RURAL	PRIMARIA MULTIGRADO	OFICIAL	6	6	6	2	1	6	5	4	3	2	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
2782	LOS SANTOS	LOS SANTOS	LAS TABLAS	NUARIO	ALEJANDRO GONZÁLEZ	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	0	0	2	1	1	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2783	LOS SANTOS	LOS SANTOS	LAS TABLAS	PALMIRA	PALMIRA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	2	0	5	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
2784	LOS SANTOS	LOS SANTOS	LAS TABLAS	PEÑA BLANCA	GUSTAVO BATISTA	RURAL	PRIMARIA MULTIGRADO	OFICIAL	6	4	2	0	4	2	1	2	1	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
2786	LOS SANTOS	LOS SANTOS	LAS TABLAS	RÍO HONDO	OFELIA C. DE ACEVEDO	RURAL	PRIMARIA MULTIGRADO	OFICIAL	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2787	LOS SANTOS	LOS SANTOS	LAS TABLAS	SAN JOSÉ	SAN JOSÉ	RURAL	PRIMARIA MULTIGRADO	OFICIAL	3	3	0	5	1	2	1	2	3	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
2789	LOS SANTOS	LOS SANTOS	LAS TABLAS	SAN MIGUEL	SAN MIGUEL	RURAL	PRIMARIA MULTIGRADO	OFICIAL	1	0	0	1	1	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
