CÓDIGO COLEGIO; REGIONAL; PROVINCIA; DISTRITO; CORREGIMIENTO; NOMBRE COLEGIO;ÁREA;OFERTA ACADÉMICA; TIPO;APROBADO 1 GRADO HOMBRE;APROBADO 1 GRADO MUJER;APROBADO 2 GRADO HOMBRE;APROBADO 2 GRADO MUJER;APROBADO 3 GRADO HOMBRE;APROBADO 3 GRADO MUJER;APROBADO 4 GRADO HOMBRE;APROBADO 4 GRADO MUJER;APROBADO 5 GRADO HOMBRE;APROBADO 5 GRADO MUJER;APROBADO 6 GRADO HOMBRE;APROBADO 6 GRADO MUJER;REPROBADO 1 GRADO HOMBRE;REPROBADO 1 GRADO MUJER;REPROBADO 2 GRADO HOMBRE;REPROBADO 2 GRADO MUJER;REPROBADO 3 GRADO HOMBRE;REPROBADO 3 GRADO MUJER;REPROBADO 4 GRADO HOMBRE;REPROBADO 4 GRADO MUJER;REPROBADO 5 GRADO HOMBRE;REPROBADO 5 GRADO MUJER;REPROBADO 6 GRADO HOMBRE;REPROBADO 6 GRADO MUJER;DESERTORES 1 GRADO HOMBRE;DESERTORES 1 GRADO MUJER;DESERTORES 2 GRADO HOMBRE;DESERTORES 2 GRADO MUJER;DESERTORES 3 GRADO HOMBRE;DESERTORES 3 GRADO MUJER;DESERTORES 4 GRADO HOMBRE;DESERTORES 4 GRADO MUJER;DESERTORES 5 GRADO HOMBRE;DESERTORES 5 GRADO MUJER;DESERTORES 6 GRADO HOMBRE;DESERTORES 6 GRADO MUJER;DOCENTES;AULAS
158;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);VALLE BONITO;ESC. EL PAJONAL;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;7;4;14;11;11;11;7;1;14;6;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8
159;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);CALOVÉBORA O SANTA CATALINA;EL TERRÓN;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;7;8;11;7;6;6;3;5;3;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3
162;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);CALOVÉBORA O SANTA CATALINA;ESC. ALTO DEL CUAY;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;2;3;0;2;3;1;0;1;2;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
163;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);CALOVÉBORA O SANTA CATALINA;BOCA DEL RÍO GUABO;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;6;6;4;2;6;1;5;1;7;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
164;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);VALLE BONITO;ESC. VALERIO FLORES;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;8;9;4;7;12;8;7;5;5;3;9;5;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;1;1;2;1;5;10
165;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);VALLE BONITO;ESC. RÍO PIEDRA;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;5;7;8;4;7;9;4;5;4;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6
167;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);CALOVÉBORA O SANTA CATALINA;C.E.B.G. STA. CATALINA;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;30;12;16;17;19;9;23;18;14;14;12;12;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;1;3;1;2;3;2;1;3;12;24
168;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);CALOVÉBORA O SANTA CATALINA;ESC. RÍO CHUCARÁ;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;27;31;26;16;22;16;25;18;13;13;15;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9
169;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);CALOVÉBORA O SANTA CATALINA;SAN SOLEDAD;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;20;8;16;12;23;22;15;8;13;9;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11
170;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);VALLE BONITO;ESC. RÍO GRANDE;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;3;9;4;7;6;6;4;2;3;2;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8
171;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);VALLE BONITO;ESC. VALLE BONITO;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;10;13;12;8;5;10;7;9;5;4;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;12
180;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;TOBOBÉ;ESC. QDA ESSEY;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;11;9;6;10;6;7;5;13;13;4;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6
181;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;TOBOBÉ;ESC. PUNTA ESCONDIDA;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;10;13;11;11;8;16;13;6;8;12;17;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5
182;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;RÍO CHIRIQUÍ;ESC. LOMA VERDE;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;8;10;7;6;10;7;11;9;13;14;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4
183;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;RÍO CHIRIQUÍ;COL. RÍO CHIRIQUÍ;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;25;19;22;17;26;7;19;12;9;17;22;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10
184;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;CALOVÉBORA O SANTA CATALINA;BOCA DE RÍO GRANDE;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;3;2;3;12;3;6;6;4;4;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4
185;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;TOBOBÉ;COLEGIO TOBOBE;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;20;13;20;21;18;12;13;13;6;16;17;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11
195;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;TOBOBÉ;ESC. CLEAY;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;7;1;12;5;5;3;9;8;6;2;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
196;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;RÍO CHIRIQUÍ;ESC. CERRO DE LA CRUZ;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;7;12;7;10;4;8;5;10;6;9;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4
197;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;RÍO CHIRIQUÍ;ESC. CERRO SANTO;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;14;11;7;5;7;8;5;6;2;6;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6
198;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;RÍO CHIRIQUÍ;ESC. MUAY;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;16;10;10;18;11;20;7;11;11;7;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3
199;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;RÍO CHIRIQUÍ;SAN PEDRO ARRIBA;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;19;17;14;11;13;9;6;6;7;9;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
200;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;TOBOBÉ;ESC. DOBARI;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;9;16;15;14;30;10;18;17;24;11;20;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8
201;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;RÍO CHIRIQUÍ;ESC. KULY;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;5;7;4;7;8;5;5;5;11;6;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5
202;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;TOBOBÉ;ESC. DE PLAYA LORENZO 1;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;30;13;16;12;17;15;11;8;9;12;14;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8
203;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;TOBOBÉ;ESC. DE PUNTA NÍSPERO;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;8;12;11;8;15;10;7;7;15;7;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10
204;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;CALOVÉBORA O SANTA CATALINA;ESC. RÍO CAÑA ABAJO;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;10;12;6;11;13;7;8;8;11;9;10;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;6;12
205;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;RÍO CHIRIQUÍ;ESC. RÍO VERACRUZ;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;11;9;6;5;11;8;8;6;5;2;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;8
206;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;SANTA CATALINA O CALOVÉBORA (BLEDESHIA);RÍO CHIRIQUÍ;ESC. SAN PEDRITO;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;17;11;18;7;11;12;13;7;11;2;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
207;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;TOBOBÉ;ESC. RÍO VIENTO;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;12;5;13;20;11;8;12;7;11;8;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;6;4
378;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;BURÍ;PALMITO;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;7;10;2;7;10;4;9;4;5;6;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6
379;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;GUARIVIARA;MONTE LIRIO;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;12;13;11;11;11;10;11;9;6;13;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9
382;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;MAN CREEK;BOCA DE MANCREEK;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;8;5;15;10;9;3;7;13;8;8;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6
383;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;BURÍ;ORIENTE;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;20;14;15;13;17;11;12;11;14;9;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;8;8
385;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;TUWAI;QDA. NEGRITA;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;8;10;2;6;9;10;2;3;5;8;5;7;0;0;0;0;1;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;10
386;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;MUNUNI;GAVILÁN;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;9;16;10;6;12;10;6;6;4;14;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
387;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;MAN CREEK;BARRANQUILLA;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;20;40;24;21;33;21;20;24;23;18;21;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;7
388;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;MAN CREEK;QDA. VENADO;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;30;31;37;22;11;14;32;16;26;12;24;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12
390;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;PIEDRA ROJA;URRACA;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;35;36;39;28;38;27;25;22;20;11;19;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11
391;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;BURÍ;VALLE ABAJO;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;8;10;14;14;6;6;10;5;9;5;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;2;6;9
394;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;GUARIVIARA;QDA. CAYUCO;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;130;108;82;86;88;68;58;56;90;60;71;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30
397;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;BURÍ;C.E.B.G. BILINGÜE PUEBLO NUEVO;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;38;29;28;33;33;32;25;25;34;23;25;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;12
398;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;MAN CREEK;PUEBLO MESA;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;33;26;28;26;26;19;20;26;14;27;16;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;9
399;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;MAN CREEK;MANCREEK;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;19;9;17;16;18;12;15;12;12;15;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5
400;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;KANKINTÚ;CENTRO BILINGÜE DE FORMACIÓN INTEGRAL INTERCULTURAL SAN AGUSTÍN;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;49;42;26;53;57;49;47;36;50;33;45;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;14
401;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;KANKINTÚ;QDA. GRANDE;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;15;10;18;10;13;17;18;6;12;11;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;12
404;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;RÍO CHIRIQUÍ;ESC. VALLE RICO;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;4;6;7;10;7;7;5;4;8;9;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7
405;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;TUWAI;LOMA DE AGUA;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;7;6;3;5;6;5;7;3;5;1;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;6
422;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;BURÍ;CHIRIQUÍ MALI;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;17;13;10;10;14;12;9;8;9;7;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3
423;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;MAN CREEK;MANANTÍ;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;6;10;17;14;9;5;7;5;5;10;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11
424;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;GUARIVIARA;GUARIVIARA;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;8;9;12;12;15;15;13;19;12;6;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10
425;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;GUARIVIARA;CERRO ÑEQUE;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;12;7;11;9;10;9;9;17;8;8;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7
426;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;GUARIVIARA;BOCA DE GUARIVIARA;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;3;8;4;1;3;5;3;6;3;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5
427;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;BISIRA;POMANKIARY;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;13;12;7;6;11;11;2;11;11;6;4;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;6
430;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KUSAPÍN;BAHÍA AZUL;BUCORI;INDÍGENA;PRIMARIA TELEBASICA;OFICIAL;9;18;15;24;15;11;19;14;19;16;15;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;1;0;0;9;3
432;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;JIRONDAI;BURÍ;GUARUMITO;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;15;14;18;17;10;8;13;9;11;12;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7
433;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;MUNUNI;DIBOTE;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;9;4;7;4;4;5;6;8;5;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4
435;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;BISIRA;CRICAMOLA;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;7;3;7;7;4;4;4;4;7;4;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6
436;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;KANKINTÚ;CALANTE;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;30;28;28;28;28;35;30;16;26;20;25;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13
437;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;BISIRA;BOCA DE RÍO CRICAMOLA;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;9;4;5;3;6;7;4;4;2;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;8
429;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;BISIRA;C.E.B.G. BISIRA;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;46;40;46;31;42;34;40;34;41;28;24;36;0;0;0;0;0;0;0;0;0;0;0;0;11;1;3;2;4;4;5;3;1;1;0;2;21;21
440;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;KANKINTÚ;NUTIVI;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;21;13;26;13;21;15;16;18;19;9;21;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8
441;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;KANKINTÚ;ODOBATE;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;37;17;14;23;23;18;26;14;15;15;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12
442;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;GUORONÍ;MUNUNI N°1;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;13;9;14;9;20;15;17;8;13;17;15;10;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;8;14
443;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;GUORONÍ;MUTARI;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;16;16;24;17;12;3;12;13;14;12;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;3;6;6
444;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;GUORONÍ;RÍO BUENO;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;20;17;17;14;10;9;3;10;8;21;15;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8
445;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;GUORONÍ;QUEBRADA CARACOL;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;9;10;9;7;14;4;22;15;7;8;14;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6
446;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;GUORONÍ;CORONTE;INDÍGENA;PRIMARIA TELEBASICA;OFICIAL;21;12;30;14;24;9;25;16;24;14;15;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12
447;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;MUNUNI;QUEBRADA MIRONÍ;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;11;3;4;5;4;2;7;3;4;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6
448;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;MUNUNI;MAYO;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;14;13;8;18;14;11;15;9;12;6;10;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;7;14
450;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;MUNUNI;SINETI;INDÍGENA;PRIMARIA MULTIGRADO;OFICIAL;14;18;19;15;16;9;10;20;17;11;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10
451;COMARCA NGÄBE BUGLÉ ÑOKRIBO;BOCAS DEL TORO;KANKINTÚ;MUNUNI;LA TRINCHERA;INDÍGENA;PRIMARIA UNIGRADO;OFICIAL;18;7;14;16;12;9;12;8;19;18;15;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;15
