CÓDIGO COLEGIO; REGIONAL; PROVINCIA; DISTRITO; CORREGIMIENTO; NOMBRE COLEGIO;ÁREA;OFERTA ACADÉMICA; TIPO;APROBADO 1 GRADO HOMBRE;APROBADO 1 GRADO MUJER;APROBADO 2 GRADO HOMBRE;APROBADO 2 GRADO MUJER;APROBADO 3 GRADO HOMBRE;APROBADO 3 GRADO MUJER;APROBADO 4 GRADO HOMBRE;APROBADO 4 GRADO MUJER;APROBADO 5 GRADO HOMBRE;APROBADO 5 GRADO MUJER;APROBADO 6 GRADO HOMBRE;APROBADO 6 GRADO MUJER;REPROBADO 1 GRADO HOMBRE;REPROBADO 1 GRADO MUJER;REPROBADO 2 GRADO HOMBRE;REPROBADO 2 GRADO MUJER;REPROBADO 3 GRADO HOMBRE;REPROBADO 3 GRADO MUJER;REPROBADO 4 GRADO HOMBRE;REPROBADO 4 GRADO MUJER;REPROBADO 5 GRADO HOMBRE;REPROBADO 5 GRADO MUJER;REPROBADO 6 GRADO HOMBRE;REPROBADO 6 GRADO MUJER;DESERTORES 1 GRADO HOMBRE;DESERTORES 1 GRADO MUJER;DESERTORES 2 GRADO HOMBRE;DESERTORES 2 GRADO MUJER;DESERTORES 3 GRADO HOMBRE;DESERTORES 3 GRADO MUJER;DESERTORES 4 GRADO HOMBRE;DESERTORES 4 GRADO MUJER;DESERTORES 5 GRADO HOMBRE;DESERTORES 5 GRADO MUJER;DESERTORES 6 GRADO HOMBRE;DESERTORES 6 GRADO MUJER;DOCENTES;AULAS
1567;CHIRIQUÍ;CHIRIQUÍ;BUGABA;ASERRÍO DE GARICHÉ;QUEBRADA GRANDE;RURAL;PRIMARIA MULTIGRADO;OFICIAL;2;4;4;2;5;3;2;3;2;1;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;2;2
1568;CHIRIQUÍ;CHIRIQUÍ;BUGABA;ASERRÍO DE GARICHÉ;ALTO DE GARICHE;RURAL;PRIMARIA MULTIGRADO;OFICIAL;2;1;2;0;4;3;0;1;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;2
1569;CHIRIQUÍ;CHIRIQUÍ;BUGABA;ASERRÍO DE GARICHÉ;LA CELMIRA;RURAL;PRIMARIA UNIGRADO;OFICIAL;11;13;13;10;14;11;10;16;18;8;6;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7
1578;CHIRIQUÍ;CHIRIQUÍ;BUGABA;ASERRÍO DE GARICHÉ;GARICHE;RURAL;PRIMARIA MULTIGRADO;OFICIAL;15;10;8;10;9;12;4;4;8;7;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7
1579;CHIRIQUÍ;CHIRIQUÍ;BUGABA;ASERRÍO DE GARICHÉ;EXQUISITO;RURAL;PRIMARIA MULTIGRADO;OFICIAL;3;0;2;2;3;5;3;4;2;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
1580;CHIRIQUÍ;CHIRIQUÍ;BUGABA;ASERRÍO DE GARICHÉ;EL PORTÓN;RURAL;PRIMARIA UNIGRADO;OFICIAL;10;7;20;11;10;18;6;10;10;10;17;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;6
1581;CHIRIQUÍ;CHIRIQUÍ;BUGABA;ASERRÍO DE GARICHÉ;EL ROBLE;RURAL;PRIMARIA MULTIGRADO;OFICIAL;3;4;5;6;3;4;4;2;2;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;3
1582;CHIRIQUÍ;CHIRIQUÍ;BUGABA;ASERRÍO DE GARICHÉ;SAN ISIDRO;RURAL;PRIMARIA UNIGRADO;OFICIAL;16;15;13;13;18;18;9;13;19;10;11;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2
1583;CHIRIQUÍ;CHIRIQUÍ;BUGABA;ASERRÍO DE GARICHÉ;SAN PEDRO;RURAL;PRIMARIA MULTIGRADO;OFICIAL;5;3;3;3;5;6;7;6;3;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5
1584;CHIRIQUÍ;CHIRIQUÍ;BUGABA;BUGABA;LA MATA DE BUGABA;RURAL;PRIMARIA UNIGRADO;OFICIAL;27;15;30;23;29;26;21;18;23;25;10;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9
1585;CHIRIQUÍ;CHIRIQUÍ;BUGABA;BUGABA;BUGABA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;6;5;6;5;8;6;6;7;2;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4
1588;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;CERRO PUNTA;C.E.B.G. CERRO PUNTA;URBANA;PRIMARIA UNIGRADO;OFICIAL;18;26;12;17;14;14;7;18;17;13;10;13;0;2;4;6;0;0;5;3;1;2;2;2;6;7;4;2;5;3;0;3;5;1;5;0;12;21
1592;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;CERRO PUNTA;LAS NUBES;RURAL;PRIMARIA MULTIGRADO;OFICIAL;3;0;3;0;2;3;3;2;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
1593;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;CERRO PUNTA;FERNANDO ELETA ALMARÁN;RURAL;PRIMARIA MULTIGRADO;OFICIAL;7;6;9;7;16;11;6;7;12;8;10;11;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;1;3;1;0;0;4;0;5;4
1594;CHIRIQUÍ;CHIRIQUÍ;BUGABA;CERRO PUNTA;BAJO GRANDE;RURAL;PRIMARIA UNIGRADO;OFICIAL;6;3;0;5;2;3;1;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
1597;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;CERRO PUNTA;NUEVA SUIZA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;7;4;3;8;2;4;2;4;4;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4
1598;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;CERRO PUNTA;ESCUELA BILINGÜE PASO ANCHO;RURAL;PRIMARIA UNIGRADO;OFICIAL;39;40;33;34;44;44;34;32;35;36;34;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;16;14
1599;CHIRIQUÍ;CHIRIQUÍ;BUGABA;GÓMEZ;GÓMEZ ABAJO;RURAL;PRIMARIA UNIGRADO;OFICIAL;2;3;6;2;2;6;3;4;0;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;2;4
1600;CHIRIQUÍ;CHIRIQUÍ;BUGABA;GÓMEZ;ALTO CHIRIQUÍ;RURAL;PRIMARIA MULTIGRADO;OFICIAL;0;1;2;0;0;0;0;0;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
1603;CHIRIQUÍ;CHIRIQUÍ;BUGABA;GÓMEZ;GÓMEZ;RURAL;PRIMARIA UNIGRADO;OFICIAL;7;7;13;7;23;11;8;11;18;8;17;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6
1604;CHIRIQUÍ;CHIRIQUÍ;BUGABA;GÓMEZ;SAN MIGUEL DE EXQUISITO;RURAL;PRIMARIA MULTIGRADO;OFICIAL;5;8;6;5;7;6;9;6;6;7;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5
1605;CHIRIQUÍ;CHIRIQUÍ;BUGABA;GÓMEZ;LA MESETA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;0;3;0;1;0;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
1606;CHIRIQUÍ;CHIRIQUÍ;BUGABA;LA ESTRELLA;SIOGUI ABAJO N°1;RURAL;PRIMARIA MULTIGRADO;OFICIAL;4;4;5;6;6;4;3;4;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5
1607;CHIRIQUÍ;CHIRIQUÍ;BUGABA;LA ESTRELLA;LA TRANCA;RURAL;PRIMARIA UNIGRADO;OFICIAL;10;8;14;9;8;11;3;11;10;14;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6
1612;CHIRIQUÍ;CHIRIQUÍ;BUGABA;LA ESTRELLA;LA ESTRELLA;RURAL;PRIMARIA UNIGRADO;OFICIAL;11;16;18;12;18;16;14;7;16;15;11;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7
1613;CHIRIQUÍ;CHIRIQUÍ;BUGABA;LA ESTRELLA;SIOGUI ABAJO N°2;RURAL;PRIMARIA MULTIGRADO;OFICIAL;7;4;5;3;9;7;9;4;2;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;3;6
1614;CHIRIQUÍ;CHIRIQUÍ;BUGABA;LA ESTRELLA;SIOGUI ARRIBA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;3;7;8;7;7;2;2;4;4;6;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4
1615;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SAN ANDRÉS;SAN ANDRÉS;RURAL;PRIMARIA UNIGRADO;OFICIAL;16;10;12;10;18;4;12;12;6;15;9;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;11
1619;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SAN ANDRÉS;LA ESPERANZA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;1;0;0;0;2;2;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
1620;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SAN ANDRÉS;SAN FRANCISCO;RURAL;PRIMARIA UNIGRADO;OFICIAL;5;4;6;4;9;4;3;3;4;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
1621;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SAN ANDRÉS;QUEBRADA LLANA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1622;CHIRIQUÍ;CHIRIQUÍ;BOQUERÓN;PARAÍSO;SANTA MARTA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;2;5;2;6;6;6;5;3;1;8;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
1623;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTA MARTA;BIJAGUAL N°2;RURAL;PRIMARIA MULTIGRADO;OFICIAL;3;1;6;2;3;1;0;2;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
1624;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTA MARTA;SANTA MARTA;RURAL;PRIMARIA UNIGRADO;OFICIAL;31;32;26;38;38;38;20;28;24;32;28;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14
1625;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTA ROSA;CAMARÓN ARRIBA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;1;4;2;1;3;2;3;3;4;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
1628;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTA ROSA;SANTA ROSA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;0;1;0;0;3;2;1;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1629;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTA ROSA;EL SANTO;RURAL;PRIMARIA MULTIGRADO;OFICIAL;7;4;7;10;11;7;11;7;9;7;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6
1630;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTA ROSA;BIJAGUAL N°1;RURAL;PRIMARIA MULTIGRADO;OFICIAL;1;1;2;2;0;2;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
1631;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTA ROSA;BAJO FRÍO;RURAL;PRIMARIA MULTIGRADO;OFICIAL;1;1;1;0;0;2;1;3;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1632;CHIRIQUÍ;CHIRIQUÍ;DAVID;SAN PABLO VIEJO;SANTO DOMINGO DE GUZMÁN;RURAL;PRIMARIA UNIGRADO;OFICIAL;3;5;5;6;6;6;3;2;2;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
1636;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTO DOMINGO;MANCHUILA;RURAL;PRIMARIA UNIGRADO;OFICIAL;12;10;6;5;10;14;9;6;6;8;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6
1637;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTO DOMINGO;SANTO DOMINGO;RURAL;PRIMARIA UNIGRADO;OFICIAL;18;12;16;12;19;15;9;13;22;9;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;7
1638;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTO DOMINGO;GARICHE ABAJO;RURAL;PRIMARIA UNIGRADO;OFICIAL;2;1;0;0;3;2;1;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;1;3
1639;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SORTOVA;VOLANTE;RURAL;PRIMARIA MULTIGRADO;OFICIAL;0;0;1;0;0;1;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
1641;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SORTOVA;LA COLONIA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
1642;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SORTOVA;SORTOVA;RURAL;PRIMARIA UNIGRADO;OFICIAL;18;15;25;18;16;22;20;17;13;22;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11
1643;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SORTOVA;CHATAL;RURAL;PRIMARIA MULTIGRADO;OFICIAL;1;1;1;1;2;1;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
1644;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;VOLCÁN;ESCUELA PRIMARIA DE VOLCÁN;URBANA;PRIMARIA UNIGRADO;OFICIAL;33;45;53;43;47;47;55;37;50;43;35;36;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;2;1;3;1;2;1;5;3;25;19
1652;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;VOLCÁN;BIJAO;RURAL;PRIMARIA MULTIGRADO;OFICIAL;3;0;5;7;4;4;4;2;2;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
1653;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;VOLCÁN;BRAZOS DE GARICHE;RURAL;PRIMARIA MULTIGRADO;OFICIAL;0;0;0;5;0;1;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
1654;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;LA CONCEPCIÓN;CUESTA DE PIEDRA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;4;1;3;5;3;7;5;3;2;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;2;0;0;1;0;3;4
1656;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;VOLCÁN;LAS PERLAS;RURAL;PRIMARIA UNIGRADO;OFICIAL;9;17;9;12;12;10;10;10;10;3;5;11;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;6;6
1657;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;VOLCÁN;NUEVA CALIFORNIA;URBANA;PRIMARIA UNIGRADO;OFICIAL;48;44;45;48;55;54;43;43;59;59;52;46;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;1;0;0;2;2;2;0;2;26;23
1658;CHIRIQUÍ;CHIRIQUÍ;TIERRAS ALTAS;VOLCÁN;EL VALLE;URBANA;PRIMARIA UNIGRADO;OFICIAL;8;10;15;13;15;16;22;14;8;10;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8
1659;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTA MARTA;OJO DE AGUA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;2;4;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1660;CHIRIQUÍ;CHIRIQUÍ;BUGABA;SANTO DOMINGO;QUEBRADA NEGRA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;7;8;9;6;2;4;8;4;6;7;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6
1662;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;ESCUELA BILINGÜE REPÚBLICA DE FRANCIA;URBANA;PRIMARIA UNIGRADO;OFICIAL;70;51;67;72;73;85;59;64;76;68;78;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;21
1663;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;ESCUELA BILINGÜE LASSONDE;URBANA;PRIMARIA UNIGRADO;OFICIAL;34;39;35;29;34;32;39;40;44;40;35;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;12
1689;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;ADVENTISTA BILINGÜE DE DAVID;URBANA;PRIMARIA UNIGRADO;PARTICULAR;23;19;35;29;35;29;27;21;35;33;29;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15
7324;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;IPHE DE DAVID;RURAL;PRIMARIA UNIGRADO;OFICIAL;7;4;2;4;3;4;0;2;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1706;CHIRIQUÍ;CHIRIQUÍ;DAVID;SAN PABLO VIEJO;AGUACATAL;RURAL;PRIMARIA MULTIGRADO;OFICIAL;16;13;24;16;20;14;15;12;11;15;12;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;6
1707;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;SAN CRISTÓBAL;URBANA;PRIMARIA UNIGRADO;OFICIAL;26;20;29;36;36;36;25;34;30;37;30;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14
1708;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;C.E.B.G. SAN MATEO;URBANA;PRIMARIA UNIGRADO;OFICIAL;32;15;19;27;35;27;27;19;33;34;35;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12
1709;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;SANTA CRUZ;URBANA;PRIMARIA UNIGRADO;OFICIAL;11;12;12;13;16;15;22;15;15;15;19;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;12
1710;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;EL VARITAL;URBANA;PRIMARIA UNIGRADO;OFICIAL;27;19;12;23;18;15;20;20;18;11;14;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;8
1711;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;PORTACHUELO;URBANA;PRIMARIA MULTIGRADO;OFICIAL;4;3;6;5;5;3;4;4;4;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4
1712;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;MEDALLA MILAGROSA;URBANA;PRIMARIA UNIGRADO;OFICIAL;21;36;22;37;23;33;22;29;20;46;25;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12
1717;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;ESCUELA BILINGÜE LOS ABANICOS;URBANA;PRIMARIA UNIGRADO;OFICIAL;69;53;45;44;49;53;50;48;46;41;41;41;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;1;0;2;1;1;0;0;3;24;16
1718;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;JEAN PIAGET;URBANA;PRIMARIA UNIGRADO;PARTICULAR;4;6;6;3;9;9;2;3;2;8;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7
1720;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;NUEVO AMANECER;URBANA;PRIMARIA UNIGRADO;OFICIAL;19;10;9;14;13;9;15;9;12;8;14;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4
1721;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;ESCUELA BILINGÜE LOMA COLORADA;URBANA;PRIMARIA UNIGRADO;OFICIAL;43;41;53;40;61;54;46;51;38;45;49;36;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;2;0;0;1;0;0;0;24;15
1722;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;MARÍA OLIMPIA DE OBALDÍA;URBANA;PRIMARIA UNIGRADO;OFICIAL;35;47;51;38;31;50;31;44;39;35;25;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;19;12
1723;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;ESCUELA BILINGÜE ELISA CHIARI PC ESTADOS UNIDOS;URBANA;PRIMARIA UNIGRADO;OFICIAL;42;41;40;42;36;27;29;25;33;35;33;32;3;1;0;0;0;0;0;0;0;0;2;0;7;4;4;1;3;1;0;3;1;0;0;4;19;19
1724;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;ESCUELA BILINGÜE DOLEGUITA;URBANA;PRIMARIA UNIGRADO;OFICIAL;29;25;21;33;36;36;52;30;36;35;49;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16
1725;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;ESCUELA BILINGÜE BARRIADA VICTORIANO LORENZO;URBANA;PRIMARIA UNIGRADO;OFICIAL;30;16;24;22;21;8;20;16;16;23;14;16;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;2;0;1;12;9
1726;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;NUEVO VEDADO;URBANA;PRIMARIA UNIGRADO;OFICIAL;38;21;26;28;31;28;15;20;25;20;20;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12
1727;CHIRIQUÍ;CHIRIQUÍ;DAVID;DAVID;ESCUELA BILINGÜE JOSÉ MARÍA ROY;URBANA;PRIMARIA UNIGRADO;OFICIAL;84;58;66;53;69;69;65;59;58;60;79;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;21
1728;CHIRIQUÍ;CHIRIQUÍ;DAVID;BIJAGUAL;LOS CERRILLOS;RURAL;PRIMARIA MULTIGRADO;OFICIAL;0;1;1;1;3;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
1730;CHIRIQUÍ;CHIRIQUÍ;DAVID;BIJAGUAL;MARIANO CANDANEDO;RURAL;PRIMARIA MULTIGRADO;OFICIAL;1;1;1;1;2;4;2;2;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
1732;CHIRIQUÍ;CHIRIQUÍ;DAVID;COCHEA;MACANO;RURAL;PRIMARIA MULTIGRADO;OFICIAL;0;0;0;4;1;0;1;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
1735;CHIRIQUÍ;CHIRIQUÍ;DAVID;COCHEA;COCHEA ARRIBA;RURAL;PRIMARIA MULTIGRADO;OFICIAL;3;7;5;2;8;4;4;6;9;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;3;3
1736;CHIRIQUÍ;CHIRIQUÍ;DAVID;COCHEA;MARCELINO SAMUDIO;RURAL;PRIMARIA MULTIGRADO;OFICIAL;4;3;3;3;3;5;5;6;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3
1737;CHIRIQUÍ;CHIRIQUÍ;DAVID;COCHEA;GUAYABAL;RURAL;PRIMARIA MULTIGRADO;OFICIAL;6;6;5;10;7;6;3;4;8;2;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4
1738;CHIRIQUÍ;CHIRIQUÍ;DAVID;COCHEA;EL HIGO;RURAL;PRIMARIA MULTIGRADO;OFICIAL;5;3;6;6;4;5;3;5;5;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3
