FID,the_geom,Educ_Code,Educ_Name,Adm2_Name,Adm3_Name,Adm4_Name,Adm4_Code,Educ_Type,Latitude,Longitude,Accuracy,ADM4_COD_1,ADM3_NAM_1,ADM2_NAM_1,NUMBER
sle_educ_pt_steward_schools.17464,POINT (-11.613824267999973 8.058167267000044),SLE_Prim_0814,R.C.Primary School,Bo,Niawa Lenga,Baimba,SLE03011101,Primary School,8.05816727,-11.61382427,Needs Validation - STEWARD Project,SLE03011101,Niawa Lenga,Bo,814
sle_educ_pt_steward_schools.17465,POINT (-11.578077391999955 8.127126555000075),SLE_Prim_0815,Ansarul Islamic Pr. School,Bo,Niawa Lenga,Lower Niawa,SLE03011102,Primary School,8.12712656,-11.57807739,Needs Validation - STEWARD Project,SLE03011102,Niawa Lenga,Bo,815
sle_educ_pt_steward_schools.17466,POINT (-11.626831925999966 8.080168891000028),SLE_Prim_0816,B.D.E.C.Extension Priamry School,Bo,Niawa Lenga,Lower Niawa,SLE03011102,Primary School,8.08016889,-11.62683193,Needs Validation - STEWARD Project,SLE03011102,Niawa Lenga,Bo,816
sle_educ_pt_steward_schools.17467,POINT (-11.652826317999939 8.127124457000036),SLE_Prim_0817,B.D.E.C.Priamry School,Bo,Niawa Lenga,Lower Niawa,SLE03011102,Primary School,8.12712446,-11.65282632,Needs Validation - STEWARD Project,SLE03011102,Niawa Lenga,Bo,817
sle_educ_pt_steward_schools.17468,POINT (-11.608272667999927 8.128180930000042),SLE_Prim_0818,B.D.E.C.Priamry School,Bo,Niawa Lenga,Lower Niawa,SLE03011102,Primary School,8.12818093,-11.60827267,Needs Validation - STEWARD Project,SLE03011102,Niawa Lenga,Bo,818
sle_educ_pt_steward_schools.17469,POINT (-11.659744577999959 8.127043096000023),SLE_Prim_0819,S.D.A. Primary School,Bo,Niawa Lenga,Lower Niawa,SLE03011102,Primary School,8.1270431,-11.65974458,Needs Validation - STEWARD Project,SLE03011102,Niawa Lenga,Bo,819
sle_educ_pt_steward_schools.17470,POINT (-11.575029192999978 8.126938035000023),SLE_Prim_0820,S.D.A. Primary School,Bo,Niawa Lenga,Lower Niawa,SLE03011102,Primary School,8.12693804,-11.57502919,Needs Validation - STEWARD Project,SLE03011102,Niawa Lenga,Bo,820
sle_educ_pt_steward_schools.17471,POINT (-11.550823106999928 8.215082188000054),SLE_Prim_0821,Ansarul Islamic Pr. School,Bo,Niawa Lenga,Upper Niawa,SLE03011103,Primary School,8.21508219,-11.55082311,Needs Validation - STEWARD Project,SLE03011103,Niawa Lenga,Bo,821
sle_educ_pt_steward_schools.17472,POINT (-11.55210251699998 8.183879035000075),SLE_Prim_0822,B.D.E.C. Primary School,Bo,Niawa Lenga,Upper Niawa,SLE03011103,Primary School,8.18387904,-11.55210252,Needs Validation - STEWARD Project,SLE03011103,Niawa Lenga,Bo,822
sle_educ_pt_steward_schools.17473,POINT (-11.570609747999981 8.233960323000076),SLE_Prim_0823,S.L.C. Primary School,Bo,Niawa Lenga,Upper Niawa,SLE03011103,Primary School,8.23396032,-11.57060975,Needs Validation - STEWARD Project,SLE03011103,Niawa Lenga,Bo,823
sle_educ_pt_steward_schools.17474,POINT (-11.550515295999958 8.215174509000065),SLE_Prim_0824,S.L.C. Primary School,Bo,Niawa Lenga,Upper Niawa,SLE03011103,Primary School,8.21517451,-11.5505153,Needs Validation - STEWARD Project,SLE03011103,Niawa Lenga,Bo,824
sle_educ_pt_steward_schools.17475,POINT (-11.600087838999968 8.155469370000048),SLE_Prim_0825,Ansarul Islamic Pr. School,Bo,Niawa Lenga,Yalenga,SLE03011104,Primary School,8.15546937,-11.60008784,Needs Validation - STEWARD Project,SLE03011104,Niawa Lenga,Bo,825
sle_educ_pt_steward_schools.17476,POINT (-11.597896323999976 8.157363024000063),SLE_Prim_0826,R.C.Primary School,Bo,Niawa Lenga,Yalenga,SLE03011104,Primary School,8.15736302,-11.59789632,Needs Validation - STEWARD Project,SLE03011104,Niawa Lenga,Bo,826
sle_educ_pt_steward_schools.17477,POINT (-11.660601576999966 8.166163658000073),SLE_Prim_0827,S.D.A. Primary School,Bo,Niawa Lenga,Yalenga,SLE03011104,Primary School,8.16616366,-11.66060158,Needs Validation - STEWARD Project,SLE03011104,Niawa Lenga,Bo,827
sle_educ_pt_steward_schools.17478,POINT (-11.636222009999926 8.165772060000052),SLE_Prim_0828,S.D.A. Primary School,Bo,Niawa Lenga,Yalenga,SLE03011104,Primary School,8.16577206,-11.63622201,Needs Validation - STEWARD Project,SLE03011104,Niawa Lenga,Bo,828
sle_educ_pt_steward_schools.17479,POINT (-11.594892456999958 8.159858290000045),SLE_Prim_0829,S.D.A. Primary School,Bo,Niawa Lenga,Yalenga,SLE03011104,Primary School,8.15985829,-11.59489246,Needs Validation - STEWARD Project,SLE03011104,Niawa Lenga,Bo,829
sle_educ_pt_steward_schools.17480,POINT (-11.635765159999949 8.163815710000051),SLE_Prim_0830,S.D.A. Primary School,Bo,Niawa Lenga,Yalenga,SLE03011104,Primary School,8.16381571,-11.63576516,Needs Validation - STEWARD Project,SLE03011104,Niawa Lenga,Bo,830
sle_educ_pt_steward_schools.17481,POINT (-11.635765159999949 8.163815710000051),SLE_Prim_0831,S.D.A. Primary School,Bo,Niawa Lenga,Yalenga,SLE03011104,Primary School,8.16381571,-11.63576516,Needs Validation - STEWARD Project,SLE03011104,Niawa Lenga,Bo,831
sle_educ_pt_steward_schools.17482,POINT (-11.600426016999961 8.154473185000029),SLE_Prim_0832,S.L.C. Primary School,Bo,Niawa Lenga,Yalenga,SLE03011104,Primary School,8.15447318,-11.60042602,Needs Validation - STEWARD Project,SLE03011104,Niawa Lenga,Bo,832
sle_educ_pt_steward_schools.17483,POINT (-11.754826586999968 8.14694718100003),SLE_Prim_0833,Aladura Primary School - Segbeima,Bo,Bagbo,Kaduawo,SLE03011201,Primary School,8.14694718,-11.75482659,Needs Validation - STEWARD Project,SLE03011201,Selenga,Bo,833
sle_educ_pt_steward_schools.17484,POINT (-11.75707354399998 8.121488288000023),SLE_Prim_0834,St. Peters Primary School - Gbangba,Bo,Bagbo,Kaduawo,SLE03011201,Primary School,8.12148829,-11.75707354,Needs Validation - STEWARD Project,SLE03011201,Selenga,Bo,834
sle_educ_pt_steward_schools.17485,POINT (-11.754826586999968 8.14694718100003),SLE_Prim_0835,Aladura Primary School - Segbeima,Bo,Selenga,Kaduawo,SLE03011201,Primary School,8.14694718,-11.75482659,Needs Validation - STEWARD Project,SLE03011201,Selenga,Bo,835
sle_educ_pt_steward_schools.17486,POINT (-11.75707354399998 8.121488288000023),SLE_Prim_0836,St. Peters Primary School - Gbangba,Bo,Selenga,Kaduawo,SLE03011201,Primary School,8.12148829,-11.75707354,Needs Validation - STEWARD Project,SLE03011201,Selenga,Bo,836
sle_educ_pt_steward_schools.17487,POINT (-11.686366950999968 8.13784660500005),SLE_Prim_0837,Seven Days Adventist Primary School,Bo,Bagbo,Mokpendeh,SLE03011202,Primary School,8.1378466,-11.68636695,Needs Validation - STEWARD Project,SLE03011202,Selenga,Bo,837
sle_educ_pt_steward_schools.17488,POINT (-11.686366950999968 8.13784660500005),SLE_Prim_0838,Seven Days Adventist Primary School,Bo,Selenga,Mokpendeh,SLE03011202,Primary School,8.1378466,-11.68636695,Needs Validation - STEWARD Project,SLE03011202,Selenga,Bo,838
sle_educ_pt_steward_schools.17489,POINT (-11.704537664999975 8.12413615500003),SLE_Prim_0839,Saint Peters Primary School - Damballa A,Bo,Bagbo,Old Town,SLE03011203,Primary School,8.12413616,-11.70453766,Needs Validation - STEWARD Project,SLE03011203,Selenga,Bo,839
sle_educ_pt_steward_schools.17490,POINT (-11.71882747099994 8.072745361000045),SLE_Prim_0840,Seventh Day Adventis Primary School - Sembehun I,Bo,Bagbo,Old Town,SLE03011203,Primary School,8.07274536,-11.71882747,Needs Validation - STEWARD Project,SLE03011203,Selenga,Bo,840
sle_educ_pt_steward_schools.17491,POINT (-11.700542409999969 8.121948944000053),SLE_Prim_0841,Seventh Day Adventis Primary School Damballa B,Bo,Bagbo,Old Town,SLE03011203,Primary School,8.12194894,-11.70054241,Needs Validation - STEWARD Project,SLE03011203,Selenga,Bo,841
sle_educ_pt_steward_schools.17492,POINT (-11.740873418999968 8.10584891700006),SLE_Prim_0842,Seventh Day Adventis Primary School Kasema,Bo,Bagbo,Old Town,SLE03011203,Primary School,8.10584892,-11.74087342,Needs Validation - STEWARD Project,SLE03011203,Selenga,Bo,842
sle_educ_pt_steward_schools.17493,POINT (-11.704537664999975 8.12413615500003),SLE_Prim_0843,Saint Peters Primary School - Damballa A,Bo,Selenga,Old Town,SLE03011203,Primary School,8.12413616,-11.70453766,Needs Validation - STEWARD Project,SLE03011203,Selenga,Bo,843
sle_educ_pt_steward_schools.17494,POINT (-11.740873418999968 8.10584891700006),SLE_Prim_0844,Seventh Day Adventist Primary School,Bo,Selenga,Old Town,SLE03011203,Primary School,8.10584892,-11.74087342,Needs Validation - STEWARD Project,SLE03011203,Selenga,Bo,844
sle_educ_pt_steward_schools.17495,POINT (-11.700542409999969 8.121948944000053),SLE_Prim_0845,Seventh Day Adventist Primary School - Damballa B,Bo,Selenga,Old Town,SLE03011203,Primary School,8.12194894,-11.70054241,Needs Validation - STEWARD Project,SLE03011203,Selenga,Bo,845
sle_educ_pt_steward_schools.17496,POINT (-11.71882747099994 8.072745361000045),SLE_Prim_0846,Seventh Day Adventist Primary School - Sembehun I,Bo,Selenga,Old Town,SLE03011203,Primary School,8.07274536,-11.71882747,Needs Validation - STEWARD Project,SLE03011203,Selenga,Bo,846
sle_educ_pt_steward_schools.17497,POINT (-11.737321735999956 7.695141569000043),SLE_Prim_0847,Meth Primary School - Grima,Bo,Tikonko,Bainyawa,SLE03011301,Primary School,7.69514157,-11.73732174,Needs Validation - STEWARD Project,SLE03011301,Tikonko,Bo,847
sle_educ_pt_steward_schools.17498,POINT (-11.761228011999947 7.7249137550000455),SLE_Prim_0848,Meth. Primary School - Jagbewema,Bo,Tikonko,Bainyawa,SLE03011301,Primary School,7.72491376,-11.76122801,Needs Validation - STEWARD Project,SLE03011301,Tikonko,Bo,848
sle_educ_pt_steward_schools.17499,POINT (-11.829984099999933 7.793445494000025),SLE_Prim_0849,ACBC Primary School,Bo,Tikonko,Mambawa,SLE03011302,Primary School,7.79344549,-11.8299841,Needs Validation - STEWARD Project,SLE03011302,Tikonko,Bo,849
sle_educ_pt_steward_schools.17500,POINT (-11.812638396999944 7.7558125260000566),SLE_Prim_0850,SLM.B. S Primary Sch.- Yenkisa,Bo,Tikonko,Mambawa,SLE03011302,Primary School,7.75581253,-11.8126384,Needs Validation - STEWARD Project,SLE03011302,Tikonko,Bo,850
sle_educ_pt_steward_schools.17501,POINT (-11.867183094999973 7.79777574700006),SLE_Prim_0851,B.D.EC. Primary School Sembehun I,Bo,Tikonko,Morku,SLE03011303,Primary School,7.79777575,-11.8671831,Needs Validation - STEWARD Project,SLE03011303,Tikonko,Bo,851
sle_educ_pt_steward_schools.17502,POINT (-11.78901572999996 7.943557631000033),SLE_Prim_0852,R.C.Pri. School - Mattru,Bo,Tikonko,Seiwa,SLE03011304,Primary School,7.94355763,-11.78901573,Needs Validation - STEWARD Project,SLE03011304,Tikonko,Bo,852
sle_educ_pt_steward_schools.17503,POINT (-11.79138519099996 7.950860221000028),SLE_Prim_0853,S.D.A.Primary School - Mattru,Bo,Tikonko,Seiwa,SLE03011304,Primary School,7.95086022,-11.79138519,Needs Validation - STEWARD Project,SLE03011304,Tikonko,Bo,853
sle_educ_pt_steward_schools.17504,POINT (-11.764281492999942 7.756996965000042),SLE_Prim_0854,Methodist Primary School - Golahun,Bo,Tikonko,Njagbla I,SLE03011305,Primary School,7.75699696,-11.76428149,Needs Validation - STEWARD Project,SLE03011305,Tikonko,Bo,854
sle_educ_pt_steward_schools.17505,POINT (-11.705876315999944 7.866598037000074),SLE_Prim_0855,Ansarul Islamic Pr. School - Gondama,Bo,Tikonko,Njagbla II,SLE03011306,Primary School,7.86659804,-11.70587632,Needs Validation - STEWARD Project,SLE03011306,Tikonko,Bo,855
sle_educ_pt_steward_schools.17506,POINT (-11.755252197999937 7.819725822000066),SLE_Prim_0856,Meth. Pr. School - Gandorhun,Bo,Tikonko,Njagbla II,SLE03011306,Primary School,7.81972582,-11.7552522,Needs Validation - STEWARD Project,SLE03011306,Tikonko,Bo,856
sle_educ_pt_steward_schools.17507,POINT (-11.731147591999957 7.831665047000058),SLE_Prim_0857,R.C. Pr. Sch. _ Magbema,Bo,Tikonko,Njagbla II,SLE03011306,Primary School,7.83166505,-11.73114759,Needs Validation - STEWARD Project,SLE03011306,Tikonko,Bo,857
sle_educ_pt_steward_schools.17508,POINT (-11.727459702999965 7.8302522620000445),SLE_Prim_0858,SL.M.B. S Primary Sch.- Magbema,Bo,Tikonko,Njagbla II,SLE03011306,Primary School,7.83025226,-11.7274597,Needs Validation - STEWARD Project,SLE03011306,Tikonko,Bo,858
sle_educ_pt_steward_schools.17509,POINT (-11.767033205999951 7.9319857240000715),SLE_Seco_0859,Exp. Secondary School - Towama,Bo,Tikonko,Seiwa,SLE03011307,Secondary School,7.93198572,-11.76703321,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,859
sle_educ_pt_steward_schools.17510,POINT (-11.767267798999967 7.931830563000062),SLE_Seco_0860,Herman Gmeriner Int. Sec. Sch. -Towam,Bo,Tikonko,Seiwa,SLE03011307,Secondary School,7.93183056,-11.7672678,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,860
sle_educ_pt_steward_schools.17511,POINT (-11.787277353999968 7.883150733000036),SLE_Seco_0861,Tikonko Sec. School,Bo,Tikonko,Seiwa,SLE03011307,Secondary School,7.88315073,-11.78727735,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,861
sle_educ_pt_steward_schools.17512,POINT (-11.722700330999942 7.925528494000048),SLE_Scho_0862,Gbewobu,Bo,Tikonko,Seiwa,SLE03011307,School,7.92552849,-11.72270033,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,862
sle_educ_pt_steward_schools.17513,POINT (-11.762693756999965 7.855683064000061),SLE_Prim_0863,S/Leone United Islamic Pri. Sch. Gondama,Bo,Tikonko,Njagbla II,SLE03011307,Primary School,7.85568306,-11.76269376,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,863
sle_educ_pt_steward_schools.17514,POINT (-11.762693756999965 7.855683064000061),SLE_Prim_0864,S/Leone United Islamic Pri. Sch. Gondama,Bo,Tikonko,Njagbla II,SLE03011307,Primary School,7.85568306,-11.76269376,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,864
sle_educ_pt_steward_schools.17515,POINT (-11.758068321999929 7.830495777000067),SLE_Prim_0865,B.D.E.C. Pr. School - Njala,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.83049578,-11.75806832,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,865
sle_educ_pt_steward_schools.17516,POINT (-11.829336570999942 7.846548177000045),SLE_Prim_0866,B.D.E.C. Pr. School - Sunga,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.84654818,-11.82933657,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,866
sle_educ_pt_steward_schools.17517,POINT (-11.876802098999974 7.820025873000077),SLE_Prim_0867,B.D.E.C. Pr. School - Tabe,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.82002587,-11.8768021,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,867
sle_educ_pt_steward_schools.17518,POINT (-11.749699333999956 7.866773895000051),SLE_Prim_0868,BDEC Primary - Dodo,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.8667739,-11.74969933,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,868
sle_educ_pt_steward_schools.17519,POINT (-11.780684604999976 7.881044179000071),SLE_Prim_0869,D.EC. Primary Tikonko,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.88104418,-11.7806846,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,869
sle_educ_pt_steward_schools.17520,POINT (-11.767060211999933 7.931958438000038),SLE_Prim_0870,Exp. Primary School - Towama,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.93195844,-11.76706021,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,870
sle_educ_pt_steward_schools.17521,POINT (-11.76729486499994 7.931812312000034),SLE_Prim_0871,Herman Gmeriner Int. Pri. Sch. -Towam,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.93181231,-11.76729486,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,871
sle_educ_pt_steward_schools.17522,POINT (-11.749255887999936 7.865484722000076),SLE_Prim_0872,Meth. Primary School - Dodo,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.86548472,-11.74925589,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,872
sle_educ_pt_steward_schools.17523,POINT (-11.730465338999977 7.842367703000036),SLE_Prim_0873,Meth. Primary School - Gelehun,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.8423677,-11.73046534,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,873
sle_educ_pt_steward_schools.17524,POINT (-11.709928065999975 7.873746315000062),SLE_Prim_0874,Meth. Primary School - Gelehun,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.87374632,-11.70992807,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,874
sle_educ_pt_steward_schools.17525,POINT (-11.814075324999976 7.902387739000062),SLE_Prim_0875,R.C.Pri. School - Lembema,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.90238774,-11.81407532,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,875
sle_educ_pt_steward_schools.17526,POINT (-11.808409780999966 7.830777656000066),SLE_Prim_0876,Re. Pr;. School -  Gbatehun,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.83077766,-11.80840978,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,876
sle_educ_pt_steward_schools.17527,POINT (-11.717618947999938 7.905240309000021),SLE_Prim_0877,S.L.M.B. Primary school Sembehun - Kokofele,Bo,Tikonko,Seiwa,SLE03011307,Primary School,7.90524031,-11.71761895,Needs Validation - STEWARD Project,SLE03011307,Tikonko,Bo,877
sle_educ_pt_steward_schools.17528,POINT (-11.724140852999938 7.7795110150000255),SLE_Seco_0878,Kankelay Islamic Sec. Sch. New Sembehun,Bo,Tikonko,Sendeh,SLE03011308,Secondary School,7.77951102,-11.72414085,Needs Validation - STEWARD Project,SLE03011308,Tikonko,Bo,878
sle_educ_pt_steward_schools.17529,POINT (-11.726513649999958 7.745666017000076),SLE_Prim_0879,R.C.P. School,Bo,Jaiama Bongor,Lower Baimba,SLE03011308,Primary School,7.74566602,-11.72651365,Needs Validation - STEWARD Project,SLE03011308,Tikonko,Bo,879
sle_educ_pt_steward_schools.17530,POINT (-11.721022689999927 7.766609896000034),SLE_Prim_0880,Ansarul Islamic Pr. School - Tuba,Bo,Tikonko,Sendeh,SLE03011308,Primary School,7.7666099,-11.72102269,Needs Validation - STEWARD Project,SLE03011308,Tikonko,Bo,880
sle_educ_pt_steward_schools.17531,POINT (-11.725392760999966 7.776963932000058),SLE_Prim_0881,Kankeley Islamic Primary School - New Sembehun,Bo,Tikonko,Sendeh,SLE03011308,Primary School,7.77696393,-11.72539276,Needs Validation - STEWARD Project,SLE03011308,Tikonko,Bo,881
sle_educ_pt_steward_schools.17532,POINT (-11.72444016199995 7.779563307000046),SLE_Prim_0882,Meth. Pr. School New Sembehun,Bo,Tikonko,Sendeh,SLE03011308,Primary School,7.77956331,-11.72444016,Needs Validation - STEWARD Project,SLE03011308,Tikonko,Bo,882
sle_educ_pt_steward_schools.17533,POINT (-11.741722009999933 7.7622029500000735),SLE_Prim_0883,Meth. Primary School - Nyandeyama,Bo,Tikonko,Sendeh,SLE03011308,Primary School,7.76220295,-11.74172201,Needs Validation - STEWARD Project,SLE03011308,Tikonko,Bo,883
sle_educ_pt_steward_schools.17534,POINT (-11.734365109999942 7.806778075000068),SLE_Prim_0884,National Islamic Primary School - Maboima,Bo,Tikonko,Sendeh,SLE03011308,Primary School,7.80677808,-11.73436511,Needs Validation - STEWARD Project,SLE03011308,Tikonko,Bo,884
sle_educ_pt_steward_schools.17535,POINT (-11.661369664999938 8.413826645000029),SLE_Prim_0885,Ahmadiyya Primary School,Bo,Valunia,Deilenga,SLE03011401,Primary School,8.41382664,-11.66136966,Needs Validation - STEWARD Project,SLE03011401,Valunia,Bo,885
sle_educ_pt_steward_schools.17536,POINT (-11.592312417999949 8.389392859000054),SLE_Prim_0886,Ahmadiyya Primary School,Bo,Valunia,Deilenga,SLE03011401,Primary School,8.38939286,-11.59231242,Needs Validation - STEWARD Project,SLE03011401,Valunia,Bo,886
sle_educ_pt_steward_schools.17537,POINT (-11.552669450999929 8.32857232200007),SLE_Prim_0887,Isalamic Primary School,Bo,Valunia,Deilenga,SLE03011401,Primary School,8.32857232,-11.55266945,Needs Validation - STEWARD Project,SLE03011401,Valunia,Bo,887
sle_educ_pt_steward_schools.17538,POINT (-11.756866804999959 8.215511707000076),SLE_Scho_0888,Sengema New,Bo,Valunia,Kendebu,SLE03011402,School,8.21551171,-11.7568668,Needs Validation - STEWARD Project,SLE03011402,Valunia,Bo,888
sle_educ_pt_steward_schools.17539,POINT (-11.75573583299996 8.21589894400006),SLE_Prim_0889,Roman Catholic Primary School,Bo,Valunia,Kendebu,SLE03011402,Primary School,8.21589894,-11.75573583,Needs Validation - STEWARD Project,SLE03011402,Valunia,Bo,889
sle_educ_pt_steward_schools.17540,POINT (-11.731515462999937 8.31260870400007),SLE_Prim_0890,Bo District Education Committee Primary School,Bo,Valunia,Lunia,SLE03011403,Primary School,8.3126087,-11.73151546,Needs Validation - STEWARD Project,SLE03011403,Valunia,Bo,890
sle_educ_pt_steward_schools.17541,POINT (-11.677403973999958 8.328870911000024),SLE_Prim_0891,Bo District Education Committee Primary School,Bo,Valunia,Lunia,SLE03011403,Primary School,8.32887091,-11.67740397,Needs Validation - STEWARD Project,SLE03011403,Valunia,Bo,891
sle_educ_pt_steward_schools.17542,POINT (-11.724925171999928 8.293579876000024),SLE_Prim_0892,Bo.District Education Committee Primary School,Bo,Valunia,Lunia,SLE03011403,Primary School,8.29357988,-11.72492517,Needs Validation - STEWARD Project,SLE03011403,Valunia,Bo,892
sle_educ_pt_steward_schools.17543,POINT (-11.695075705999955 8.232755218000023),SLE_Prim_0893,Saint Ambrose Catholi Primary School,Bo,Valunia,Lunia,SLE03011403,Primary School,8.23275522,-11.69507571,Needs Validation - STEWARD Project,SLE03011403,Valunia,Bo,893
sle_educ_pt_steward_schools.17544,POINT (-11.695130082999981 8.240787670000032),SLE_Prim_0894,Saint Ambrose Catholic Primary School,Bo,Valunia,Lunia,SLE03011403,Primary School,8.24078767,-11.69513008,Needs Validation - STEWARD Project,SLE03011403,Valunia,Bo,894
sle_educ_pt_steward_schools.17545,POINT (-11.65552551099995 8.27823532800005),SLE_Prim_0895,Roman Catholic Primary School,Bo,Valunia,Seilenga,SLE03011405,Primary School,8.27823533,-11.65552551,Needs Validation - STEWARD Project,SLE03011405,Valunia,Bo,895
sle_educ_pt_steward_schools.17546,POINT (-11.596089120999977 8.289352570000062),SLE_Prim_0896,Roman Catholic Primary School,Bo,Valunia,Seilenga,SLE03011405,Primary School,8.28935257,-11.59608912,Needs Validation - STEWARD Project,SLE03011405,Valunia,Bo,896
sle_educ_pt_steward_schools.17547,POINT (-11.72177383099995 8.19363158300007),SLE_Prim_0897,Roman Catholic Primary School,Bo,Valunia,Vanjelu,SLE03011406,Primary School,8.19363158,-11.72177383,Needs Validation - STEWARD Project,SLE03011406,Valunia,Bo,897
sle_educ_pt_steward_schools.17548,POINT (-11.68999284399996 8.209350370000038),SLE_Prim_0898,Roman Catholic Primary School,Bo,Valunia,Vanjelu,SLE03011406,Primary School,8.20935037,-11.68999284,Needs Validation - STEWARD Project,SLE03011406,Valunia,Bo,898
sle_educ_pt_steward_schools.17549,POINT (-11.688845240999967 8.177578954000069),SLE_Prim_0899,Roman Catholic Primary School,Bo,Valunia,Vanjelu,SLE03011406,Primary School,8.17757895,-11.68884524,Needs Validation - STEWARD Project,SLE03011406,Valunia,Bo,899
sle_educ_pt_steward_schools.17550,POINT (-11.632798795999975 8.217535905000034),SLE_Prim_0900,Ahmadiyya Primary School,Bo,Valunia,Yarlenga,SLE03011407,Primary School,8.2175359,-11.6327988,Needs Validation - STEWARD Project,SLE03011407,Valunia,Bo,900
sle_educ_pt_steward_schools.17551,POINT (-11.579722470999968 8.209575308000069),SLE_Prim_0901,Bo District Education Community Primary School,Bo,Valunia,Yarlenga,SLE03011407,Primary School,8.20957531,-11.57972247,Needs Validation - STEWARD Project,SLE03011407,Valunia,Bo,901
sle_educ_pt_steward_schools.17552,POINT (-11.672680219999961 8.22713101100004),SLE_Prim_0902,Bo District Educaton Community Primary School,Bo,Valunia,Yarlenga,SLE03011407,Primary School,8.22713101,-11.67268022,Needs Validation - STEWARD Project,SLE03011407,Valunia,Bo,902
sle_educ_pt_steward_schools.17553,POINT (-11.59922341999993 8.197015646000068),SLE_Prim_0903,Magbema Community Primary School,Bo,Valunia,Yarlenga,SLE03011407,Primary School,8.19701565,-11.59922342,Needs Validation - STEWARD Project,SLE03011407,Valunia,Bo,903
sle_educ_pt_steward_schools.17554,POINT (-11.599199880999947 8.219887117000042),SLE_Prim_0904,Roman Catholic Primary School,Bo,Valunia,Yarlenga,SLE03011407,Primary School,8.21988712,-11.59919988,Needs Validation - STEWARD Project,SLE03011407,Valunia,Bo,904
sle_educ_pt_steward_schools.17555,POINT (-11.449020960999974 7.744957199000055),SLE_Prim_0905,B.D.E.C. Primary School,Bo,Wonde,Upper Kargol,SLE03011501,Primary School,7.7449572,-11.44902096,Needs Validation - STEWARD Project,SLE03011501,Wonde,Bo,905
sle_educ_pt_steward_schools.17556,POINT (-11.425010598999961 7.70866314400007),SLE_Prim_0906,B.D.E.C. Primary School - Levuma,Bo,Wonde,Upper Kargol,SLE03011501,Primary School,7.70866314,-11.4250106,Needs Validation - STEWARD Project,SLE03011501,Wonde,Bo,906
sle_educ_pt_steward_schools.17557,POINT (-11.474413671999969 7.764295261000029),SLE_Prim_0907,Wonde B.D.E.C Primary School,Bo,Wonde,Upper Kargol,SLE03011501,Primary School,7.76429526,-11.47441367,Needs Validation - STEWARD Project,SLE03011501,Wonde,Bo,907
sle_educ_pt_steward_schools.17558,POINT (-11.493399169999975 7.743190517000073),SLE_Prim_0908,Ahmadiyya Primary School,Bo,Wonde,Manyeh,SLE03011503,Primary School,7.74319052,-11.49339917,Needs Validation - STEWARD Project,SLE03011503,Wonde,Bo,908
sle_educ_pt_steward_schools.17559,POINT (-11.525414393999938 7.704332004000037),SLE_Prim_0909,B.D.E.C. Primary School,Bo,Wonde,Manyeh,SLE03011503,Primary School,7.704332,-11.52541439,Needs Validation - STEWARD Project,SLE03011503,Wonde,Bo,909
sle_educ_pt_steward_schools.17560,POINT (-11.466688119999958 7.77422722700004),SLE_Prim_0910,B.D.E.C. Primary School,Bo,Wonde,Upper Kargol,SLE03011504,Primary School,7.77422723,-11.46668812,Needs Validation - STEWARD Project,SLE03011504,Wonde,Bo,910
sle_educ_pt_steward_schools.17561,POINT (-11.430084965999981 7.77831558400004),SLE_Prim_0911,B.D.E.C. Primary School,Bo,Wonde,Upper Kargol,SLE03011504,Primary School,7.77831558,-11.43008497,Needs Validation - STEWARD Project,SLE03011504,Wonde,Bo,911
