FID,the_geom,Educ_Code,Educ_Name,Adm2_Name,Adm3_Name,Adm4_Name,Adm4_Code,Educ_Type,Latitude,Longitude,Accuracy,ADM4_COD_1,ADM3_NAM_1,ADM2_NAM_1,NUMBER
sle_educ_pt_steward_schools.18144,POINT (-12.521108201999937 8.008053097000072),SLE_Prim_1493,Ahmadiyya Muslim Primary School (Gov't Asst. Tem.Struc),Moyamba,Bagruwa,Mani,SLE03030105,Primary School,8.0080531,-12.5211082,Needs Validation - STEWARD Project,SLE03030105,Bagruwa,Moyamba,1493
sle_educ_pt_steward_schools.18145,POINT (-12.579047235999951 7.952065064000067),SLE_Prim_1494,I.C.S. Primary School (Temp Structure),Moyamba,Bagruwa,Mani,SLE03030105,Primary School,7.95206506,-12.57904724,Needs Validation - STEWARD Project,SLE03030105,Bagruwa,Moyamba,1494
sle_educ_pt_steward_schools.18146,POINT (-12.540293278999968 7.983793877000039),SLE_Prim_1495,I.C.S. Primary School (Temp Structure),Moyamba,Bagruwa,Mani,SLE03030105,Primary School,7.98379388,-12.54029328,Needs Validation - STEWARD Project,SLE03030105,Bagruwa,Moyamba,1495
sle_educ_pt_steward_schools.18147,POINT (-12.49439852599994 8.019938221000075),SLE_Prim_1496,M.D.E.C. Primary School,Moyamba,Bagruwa,Mani,SLE03030105,Primary School,8.01993822,-12.49439853,Needs Validation - STEWARD Project,SLE03030105,Bagruwa,Moyamba,1496
sle_educ_pt_steward_schools.18148,POINT (-12.54152053699994 8.034600926000053),SLE_Prim_1497,M.D.E.C. Primary School (Gov't Asst. Tem.Struc),Moyamba,Bagruwa,Mani,SLE03030105,Primary School,8.03460093,-12.54152054,Needs Validation - STEWARD Project,SLE03030105,Bagruwa,Moyamba,1497
sle_educ_pt_steward_schools.18149,POINT (-12.532982466999954 7.963226281000061),SLE_Prim_1498,U.M.C. Primary School (Gov't Asst. Tem.Struc),Moyamba,Bagruwa,Mani,SLE03030105,Primary School,7.96322628,-12.53298247,Needs Validation - STEWARD Project,SLE03030105,Bagruwa,Moyamba,1498
sle_educ_pt_steward_schools.18150,POINT (-12.352529429999947 7.9741585540000415),SLE_Prim_1499,M.D.E.C. Primary School (Gov't Asst. Tem.Struc),Moyamba,Bagruwa,Mokassi,SLE03030106,Primary School,7.97415855,-12.35252943,Needs Validation - STEWARD Project,SLE03030106,Bagruwa,Moyamba,1499
sle_educ_pt_steward_schools.18151,POINT (-12.415804798999943 7.951939581000033),SLE_Prim_1500,M.D.E.C.Primary School (Temp Structure),Moyamba,Bagruwa,Mokassi,SLE03030106,Primary School,7.95193958,-12.4158048,Needs Validation - STEWARD Project,SLE03030106,Bagruwa,Moyamba,1500
sle_educ_pt_steward_schools.18152,POINT (-12.412370833999944 8.002134779000073),SLE_Prim_1501,R.C. Primary School (Temp Structure),Moyamba,Bagruwa,Mokassi,SLE03030106,Primary School,8.00213478,-12.41237083,Needs Validation - STEWARD Project,SLE03030106,Bagruwa,Moyamba,1501
sle_educ_pt_steward_schools.18153,POINT (-12.390255055999944 8.019996141000036),SLE_Prim_1502,R.C. Primary School (Temp Structure),Moyamba,Bagruwa,Mokassi,SLE03030106,Primary School,8.01999614,-12.39025506,Needs Validation - STEWARD Project,SLE03030106,Bagruwa,Moyamba,1502
sle_educ_pt_steward_schools.18154,POINT (-12.420834820999971 7.868977646000076),SLE_Prim_1503,M.D.E.C. Priamry School (Temp Structure),Moyamba,Bagruwa,Moseilolo,SLE03030107,Primary School,7.86897765,-12.42083482,Needs Validation - STEWARD Project,SLE03030107,Bagruwa,Moyamba,1503
sle_educ_pt_steward_schools.18155,POINT (-12.426911700999938 7.850543800000025),SLE_Prim_1504,U.M.C.Primary School (Temp. Structure),Moyamba,Bagruwa,Moseilolo,SLE03030107,Primary School,7.8505438,-12.4269117,Needs Validation - STEWARD Project,SLE03030107,Bagruwa,Moyamba,1504
sle_educ_pt_steward_schools.18156,POINT (-12.33223118099994 7.887471542000071),SLE_Prim_1505,M.D.E.C. Primary School (Destroyed Tem. Structure),Moyamba,Bagruwa,Palima,SLE03030108,Primary School,7.88747154,-12.33223118,Needs Validation - STEWARD Project,SLE03030108,Bagruwa,Moyamba,1505
sle_educ_pt_steward_schools.18157,POINT (-12.33737181899994 7.918218114000069),SLE_Prim_1506,M.D.E.C. Prmary School (Tem. Shelter),Moyamba,Bagruwa,Palima,SLE03030108,Primary School,7.91821811,-12.33737182,Needs Validation - STEWARD Project,SLE03030108,Bagruwa,Moyamba,1506
sle_educ_pt_steward_schools.18158,POINT (-12.43329824999995 7.892152200000055),SLE_Prim_1507,U.M.C. Priamry School (Govt Assist Tem. Struct),Moyamba,Bagruwa,Palima,SLE03030108,Primary School,7.8921522,-12.43329825,Needs Validation - STEWARD Project,SLE03030108,Bagruwa,Moyamba,1507
sle_educ_pt_steward_schools.18159,POINT (-12.407316108999964 7.92807517500006),SLE_Prim_1508,U.M.C. Primary School,Moyamba,Bagruwa,Palima,SLE03030108,Primary School,7.92807518,-12.40731611,Needs Validation - STEWARD Project,SLE03030108,Bagruwa,Moyamba,1508
sle_educ_pt_steward_schools.18160,POINT (-12.535818545999973 7.9391763460000675),SLE_Prim_1509,Ahmad. Muslim Primary (Temporal Shelter),Moyamba,Bagruwa,Sembehun,SLE03030109,Primary School,7.93917635,-12.53581855,Needs Validation - STEWARD Project,SLE03030109,Bagruwa,Moyamba,1509
sle_educ_pt_steward_schools.18161,POINT (-12.479134605999946 8.00013518000003),SLE_Prim_1510,Ahmad. Muslim Primary (Temporal Shelter),Moyamba,Bagruwa,Sembehun,SLE03030109,Primary School,8.00013518,-12.47913461,Needs Validation - STEWARD Project,SLE03030109,Bagruwa,Moyamba,1510
sle_educ_pt_steward_schools.18162,POINT (-12.540562300999966 7.934143423000023),SLE_Prim_1511,I.C.S. Primary School (Temp Structure),Moyamba,Bagruwa,Sembehun,SLE03030109,Primary School,7.93414342,-12.5405623,Needs Validation - STEWARD Project,SLE03030109,Bagruwa,Moyamba,1511
sle_educ_pt_steward_schools.18163,POINT (-12.487791485999935 7.954315395000037),SLE_Prim_1512,I.C.S. Primary School (Temp Structure),Moyamba,Bagruwa,Sembehun,SLE03030109,Primary School,7.9543154,-12.48779149,Needs Validation - STEWARD Project,SLE03030109,Bagruwa,Moyamba,1512
sle_educ_pt_steward_schools.18164,POINT (-12.53644041399997 7.941303840000046),SLE_Prim_1513,R.C. Primary School (Temp Structure),Moyamba,Bagruwa,Sembehun,SLE03030109,Primary School,7.94130384,-12.53644041,Needs Validation - STEWARD Project,SLE03030109,Bagruwa,Moyamba,1513
sle_educ_pt_steward_schools.18165,POINT (-12.49137352799994 7.991271994000044),SLE_Prim_1514,R.C. Primary School (Temp Structure),Moyamba,Bagruwa,Sembehun,SLE03030109,Primary School,7.99127199,-12.49137353,Needs Validation - STEWARD Project,SLE03030109,Bagruwa,Moyamba,1514
sle_educ_pt_steward_schools.18166,POINT (-12.536236504999977 7.940534445000026),SLE_Prim_1515,U.M.C. Primary School,Moyamba,Bagruwa,Sembehun,SLE03030109,Primary School,7.94053444,-12.5362365,Needs Validation - STEWARD Project,SLE03030109,Bagruwa,Moyamba,1515
sle_educ_pt_steward_schools.18167,POINT (-12.796951327999977 8.102477488000034),SLE_Prim_1516,M.D.E.C. Primary School,Moyamba,Bumpeh,Bellentin,SLE03030201,Primary School,8.10247749,-12.79695133,Needs Validation - STEWARD Project,SLE03030201,Bumpeh,Moyamba,1516
sle_educ_pt_steward_schools.18168,POINT (-12.79065927299996 8.136818767000022),SLE_Prim_1517,M.D.E.C. Primary School,Moyamba,Bumpeh,Bellentin,SLE03030201,Primary School,8.13681877,-12.79065927,Needs Validation - STEWARD Project,SLE03030201,Bumpeh,Moyamba,1517
sle_educ_pt_steward_schools.18169,POINT (-12.758894597999927 8.115276936000043),SLE_Prim_1518,Sierra Muslim Union Primary School,Moyamba,Bumpeh,Bellentin,SLE03030201,Primary School,8.11527694,-12.7588946,Needs Validation - STEWARD Project,SLE03030201,Bumpeh,Moyamba,1518
sle_educ_pt_steward_schools.18170,POINT (-12.778655239999978 8.124207242000068),SLE_Prim_1519,Vine Memorial Primay School,Moyamba,Bumpeh,Bellentin,SLE03030201,Primary School,8.12420724,-12.77865524,Needs Validation - STEWARD Project,SLE03030201,Bumpeh,Moyamba,1519
sle_educ_pt_steward_schools.18171,POINT (-12.765948734999938 8.102607073000058),SLE_Prim_1520,Vine Memorial Primay School,Moyamba,Bumpeh,Bellentin,SLE03030201,Primary School,8.10260707,-12.76594874,Needs Validation - STEWARD Project,SLE03030201,Bumpeh,Moyamba,1520
sle_educ_pt_steward_schools.18172,POINT (-12.720418088999963 8.141085363000059),SLE_Prim_1521,Community Based Primary School,Moyamba,Bumpeh,Bumpeh,SLE03030202,Primary School,8.14108536,-12.72041809,Needs Validation - STEWARD Project,SLE03030202,Bumpeh,Moyamba,1521
sle_educ_pt_steward_schools.18173,POINT (-12.656320870999934 8.202559404000056),SLE_Prim_1522,Community Based Primary School,Moyamba,Bumpeh,Bumpeh,SLE03030202,Primary School,8.2025594,-12.65632087,Needs Validation - STEWARD Project,SLE03030202,Bumpeh,Moyamba,1522
sle_educ_pt_steward_schools.18174,POINT (-12.675794447999976 8.160906307000062),SLE_Prim_1523,Roman Catholic Primary School,Moyamba,Bumpeh,Bumpeh,SLE03030202,Primary School,8.16090631,-12.67579445,Needs Validation - STEWARD Project,SLE03030202,Bumpeh,Moyamba,1523
sle_educ_pt_steward_schools.18175,POINT (-12.71042766499994 8.141725087000054),SLE_Prim_1524,United Methodist Church Primary School,Moyamba,Bumpeh,Bumpeh,SLE03030202,Primary School,8.14172509,-12.71042766,Needs Validation - STEWARD Project,SLE03030202,Bumpeh,Moyamba,1524
sle_educ_pt_steward_schools.18176,POINT (-12.689957341999957 8.14296482900005),SLE_Prim_1525,United Methodist Church Primary School,Moyamba,Bumpeh,Bumpeh,SLE03030202,Primary School,8.14296483,-12.68995734,Needs Validation - STEWARD Project,SLE03030202,Bumpeh,Moyamba,1525
sle_educ_pt_steward_schools.18177,POINT (-12.672494745999927 8.224525749000065),SLE_Prim_1526,R.C. Primary School,Moyamba,Bumpeh,Bumpeh,SLE03030203,Primary School,8.22452575,-12.67249475,Needs Validation - STEWARD Project,SLE03030203,Bumpeh,Moyamba,1526
sle_educ_pt_steward_schools.18178,POINT (-12.669729321999966 8.230456877000051),SLE_Prim_1527,M.D.E.C. Primary School,Moyamba,Bumpeh,Greema,SLE03030203,Primary School,8.23045688,-12.66972932,Needs Validation - STEWARD Project,SLE03030203,Bumpeh,Moyamba,1527
sle_educ_pt_steward_schools.18179,POINT (-12.646126184999957 8.22993960100007),SLE_Prim_1528,Newlife Services Primary School,Moyamba,Bumpeh,Greema,SLE03030203,Primary School,8.2299396,-12.64612618,Needs Validation - STEWARD Project,SLE03030203,Bumpeh,Moyamba,1528
sle_educ_pt_steward_schools.18180,POINT (-12.67877230399995 8.224607255000024),SLE_Prim_1529,Supreme Islamic council Primary School,Moyamba,Bumpeh,Greema,SLE03030203,Primary School,8.22460726,-12.6787723,Needs Validation - STEWARD Project,SLE03030203,Bumpeh,Moyamba,1529
sle_educ_pt_steward_schools.18181,POINT (-12.677543230999959 8.226904915000034),SLE_Prim_1530,U.M.C. Lower Primary School,Moyamba,Bumpeh,Greema,SLE03030203,Primary School,8.22690492,-12.67754323,Needs Validation - STEWARD Project,SLE03030203,Bumpeh,Moyamba,1530
sle_educ_pt_steward_schools.18182,POINT (-12.668631235999953 8.295390050000037),SLE_Prim_1531,U.M.C. Primary School,Moyamba,Bumpeh,Greema,SLE03030203,Primary School,8.29539005,-12.66863124,Needs Validation - STEWARD Project,SLE03030203,Bumpeh,Moyamba,1531
sle_educ_pt_steward_schools.18183,POINT (-12.663685449999946 8.275495180000064),SLE_Prim_1532,U.M.C. Primary School,Moyamba,Bumpeh,Greema,SLE03030203,Primary School,8.27549518,-12.66368545,Needs Validation - STEWARD Project,SLE03030203,Bumpeh,Moyamba,1532
sle_educ_pt_steward_schools.18184,POINT (-12.78019252799993 8.200612625000076),SLE_Prim_1533,Community Based Primary School,Moyamba,Bumpeh,Kassipoto,SLE03030204,Primary School,8.20061262,-12.78019253,Needs Validation - STEWARD Project,SLE03030204,Bumpeh,Moyamba,1533
sle_educ_pt_steward_schools.18185,POINT (-12.76686108399997 8.162268525000059),SLE_Prim_1534,Kulafai Rashideen Primary School,Moyamba,Bumpeh,Kassipoto,SLE03030204,Primary School,8.16226852,-12.76686108,Needs Validation - STEWARD Project,SLE03030204,Bumpeh,Moyamba,1534
sle_educ_pt_steward_schools.18186,POINT (-12.751718496999956 8.188604973000054),SLE_Prim_1535,M.D.E.C. Primary School,Moyamba,Bumpeh,Kassipoto,SLE03030204,Primary School,8.18860497,-12.7517185,Needs Validation - STEWARD Project,SLE03030204,Bumpeh,Moyamba,1535
sle_educ_pt_steward_schools.18187,POINT (-12.728127262999976 8.133201722000024),SLE_Prim_1536,M.D.E.C. Primary School,Moyamba,Bumpeh,Kassipoto,SLE03030204,Primary School,8.13320172,-12.72812726,Needs Validation - STEWARD Project,SLE03030204,Bumpeh,Moyamba,1536
sle_educ_pt_steward_schools.18188,POINT (-12.764485278999928 8.08344571200007),SLE_Prim_1537,Evangelical Model Primary School,Moyamba,Bumpeh,Mamu,SLE03030205,Primary School,8.08344571,-12.76448528,Needs Validation - STEWARD Project,SLE03030205,Bumpeh,Moyamba,1537
sle_educ_pt_steward_schools.18189,POINT (-12.755039488999955 8.044780125000045),SLE_Prim_1538,Evangelical Model Primary School,Moyamba,Bumpeh,Mamu,SLE03030205,Primary School,8.04478012,-12.75503949,Needs Validation - STEWARD Project,SLE03030205,Bumpeh,Moyamba,1538
sle_educ_pt_steward_schools.18190,POINT (-12.730995985999982 8.079383549000056),SLE_Prim_1539,F.A.W.E. Primary School,Moyamba,Bumpeh,Mamu,SLE03030205,Primary School,8.07938355,-12.73099599,Needs Validation - STEWARD Project,SLE03030205,Bumpeh,Moyamba,1539
sle_educ_pt_steward_schools.18191,POINT (-12.77565055399998 8.068447783000067),SLE_Prim_1540,U.M.C. Primary School,Moyamba,Bumpeh,Mamu,SLE03030205,Primary School,8.06844778,-12.77565055,Needs Validation - STEWARD Project,SLE03030205,Bumpeh,Moyamba,1540
sle_educ_pt_steward_schools.18192,POINT (-12.74329006299996 8.094781286000057),SLE_Prim_1541,U.M.C. Primary School,Moyamba,Bumpeh,Mamu,SLE03030205,Primary School,8.09478129,-12.74329006,Needs Validation - STEWARD Project,SLE03030205,Bumpeh,Moyamba,1541
sle_educ_pt_steward_schools.18193,POINT (-12.726991293999959 8.036436777000063),SLE_Prim_1542,U.M.C. Primary School,Moyamba,Bumpeh,Mamu,SLE03030205,Primary School,8.03643678,-12.72699129,Needs Validation - STEWARD Project,SLE03030205,Bumpeh,Moyamba,1542
sle_educ_pt_steward_schools.18194,POINT (-12.623672588999966 8.101133828000059),SLE_Prim_1543,Rose Roster Primary School,Moyamba,Bumpeh,Massah,SLE03030206,Primary School,8.10113383,-12.62367259,Needs Validation - STEWARD Project,SLE03030206,Bumpeh,Moyamba,1543
sle_educ_pt_steward_schools.18195,POINT (-12.712649901999953 8.120939960000044),SLE_Prim_1544,Kulafai Rashideen Primary School,Moyamba,Bumpeh,Moryah,SLE03030207,Primary School,8.12093996,-12.7126499,Needs Validation - STEWARD Project,SLE03030207,Bumpeh,Moyamba,1544
sle_educ_pt_steward_schools.18196,POINT (-12.703325577999976 8.090608504000045),SLE_Prim_1545,M.D.E.C. Primary School,Moyamba,Bumpeh,Moryah,SLE03030207,Primary School,8.0906085,-12.70332558,Needs Validation - STEWARD Project,SLE03030207,Bumpeh,Moyamba,1545
sle_educ_pt_steward_schools.18197,POINT (-12.642880753999975 8.026084278000042),SLE_Prim_1546,Sepreme Isamic Council Primary School,Moyamba,Bumpeh,Moryah,SLE03030207,Primary School,8.02608428,-12.64288075,Needs Validation - STEWARD Project,SLE03030207,Bumpeh,Moyamba,1546
sle_educ_pt_steward_schools.18198,POINT (-12.731047279999927 8.099395422000043),SLE_Prim_1547,Supreme Islamic Council Primary School,Moyamba,Bumpeh,Moryah,SLE03030207,Primary School,8.09939542,-12.73104728,Needs Validation - STEWARD Project,SLE03030207,Bumpeh,Moyamba,1547
sle_educ_pt_steward_schools.18199,POINT (-12.682467687999974 8.123571019000053),SLE_Prim_1548,Surreme Islamic Primary School,Moyamba,Bumpeh,Moryah,SLE03030207,Primary School,8.12357102,-12.68246769,Needs Validation - STEWARD Project,SLE03030207,Bumpeh,Moyamba,1548
sle_educ_pt_steward_schools.18200,POINT (-12.728824986999939 8.110744622000027),SLE_Prim_1549,U.M.C. Primary School,Moyamba,Bumpeh,Moryah,SLE03030207,Primary School,8.11074462,-12.72882499,Needs Validation - STEWARD Project,SLE03030207,Bumpeh,Moyamba,1549
sle_educ_pt_steward_schools.18201,POINT (-12.686160419999965 8.083687604000033),SLE_Prim_1550,U.M.C. Primary School,Moyamba,Bumpeh,Moryah,SLE03030207,Primary School,8.0836876,-12.68616042,Needs Validation - STEWARD Project,SLE03030207,Bumpeh,Moyamba,1550
sle_educ_pt_steward_schools.18202,POINT (-12.741929539999944 8.235207970000033),SLE_Prim_1551,Kulafai Rashideen Primary School,Moyamba,Bumpeh,Mokebbie,SLE03030208,Primary School,8.23520797,-12.74192954,Needs Validation - STEWARD Project,SLE03030208,Bumpeh,Moyamba,1551
sle_educ_pt_steward_schools.18203,POINT (-12.718764526999962 8.17673318200002),SLE_Prim_1552,Kulafai Rashideen Primary School,Moyamba,Bumpeh,Mokebbie,SLE03030208,Primary School,8.17673318,-12.71876453,Needs Validation - STEWARD Project,SLE03030208,Bumpeh,Moyamba,1552
sle_educ_pt_steward_schools.18204,POINT (-12.73596560599998 8.211764297000059),SLE_Prim_1553,Roman Catholic Mokamem Primary School,Moyamba,Bumpeh,Mokebbie,SLE03030208,Primary School,8.2117643,-12.73596561,Needs Validation - STEWARD Project,SLE03030208,Bumpeh,Moyamba,1553
sle_educ_pt_steward_schools.18205,POINT (-12.696727137999972 8.194603655000037),SLE_Prim_1554,Supreme Islamic Council Primary School,Moyamba,Bumpeh,Mokebbie,SLE03030208,Primary School,8.19460366,-12.69672714,Needs Validation - STEWARD Project,SLE03030208,Bumpeh,Moyamba,1554
sle_educ_pt_steward_schools.18206,POINT (-12.720324257999948 8.164051842000049),SLE_Prim_1555,United Methodist Church Primary School,Moyamba,Bumpeh,Mokebbie,SLE03030208,Primary School,8.16405184,-12.72032426,Needs Validation - STEWARD Project,SLE03030208,Bumpeh,Moyamba,1555
sle_educ_pt_steward_schools.18207,POINT (-12.818777658999977 8.100217539000028),SLE_Prim_1556,Kulaifai Rashideen Primary School,Moyamba,Bumpeh,Motobon,SLE03030209,Primary School,8.10021754,-12.81877766,Needs Validation - STEWARD Project,SLE03030209,Bumpeh,Moyamba,1556
sle_educ_pt_steward_schools.18208,POINT (-12.828267087999961 8.120154477000028),SLE_Prim_1557,Vine Memorial Primay School,Moyamba,Bumpeh,Motobon,SLE03030209,Primary School,8.12015448,-12.82826709,Needs Validation - STEWARD Project,SLE03030209,Bumpeh,Moyamba,1557
sle_educ_pt_steward_schools.18209,POINT (-12.805074111999943 8.108270161000064),SLE_Prim_1558,Vine Memorial Primay School,Moyamba,Bumpeh,Motobon,SLE03030209,Primary School,8.10827016,-12.80507411,Needs Validation - STEWARD Project,SLE03030209,Bumpeh,Moyamba,1558
sle_educ_pt_steward_schools.18210,POINT (-12.668541890999961 8.026167215000044),SLE_Prim_1559,Supreme Islamic Council Primary School,Moyamba,Bumpeh,Moyemi,SLE03030210,Primary School,8.02616722,-12.66854189,Needs Validation - STEWARD Project,SLE03030210,Bumpeh,Moyamba,1559
sle_educ_pt_steward_schools.18211,POINT (-12.621824340999979 8.037251580000031),SLE_Prim_1560,Supreme Islamic Council Primary School,Moyamba,Bumpeh,Moyemi,SLE03030210,Primary School,8.03725158,-12.62182434,Needs Validation - STEWARD Project,SLE03030210,Bumpeh,Moyamba,1560
sle_educ_pt_steward_schools.18212,POINT (-12.705798698999956 8.260852999000065),SLE_Prim_1561,New Life Ministry Primary school,Moyamba,Bumpeh,Saiama,SLE03030211,Primary School,8.260853,-12.7057987,Needs Validation - STEWARD Project,SLE03030211,Bumpeh,Moyamba,1561
sle_educ_pt_steward_schools.18213,POINT (-12.68295020499994 8.225372511000046),SLE_Prim_1562,United Methodist Church Primary School,Moyamba,Bumpeh,Saiama,SLE03030211,Primary School,8.22537251,-12.6829502,Needs Validation - STEWARD Project,SLE03030211,Bumpeh,Moyamba,1562
sle_educ_pt_steward_schools.18214,POINT (-12.804708908999942 8.053355666000073),SLE_Prim_1563,Evangelical Model Primary School,Moyamba,Bumpeh,Sumu,SLE03030212,Primary School,8.05335567,-12.80470891,Needs Validation - STEWARD Project,SLE03030212,Bumpeh,Moyamba,1563
sle_educ_pt_steward_schools.18215,POINT (-12.84271969699995 8.06168371800004),SLE_Prim_1564,F.A.W.E. Primary School,Moyamba,Bumpeh,Sumu,SLE03030212,Primary School,8.06168372,-12.8427197,Needs Validation - STEWARD Project,SLE03030212,Bumpeh,Moyamba,1564
sle_educ_pt_steward_schools.18216,POINT (-12.878706120999937 8.046441125000058),SLE_Prim_1565,Kulafai Rashideen Primary School,Moyamba,Bumpeh,Sumu,SLE03030212,Primary School,8.04644112,-12.87870612,Needs Validation - STEWARD Project,SLE03030212,Bumpeh,Moyamba,1565
sle_educ_pt_steward_schools.18217,POINT (-12.855215936999969 8.07061697000006),SLE_Prim_1566,U.M.C. Primary School,Moyamba,Bumpeh,Sumu,SLE03030212,Primary School,8.07061697,-12.85521594,Needs Validation - STEWARD Project,SLE03030212,Bumpeh,Moyamba,1566
sle_educ_pt_steward_schools.18218,POINT (-12.815110559999937 8.058572575000028),SLE_Prim_1567,U.M.C. Primary School,Moyamba,Bumpeh,Sumu,SLE03030212,Primary School,8.05857258,-12.81511056,Needs Validation - STEWARD Project,SLE03030212,Bumpeh,Moyamba,1567
sle_educ_pt_steward_schools.18219,POINT (-12.807595550999963 8.074748631000034),SLE_Prim_1568,Vine Memorial Primay School,Moyamba,Bumpeh,Sumu,SLE03030212,Primary School,8.07474863,-12.80759555,Needs Validation - STEWARD Project,SLE03030212,Bumpeh,Moyamba,1568
sle_educ_pt_steward_schools.18220,POINT (-12.635253863999935 8.068474312000035),SLE_Prim_1569,Community Based Primary School,Moyamba,Bumpeh,Yengessa,SLE03030213,Primary School,8.06847431,-12.63525386,Needs Validation - STEWARD Project,SLE03030213,Bumpeh,Moyamba,1569
sle_educ_pt_steward_schools.18221,POINT (-12.631774304999965 8.086665867000022),SLE_Prim_1570,Kankalay - Isl. Primary School,Moyamba,Bumpeh,Yengessa,SLE03030213,Primary School,8.08666587,-12.6317743,Needs Validation - STEWARD Project,SLE03030213,Bumpeh,Moyamba,1570
sle_educ_pt_steward_schools.18222,POINT (-12.628942095999946 8.21643517800004),SLE_Prim_1571,R.C. Primary School,Moyamba,Bumpeh,Yengessa,SLE03030213,Primary School,8.21643518,-12.6289421,Needs Validation - STEWARD Project,SLE03030213,Bumpeh,Moyamba,1571
sle_educ_pt_steward_schools.18223,POINT (-12.170754062999947 8.001696244000073),SLE_Prim_1572,Fawe Pr. School,Moyamba,Dasse,Bambuibu Tommy,SLE03030301,Primary School,8.00169624,-12.17075406,Needs Validation - STEWARD Project,SLE03030301,Dasse,Moyamba,1572
sle_educ_pt_steward_schools.18224,POINT (-12.162543662999951 7.980516438000052),SLE_Prim_1573,Fawe Primary School,Moyamba,Dasse,Bambuibu Tommy,SLE03030301,Primary School,7.98051644,-12.16254366,Needs Validation - STEWARD Project,SLE03030301,Dasse,Moyamba,1573
sle_educ_pt_steward_schools.18225,POINT (-12.187392002999957 7.9584690330000285),SLE_Prim_1574,Kankalay Primary School,Moyamba,Dasse,Bambuibu Tommy,SLE03030301,Primary School,7.95846903,-12.187392,Needs Validation - STEWARD Project,SLE03030301,Dasse,Moyamba,1574
sle_educ_pt_steward_schools.18226,POINT (-12.241906620999941 8.021947519000037),SLE_Prim_1575,Ansarul Islamic Primary School,Moyamba,Dasse,Bongoya,SLE03030302,Primary School,8.02194752,-12.24190662,Needs Validation - STEWARD Project,SLE03030302,Dasse,Moyamba,1575
sle_educ_pt_steward_schools.18227,POINT (-12.186856493999926 8.02997748200005),SLE_Prim_1576,R.C. Primary School,Moyamba,Dasse,Bongoya,SLE03030302,Primary School,8.02997748,-12.18685649,Needs Validation - STEWARD Project,SLE03030302,Dasse,Moyamba,1576
sle_educ_pt_steward_schools.18228,POINT (-12.197413806999975 7.9840339070000255),SLE_Prim_1577,M.D.E.C. Primary School,Moyamba,Dasse,Foya Tewei,SLE03030304,Primary School,7.98403391,-12.19741381,Needs Validation - STEWARD Project,SLE03030304,Dasse,Moyamba,1577
sle_educ_pt_steward_schools.18229,POINT (-12.094828280999934 7.982585032000031),SLE_Prim_1578,Fawe Primary School,Moyamba,Dasse,Jayahun,SLE03030305,Primary School,7.98258503,-12.09482828,Needs Validation - STEWARD Project,SLE03030305,Dasse,Moyamba,1578
sle_educ_pt_steward_schools.18230,POINT (-12.122540581999942 8.085763133000057),SLE_Prim_1579,Ansarul Islamic Primary School,Moyamba,Dasse,Kenema,SLE03030306,Primary School,8.08576313,-12.12254058,Needs Validation - STEWARD Project,SLE03030306,Dasse,Moyamba,1579
sle_educ_pt_steward_schools.18231,POINT (-12.09217734899994 8.04065681700007),SLE_Prim_1580,Ansarul Isalamic Primary School (Lower),Moyamba,Dasse,Mano,SLE03030307,Primary School,8.04065682,-12.09217735,Needs Validation - STEWARD Project,SLE03030307,Dasse,Moyamba,1580
sle_educ_pt_steward_schools.18232,POINT (-12.088932909999926 8.043127280000022),SLE_Prim_1581,Ansarul Islamic Primary School (Upper),Moyamba,Dasse,Mano,SLE03030307,Primary School,8.04312728,-12.08893291,Needs Validation - STEWARD Project,SLE03030307,Dasse,Moyamba,1581
sle_educ_pt_steward_schools.18233,POINT (-12.08834946899998 8.038515679000056),SLE_Prim_1582,R.C. Primary School,Moyamba,Dasse,Mano,SLE03030307,Primary School,8.03851568,-12.08834947,Needs Validation - STEWARD Project,SLE03030307,Dasse,Moyamba,1582
sle_educ_pt_steward_schools.18234,POINT (-12.094146757999965 8.035214050000036),SLE_Prim_1583,S.L.C. Primary School,Moyamba,Dasse,Mano,SLE03030307,Primary School,8.03521405,-12.09414676,Needs Validation - STEWARD Project,SLE03030307,Dasse,Moyamba,1583
sle_educ_pt_steward_schools.18235,POINT (-12.096812975999967 8.035016074000055),SLE_Prim_1584,U.M.C. P School,Moyamba,Dasse,Mano,SLE03030307,Primary School,8.03501607,-12.09681298,Needs Validation - STEWARD Project,SLE03030307,Dasse,Moyamba,1584
sle_educ_pt_steward_schools.18236,POINT (-12.142045219999943 8.050240354000039),SLE_Prim_1585,U.M.C. P School,Moyamba,Dasse,Niti Korley,SLE03030308,Primary School,8.05024035,-12.14204522,Needs Validation - STEWARD Project,SLE03030308,Dasse,Moyamba,1585
sle_educ_pt_steward_schools.18237,POINT (-12.040798895999956 8.026260157000024),SLE_Prim_1586,R.C. Primary School,Moyamba,Dasse,Semabu,SLE03030309,Primary School,8.02626016,-12.0407989,Needs Validation - STEWARD Project,SLE03030309,Dasse,Moyamba,1586
sle_educ_pt_steward_schools.18238,POINT (-12.055215902999976 7.99768070500005),SLE_Prim_1587,S.L.C. Primary School,Moyamba,Dasse,Semabu,SLE03030309,Primary School,7.9976807,-12.0552159,Needs Validation - STEWARD Project,SLE03030309,Dasse,Moyamba,1587
